,Scrambling_from_20-30_yards_RANK THIS WEEK,Scrambling_from_20-30_yards_RANK LAST WEEK,Scrambling_from_20-30_yards_PLAYER NAME,Scrambling_from_20-30_yards_ROUNDS,Scrambling_from_20-30_yards_%,Scrambling_from_20-30_yards_SUCCESSES,Scrambling_from_20-30_yards_ATTEMPTS
52,53,53,Tim Clark,60,55.38,36,65
53,54,54,David Hearn,95,55.36,62,112
54,55,55,Tom Gillis,75,55.1,54,98
55,56,56,Ken Duke,104,54.95,61,111
56,57,57,J.B. Holmes,90,54.88,45,82
57,T58,T58,Brian Davis,91,54.84,51,93
58,T58,T58,Matt Kuchar,86,54.84,34,62
59,60,60,Troy Matteson,100,54.65,47,86
60,T61,T61,Richard Lee,71,54.55,42,77
61,T61,T61,Chris Stroud,86,54.55,48,88
62,63,63,Bob Estes,78,54.43,43,79
63,64,64,Jeff Overton,101,54.37,56,103
64,65,65,Steve Stricker,73,54.35,25,46
65,66,66,Chris Kirk,93,54.02,47,87
66,67,67,Rory Sabbatini,84,53.75,43,80
67,68,68,Jerry Kelly,84,53.61,52,97
68,T69,T69,Alexandre Rocha,62,53.57,30,56
69,T69,T69,Steve Wheatcroft,56,53.57,30,56
70,71,71,Michael Bradley,63,53.42,39,73
71,72,72,Brian Gay,91,53.27,57,107
72,73,73,Blake Adams,107,53.21,58,109
73,74,74,Dicky Pride,62,52.73,29,55
74,T75,T75,Charlie Beljan,61,52.63,20,38
75,T75,T75,Jonas Blixt,72,52.63,40,76
76,77,77,Bobby Gates,87,52.53,52,99
77,78,78,Keegan Bradley,90,52.31,34,65
78,T79,T79,Ángel Cabrera,54,52.17,24,46
79,T79,T79,Ben Crane,73,52.17,36,69
80,T79,T79,Tom Pernice Jr.,62,52.17,36,69
81,82,82,Derek Lamely,64,51.95,40,77
82,T83,T83,Chris DiMarco,83,51.92,54,104
83,T83,T83,Padraig Harrington,67,51.92,27,52
84,T83,T83,Colt Knost,79,51.92,54,104
85,86,86,Kyle Reifers,86,51.9,41,79
86,T87,T87,J.J. Killeen,101,51.85,70,135
87,T87,T87,Rory McIlroy,60,51.85,14,27
88,T87,T87,Garth Mulroy,59,51.85,28,54
89,90,90,Marc Leishman,84,51.69,46,89
90,91,91,Johnson Wagner,88,51.55,50,97
91,92,92,Gary Woodland,70,51.52,34,66
92,93,93,Spencer Levin,81,51.39,37,72
93,94,94,John Merrick,83,51.32,39,76
94,T95,T95,Chad Campbell,84,51.28,40,78
95,T95,T95,John Daly,50,51.28,20,39
96,97,97,Cameron Tringale,88,51.06,48,94
97,98,98,Tim Herron,88,51.0,51,100
98,99,99,Brendon Todd,78,50.98,52,102
99,100,100,Freddie Jacobson,61,50.91,28,55
100,101,101,Jason Day,57,50.79,32,63
101,102,102,Jeff Maggert,83,50.7,36,71
102,103,103,J.J. Henry,93,50.67,38,75
103,104,104,Kevin Streelman,89,50.6,42,83
104,105,105,Rod Pampling,88,50.57,44,87
105,106,106,Carl Pettersson,92,50.54,47,93
106,T107,T107,Stephen Ames,54,50.0,23,46
107,T107,T107,Cameron Beckman,81,50.0,35,70
108,T107,T107,Kris Blanks,65,50.0,38,76
109,T107,T107,Kevin Chappell,91,50.0,43,86
110,T107,T107,Erik Compton,81,50.0,43,86
111,T107,T107,Kevin Kisner,69,50.0,33,66
112,T107,T107,Jason Kokrak,79,50.0,41,82
113,T107,T107,Ryan Moore,89,50.0,42,84
114,T107,T107,Webb Simpson,77,50.0,30,60
115,T107,T107,Kevin Stadler,85,50.0,31,62
116,T107,T107,D.J. Trahan,73,50.0,39,78
117,T107,T107,Nick Watney,97,50.0,40,80
118,119,119,Harris English,98,49.52,52,105
119,120,120,John Huh,99,49.45,45,91
120,121,121,Ryan Palmer,81,49.37,39,79
121,122,122,"Ted Potter, Jr.",77,49.35,38,77
122,123,123,Vaughn Taylor,81,49.3,35,71
123,124,124,Hunter Mahan,88,49.25,33,67
124,125,125,Sergio Garcia,57,49.21,31,63
125,126,126,Brendon de Jonge,115,49.19,61,124
126,127,127,Patrick Sheehan,58,49.15,29,59
127,128,128,Geoff Ogilvy,73,49.06,26,53
128,129,129,Ian Poulter,57,48.94,23,47
129,130,130,Graham DeLaet,79,48.86,43,88
130,131,131,John Rollins,81,48.81,41,84
131,132,132,Scott Dunlap,57,48.78,20,41
132,133,133,Stuart Appleby,75,48.61,35,72
133,134,134,Brian Harman,101,48.54,50,103
134,135,135,Greg Owen,90,48.48,32,66
135,136,136,Andres Romero,68,48.44,31,64
136,137,137,John Senden,81,48.05,37,77
137,T138,T138,Miguel Angel Carballo,73,48.0,36,75
138,T138,T138,James Driscoll,83,48.0,48,100
139,T138,T138,Brendan Steele,77,48.0,36,75
140,141,141,Hunter Haas,69,47.62,30,63
141,142,142,D.A. Points,88,47.5,38,80
142,143,143,Edward Loar,59,47.46,28,59
143,144,144,Gary Christian,91,46.99,39,83
144,145,145,Chez Reavie,83,46.97,31,66
145,T146,T146,Davis Love III,64,46.81,22,47
146,T146,T146,Seung-Yul Noh,105,46.81,44,94
147,T146,T146,Roland Thatcher,55,46.81,22,47
148,149,149,Martin Laird,77,46.77,29,62
149,150,150,Arjun Atwal,79,46.67,35,75
150,151,151,Matt Bettencourt,80,46.59,41,88
151,152,152,Josh Teater,97,46.39,45,97
152,153,153,Tiger Woods,69,46.34,19,41
153,154,154,Billy Horschel,63,45.61,26,57
154,155,155,Robert Allenby,76,45.59,31,68
155,156,156,Charley Hoffman,88,45.35,39,86
156,157,157,Scott Piercy,95,45.12,37,82
157,158,158,K.J. Choi,71,45.07,32,71
158,159,159,Graeme McDowell,55,45.0,18,40
159,160,160,Jason Bohn,81,44.62,29,65
160,T161,T161,Ben Curtis,62,44.44,20,45
161,T161,T161,Bo Van Pelt,84,44.44,28,63
162,163,163,Stewart Cink,71,44.12,30,68
163,T164,T164,Will Claxton,99,43.75,35,80
164,T164,T164,Louis Oosthuizen,65,43.75,14,32
165,166,166,John Mallinger,74,43.24,32,74
166,167,167,Daniel Summerhays,81,43.21,35,81
167,168,168,Daniel Chopra,55,43.08,28,65
168,T169,T169,Mark Anderson,75,43.02,37,86
169,T169,T169,Heath Slocum,93,43.02,37,86
170,171,171,Jhonattan Vegas,77,43.01,40,93
171,172,172,Tommy Gainey,98,43.0,43,100
172,173,173,Russell Knox,72,42.86,24,56
173,174,174,Sean O'Hair,84,42.7,38,89
174,175,175,Camilo Villegas,79,42.47,31,73
175,176,176,Scott Stallings,78,42.03,29,69
176,T177,T177,Ricky Barnes,92,41.94,39,93
177,T177,T177,Rickie Fowler,84,41.94,26,62
178,179,179,Ryo Ishikawa,54,41.82,23,55
179,180,180,Stephen Gangluff,57,41.67,25,60
180,T181,T181,Sangmoon Bae,81,40.0,32,80
181,T181,T181,Scott Brown,65,40.0,20,50
182,183,183,Kyle Stanley,86,39.62,21,53
183,184,184,Bubba Watson,68,39.53,17,43
184,T185,T185,Marco Dawson,60,38.64,17,44
185,T185,T185,Kyle Thompson,51,38.64,17,44
186,T185,T185,Boo Weekley,74,38.64,17,44
187,188,188,Brandt Jobe,57,38.46,20,52
188,189,189,Tommy Biershenk,74,35.71,30,84
189,190,190,Harrison Frazar,56,34.69,17,49
190,191,191,Robert Karlsson,54,34.15,14,41
