,Scrambling_from__10_yards_RANK THIS WEEK,Scrambling_from__10_yards_RANK LAST WEEK,Scrambling_from__10_yards_PLAYER NAME,Scrambling_from__10_yards_ROUNDS,Scrambling_from__10_yards_%,Scrambling_from__10_yards_SUCCESSES,Scrambling_from__10_yards_ATTEMPTS
112,T113,T113,Scott Brown,65,83.33,50,60
113,T113,T113,Jonathan Byrd,69,83.33,70,84
114,T113,T113,Erik Compton,81,83.33,65,78
115,T113,T113,Nick Watney,97,83.33,60,72
116,T117,T117,Keegan Bradley,90,83.16,79,95
117,T117,T117,Cameron Tringale,88,83.16,79,95
118,119,119,Tommy Biershenk,74,83.1,59,71
119,T120,T120,Kris Blanks,65,83.08,54,65
120,T120,T120,Kevin Kisner,69,83.08,54,65
121,T122,T122,Rory McIlroy,60,83.02,44,53
122,T122,T122,Adam Scott,59,83.02,44,53
123,124,124,Spencer Levin,81,82.98,78,94
124,125,125,D.A. Points,88,82.93,68,82
125,126,126,Graham DeLaet,79,82.89,63,76
126,T127,T127,Stewart Cink,71,82.81,53,64
127,T127,T127,Harrison Frazar,56,82.81,53,64
128,T129,T129,Matt Kuchar,86,82.76,72,87
129,T129,T129,Louis Oosthuizen,65,82.76,48,58
130,131,131,Greg Owen,90,82.72,67,81
131,T132,T132,Robert Allenby,76,82.61,57,69
132,T132,T132,Ben Crane,73,82.61,57,69
133,134,134,Billy Horschel,63,82.46,47,57
134,135,135,D.J. Trahan,73,82.43,61,74
135,136,136,Matt Every,80,82.42,75,91
136,137,137,Jeff Maggert,83,82.41,89,108
137,138,138,Michael Bradley,63,82.35,42,51
138,139,139,Kevin Stadler,85,82.29,79,96
139,140,140,Nick O'Hern,78,82.26,51,62
140,141,141,Brendan Steele,77,82.19,60,73
141,142,142,William McGirt,96,82.14,69,84
142,143,143,Charles Howell III,98,82.09,55,67
143,144,144,Harris English,98,82.02,73,89
144,T145,T145,Chris DiMarco,83,82.0,82,100
145,T145,T145,Charley Hoffman,88,82.0,82,100
146,T147,T147,Alexandre Rocha,62,81.82,36,44
147,T147,T147,David Toms,60,81.82,45,55
148,149,149,Chez Reavie,83,81.71,67,82
149,150,150,Danny Lee,74,81.54,53,65
150,T151,T151,Will Claxton,99,81.48,66,81
151,T151,T151,Rickie Fowler,84,81.48,66,81
152,T151,T151,"Ted Potter, Jr.",77,81.48,66,81
153,T151,T151,Dicky Pride,62,81.48,44,54
154,155,155,John Rollins,81,81.33,61,75
155,156,156,Jerry Kelly,84,81.25,65,80
156,157,157,Bobby Gates,87,81.18,69,85
157,158,158,Gary Woodland,70,81.13,43,53
158,159,159,Camilo Villegas,79,81.05,77,95
159,160,160,Matt Jones,53,80.95,34,42
160,161,161,Kyle Thompson,51,80.85,38,47
161,162,162,Ryan Moore,89,80.65,75,93
162,163,163,Chad Campbell,84,80.49,66,82
163,164,164,Henrik Stenson,51,80.0,36,45
164,165,165,Bill Lunde,83,79.55,70,88
165,166,166,Colt Knost,79,79.37,50,63
166,167,167,Justin Rose,69,79.31,46,58
167,168,168,Sangmoon Bae,81,79.22,61,77
168,T169,T169,J.B. Holmes,90,79.17,76,96
169,T169,T169,John Huh,99,79.17,76,96
170,171,171,Bo Van Pelt,84,79.12,72,91
171,T172,T172,Marco Dawson,60,78.95,45,57
172,T172,T172,Jason Dufner,83,78.95,45,57
173,174,174,Patrick Sheehan,58,78.69,48,61
174,175,175,Kevin Chappell,91,78.65,70,89
175,T176,T176,Matt Bettencourt,80,78.57,55,70
176,T176,T176,Lee Westwood,60,78.57,33,42
177,178,178,Trevor Immelman,76,78.46,51,65
178,179,179,Y.E. Yang,64,77.97,46,59
179,180,180,David Hearn,95,77.78,70,90
180,181,181,George McNeill,85,77.66,73,94
181,182,182,Ryan Palmer,81,77.53,69,89
182,183,183,Gary Christian,91,77.33,58,75
183,184,184,Charl Schwartzel,56,77.19,44,57
184,185,185,Ángel Cabrera,54,77.08,37,48
185,186,186,Charlie Beljan,61,75.47,40,53
186,T187,T187,Sung Kang,75,75.0,57,76
187,T187,T187,Edward Loar,59,75.0,36,48
188,189,189,Cameron Beckman,81,74.71,65,87
189,190,190,Martin Laird,77,74.51,38,51
190,191,191,Boo Weekley,74,72.58,45,62
