,Proximity_to_Hole_from__10_yards_RANK THIS WEEK,Proximity_to_Hole_from__10_yards_RANK LAST WEEK,Proximity_to_Hole_from__10_yards_PLAYER NAME,Proximity_to_Hole_from__10_yards_ROUNDS,Proximity_to_Hole_from__10_yards_AVG DTP,Proximity_to_Hole_from__10_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from__10_yards_# OF SHOTS,Proximity_to_Hole_from__10_yards_SCRAMBLING RANK
134,T132,T132,Harrison Frazar,56,"3' 10""",339.833,89,155
135,T132,T132,Stephen Gangluff,57,"3' 10""",250.167,65,166
136,T132,T132,Padraig Harrington,67,"3' 10""",281.91700000000003,74,39
137,T132,T132,Brandt Jobe,57,"3' 10""",242.083,63,157
138,T132,T132,Chris Kirk,93,"3' 10""",557.6669999999999,145,71
139,T132,T132,Matt Kuchar,86,"3' 10""",420.667,110,7
140,T132,T132,"Ted Potter, Jr.",77,"3' 10""",395.417,104,132
141,T132,T132,John Rollins,81,"3' 10""",369.917,96,80
142,T132,T132,Andres Romero,68,"3' 10""",334.833,88,124
143,T132,T132,Adam Scott,59,"3' 10""",243.583,64,128
144,T132,T132,Mark Wilson,84,"3' 10""",426.167,110,84
145,T146,T146,Stephen Ames,54,"3' 11""",245.75,63,112
146,T146,T146,Rickie Fowler,84,"3' 11""",462.667,118,106
147,T146,T146,Brian Harman,101,"3' 11""",643.8330000000001,163,49
148,T146,T146,Jason Kokrak,79,"3' 11""",467.833,119,115
149,T146,T146,Danny Lee,74,"3' 11""",326.16700000000003,83,108
150,T146,T146,Bo Van Pelt,84,"3' 11""",490.5,124,130
151,T152,T152,Jason Bohn,81,"4' 0""",345.083,87,119
152,T152,T152,Brian Davis,91,"4' 0""",468.75,118,51
153,T152,T152,Tommy Gainey,98,"4' 0""",612.5,152,162
154,T152,T152,Bill Lunde,83,"4' 0""",436.333,108,54
155,T152,T152,Kevin Na,80,"4' 0""",488.083,122,21
156,T152,T152,Kyle Stanley,86,"4' 0""",478.667,119,173
157,T158,T158,Ángel Cabrera,54,"4' 1""",255.5,62,188
158,T158,T158,Tim Clark,60,"4' 1""",328.583,81,79
159,T158,T158,Graham DeLaet,79,"4' 1""",432.417,106,86
160,T158,T158,George McNeill,85,"4' 1""",482.583,119,96
161,T158,T158,Brendan Steele,77,"4' 1""",398.667,98,135
162,T158,T158,Lee Westwood,60,"4' 1""",225.917,55,191
163,T164,T164,Blake Adams,107,"4' 2""",508.167,121,123
164,T164,T164,Charlie Beljan,61,"4' 2""",311.08299999999997,75,167
165,T164,T164,Miguel Angel Carballo,73,"4' 2""",332.333,80,178
166,T164,T164,Sergio Garcia,57,"4' 2""",265.5,64,69
167,T164,T164,Bobby Gates,87,"4' 2""",498.083,119,127
168,T164,T164,J.B. Holmes,90,"4' 2""",496.0,120,125
169,T164,T164,John Huh,99,"4' 2""",573.1669999999999,138,134
170,T164,T164,Trevor Immelman,76,"4' 2""",311.16700000000003,75,109
171,T164,T164,Dustin Johnson,70,"4' 2""",453.667,109,32
172,T164,T164,Hunter Mahan,88,"4' 2""",359.75,87,157
173,T164,T164,Ryan Palmer,81,"4' 2""",486.667,116,73
174,T164,T164,Gary Woodland,70,"4' 2""",325.0,78,171
175,T176,T176,Robert Allenby,76,"4' 3""",387.75,92,183
176,T176,T176,Billy Horschel,63,"4' 3""",313.58299999999997,74,36
177,T176,T176,Kyle Reifers,86,"4' 3""",455.167,107,100
178,T176,T176,Alexandre Rocha,62,"4' 3""",248.583,59,160
179,T176,T176,Kevin Stadler,85,"4' 3""",518.3330000000001,122,58
180,T181,T181,David Hearn,95,"4' 4""",508.917,118,23
181,T181,T181,Ryan Moore,89,"4' 4""",525.4169999999999,121,107
182,T181,T181,Boo Weekley,74,"4' 4""",340.25,78,168
183,184,184,William McGirt,96,"4' 5""",508.083,115,59
184,185,185,Y.E. Yang,64,"4' 6""",365.917,82,87
185,T186,T186,Sangmoon Bae,81,"4' 8""",507.583,109,182
186,T186,T186,Louis Oosthuizen,65,"4' 8""",310.08299999999997,67,137
187,T188,T188,Harris English,98,"4' 10""",610.5830000000001,127,159
188,T188,T188,Edward Loar,59,"4' 10""",303.91700000000003,63,190
189,190,190,Cameron Beckman,81,"4' 11""",503.25,103,170
190,191,191,Martin Laird,77,"5' 1""",294.5,58,125
