,Proximity_to_Hole_from_Sand_RANK THIS WEEK,Proximity_to_Hole_from_Sand_RANK LAST WEEK,Proximity_to_Hole_from_Sand_PLAYER NAME,Proximity_to_Hole_from_Sand_ROUNDS,Proximity_to_Hole_from_Sand_AVG DTP,Proximity_to_Hole_from_Sand_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Sand_# OF SHOTS,Proximity_to_Hole_from_Sand_SCRAMBLING RANK
34,35,35,Tim Herron,88,"8' 7""",1039.333,121,99
35,T36,T36,Mark Anderson,75,"8' 8""",902.3330000000001,104,163
36,T36,T36,Erik Compton,81,"8' 8""",869.5,100,161
37,T36,T36,Brian Davis,91,"8' 8""",993.9169999999999,115,51
38,T36,T36,Jason Dufner,83,"8' 8""",835.5,96,8
39,T36,T36,J.B. Holmes,90,"8' 8""",1107.083,128,125
40,T36,T36,Billy Hurley III,70,"8' 8""",800.1669999999999,92,90
41,T36,T36,Zach Johnson,95,"8' 8""",1000.4169999999999,115,30
42,T36,T36,Kyle Stanley,86,"8' 8""",916.0,106,173
43,T44,T44,Sangmoon Bae,81,"8' 9""",924.75,106,182
44,T44,T44,Marc Leishman,84,"8' 9""",1017.3330000000001,116,74
45,T44,T44,Kevin Na,80,"8' 9""",758.25,87,21
46,T44,T44,Geoff Ogilvy,73,"8' 9""",847.4169999999999,97,6
47,T44,T44,Cameron Tringale,88,"8' 9""",1034.917,118,52
48,T49,T49,Arjun Atwal,79,"8' 10""",921.25,104,137
49,T49,T49,Bud Cauley,99,"8' 10""",1073.083,122,8
50,T49,T49,Scott Piercy,95,"8' 10""",1021.3330000000001,116,35
51,T49,T49,Rory Sabbatini,84,"8' 10""",1005.9169999999999,114,55
52,T49,T49,Michael Thompson,80,"8' 10""",712.6669999999999,81,136
53,T49,T49,Mark Wilson,84,"8' 10""",818.1669999999999,93,84
54,55,55,Rod Pampling,88,"8' 11""",1062.5,119,98
55,T56,T56,Ryuji Imada,78,"9' 0""",989.3330000000001,110,74
56,T56,T56,Colt Knost,79,"9' 0""",945.0830000000001,105,140
57,T56,T56,Carl Pettersson,92,"9' 0""",1166.25,130,30
58,T59,T59,K.J. Choi,71,"9' 1""",759.75,84,150
59,T59,T59,Matt Every,80,"9' 1""",963.8330000000001,106,67
60,T59,T59,Hunter Haas,69,"9' 1""",761.4169999999999,84,142
61,T59,T59,David Mathis,83,"9' 1""",1064.5,117,85
62,T63,T63,Tim Clark,60,"9' 2""",714.75,78,79
63,T63,T63,Jason Day,57,"9' 2""",768.25,84,19
64,T63,T63,Luke Donald,63,"9' 2""",796.8330000000001,87,5
65,T63,T63,Dustin Johnson,70,"9' 2""",761.25,83,32
66,T63,T63,Chris Stroud,86,"9' 2""",945.5830000000001,103,18
67,T68,T68,Bob Estes,78,"9' 3""",958.3330000000001,104,25
68,T68,T68,David Hearn,95,"9' 3""",1098.75,119,23
69,T68,T68,Trevor Immelman,76,"9' 3""",876.5,95,109
70,T71,T71,George McNeill,85,"9' 4""",1366.25,146,96
71,T71,T71,Pat Perez,81,"9' 4""",1039.75,111,14
72,T71,T71,David Toms,60,"9' 4""",486.5,52,13
73,T71,T71,Jimmy Walker,101,"9' 4""",1311.3329999999999,140,78
74,75,75,John Mallinger,74,"9' 5""",874.9169999999999,93,53
75,T76,T76,Matt Bettencourt,80,"9' 6""",816.75,86,179
76,T76,T76,Daniel Chopra,55,"9' 6""",627.0830000000001,66,165
77,T76,T76,Gavin Coles,72,"9' 6""",636.6669999999999,67,38
78,T76,T76,Ernie Els,80,"9' 6""",909.9169999999999,96,24
79,T76,T76,Mathew Goggin,65,"9' 6""",851.5830000000001,90,105
80,T76,T76,Charles Howell III,98,"9' 6""",1030.417,108,118
81,T76,T76,Spencer Levin,81,"9' 6""",1329.0,140,82
82,T76,T76,Steve Stricker,73,"9' 6""",635.0,67,34
83,T76,T76,Daniel Summerhays,81,"9' 6""",1004.25,106,122
84,T85,T85,Cameron Beckman,81,"9' 7""",881.5830000000001,92,170
85,T85,T85,Freddie Jacobson,61,"9' 7""",659.5830000000001,69,92
86,T85,T85,Louis Oosthuizen,65,"9' 7""",719.1669999999999,75,137
87,T85,T85,Chez Reavie,83,"9' 7""",879.0830000000001,92,111
88,T89,T89,Brendon de Jonge,115,"9' 8""",1398.0,145,59
89,T89,T89,Nathan Green,73,"9' 8""",937.4169999999999,97,88
90,T89,T89,Jerry Kelly,84,"9' 8""",1156.0,120,41
91,T89,T89,Jeff Overton,101,"9' 8""",1317.0,136,42
92,T89,T89,Kyle Reifers,86,"9' 8""",1025.667,106,100
93,T94,T94,Kevin Chappell,91,"9' 9""",1243.083,127,83
94,T94,T94,Martin Flores,95,"9' 9""",1010.4169999999999,104,47
95,T94,T94,Charley Hoffman,88,"9' 9""",1179.0,121,181
96,T94,T94,Dicky Pride,62,"9' 9""",740.0,76,93
97,T94,T94,Scott Stallings,78,"9' 9""",861.0,88,175
98,T94,T94,Charlie Wi,86,"9' 9""",1175.917,121,45
99,T100,T100,Keegan Bradley,90,"9' 10""",945.9169999999999,96,91
100,T100,T100,Brian Harman,101,"9' 10""",1421.25,145,49
101,T100,T100,John Huh,99,"9' 10""",1132.75,115,134
102,T100,T100,Bryce Molder,83,"9' 10""",915.9169999999999,93,20
103,T100,T100,Josh Teater,97,"9' 10""",1230.333,125,119
104,T100,T100,Camilo Villegas,79,"9' 10""",856.0,87,151
105,T106,T106,James Driscoll,83,"9' 11""",1321.5829999999999,133,153
106,T106,T106,Ken Duke,104,"9' 11""",1466.1670000000001,148,26
107,T106,T106,Matt Jones,53,"9' 11""",666.0,67,61
108,T106,T106,Sung Kang,75,"9' 11""",1042.667,105,144
109,T106,T106,Graeme McDowell,55,"9' 11""",424.917,43,177
110,T106,T106,Adam Scott,59,"9' 11""",615.9169999999999,62,128
111,T112,T112,Gary Christian,91,"10' 0""",987.0830000000001,99,139
112,T112,T112,Stephen Gangluff,57,"10' 0""",778.5830000000001,78,166
113,T112,T112,Troy Matteson,100,"10' 0""",1151.583,115,114
114,T112,T112,Seung-Yul Noh,105,"10' 0""",1185.417,119,80
115,T112,T112,Ryan Palmer,81,"10' 0""",1225.75,123,73
116,T112,T112,Ian Poulter,57,"10' 0""",641.3330000000001,64,2
117,T112,T112,Patrick Sheehan,58,"10' 0""",720.0,72,131
118,T112,T112,Nick Watney,97,"10' 0""",1109.167,111,141
119,T120,T120,Kris Blanks,65,"10' 1""",1111.333,110,149
120,T120,T120,Jason Bohn,81,"10' 1""",1135.833,113,119
121,T120,T120,Ben Curtis,62,"10' 1""",533.9169999999999,53,66
122,T120,T120,Marco Dawson,60,"10' 1""",646.5830000000001,64,176
123,T120,T120,Kevin Kisner,69,"10' 1""",703.5,70,40
124,T120,T120,Jason Kokrak,79,"10' 1""",984.6669999999999,98,115
125,T120,T120,Justin Leonard,79,"10' 1""",1042.5,103,44
126,T120,T120,Billy Mayfair,90,"10' 1""",1158.917,115,15
127,T120,T120,Brendon Todd,78,"10' 1""",971.8330000000001,96,129
128,T129,T129,Stewart Cink,71,"10' 2""",831.5,82,169
129,T129,T129,Harris English,98,"10' 2""",1299.917,128,159
130,T129,T129,Tommy Gainey,98,"10' 2""",1657.5829999999999,163,162
131,T129,T129,D.A. Points,88,"10' 2""",1163.25,114,112
132,T129,T129,Tiger Woods,69,"10' 2""",658.3330000000001,65,4
133,T134,T134,Tommy Biershenk,74,"10' 3""",769.5,75,184
134,T134,T134,Chris Kirk,93,"10' 3""",1235.667,121,71
135,T134,T134,John Rollins,81,"10' 3""",1239.917,121,80
136,T134,T134,Vijay Singh,99,"10' 3""",1386.6670000000001,135,43
137,T138,T138,Miguel Angel Carballo,73,"10' 4""",892.1669999999999,86,178
138,T138,T138,Danny Lee,74,"10' 4""",881.4169999999999,85,108
139,T138,T138,Greg Owen,90,"10' 4""",1139.917,110,154
140,T138,T138,Vaughn Taylor,81,"10' 4""",814.5830000000001,79,116
141,T142,T142,Rickie Fowler,84,"10' 5""",1171.083,112,106
142,T142,T142,Billy Horschel,63,"10' 5""",522.0830000000001,50,36
143,T142,T142,Edward Loar,59,"10' 5""",612.75,59,190
144,T142,T142,William McGirt,96,"10' 5""",1228.667,118,59
145,T142,T142,Alexandre Rocha,62,"10' 5""",585.3330000000001,56,160
146,T142,T142,Boo Weekley,74,"10' 5""",812.8330000000001,78,168
147,T148,T148,John Senden,81,"10' 6""",983.5,94,94
148,T148,T148,Kevin Stadler,85,"10' 6""",947.9169999999999,90,58
149,T150,T150,Ricky Barnes,92,"10' 7""",1246.333,118,148
150,T150,T150,Bo Van Pelt,84,"10' 7""",1056.333,100,130
151,T152,T152,Robert Allenby,76,"10' 9""",988.5,92,183
152,T152,T152,Will Claxton,99,"10' 9""",1197.417,111,102
153,T152,T152,Bubba Watson,68,"10' 9""",701.25,65,110
154,T155,T155,Hunter Mahan,88,"10' 10""",1263.583,117,157
155,T155,T155,Henrik Stenson,51,"10' 10""",745.3330000000001,69,47
156,T155,T155,D.J. Trahan,73,"10' 10""",886.9169999999999,82,164
157,T158,T158,Stephen Ames,54,"10' 11""",481.333,44,112
158,T158,T158,Michael Bradley,63,"10' 11""",783.9169999999999,72,156
159,T158,T158,Ángel Cabrera,54,"10' 11""",523.1669999999999,48,188
160,T158,T158,Brandt Jobe,57,"10' 11""",631.4169999999999,58,157
161,T158,T158,Richard Lee,71,"10' 11""",709.9169999999999,65,143
162,T158,T158,Sean O'Hair,84,"10' 11""",1284.083,118,121
163,T164,T164,Garth Mulroy,59,"11' 0""",639.0,58,180
164,T164,T164,"Ted Potter, Jr.",77,"11' 0""",970.4169999999999,88,132
165,166,166,Heath Slocum,93,"11' 1""",1066.083,96,70
166,T167,T167,Chad Campbell,84,"11' 2""",1369.6670000000001,123,145
167,T167,T167,Tom Pernice Jr.,62,"11' 2""",804.9169999999999,72,117
168,T167,T167,Brendan Steele,77,"11' 2""",971.8330000000001,87,135
169,T170,T170,Scott Brown,65,"11' 3""",721.0,64,185
170,T170,T170,Ryan Moore,89,"11' 3""",1371.1670000000001,122,107
171,172,172,Martin Laird,77,"11' 4""",873.1669999999999,77,125
172,173,173,J.J. Henry,93,"11' 5""",903.9169999999999,79,89
173,T174,T174,Graham DeLaet,79,"11' 6""",1038.5,90,86
174,T174,T174,Jeff Maggert,83,"11' 6""",1338.5829999999999,116,64
175,176,176,Chris Couch,61,"11' 7""",868.3330000000001,75,72
176,T177,T177,Blake Adams,107,"11' 8""",1718.75,147,123
177,T177,T177,Scott Dunlap,57,"11' 8""",807.75,69,65
178,T177,T177,Derek Lamely,64,"11' 8""",883.5,76,95
179,T177,T177,Andres Romero,68,"11' 8""",1058.333,91,124
180,T177,T177,Kyle Thompson,51,"11' 8""",606.5830000000001,52,189
181,T182,T182,Robert Garrigus,89,"11' 9""",1324.6670000000001,113,133
182,T182,T182,Jhonattan Vegas,77,"11' 9""",1161.5,99,187
183,T182,T182,Steve Wheatcroft,56,"11' 9""",750.8330000000001,64,101
184,T185,T185,Johnson Wagner,88,"12' 1""",1258.667,104,104
185,T185,T185,Gary Woodland,70,"12' 1""",857.75,71,171
186,T187,T187,Bobby Gates,87,"12' 2""",1365.5,112,127
187,T187,T187,Roland Thatcher,55,"12' 2""",730.5,60,186
188,189,189,Troy Kelly,68,"12' 6""",960.4169999999999,77,46
189,190,190,John Merrick,83,"13' 5""",1123.75,84,146
190,191,191,Charlie Beljan,61,"14' 10""",609.0,41,167
