,Sand_Saves_from_20-30_yards_RANK THIS WEEK,Sand_Saves_from_20-30_yards_RANK LAST WEEK,Sand_Saves_from_20-30_yards_PLAYER NAME,Sand_Saves_from_20-30_yards_ROUNDS,Sand_Saves_from_20-30_yards_%,Sand_Saves_from_20-30_yards_# OF SAVES,Sand_Saves_from_20-30_yards_# OF BUNKERS
0,1,1,Stephen Ames,54,75.0,9,12
1,2,2,Greg Chalmers,88,74.42,32,43
2,3,3,Lee Westwood,60,71.43,15,21
3,4,4,Rory McIlroy,60,69.23,9,13
4,5,5,Jim Furyk,85,68.75,22,32
5,6,6,Martin Flores,95,64.86,24,37
6,7,7,Matt Kuchar,86,64.52,20,31
7,8,8,Kevin Na,80,64.1,25,39
8,T9,T9,Charles Howell III,98,63.64,35,55
9,T9,T9,Phil Mickelson,79,63.64,21,33
10,T11,T11,Jonas Blixt,72,63.33,19,30
11,T11,T11,Jason Dufner,83,63.33,19,30
12,T11,T11,Y.E. Yang,64,63.33,19,30
13,14,14,Nick O'Hern,78,62.22,28,45
14,15,15,Kyle Reifers,86,61.76,21,34
15,T16,T16,Billy Hurley III,70,61.29,19,31
16,T16,T16,Webb Simpson,77,61.29,19,31
17,T18,T18,Bud Cauley,99,60.71,17,28
18,T18,T18,Ryuji Imada,78,60.71,17,28
19,T18,T18,Mark Wilson,84,60.71,17,28
20,21,21,Davis Love III,64,60.0,12,20
21,22,22,Nathan Green,73,59.38,19,32
22,23,23,Pat Perez,81,58.97,23,39
23,T24,T24,David Hearn,95,58.82,20,34
24,T24,T24,Zach Johnson,95,58.82,20,34
25,26,26,George McNeill,85,58.7,27,46
26,T27,T27,Bill Lunde,83,58.62,17,29
27,T27,T27,Jimmy Walker,101,58.62,34,58
28,29,29,Chez Reavie,83,58.33,14,24
29,30,30,Nick Watney,97,57.89,22,38
30,31,31,Keegan Bradley,90,57.58,19,33
31,32,32,Jerry Kelly,84,57.14,24,42
32,33,33,Aaron Baddeley,73,56.76,21,37
33,34,34,Roberto Castro,92,56.67,17,30
34,35,35,J.J. Killeen,101,56.36,31,55
35,T36,T36,Ángel Cabrera,54,56.25,9,16
36,T36,T36,Scott Piercy,95,56.25,18,32
37,T38,T38,Robert Garrigus,89,55.56,20,36
38,T38,T38,Padraig Harrington,67,55.56,10,18
39,40,40,Brendon de Jonge,115,55.32,26,47
40,41,41,Ian Poulter,57,54.55,12,22
41,42,42,Vijay Singh,99,54.35,25,46
42,T43,T43,Luke Donald,63,54.17,13,24
43,T43,T43,Justin Rose,69,54.17,13,24
44,45,45,Brian Gay,91,54.05,20,37
45,46,46,Adam Scott,59,53.85,14,26
46,T47,T47,Matt Bettencourt,80,53.57,15,28
47,T47,T47,Vaughn Taylor,81,53.57,15,28
48,49,49,Chris DiMarco,83,53.49,23,43
49,50,50,Jonathan Byrd,69,53.33,16,30
50,51,51,Matt Every,80,52.94,18,34
51,T52,T52,Bill Haas,79,52.78,19,36
52,T52,T52,Rod Pampling,88,52.78,19,36
53,54,54,Marco Dawson,60,52.63,10,19
54,T55,T55,Chad Campbell,84,52.5,21,40
55,T55,T55,John Senden,81,52.5,21,40
56,T57,T57,Erik Compton,81,52.38,22,42
57,T57,T57,Edward Loar,59,52.38,11,21
58,T57,T57,Steve Stricker,73,52.38,11,21
59,60,60,Tom Gillis,75,52.17,24,46
60,T61,T61,Tommy Gainey,98,52.0,26,50
61,T61,T61,Mathew Goggin,65,52.0,13,25
62,63,63,Rocco Mediate,70,51.72,15,29
63,64,64,Tim Clark,60,51.61,16,31
64,T65,T65,Marc Leishman,84,51.52,17,33
65,T65,T65,Justin Leonard,79,51.52,17,33
66,T65,T65,Brendon Todd,78,51.52,17,33
67,68,68,Billy Mayfair,90,51.16,22,43
68,T69,T69,Blake Adams,107,50.0,27,54
69,T69,T69,Stuart Appleby,75,50.0,16,32
70,T69,T69,Kris Blanks,65,50.0,15,30
71,T69,T69,Harris English,98,50.0,25,50
72,T69,T69,Rickie Fowler,84,50.0,15,30
73,T69,T69,Sergio Garcia,57,50.0,10,20
74,T69,T69,Dustin Johnson,70,50.0,10,20
75,T69,T69,Sung Kang,75,50.0,16,32
76,T69,T69,Danny Lee,74,50.0,11,22
77,T69,T69,William McGirt,96,50.0,23,46
78,T69,T69,Henrik Stenson,51,50.0,14,28
79,T69,T69,Chris Stroud,86,50.0,14,28
80,T69,T69,Kyle Thompson,51,50.0,9,18
81,T69,T69,Michael Thompson,80,50.0,15,30
82,T69,T69,Bo Van Pelt,84,50.0,16,32
83,84,84,Carl Pettersson,92,48.84,21,43
84,85,85,Ernie Els,80,48.72,19,39
85,86,86,Bryce Molder,83,48.57,17,35
86,87,87,Garth Mulroy,59,47.83,11,23
87,88,88,Russell Knox,72,47.62,10,21
88,T89,T89,Matt Jones,53,47.37,9,19
89,T89,T89,Spencer Levin,81,47.37,18,38
90,91,91,Ben Crane,73,47.06,16,34
91,T92,T92,Will Claxton,99,46.88,15,32
92,T92,T92,"Ted Potter, Jr.",77,46.88,15,32
93,T94,T94,Tim Herron,88,46.67,21,45
94,T94,T94,Louis Oosthuizen,65,46.67,7,15
95,T96,T96,Cameron Beckman,81,46.43,13,28
96,T96,T96,Jason Day,57,46.43,13,28
97,T96,T96,Geoff Ogilvy,73,46.43,13,28
98,99,99,Jason Bohn,81,45.95,17,37
99,100,100,Andres Romero,68,45.83,11,24
100,101,101,Rory Sabbatini,84,45.71,16,35
101,T102,T102,Ken Duke,104,45.45,20,44
102,T102,T102,D.A. Points,88,45.45,15,33
103,T102,T102,Charl Schwartzel,56,45.45,5,11
104,105,105,Hunter Mahan,88,45.24,19,42
105,T106,T106,Stephen Gangluff,57,45.0,9,20
106,T106,T106,Billy Horschel,63,45.0,9,20
107,108,108,D.J. Trahan,73,44.83,13,29
108,109,109,Sangmoon Bae,81,44.74,17,38
109,T110,T110,Arjun Atwal,79,44.44,16,36
110,T110,T110,Kevin Streelman,89,44.44,20,45
111,112,112,John Mallinger,74,43.75,14,32
112,113,113,Brandt Snedeker,81,43.59,17,39
113,114,114,Charlie Wi,86,43.48,20,46
114,115,115,Jeff Overton,101,43.4,23,53
115,116,116,Tom Pernice Jr.,62,43.33,13,30
116,T117,T117,J.B. Holmes,90,42.86,15,35
117,T117,T117,Brendan Steele,77,42.86,12,28
118,T117,T117,Josh Teater,97,42.86,18,42
119,T117,T117,Steve Wheatcroft,56,42.86,12,28
120,T117,T117,Gary Woodland,70,42.86,9,21
121,T117,T117,Tiger Woods,69,42.86,9,21
122,T123,T123,Brian Davis,91,42.11,16,38
123,T123,T123,Ryo Ishikawa,54,42.11,8,19
124,125,125,Jason Kokrak,79,41.94,13,31
125,T126,T126,Robert Allenby,76,41.67,10,24
126,T126,T126,Graham DeLaet,79,41.67,10,24
127,128,128,Mark Anderson,75,41.46,17,41
128,T129,T129,Daniel Summerhays,81,41.38,12,29
129,T129,T129,Johnson Wagner,88,41.38,12,29
130,131,131,Scott Dunlap,57,41.18,7,17
131,132,132,Greg Owen,90,41.03,16,39
132,T133,T133,James Driscoll,83,40.91,18,44
133,T133,T133,Troy Kelly,68,40.91,9,22
134,135,135,Derek Lamely,64,40.74,11,27
135,136,136,Heath Slocum,93,40.63,13,32
136,T137,T137,David Mathis,83,40.48,17,42
137,T137,T137,Seung-Yul Noh,105,40.48,17,42
138,T139,T139,Michael Bradley,63,40.0,10,25
139,T139,T139,Kevin Kisner,69,40.0,12,30
