,Sand_Saves_from_20-30_yards_RANK THIS WEEK,Sand_Saves_from_20-30_yards_RANK LAST WEEK,Sand_Saves_from_20-30_yards_PLAYER NAME,Sand_Saves_from_20-30_yards_ROUNDS,Sand_Saves_from_20-30_yards_%,Sand_Saves_from_20-30_yards_# OF SAVES,Sand_Saves_from_20-30_yards_# OF BUNKERS
140,T139,T139,Colt Knost,79,40.0,16,40
141,T139,T139,Richard Lee,71,40.0,8,20
142,T139,T139,Ryan Moore,89,40.0,14,35
143,T139,T139,Ryan Palmer,81,40.0,14,35
144,T139,T139,David Toms,60,40.0,4,10
145,146,146,Troy Matteson,100,39.53,17,43
146,T147,T147,Stewart Cink,71,39.29,11,28
147,T147,T147,J.J. Henry,93,39.29,11,28
148,149,149,Chris Couch,61,39.13,9,23
149,150,150,Cameron Tringale,88,39.02,16,41
150,T151,T151,Martin Laird,77,38.46,10,26
151,T151,T151,Graeme McDowell,55,38.46,5,13
152,153,153,Bobby Gates,87,38.24,13,34
153,T154,T154,John Daly,50,38.1,8,21
154,T154,T154,Harrison Frazar,56,38.1,8,21
155,T156,T156,Miguel Angel Carballo,73,37.5,12,32
156,T156,T156,Brian Harman,101,37.5,21,56
157,T156,T156,Brandt Jobe,57,37.5,6,16
158,T156,T156,Jeff Maggert,83,37.5,12,32
159,T160,T160,Trevor Immelman,76,37.04,10,27
160,T160,T160,Camilo Villegas,79,37.04,10,27
161,162,162,Robert Karlsson,54,36.67,11,30
162,T163,T163,Charley Hoffman,88,36.59,15,41
163,T163,T163,Chris Kirk,93,36.59,15,41
164,T165,T165,Patrick Sheehan,58,36.36,8,22
165,T165,T165,Kyle Stanley,86,36.36,8,22
166,T167,T167,K.J. Choi,71,35.71,10,28
167,T167,T167,Sean O'Hair,84,35.71,15,42
168,169,169,Kevin Chappell,91,35.42,17,48
169,T170,T170,Daniel Chopra,55,34.78,8,23
170,T170,T170,Dicky Pride,62,34.78,8,23
171,172,172,Bob Estes,78,34.38,11,32
172,T173,T173,Scott Brown,65,33.33,6,18
173,T173,T173,Gary Christian,91,33.33,9,27
174,T173,T173,Gavin Coles,72,33.33,7,21
175,T173,T173,John Huh,99,33.33,12,36
176,T173,T173,Kevin Stadler,85,33.33,8,24
177,178,178,Roland Thatcher,55,31.58,6,19
178,T179,T179,Ricky Barnes,92,30.0,12,40
179,T179,T179,Charlie Beljan,61,30.0,3,10
180,T179,T179,Ben Curtis,62,30.0,6,20
181,T179,T179,Scott Stallings,78,30.0,6,20
182,T179,T179,Bubba Watson,68,30.0,6,20
183,184,184,Jhonattan Vegas,77,29.73,11,37
184,185,185,Freddie Jacobson,61,28.57,6,21
185,186,186,John Rollins,81,27.66,13,47
186,T187,T187,Tommy Biershenk,74,27.59,8,29
187,T187,T187,Hunter Haas,69,27.59,8,29
188,189,189,Alexandre Rocha,62,23.53,4,17
189,190,190,John Merrick,83,17.39,4,23
190,191,191,Boo Weekley,74,12.5,2,16
