,Sand_Saves_from_30_yards_RANK THIS WEEK,Sand_Saves_from_30_yards_RANK LAST WEEK,Sand_Saves_from_30_yards_PLAYER NAME,Sand_Saves_from_30_yards_ROUNDS,Sand_Saves_from_30_yards_%,Sand_Saves_from_30_yards_# OF SAVES,Sand_Saves_from_30_yards_# OF BUNKERS
67,T67,T67,Jonathan Byrd,69,37.5,3.0,8
68,T67,T67,Bob Estes,78,37.5,6.0,16
69,T67,T67,Ryuji Imada,78,37.5,6.0,16
70,T67,T67,Scott Stallings,78,37.5,3.0,8
71,T72,T72,Jason Kokrak,79,36.84,7.0,19
72,T72,T72,Jeff Maggert,83,36.84,7.0,19
73,T74,T74,Stuart Appleby,75,36.36,4.0,11
74,T74,T74,Matt Bettencourt,80,36.36,4.0,11
75,T74,T74,Roberto Castro,92,36.36,4.0,11
76,T74,T74,Brian Davis,91,36.36,4.0,11
77,T74,T74,Scott Dunlap,57,36.36,4.0,11
78,T74,T74,Harrison Frazar,56,36.36,4.0,11
79,T74,T74,Troy Kelly,68,36.36,4.0,11
80,T74,T74,Troy Matteson,100,36.36,4.0,11
81,T74,T74,Nick O'Hern,78,36.36,4.0,11
82,T74,T74,Dicky Pride,62,36.36,4.0,11
83,84,84,Bubba Watson,68,35.71,5.0,14
84,85,85,George McNeill,85,34.78,8.0,23
85,T86,T86,Kris Blanks,65,33.33,4.0,12
86,T86,T86,Scott Brown,65,33.33,5.0,15
87,T86,T86,Erik Compton,81,33.33,5.0,15
88,T86,T86,Tommy Gainey,98,33.33,6.0,18
89,T86,T86,Bobby Gates,87,33.33,3.0,9
90,T86,T86,J.J. Killeen,101,33.33,8.0,24
91,T86,T86,John Mallinger,74,33.33,4.0,12
92,T86,T86,David Mathis,83,33.33,5.0,15
93,T86,T86,Phil Mickelson,79,33.33,3.0,9
94,T86,T86,Chez Reavie,83,33.33,3.0,9
95,T86,T86,Webb Simpson,77,33.33,3.0,9
96,T97,T97,Gary Christian,91,31.58,6.0,19
97,T97,T97,Kevin Streelman,89,31.58,6.0,19
98,T99,T99,Kevin Chappell,91,31.25,5.0,16
99,T99,T99,Greg Owen,90,31.25,5.0,16
100,T99,T99,Rory Sabbatini,84,31.25,5.0,16
101,T102,T102,Freddie Jacobson,61,30.77,4.0,13
102,T102,T102,Lee Westwood,60,30.77,4.0,13
103,T104,T104,Graham DeLaet,79,30.0,3.0,10
104,T104,T104,Ernie Els,80,30.0,3.0,10
105,T104,T104,Russell Knox,72,30.0,3.0,10
106,T104,T104,Ian Poulter,57,30.0,3.0,10
107,T104,T104,Bo Van Pelt,84,30.0,3.0,10
108,T104,T104,Jhonattan Vegas,77,30.0,6.0,20
109,110,110,Seung-Yul Noh,105,29.41,5.0,17
110,T111,T111,Miguel Angel Carballo,73,28.57,2.0,7
111,T111,T111,Will Claxton,99,28.57,4.0,14
112,T111,T111,Rickie Fowler,84,28.57,4.0,14
113,T111,T111,Brian Gay,91,28.57,4.0,14
114,T111,T111,Matt Kuchar,86,28.57,4.0,14
115,T111,T111,Edward Loar,59,28.57,2.0,7
116,T111,T111,Rocco Mediate,70,28.57,4.0,14
117,T111,T111,Adam Scott,59,28.57,2.0,7
118,T119,T119,Mark Anderson,75,27.27,3.0,11
119,T119,T119,Stephen Gangluff,57,27.27,3.0,11
120,T119,T119,Mathew Goggin,65,27.27,3.0,11
121,T119,T119,Hunter Haas,69,27.27,3.0,11
122,T119,T119,Patrick Sheehan,58,27.27,3.0,11
123,T119,T119,Chris Stroud,86,27.27,3.0,11
124,T119,T119,David Toms,60,27.27,3.0,11
125,T119,T119,D.J. Trahan,73,27.27,3.0,11
126,T127,T127,Arjun Atwal,79,26.67,4.0,15
127,T127,T127,Ryan Moore,89,26.67,4.0,15
128,T127,T127,Ryan Palmer,81,26.67,4.0,15
129,T127,T127,Scott Piercy,95,26.67,4.0,15
130,131,131,Jerry Kelly,84,26.32,5.0,19
131,T132,T132,Daniel Chopra,55,25.0,2.0,8
132,T132,T132,Chris DiMarco,83,25.0,3.0,12
133,T132,T132,Robert Garrigus,89,25.0,3.0,12
134,T132,T132,Brandt Jobe,57,25.0,2.0,8
135,T132,T132,Marc Leishman,84,25.0,3.0,12
136,T132,T132,Sean O'Hair,84,25.0,3.0,12
137,T132,T132,Jeff Overton,101,25.0,5.0,20
138,T132,T132,Kyle Stanley,86,25.0,4.0,16
139,T132,T132,Cameron Tringale,88,25.0,5.0,20
140,141,141,Chris Kirk,93,23.53,4.0,17
141,T142,T142,Brian Harman,101,23.08,3.0,13
142,T142,T142,Justin Leonard,79,23.08,3.0,13
143,T142,T142,William McGirt,96,23.08,3.0,13
144,145,145,Billy Mayfair,90,22.73,5.0,22
145,T146,T146,Richard Lee,71,21.43,3.0,14
146,T146,T146,Brendan Steele,77,21.43,3.0,14
147,T146,T146,Mark Wilson,84,21.43,3.0,14
148,T149,T149,Ryo Ishikawa,54,20.0,1.0,5
149,T149,T149,D.A. Points,88,20.0,3.0,15
150,T149,T149,Camilo Villegas,79,20.0,2.0,10
151,T149,T149,Y.E. Yang,64,20.0,3.0,15
152,153,153,Spencer Levin,81,19.05,4.0,21
153,154,154,Derek Lamely,64,18.75,3.0,16
154,T155,T155,Keegan Bradley,90,18.18,2.0,11
155,T155,T155,Brendon de Jonge,115,18.18,2.0,11
156,T155,T155,Kevin Na,80,18.18,2.0,11
157,T158,T158,Stephen Ames,54,16.67,1.0,6
158,T158,T158,Ben Curtis,62,16.67,1.0,6
159,T158,T158,Tom Gillis,75,16.67,2.0,12
160,T158,T158,Dustin Johnson,70,16.67,1.0,6
161,T158,T158,Martin Laird,77,16.67,2.0,12
162,T158,T158,John Rollins,81,16.67,2.0,12
163,T164,T164,K.J. Choi,71,15.38,2.0,13
164,T164,T164,Vaughn Taylor,81,15.38,2.0,13
165,T166,T166,Chad Campbell,84,14.29,2.0,14
166,T166,T166,J.J. Henry,93,14.29,2.0,14
167,T166,T166,Charles Howell III,98,14.29,1.0,7
168,T166,T166,Kevin Kisner,69,14.29,1.0,7
169,T166,T166,Garth Mulroy,59,14.29,1.0,7
170,T166,T166,Tom Pernice Jr.,62,14.29,2.0,14
171,T172,T172,Kyle Reifers,86,13.33,2.0,15
172,T172,T172,Josh Teater,97,13.33,2.0,15
173,T174,T174,Billy Horschel,63,12.5,1.0,8
174,T174,T174,Alexandre Rocha,62,12.5,1.0,8
175,176,176,Danny Lee,74,11.76,2.0,17
176,T177,T177,Hunter Mahan,88,11.11,1.0,9
177,T177,T177,Graeme McDowell,55,11.11,1.0,9
178,T177,T177,Steve Wheatcroft,56,11.11,1.0,9
179,180,180,Michael Bradley,63,10.0,1.0,10
180,T181,T181,Nathan Green,73,9.09,1.0,11
181,T181,T181,Kevin Stadler,85,9.09,1.0,11
182,183,183,Blake Adams,107,8.7,2.0,23
183,T184,T184,Marco Dawson,60,8.33,1.0,12
184,T184,T184,"Ted Potter, Jr.",77,8.33,1.0,12
185,186,186,Harris English,98,7.69,1.0,13
186,T187,T187,Chris Couch,61,0.0,,4
187,T187,T187,Roland Thatcher,55,0.0,,8
188,T187,T187,Kyle Thompson,51,0.0,,7
189,T187,T187,Charlie Wi,86,0.0,,9
190,T187,T187,Gary Woodland,70,0.0,,11
