,Scrambling_20-30_yds_RTP_Score_RANK THIS WEEK,Scrambling_20-30_yds_RTP_Score_RANK LAST WEEK,Scrambling_20-30_yds_RTP_Score_PLAYER NAME,Scrambling_20-30_yds_RTP_Score_ROUNDS,Scrambling_20-30_yds_RTP_Score_AVG RTP,Scrambling_20-30_yds_RTP_Score_TOTAL HOLES,Scrambling_20-30_yds_RTP_Score_TOTAL RTP
0,1,1,Trevor Immelman,76,0.32899999999999996,70,23.0
1,2,2,Chris Couch,61,0.354,65,23.0
2,3,3,Justin Rose,69,0.365,52,19.0
3,4,4,Mathew Goggin,65,0.373,67,25.0
4,T5,T5,Luke Donald,63,0.375,64,24.0
5,T5,T5,Jason Dufner,83,0.375,56,21.0
6,7,7,Charles Howell III,98,0.384,112,43.0
7,8,8,Nick O'Hern,78,0.39,105,41.0
8,9,9,David Toms,60,0.396,48,19.0
9,10,10,Jim Furyk,85,0.397,73,29.0
10,11,11,Zach Johnson,95,0.39799999999999996,88,35.0
11,T12,T12,Bud Cauley,99,0.4,85,34.0
12,T12,T12,Charl Schwartzel,56,0.4,35,14.0
13,14,14,Jonathan Byrd,69,0.40299999999999997,67,27.0
14,15,15,Troy Kelly,68,0.41,61,25.0
15,16,16,Martin Flores,95,0.413,104,43.0
16,T17,T17,Justin Leonard,79,0.414,87,36.0
17,T17,T17,Kevin Na,80,0.414,87,36.0
18,T19,T19,Lee Westwood,60,0.41700000000000004,36,15.0
19,T19,T19,Mark Wilson,84,0.41700000000000004,84,35.0
20,21,21,Ernie Els,80,0.42100000000000004,76,32.0
21,22,22,Nathan Green,73,0.42200000000000004,64,27.0
22,23,23,Henrik Stenson,51,0.426,61,26.0
23,24,24,Bill Haas,79,0.42700000000000005,82,35.0
24,25,25,Bryce Molder,83,0.43,93,40.0
25,26,26,Phil Mickelson,79,0.43200000000000005,74,32.0
26,27,27,Ryuji Imada,78,0.433,97,42.0
27,28,28,Adam Scott,59,0.435,46,20.0
28,29,29,Roberto Castro,92,0.436,78,34.0
29,30,30,Rocco Mediate,70,0.439,82,36.0
30,T31,T31,Matt Jones,53,0.44,50,22.0
31,T31,T31,Billy Mayfair,90,0.44,109,48.0
32,T31,T31,William McGirt,96,0.44,91,40.0
33,T34,T34,Greg Chalmers,88,0.442,95,42.0
34,T34,T34,Charlie Wi,86,0.442,95,42.0
35,36,36,David Hearn,95,0.446,112,50.0
36,37,37,Tom Gillis,75,0.449,98,44.0
37,38,38,Jimmy Walker,101,0.45,131,59.0
38,T39,T39,J.B. Holmes,90,0.451,82,37.0
39,T39,T39,Danny Lee,74,0.451,71,32.0
40,T41,T41,Aaron Baddeley,73,0.452,84,38.0
41,T41,T41,Michael Bradley,63,0.452,73,33.0
42,T41,T41,Sung Kang,75,0.452,93,42.0
43,44,44,Richard Lee,71,0.455,77,35.0
44,45,45,Steve Stricker,73,0.457,46,21.0
45,46,46,Michael Thompson,80,0.45799999999999996,83,38.0
46,47,47,Gavin Coles,72,0.45899999999999996,61,28.0
