,SG_Around-the-Green_RANK THIS WEEK,SG_Around-the-Green_RANK LAST WEEK,SG_Around-the-Green_PLAYER NAME,SG_Around-the-Green_ROUNDS,SG_Around-the-Green_AVERAGE,SG_Around-the-Green_TOTAL SG:ARG,SG_Around-the-Green_MEASURED ROUNDS
55,56,56,Aaron Baddeley,73,0.152,8.343,55
56,57,57,Sean O'Hair,84,0.149,11.295,76
57,58,58,Steve Stricker,73,0.147,7.912999999999999,54
58,59,59,Kevin Chappell,91,0.138,9.957,72
59,60,60,J.J. Henry,93,0.133,9.42,71
60,61,61,Billy Mayfair,90,0.131,10.236,78
61,62,62,Rory Sabbatini,84,0.129,9.283,72
62,63,63,Geoff Ogilvy,73,0.127,6.996,55
63,64,64,Seung-Yul Noh,105,0.122,10.350999999999999,85
64,65,65,Matt Jones,53,0.11199999999999999,4.9319999999999995,44
65,66,66,John Rollins,81,0.107,7.627000000000001,71
66,67,67,Russell Knox,72,0.105,5.8660000000000005,56
67,68,68,Kevin Kisner,69,0.10300000000000001,5.478,53
68,69,69,Brian Harman,101,0.10099999999999999,8.857000000000001,88
69,70,70,Rocco Mediate,70,0.1,5.8020000000000005,58
70,71,71,Mathew Goggin,65,0.099,5.47,55
71,72,72,Brendon Todd,78,0.094,5.928999999999999,63
72,73,73,Patrick Sheehan,58,0.092,4.0569999999999995,44
73,74,74,Brian Davis,91,0.09,7.146,79
74,75,75,Marco Dawson,60,0.084,3.88,46
75,76,76,Nathan Green,73,0.083,4.745,57
76,77,77,Chris DiMarco,83,0.079,5.707000000000001,72
77,78,78,Ricky Barnes,92,0.075,6.171,82
78,79,79,Billy Hurley III,70,0.07200000000000001,4.079,57
79,80,80,Richard Lee,71,0.071,4.074,57
80,81,81,Mark Wilson,84,0.069,4.668,68
81,82,82,Daniel Chopra,55,0.068,2.9410000000000003,43
82,83,83,Dicky Pride,62,0.064,3.135,49
83,84,84,Bubba Watson,68,0.059000000000000004,2.99,51
84,85,85,Jonathan Byrd,69,0.057999999999999996,3.2560000000000002,56
85,86,86,Carl Pettersson,92,0.049,3.929,80
86,87,87,Daniel Summerhays,81,0.045,3.035,68
87,88,88,Bill Lunde,83,0.044000000000000004,2.9739999999999998,67
88,89,89,Charl Schwartzel,56,0.039,1.577,40
89,90,90,Ben Curtis,62,0.036000000000000004,1.75,48
90,91,91,Rickie Fowler,84,0.034,2.225,66
91,92,92,Robert Karlsson,54,0.03,1.245,41
92,93,93,Kevin Streelman,89,0.027999999999999997,2.1790000000000003,77
93,94,94,Freddie Jacobson,61,0.02,0.862,44
94,95,95,Mark Anderson,75,0.017,1.033,61
95,96,96,Greg Owen,90,0.012,0.9329999999999999,77
96,97,97,Louis Oosthuizen,65,0.006,0.29100000000000004,49
97,98,98,Cameron Tringale,88,0.003,0.237,77
98,T99,T99,Brendon de Jonge,115,0.0,0.006999999999999999,102
99,T99,T99,James Driscoll,83,0.0,-0.028999999999999998,70
100,T101,T101,Troy Kelly,68,-0.001,-0.046,51
101,T101,T101,Josh Teater,97,-0.001,-0.09,83
102,103,103,David Mathis,83,-0.002,-0.131,69
103,104,104,D.A. Points,88,-0.003,-0.215,80
104,105,105,Chad Campbell,84,-0.004,-0.311,73
105,106,106,Ernie Els,80,-0.006,-0.418,65
106,107,107,Nick Watney,97,-0.006999999999999999,-0.5579999999999999,76
107,108,108,Ryan Moore,89,-0.009000000000000001,-0.769,81
108,109,109,Michael Bradley,63,-0.01,-0.5670000000000001,55
109,110,110,Tim Clark,60,-0.013999999999999999,-0.6940000000000001,50
110,111,111,John Senden,81,-0.016,-0.977,62
111,112,112,Ken Duke,104,-0.023,-2.063,90
112,113,113,John Huh,99,-0.025,-2.104,85
113,114,114,Dustin Johnson,70,-0.035,-1.839,53
114,115,115,Chris Kirk,93,-0.037000000000000005,-3.1310000000000002,85
115,116,116,Davis Love III,64,-0.038,-1.976,52
116,117,117,Scott Piercy,95,-0.042,-3.611,86
117,118,118,Kyle Stanley,86,-0.043,-3.011,70
118,119,119,Jason Kokrak,79,-0.045,-3.109,69
119,T120,T120,William McGirt,96,-0.047,-3.734,79
120,T120,T120,John Merrick,83,-0.047,-3.3819999999999997,72
121,122,122,Andres Romero,68,-0.049,-2.662,54
122,T123,T123,Colt Knost,79,-0.053,-3.5780000000000003,67
123,T123,T123,George McNeill,85,-0.053,-3.7710000000000004,71
124,125,125,Blake Adams,107,-0.057,-5.046,88
125,126,126,Gary Christian,91,-0.067,-5.03,75
126,127,127,Kyle Reifers,86,-0.07400000000000001,-5.482,74
127,128,128,Matt Bettencourt,80,-0.077,-4.635,60
128,129,129,Jeff Overton,101,-0.08,-7.367000000000001,92
129,130,130,Arjun Atwal,79,-0.084,-5.537000000000001,66
130,131,131,Stephen Ames,54,-0.09699999999999999,-3.778,39
131,132,132,Martin Laird,77,-0.099,-5.372000000000001,54
132,133,133,Chez Reavie,83,-0.10099999999999999,-6.638,66
133,134,134,Ryo Ishikawa,54,-0.10400000000000001,-3.8560000000000003,37
134,135,135,Miguel Angel Carballo,73,-0.106,-6.067,57
135,136,136,Brendan Steele,77,-0.11199999999999999,-7.1579999999999995,64
136,137,137,Billy Horschel,63,-0.11599999999999999,-5.547000000000001,48
137,138,138,Camilo Villegas,79,-0.11699999999999999,-8.576,73
138,139,139,Hunter Mahan,88,-0.122,-7.787000000000001,64
139,140,140,Charley Hoffman,88,-0.12300000000000001,-9.318999999999999,76
140,141,141,Harris English,98,-0.124,-10.794,87
141,142,142,Ángel Cabrera,54,-0.126,-4.664,37
142,143,143,Keegan Bradley,90,-0.127,-9.013,71
143,144,144,Jhonattan Vegas,77,-0.135,-9.291,69
144,145,145,D.J. Trahan,73,-0.15,-9.279,62
145,146,146,Erik Compton,81,-0.155,-9.927999999999999,64
146,147,147,Heath Slocum,93,-0.158,-11.812000000000001,75
147,T148,T148,Jason Bohn,81,-0.162,-10.687999999999999,66
148,T148,T148,Boo Weekley,74,-0.162,-9.379,58
149,150,150,Will Claxton,99,-0.163,-14.026,86
150,151,151,Lee Westwood,60,-0.166,-6.648,40
151,T152,T152,Cameron Beckman,81,-0.16699999999999998,-11.532,69
152,T152,T152,Tommy Biershenk,74,-0.16699999999999998,-9.662,58
153,154,154,Garth Mulroy,59,-0.179,-8.237,46
154,155,155,Brandt Jobe,57,-0.18,-8.084,45
155,156,156,Kyle Thompson,51,-0.18899999999999997,-6.983,37
156,T157,T157,Michael Thompson,80,-0.192,-12.454,65
157,T157,T157,Y.E. Yang,64,-0.192,-9.231,48
158,159,159,Ryan Palmer,81,-0.193,-13.706,71
159,T160,T160,Gavin Coles,72,-0.196,-11.158,57
160,T160,T160,Troy Matteson,100,-0.196,-16.294,83
161,162,162,Scott Stallings,78,-0.198,-13.489,68
162,163,163,Kris Blanks,65,-0.203,-12.185,60
163,164,164,Derek Lamely,64,-0.204,-11.402000000000001,56
164,165,165,Chris Couch,61,-0.205,-11.085,54
165,166,166,Jeff Maggert,83,-0.214,-16.657,78
166,167,167,Scott Brown,65,-0.21899999999999997,-11.168,51
167,168,168,Bo Van Pelt,84,-0.22,-14.293,65
168,169,169,Hunter Haas,69,-0.223,-11.597000000000001,52
169,170,170,Scott Dunlap,57,-0.226,-10.395,46
170,171,171,Graham DeLaet,79,-0.23399999999999999,-16.623,71
171,172,172,Stewart Cink,71,-0.239,-12.915,54
172,173,173,Steve Wheatcroft,56,-0.253,-10.628,42
173,174,174,Tommy Gainey,98,-0.262,-23.62,90
174,175,175,Robert Garrigus,89,-0.264,-19.567,74
175,176,176,Gary Woodland,70,-0.26899999999999996,-14.243,53
176,T177,T177,Robert Allenby,76,-0.28600000000000003,-18.862000000000002,66
177,T177,T177,Sung Kang,75,-0.28600000000000003,-17.762,62
178,179,179,Stephen Gangluff,57,-0.29600000000000004,-12.745,43
179,180,180,Johnson Wagner,88,-0.31,-23.523000000000003,76
180,181,181,Bobby Gates,87,-0.318,-24.194000000000003,76
181,182,182,Alexandre Rocha,62,-0.32,-15.994000000000002,50
182,183,183,Harrison Frazar,56,-0.325,-15.609000000000002,48
183,184,184,Kevin Stadler,85,-0.359,-25.141,70
184,185,185,"Ted Potter, Jr.",77,-0.428,-26.12,61
185,186,186,Graeme McDowell,55,-0.478,-18.15,38
186,187,187,Sangmoon Bae,81,-0.491,-27.978,57
187,188,188,Roland Thatcher,55,-0.498,-21.901999999999997,44
188,189,189,Edward Loar,59,-0.594,-25.529,43
189,190,190,John Daly,50,-0.604,-22.938000000000002,38
190,191,191,Charlie Beljan,61,-0.635,-27.32,43
