,SG_Around-the-Green_RANK THIS WEEK,SG_Around-the-Green_RANK LAST WEEK,SG_Around-the-Green_PLAYER NAME,SG_Around-the-Green_ROUNDS,SG_Around-the-Green_AVERAGE,SG_Around-the-Green_TOTAL SG:ARG,SG_Around-the-Green_MEASURED ROUNDS
0,1,1,Justin Rose,69,0.5670000000000001,30.048000000000002,53
1,2,2,Greg Chalmers,88,0.45899999999999996,34.443000000000005,75
2,T3,T3,Luke Donald,63,0.43,20.628,48
3,T3,T3,Charlie Wi,86,0.43,31.414,73
4,5,5,Nick O'Hern,78,0.424,28.820999999999998,68
5,6,6,Phil Mickelson,79,0.39799999999999996,23.873,60
6,7,7,Bud Cauley,99,0.38799999999999996,35.339,91
7,T8,T8,Padraig Harrington,67,0.384,17.277,45
8,T8,T8,Trevor Immelman,76,0.384,21.901,57
9,10,10,K.J. Choi,71,0.382,21.371,56
10,11,11,Webb Simpson,77,0.371,24.485,66
11,12,12,Jonas Blixt,72,0.36700000000000005,23.486,64
12,13,13,Bob Estes,78,0.34700000000000003,22.523000000000003,65
13,14,14,Chris Stroud,86,0.325,24.396,75
14,15,15,Brandt Snedeker,81,0.316,20.544,65
15,16,16,Matt Kuchar,86,0.309,20.398,66
16,17,17,Brian Gay,91,0.293,22.888,78
17,18,18,Sergio Garcia,57,0.28300000000000003,12.453,44
18,T19,T19,Jason Day,57,0.275,12.946,47
19,T19,T19,Jim Furyk,85,0.275,17.873,65
20,T21,T21,Bill Haas,79,0.273,16.637999999999998,61
21,T21,T21,Rory McIlroy,60,0.273,10.937000000000001,40
22,23,23,Charles Howell III,98,0.27,20.785,77
23,24,24,Roberto Castro,92,0.26899999999999996,20.192999999999998,75
24,25,25,Jimmy Walker,101,0.258,23.493000000000002,91
25,26,26,Jerry Kelly,84,0.245,17.882,73
26,27,27,Pat Perez,81,0.23199999999999998,16.027,69
27,28,28,David Hearn,95,0.231,20.366,88
28,29,29,Danny Lee,74,0.23,13.583,59
29,30,30,Justin Leonard,79,0.22699999999999998,15.46,68
30,31,31,Jason Dufner,83,0.222,14.195,64
31,32,32,J.J. Killeen,101,0.213,17.903,84
32,33,33,Vijay Singh,99,0.212,17.137,81
33,34,34,Tom Pernice Jr.,62,0.209,10.883,52
34,35,35,Ian Poulter,57,0.207,7.856,38
35,T36,T36,John Mallinger,74,0.20600000000000002,12.972999999999999,63
36,T36,T36,Kevin Na,80,0.20600000000000002,13.395,65
37,T38,T38,Rod Pampling,88,0.203,14.015999999999998,69
38,T38,T38,Adam Scott,59,0.203,8.326,41
39,40,40,Ryuji Imada,78,0.196,13.515999999999998,69
40,41,41,Ben Crane,73,0.195,12.094000000000001,62
41,42,42,Tiger Woods,69,0.19399999999999998,9.314,48
42,43,43,Marc Leishman,84,0.193,14.677999999999999,76
43,44,44,Martin Flores,95,0.192,15.738,82
44,45,45,Matt Every,80,0.191,12.228,64
45,T46,T46,Tom Gillis,75,0.18899999999999997,13.033,69
46,T46,T46,David Toms,60,0.18899999999999997,8.311,44
47,48,48,Bryce Molder,83,0.188,13.327,71
48,49,49,J.B. Holmes,90,0.18600000000000003,14.520999999999999,78
49,50,50,Spencer Levin,81,0.18,11.847000000000001,66
50,51,51,Zach Johnson,95,0.17600000000000002,13.003,74
51,52,52,Henrik Stenson,51,0.16899999999999998,7.1,42
52,53,53,Tim Herron,88,0.163,12.376,76
53,54,54,Vaughn Taylor,81,0.16,10.252,64
54,55,55,Stuart Appleby,75,0.158,10.272,65
