,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
0,1,1,Luke Donald,63,41.86,18,43
1,2,2,Bryce Molder,83,40.0,38,95
2,3,3,Jason Dufner,83,39.13,18,46
3,4,4,Jeff Maggert,83,38.75,31,80
4,5,5,Bill Haas,79,38.6,22,57
5,6,6,Rod Pampling,88,38.36,28,73
6,7,7,David Hearn,95,38.04,35,92
7,8,8,Heath Slocum,93,37.5,21,56
8,9,9,Jimmy Walker,101,37.38,40,107
9,T10,T10,Alexandre Rocha,62,37.21,16,43
10,T10,T10,Tiger Woods,69,37.21,16,43
11,12,12,D.A. Points,88,37.18,29,78
12,13,13,Ben Crane,73,36.99,27,73
13,T14,T14,Justin Rose,69,36.96,17,46
14,T14,T14,John Senden,81,36.96,17,46
15,16,16,Henrik Stenson,51,36.54,19,52
16,17,17,Boo Weekley,74,36.36,16,44
17,18,18,Padraig Harrington,67,36.17,17,47
18,19,19,Troy Kelly,68,36.11,26,72
19,20,20,Ernie Els,80,36.07,22,61
20,21,21,Ben Curtis,62,36.0,18,50
21,22,22,Sergio Garcia,57,35.9,14,39
22,23,23,Colt Knost,79,35.78,39,109
23,24,24,Dicky Pride,62,35.29,24,68
24,25,25,Brendon Todd,78,35.05,34,97
25,26,26,Brian Gay,91,34.86,38,109
26,27,27,John Rollins,81,34.78,24,69
27,28,28,Rickie Fowler,84,34.72,25,72
28,29,29,Bob Estes,78,34.52,29,84
29,30,30,Matt Kuchar,86,34.43,21,61
30,31,31,Greg Chalmers,88,34.38,33,96
31,32,32,Rory McIlroy,60,34.29,12,35
32,33,33,Carl Pettersson,92,34.26,37,108
33,34,34,Ryuji Imada,78,34.23,38,111
34,35,35,John Mallinger,74,33.93,19,56
35,T36,T36,Tim Clark,60,33.33,13,39
36,T36,T36,Zach Johnson,95,33.33,21,63
37,T36,T36,Nick Watney,97,33.33,29,87
38,39,39,Billy Mayfair,90,32.98,31,94
39,40,40,Phil Mickelson,79,32.79,20,61
40,41,41,Y.E. Yang,64,32.73,18,55
41,42,42,Gary Christian,91,32.47,25,77
42,43,43,Chris DiMarco,83,32.18,28,87
43,T44,T44,Ryan Moore,89,32.05,25,78
44,T44,T44,Johnson Wagner,88,32.05,25,78
45,46,46,Kris Blanks,65,31.91,15,47
46,47,47,Chris Stroud,86,31.87,29,91
47,48,48,David Toms,60,31.71,13,41
48,T49,T49,Stewart Cink,71,31.58,24,76
49,T49,T49,"Ted Potter, Jr.",77,31.58,18,57
50,51,51,Ryan Palmer,81,31.51,23,73
51,52,52,Louis Oosthuizen,65,31.48,17,54
52,53,53,Jason Kokrak,79,31.25,30,96
53,54,54,Brandt Snedeker,81,30.99,22,71
54,55,55,Scott Dunlap,57,30.77,12,39
55,56,56,Kevin Kisner,69,30.36,17,56
56,57,57,Billy Horschel,63,30.3,10,33
57,T58,T58,James Driscoll,83,30.0,33,110
58,T58,T58,Webb Simpson,77,30.0,18,60
59,60,60,Charles Howell III,98,29.87,23,77
60,61,61,Stuart Appleby,75,29.85,20,67
61,62,62,Keegan Bradley,90,29.69,19,64
62,63,63,Ángel Cabrera,54,29.55,13,44
63,T64,T64,Jonathan Byrd,69,29.41,20,68
64,T64,T64,Sung Kang,75,29.41,30,102
65,T64,T64,Nick O'Hern,78,29.41,30,102
66,67,67,Martin Laird,77,29.31,17,58
67,68,68,Bo Van Pelt,84,28.85,15,52
68,69,69,Cameron Tringale,88,28.74,25,87
69,T70,T70,Graham DeLaet,79,28.57,20,70
70,T70,T70,Garth Mulroy,59,28.57,14,49
71,T70,T70,Charl Schwartzel,56,28.57,8,28
72,73,73,Will Claxton,99,28.4,23,81
73,T74,T74,K.J. Choi,71,28.26,13,46
74,T74,T74,Brian Davis,91,28.26,26,92
75,76,76,Sean O'Hair,84,28.21,22,78
76,77,77,Ken Duke,104,28.17,20,71
77,78,78,Justin Leonard,79,28.16,29,103
78,79,79,Steve Stricker,73,28.07,16,57
79,T80,T80,Roberto Castro,92,28.05,23,82
80,T80,T80,Billy Hurley III,70,28.05,23,82
81,82,82,Jim Furyk,85,28.0,14,50
82,83,83,Bobby Gates,87,27.85,22,79
83,84,84,John Merrick,83,27.78,20,72
84,85,85,Michael Bradley,63,27.66,26,94
85,T86,T86,Matt Every,80,27.5,22,80
86,T86,T86,Marc Leishman,84,27.5,22,80
87,88,88,J.J. Henry,93,27.47,25,91
88,89,89,Derek Lamely,64,27.45,28,102
89,90,90,Daniel Summerhays,81,27.42,17,62
90,T91,T91,Ian Poulter,57,27.27,9,33
91,T91,T91,Bubba Watson,68,27.27,9,33
92,93,93,Jeff Overton,101,27.16,22,81
93,94,94,Pat Perez,81,27.14,19,70
