,First_Tee_Early_Par_3_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Par_3_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Par_3_Scoring_Average_PLAYER NAME,First_Tee_Early_Par_3_Scoring_Average_ROUNDS,First_Tee_Early_Par_3_Scoring_Average_AVG,First_Tee_Early_Par_3_Scoring_Average_TOTAL STROKES,First_Tee_Early_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Tiger Woods,69,2.85,114,40
1,2,2,Billy Horschel,63,2.86,206,72
2,3,3,Brandt Snedeker,81,2.91,201,69
3,4,4,Sean O'Hair,84,2.92,347,119
4,T5,T5,Troy Kelly,68,2.93,211,72
5,T5,T5,Lee Westwood,60,2.93,176,60
6,T7,T7,Greg Owen,90,2.94,421,143
7,T7,T7,Kevin Stadler,85,2.94,235,80
8,T9,T9,Greg Chalmers,88,2.95,386,131
9,T9,T9,Ryan Palmer,81,2.95,336,114
10,T9,T9,Justin Rose,69,2.95,239,81
11,T9,T9,David Toms,60,2.95,221,75
12,T13,T13,Arjun Atwal,79,2.96,323,109
13,T13,T13,Richard Lee,71,2.96,228,77
14,T13,T13,Davis Love III,64,2.96,133,45
15,T13,T13,Daniel Summerhays,81,2.96,370,125
16,T17,T17,Brian Gay,91,2.97,353,119
17,T17,T17,Tim Herron,88,2.97,345,116
18,T17,T17,Kevin Streelman,89,2.97,312,105
19,T20,T20,Ken Duke,104,2.98,435,146
20,T20,T20,Bob Estes,78,2.98,349,117
21,T22,T22,Jason Bohn,81,2.99,293,98
22,T22,T22,Keegan Bradley,90,2.99,260,87
23,T22,T22,Gary Christian,91,2.99,329,110
24,T22,T22,Jason Day,57,2.99,218,73
25,T22,T22,Brendon de Jonge,115,2.99,449,150
26,T22,T22,Spencer Levin,81,2.99,380,127
27,T22,T22,Billy Mayfair,90,2.99,227,76
28,T22,T22,Vijay Singh,99,2.99,425,142
29,T22,T22,Michael Thompson,80,2.99,317,106
30,T31,T31,Chris DiMarco,83,3.0,282,94
