,First_Tee_Early_Round_2_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_2_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_2_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_2_Scoring_Average_AVG,First_Tee_Early_Round_2_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Stuart Appleby,65.0,65,1
1,T2,T2,Jonas Blixt,67.33,404,6
2,T2,T2,Henrik Stenson,67.33,202,3
3,4,4,Graeme McDowell,67.4,337,5
4,5,5,Spencer Levin,67.8,339,5
5,6,6,Robert Garrigus,67.89,611,9
6,7,7,Brian Harman,68.0,340,5
7,8,8,Brian Davis,68.2,341,5
8,9,9,Jimmy Walker,68.38,547,8
9,10,10,John Senden,68.43,479,7
10,11,11,Bob Estes,68.71,481,7
11,T12,T12,Chris Kirk,68.8,344,5
12,T12,T12,Carl Pettersson,68.8,688,10
13,14,14,Brian Gay,68.83,413,6
14,15,15,Graham DeLaet,68.86,482,7
15,T16,T16,Tommy Biershenk,69.0,414,6
16,T16,T16,Scott Piercy,69.0,552,8
17,T16,T16,Charl Schwartzel,69.0,69,1
18,19,19,Will Claxton,69.11,622,9
19,20,20,Greg Chalmers,69.17,415,6
20,21,21,Jeff Overton,69.18,761,11
21,T22,T22,Ben Crane,69.2,346,5
22,T22,T22,John Huh,69.2,692,10
23,T24,T24,Scott Brown,69.25,554,8
24,T24,T24,Tim Herron,69.25,554,8
25,T24,T24,Camilo Villegas,69.25,277,4
26,T27,T27,Zach Johnson,69.33,208,3
27,T27,T27,Davis Love III,69.33,208,3
28,29,29,Chad Campbell,69.38,555,8
29,30,30,Billy Mayfair,69.4,347,5
30,31,31,Ken Duke,69.44,625,9
31,T32,T32,Harris English,69.5,417,6
32,T32,T32,Boo Weekley,69.5,556,8
33,34,34,Charles Howell III,69.58,835,12
34,T35,T35,Tom Gillis,69.6,696,10
35,T35,T35,John Mallinger,69.6,348,5
36,T35,T35,Dicky Pride,69.6,348,5
37,T35,T35,Cameron Tringale,69.6,696,10
38,39,39,Russell Knox,69.63,557,8
39,T40,T40,Luke Donald,69.67,209,3
40,T40,T40,Josh Teater,69.67,418,6
41,42,42,Gary Christian,69.75,279,4
42,T43,T43,Martin Flores,69.8,349,5
43,T43,T43,Rocco Mediate,69.8,349,5
44,T45,T45,Jason Dufner,69.83,419,6
45,T45,T45,Tommy Gainey,69.83,419,6
46,T47,T47,Brendon de Jonge,69.86,489,7
47,T47,T47,Troy Matteson,69.86,489,7
48,49,49,Sean O'Hair,69.9,699,10
49,T50,T50,Nathan Green,70.0,350,5
50,T50,T50,Ryan Moore,70.0,280,4
51,T50,T50,Vaughn Taylor,70.0,420,6
52,T50,T50,Bubba Watson,70.0,140,2
53,T50,T50,Y.E. Yang,70.0,210,3
54,55,55,J.B. Holmes,70.13,561,8
55,T56,T56,Kris Blanks,70.17,421,6
56,T56,T56,Kevin Na,70.17,421,6
57,T58,T58,Matt Bettencourt,70.2,351,5
58,T58,T58,Jim Furyk,70.2,351,5
59,T58,T58,Trevor Immelman,70.2,351,5
60,T58,T58,Bill Lunde,70.2,351,5
61,62,62,Patrick Sheehan,70.22,632,9
62,T63,T63,Robert Karlsson,70.25,281,4
63,T63,T63,D.J. Trahan,70.25,281,4
64,T63,T63,Bo Van Pelt,70.25,562,8
65,T66,T66,Blake Adams,70.29,492,7
66,T66,T66,Gavin Coles,70.29,492,7
67,T66,T66,Jeff Maggert,70.29,492,7
68,T66,T66,Ryan Palmer,70.29,492,7
69,T70,T70,Roberto Castro,70.33,844,12
70,T70,T70,Jason Day,70.33,211,3
71,T70,T70,Johnson Wagner,70.33,422,6
