,Par_3_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_3_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_3_Birdie_or_Better_Leaders_PLAYER NAME,Par_3_Birdie_or_Better_Leaders_ROUNDS,Par_3_Birdie_or_Better_Leaders_%,Par_3_Birdie_or_Better_Leaders_PAR 3 BIRDIES OR BETTER,Par_3_Birdie_or_Better_Leaders_PAR 3 HOLES
0,1,1,Davis Love III,64,18.29,47,257
1,2,2,Richard Lee,71,17.78,48,270
2,3,3,Robert Garrigus,89,17.63,64,363
3,4,4,Rory McIlroy,60,17.59,38,216
4,5,5,Ryan Palmer,81,17.48,57,326
5,6,6,Tiger Woods,69,17.47,47,269
6,7,7,Keegan Bradley,90,17.24,60,348
7,8,8,Daniel Summerhays,81,16.92,55,325
8,9,9,Geoff Ogilvy,73,16.72,49,293
9,10,10,Chris Kirk,93,16.67,59,354
10,11,11,Brendon de Jonge,115,16.59,77,464
11,12,12,Brandt Snedeker,81,16.35,52,318
12,13,13,Justin Rose,69,16.3,45,276
13,14,14,Ben Curtis,62,16.13,40,248
14,15,15,Phil Mickelson,79,15.99,51,319
15,16,16,Roland Thatcher,55,15.96,34,213
16,17,17,Danny Lee,74,15.9,45,283
17,18,18,Jason Dufner,83,15.87,53,334
18,19,19,Jerry Kelly,84,15.84,54,341
19,20,20,Andres Romero,68,15.77,41,260
20,21,21,Roberto Castro,92,15.7,57,363
21,T22,T22,James Driscoll,83,15.63,53,339
22,T22,T22,Louis Oosthuizen,65,15.63,40,256
23,24,24,Sean O'Hair,84,15.52,52,335
24,25,25,Harrison Frazar,56,15.49,33,213
25,26,26,Webb Simpson,77,15.46,47,304
26,27,27,Zach Johnson,95,15.4,59,383
27,28,28,Martin Laird,77,15.36,45,293
28,29,29,Robert Allenby,76,15.26,47,308
29,T30,T30,Rocco Mediate,70,15.22,42,276
30,T30,T30,Scott Piercy,95,15.22,58,381
31,32,32,Kevin Streelman,89,15.19,55,362
32,33,33,Colt Knost,79,15.11,47,311
33,34,34,Chad Campbell,84,15.04,51,339
34,35,35,Tom Gillis,75,15.03,46,306
35,36,36,Derek Lamely,64,15.0,39,260
36,37,37,Sergio Garcia,57,14.91,34,228
37,38,38,Robert Karlsson,54,14.9,31,208
38,39,39,Johnson Wagner,88,14.86,52,350
39,40,40,Garth Mulroy,59,14.85,34,229
40,41,41,Padraig Harrington,67,14.79,38,257
41,42,42,Vaughn Taylor,81,14.78,47,318
42,43,43,Kevin Stadler,85,14.77,48,325
43,44,44,Ryan Moore,89,14.68,53,361
44,45,45,Matt Kuchar,86,14.67,49,334
45,T46,T46,Kris Blanks,65,14.66,39,266
46,T46,T46,Dicky Pride,62,14.66,34,232
47,48,48,Josh Teater,97,14.59,55,377
48,49,49,Troy Matteson,100,14.57,58,398
49,T50,T50,Chris DiMarco,83,14.5,48,331
50,T50,T50,Bo Van Pelt,84,14.5,49,338
51,T52,T52,Marco Dawson,60,14.47,34,235
52,T52,T52,John Senden,81,14.47,46,318
53,54,54,Scott Brown,65,14.45,37,256
54,55,55,Nathan Green,73,14.44,40,277
55,56,56,Jimmy Walker,101,14.36,59,411
56,57,57,Billy Horschel,63,14.35,34,237
57,58,58,Ben Crane,73,14.34,41,286
58,59,59,Blake Adams,107,14.32,62,433
59,T60,T60,Sangmoon Bae,81,14.29,45,315
60,T60,T60,John Huh,99,14.29,57,399
61,T60,T60,Troy Kelly,68,14.29,37,259
62,63,63,Michael Bradley,63,14.23,36,253
63,64,64,Henrik Stenson,51,14.22,29,204
64,65,65,Spencer Levin,81,14.11,45,319
