,Early_Round_1_Scoring_Average_RANK THIS WEEK,Early_Round_1_Scoring_Average_RANK LAST WEEK,Early_Round_1_Scoring_Average_PLAYER NAME,Early_Round_1_Scoring_Average_AVG,Early_Round_1_Scoring_Average_TOTAL STROKES,Early_Round_1_Scoring_Average_TOTAL ROUNDS
103,T104,T104,Marco Dawson,71.09,782,11
104,T104,T104,Marc Leishman,71.09,782,11
105,106,106,Mathew Goggin,71.1,711,10
106,107,107,Dicky Pride,71.11,640,9
107,T108,T108,Jerry Kelly,71.13,1067,15
108,T108,T108,Garth Mulroy,71.13,569,8
109,110,110,Vijay Singh,71.15,925,13
110,T111,T111,Nick O'Hern,71.17,854,12
111,T111,T111,Tom Pernice Jr.,71.17,854,12
112,113,113,Phil Mickelson,71.2,712,10
113,114,114,Erik Compton,71.23,926,13
114,T115,T115,Chad Campbell,71.25,855,12
115,T115,T115,Tim Herron,71.25,855,12
116,T115,T115,Danny Lee,71.25,855,12
117,118,118,Billy Mayfair,71.27,1069,15
118,T119,T119,Billy Hurley III,71.31,927,13
119,T119,T119,J.J. Killeen,71.31,927,13
120,T121,T121,Daniel Chopra,71.33,856,12
121,T121,T121,John Mallinger,71.33,856,12
122,T121,T121,Rocco Mediate,71.33,856,12
123,124,124,John Huh,71.35,1213,17
124,T125,T125,Bill Haas,71.36,999,14
125,T125,T125,Ryuji Imada,71.36,999,14
126,127,127,Kevin Na,71.38,928,13
127,128,128,John Merrick,71.4,1071,15
128,129,129,Roberto Castro,71.42,857,12
129,T130,T130,Kevin Chappell,71.43,1000,14
130,T130,T130,Martin Laird,71.43,500,7
131,T132,T132,Miguel Angel Carballo,71.44,643,9
132,T132,T132,David Mathis,71.44,1143,16
133,134,134,Justin Leonard,71.46,929,13
134,135,135,Stephen Ames,71.47,1072,15
135,T136,T136,Robert Allenby,71.5,858,12
136,T136,T136,Brian Davis,71.5,1144,16
137,T136,T136,Geoff Ogilvy,71.5,572,8
138,T136,T136,Andres Romero,71.5,572,8
139,140,140,Cameron Beckman,71.54,930,13
140,141,141,Gary Woodland,71.55,787,11
141,142,142,Ryo Ishikawa,71.56,644,9
142,143,143,Derek Lamely,71.6,1074,15
143,144,144,Kevin Kisner,71.62,931,13
144,145,145,Arjun Atwal,71.64,1003,14
145,146,146,Ángel Cabrera,71.67,645,9
146,147,147,Jason Day,71.71,502,7
147,148,148,Troy Matteson,71.72,1291,18
148,T149,T149,Chris Kirk,71.76,1220,17
149,T149,T149,Johnson Wagner,71.76,1220,17
150,151,151,Patrick Sheehan,71.78,646,9
151,T152,T152,Bob Estes,71.79,1005,14
152,T152,T152,Charley Hoffman,71.79,1005,14
153,154,154,Kris Blanks,71.83,862,12
154,155,155,Steve Wheatcroft,71.88,575,8
155,156,156,Alexandre Rocha,71.89,647,9
156,157,157,George McNeill,71.91,791,11
157,T158,T158,Stewart Cink,71.92,935,13
158,T158,T158,"Ted Potter, Jr.",71.92,935,13
159,T158,T158,Cameron Tringale,71.92,863,12
160,161,161,Colt Knost,71.94,1151,16
161,T162,T162,Scott Brown,72.0,720,10
162,T162,T162,Brendan Steele,72.0,936,13
163,164,164,Michael Thompson,72.08,865,12
164,165,165,Graeme McDowell,72.14,505,7
165,166,166,Scott Dunlap,72.2,722,10
166,167,167,Y.E. Yang,72.25,867,12
167,168,168,Bobby Gates,72.29,1012,14
168,169,169,Harrison Frazar,72.3,723,10
169,170,170,Tommy Gainey,72.33,1085,15
170,171,171,Scott Stallings,72.36,1013,14
171,172,172,Tommy Biershenk,72.38,941,13
172,173,173,Roland Thatcher,72.4,724,10
173,174,174,Matt Bettencourt,72.41,1231,17
174,175,175,Spencer Levin,72.42,869,12
175,176,176,Bryce Molder,72.43,1014,14
176,177,177,Mark Wilson,72.44,652,9
177,T178,T178,Sangmoon Bae,72.5,725,10
178,T178,T178,Charlie Beljan,72.5,725,10
179,T178,T178,Edward Loar,72.5,725,10
180,181,181,Sung Kang,72.53,1088,15
181,182,182,Tim Clark,72.55,798,11
182,183,183,Michael Bradley,72.64,1017,14
183,184,184,Robert Karlsson,72.67,654,9
184,185,185,Trevor Immelman,72.79,1019,14
185,186,186,Tom Gillis,72.83,874,12
186,187,187,Matt Jones,73.0,584,8
187,T188,T188,Kyle Thompson,73.14,512,7
188,T188,T188,D.J. Trahan,73.14,1024,14
189,190,190,Boo Weekley,73.18,805,11
190,191,191,Stephen Gangluff,73.3,733,10
