,Tenth_Tee_Late_Round_2_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_2_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_2_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_2_Scoring_Average_AVG,Tenth_Tee_Late_Round_2_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Jason Dufner,67.0,201,3
1,2,2,Camilo Villegas,67.5,135,2
2,T3,T3,Sangmoon Bae,68.0,136,2
3,T3,T3,Bobby Gates,68.0,544,8
4,5,5,Justin Rose,68.33,205,3
5,6,6,Bo Van Pelt,68.6,343,5
6,T7,T7,Adam Scott,68.67,206,3
7,T7,T7,Brandt Snedeker,68.67,206,3
8,T9,T9,Stewart Cink,69.0,69,1
9,T9,T9,Ryo Ishikawa,69.0,138,2
10,T9,T9,Sean O'Hair,69.0,345,5
11,T9,T9,Henrik Stenson,69.0,69,1
12,T13,T13,Ricky Barnes,69.14,484,7
13,T13,T13,Brendon de Jonge,69.14,484,7
14,15,15,Bryce Molder,69.17,415,6
15,T16,T16,Miguel Angel Carballo,69.25,277,4
16,T16,T16,Geoff Ogilvy,69.25,277,4
17,T18,T18,Charlie Beljan,69.33,208,3
18,T18,T18,J.J. Henry,69.33,416,6
19,T18,T18,Matt Kuchar,69.33,208,3
20,T21,T21,James Driscoll,69.38,555,8
21,T21,T21,Jeff Maggert,69.38,555,8
22,23,23,John Senden,69.4,347,5
23,24,24,Charley Hoffman,69.5,417,6
24,25,25,Jason Kokrak,69.6,348,5
25,26,26,John Rollins,69.63,557,8
26,T27,T27,Chad Campbell,69.67,418,6
27,T27,T27,Daniel Chopra,69.67,209,3
28,T27,T27,Sergio Garcia,69.67,209,3
29,T27,T27,Trevor Immelman,69.67,418,6
30,31,31,George McNeill,69.71,488,7
31,T32,T32,Brian Harman,69.75,279,4
32,T32,T32,Seung-Yul Noh,69.75,279,4
33,34,34,Billy Horschel,69.83,419,6
34,35,35,Richard Lee,70.0,140,2
35,36,36,Rory Sabbatini,70.14,491,7
36,T37,T37,Jonathan Byrd,70.17,421,6
37,T37,T37,Tim Herron,70.17,421,6
38,T37,T37,Rocco Mediate,70.17,421,6
39,T40,T40,Michael Bradley,70.2,702,10
40,T40,T40,Tim Clark,70.2,351,5
41,T42,T42,David Hearn,70.22,632,9
42,T42,T42,Chris Kirk,70.22,632,9
43,44,44,Jhonattan Vegas,70.25,562,8
44,45,45,Charles Howell III,70.3,703,10
45,T46,T46,J.B. Holmes,70.33,211,3
46,T46,T46,Danny Lee,70.33,422,6
47,T46,T46,Louis Oosthuizen,70.33,422,6
48,49,49,Jason Bohn,70.4,704,10
49,50,50,Chris DiMarco,70.44,634,9
50,T51,T51,Kevin Chappell,70.5,423,6
51,T51,T51,Jerry Kelly,70.5,564,8
52,T51,T51,Graeme McDowell,70.5,141,2
53,T51,T51,Brendan Steele,70.5,282,4
54,T51,T51,Charlie Wi,70.5,423,6
55,T56,T56,Will Claxton,70.57,494,7
56,T56,T56,Justin Leonard,70.57,494,7
57,T58,T58,Marco Dawson,70.6,353,5
58,T58,T58,Kevin Streelman,70.6,353,5
59,60,60,Bud Cauley,70.63,565,8
60,T61,T61,Jonas Blixt,70.67,424,6
61,T61,T61,Matt Every,70.67,424,6
62,T61,T61,Zach Johnson,70.67,212,3
63,T64,T64,Gary Christian,70.71,495,7
64,T64,T64,Kevin Kisner,70.71,495,7
65,T64,T64,Ryan Moore,70.71,495,7
66,T64,T64,Chez Reavie,70.71,495,7
67,T68,T68,Erik Compton,70.75,283,4
68,T68,T68,Bob Estes,70.75,566,8
69,T68,T68,Jim Furyk,70.75,283,4
70,T68,T68,Tom Gillis,70.75,283,4
71,72,72,John Huh,70.83,850,12
72,73,73,Nathan Green,70.86,496,7
73,T74,T74,John Merrick,70.88,567,8
