,Front_9_Round_1_Scoring_Average_RANK THIS WEEK,Front_9_Round_1_Scoring_Average_RANK LAST WEEK,Front_9_Round_1_Scoring_Average_PLAYER NAME,Front_9_Round_1_Scoring_Average_AVG,Front_9_Round_1_Scoring_Average_TOTAL STROKES,Front_9_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,34.22,616,18
1,2,2,Seung-Yul Noh,34.26,925,27
2,3,3,Jason Dufner,34.29,720,21
3,4,4,Graham DeLaet,34.39,791,23
4,5,5,Steve Stricker,34.44,620,18
5,6,6,Zach Johnson,34.46,827,24
6,7,7,Keegan Bradley,34.54,829,24
7,T8,T8,Ernie Els,34.57,726,21
8,T8,T8,Jim Furyk,34.57,795,23
9,T8,T8,John Senden,34.57,726,21
10,T11,T11,Ken Duke,34.6,1038,30
11,T11,T11,Rory McIlroy,34.6,519,15
12,13,13,Dustin Johnson,34.61,623,18
13,14,14,Harris English,34.67,936,27
14,T15,T15,Stuart Appleby,34.7,798,23
15,T15,T15,Jeff Maggert,34.7,937,27
16,17,17,Padraig Harrington,34.71,590,17
17,T18,T18,Rod Pampling,34.72,868,25
18,T18,T18,Bubba Watson,34.72,625,18
19,T20,T20,Charles Howell III,34.76,1008,29
20,T20,T20,Matt Kuchar,34.76,730,21
21,22,22,William McGirt,34.77,1043,30
22,T23,T23,Ian Poulter,34.79,487,14
23,T23,T23,Camilo Villegas,34.79,835,24
24,T25,T25,Sergio Garcia,34.8,522,15
25,T25,T25,Charl Schwartzel,34.8,522,15
26,T27,T27,Luke Donald,34.81,557,16
27,T27,T27,Webb Simpson,34.81,731,21
28,T27,T27,Brandt Snedeker,34.81,731,21
29,T30,T30,Ryan Moore,34.83,836,24
30,T30,T30,Louis Oosthuizen,34.83,627,18
31,T30,T30,Bo Van Pelt,34.83,801,23
32,33,33,Danny Lee,34.84,871,25
33,34,34,Nick Watney,34.88,872,25
34,35,35,Mathew Goggin,34.91,768,22
35,36,36,Bud Cauley,34.93,978,28
36,37,37,Davis Love III,34.95,699,20
37,T38,T38,Vijay Singh,34.96,944,27
38,T38,T38,Charlie Wi,34.96,874,25
39,T40,T40,Brendon de Jonge,34.97,1084,31
40,T40,T40,Jeff Overton,34.97,1014,29
41,42,42,Gary Christian,35.0,945,27
42,43,43,J.J. Killeen,35.03,1121,32
43,T44,T44,Greg Owen,35.04,946,27
44,T44,T44,Carl Pettersson,35.04,911,26
45,T44,T44,John Rollins,35.04,876,25
46,T44,T44,Jhonattan Vegas,35.04,876,25
47,48,48,Freddie Jacobson,35.06,561,16
48,T49,T49,Scott Piercy,35.07,982,28
49,T49,T49,Kyle Reifers,35.07,947,27
50,T49,T49,Adam Scott,35.07,526,15
51,T49,T49,Henrik Stenson,35.07,526,15
52,T49,T49,Chris Stroud,35.07,982,28
53,T49,T49,Lee Westwood,35.07,491,14
54,55,55,Bill Lunde,35.08,842,24
55,56,56,Pat Perez,35.09,772,22
56,T57,T57,Will Claxton,35.11,983,28
57,T57,T57,Ben Curtis,35.11,667,19
58,59,59,Robert Garrigus,35.12,913,26
59,T60,T60,Hunter Haas,35.14,773,22
60,T60,T60,Hunter Mahan,35.14,773,22
61,T60,T60,Rocco Mediate,35.14,773,22
62,63,63,Chris Couch,35.15,703,20
63,T64,T64,Billy Horschel,35.19,563,16
64,T64,T64,Daniel Summerhays,35.19,915,26
