,First_Tee_Early_Round_1_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_1_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_1_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_1_Scoring_Average_AVG,First_Tee_Early_Round_1_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Padraig Harrington,67.0,335,5
1,T1,T1,Bubba Watson,67.0,67,1
2,3,3,Ken Duke,67.9,679,10
3,T4,T4,K.J. Choi,68.0,204,3
4,T4,T4,Ian Poulter,68.0,204,3
5,T6,T6,Will Claxton,68.33,410,6
6,T6,T6,Davis Love III,68.33,205,3
7,T8,T8,Sergio Garcia,68.5,274,4
8,T8,T8,Charlie Wi,68.5,411,6
9,10,10,Jim Furyk,68.75,275,4
10,T11,T11,Bud Cauley,69.0,621,9
11,T11,T11,Gary Christian,69.0,621,9
12,T11,T11,Ben Curtis,69.0,138,2
13,T11,T11,Hunter Mahan,69.0,138,2
14,T11,T11,David Toms,69.0,276,4
15,16,16,Greg Owen,69.13,553,8
16,T17,T17,Matt Kuchar,69.33,416,6
17,T17,T17,Carl Pettersson,69.33,624,9
18,T19,T19,Billy Horschel,69.4,347,5
19,T19,T19,Charles Howell III,69.4,694,10
20,T19,T19,Nick Watney,69.4,347,5
21,T22,T22,Ernie Els,69.5,139,2
22,T22,T22,Seung-Yul Noh,69.5,278,4
23,T22,T22,Pat Perez,69.5,556,8
24,T22,T22,Tiger Woods,69.5,139,2
25,26,26,Scott Piercy,69.57,487,7
26,27,27,Daniel Summerhays,69.63,557,8
27,T28,T28,James Driscoll,69.67,627,9
28,T28,T28,Tim Herron,69.67,418,6
29,T28,T28,Justin Rose,69.67,418,6
30,T28,T28,Henrik Stenson,69.67,209,3
31,32,32,Brendon de Jonge,69.71,488,7
32,33,33,Greg Chalmers,69.73,767,11
33,T34,T34,Brian Gay,69.75,558,8
34,T34,T34,Jimmy Walker,69.75,279,4
35,36,36,Matt Every,69.83,419,6
36,T37,T37,Blake Adams,70.0,700,10
37,T37,T37,John Daly,70.0,210,3
38,T37,T37,Harris English,70.0,560,8
39,T37,T37,Nathan Green,70.0,490,7
40,T37,T37,Hunter Haas,70.0,350,5
41,T37,T37,Charley Hoffman,70.0,490,7
42,T37,T37,J.B. Holmes,70.0,210,3
43,T37,T37,Brandt Jobe,70.0,420,6
44,T37,T37,Dustin Johnson,70.0,140,2
45,T37,T37,William McGirt,70.0,490,7
46,T37,T37,Kyle Reifers,70.0,140,2
47,T37,T37,Adam Scott,70.0,490,7
48,T37,T37,Kevin Streelman,70.0,420,6
49,50,50,Jeff Overton,70.11,631,9
50,T51,T51,Justin Leonard,70.13,561,8
51,T51,T51,Jeff Maggert,70.13,561,8
52,T53,T53,Zach Johnson,70.2,351,5
53,T53,T53,Billy Mayfair,70.2,351,5
54,T55,T55,Chris Couch,70.25,281,4
55,T55,T55,Josh Teater,70.25,562,8
56,57,57,Jhonattan Vegas,70.3,703,10
57,T58,T58,Graham DeLaet,70.33,422,6
58,T58,T58,Rickie Fowler,70.33,211,3
59,T60,T60,Martin Flores,70.44,634,9
60,T60,T60,Bo Van Pelt,70.44,634,9
61,T62,T62,Sean O'Hair,70.5,423,6
62,T62,T62,John Senden,70.5,423,6
63,T62,T62,Lee Westwood,70.5,141,2
64,T65,T65,Chez Reavie,70.57,494,7
65,T65,T65,Rory Sabbatini,70.57,494,7
66,T65,T65,Cameron Tringale,70.57,494,7
67,T68,T68,Miguel Angel Carballo,70.6,353,5
68,T68,T68,Bill Haas,70.6,353,5
69,T68,T68,David Hearn,70.6,706,10
70,T68,T68,Freddie Jacobson,70.6,353,5
71,T72,T72,Bill Lunde,70.67,424,6
72,T72,T72,Louis Oosthuizen,70.67,424,6
73,T74,T74,Ricky Barnes,70.71,495,7
74,T74,T74,Bobby Gates,70.71,495,7
75,76,76,Jason Bohn,70.73,778,11
76,T77,T77,Bob Estes,70.75,566,8
77,T77,T77,Brian Harman,70.75,283,4
78,T77,T77,John Rollins,70.75,566,8
79,T77,T77,Charl Schwartzel,70.75,283,4
80,T81,T81,Erik Compton,70.8,354,5
81,T81,T81,Marc Leishman,70.8,354,5
82,T81,T81,Webb Simpson,70.8,354,5
83,84,84,Ryuji Imada,70.83,425,6
84,T85,T85,J.J. Henry,70.86,496,7
85,T85,T85,David Mathis,70.86,496,7
86,87,87,Jonathan Byrd,70.88,567,8
87,88,88,Ben Crane,70.89,638,9
88,T89,T89,Daniel Chopra,71.0,284,4
89,T89,T89,Harrison Frazar,71.0,568,8
90,T89,T89,Troy Kelly,71.0,355,5
91,T89,T89,Danny Lee,71.0,497,7
92,T89,T89,Troy Matteson,71.0,639,9
93,T89,T89,Kevin Stadler,71.0,497,7
94,T89,T89,Steve Stricker,71.0,71,1
95,T89,T89,Kyle Thompson,71.0,213,3
96,T89,T89,Brendon Todd,71.0,142,2
97,T89,T89,Camilo Villegas,71.0,142,2
98,99,99,John Merrick,71.11,640,9
99,100,100,Mark Anderson,71.13,569,8
100,T101,T101,Colt Knost,71.14,498,7
101,T101,T101,Kyle Stanley,71.14,498,7
102,103,103,D.A. Points,71.18,783,11
103,104,104,Jonas Blixt,71.2,356,5
104,105,105,Chris Stroud,71.22,641,9
105,T106,T106,Stephen Ames,71.25,570,8
106,T106,T106,Chris Kirk,71.25,855,12
107,T106,T106,Michael Thompson,71.25,570,8
108,T106,T106,D.J. Trahan,71.25,285,4
109,T110,T110,Aaron Baddeley,71.29,499,7
110,T110,T110,Mathew Goggin,71.29,499,7
111,T110,T110,Vaughn Taylor,71.29,499,7
112,113,113,Vijay Singh,71.3,713,10
113,T114,T114,Marco Dawson,71.33,428,6
114,T114,T114,Rod Pampling,71.33,428,6
115,T114,T114,Brandt Snedeker,71.33,214,3
116,117,117,Ryan Palmer,71.36,785,11
117,T118,T118,Billy Hurley III,71.38,571,8
118,T118,T118,Jerry Kelly,71.38,571,8
119,T120,T120,Ryan Moore,71.4,714,10
120,T120,T120,Alexandre Rocha,71.4,357,5
121,T122,T122,Cameron Beckman,71.5,286,4
122,T122,T122,Dicky Pride,71.5,429,6
123,T122,T122,Patrick Sheehan,71.5,286,4
124,T122,T122,Gary Woodland,71.5,286,4
125,126,126,Chris DiMarco,71.56,644,9
126,127,127,Roland Thatcher,71.57,501,7
127,128,128,Scott Brown,71.6,358,5
128,129,129,Tommy Biershenk,71.63,573,8
