,Tenth_Tee_Late_Par_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_4_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_4_Scoring_Average_AVG,Tenth_Tee_Late_Par_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Bubba Watson,68,3.6,36,10
1,2,2,Luke Donald,63,3.7,74,20
2,3,3,Lee Westwood,60,3.88,128,33
3,4,4,Graeme McDowell,55,3.89,288,74
4,T5,T5,Jim Furyk,85,3.92,337,86
5,T5,T5,Vijay Singh,99,3.92,553,141
6,T7,T7,Dustin Johnson,70,3.93,161,41
7,T7,T7,Matt Kuchar,86,3.93,165,42
8,T7,T7,Justin Rose,69,3.93,177,45
9,T7,T7,John Senden,81,3.93,401,102
10,T7,T7,Brandt Snedeker,81,3.93,338,86
11,12,12,Ernie Els,80,3.95,162,41
12,T13,T13,Jonas Blixt,72,3.96,559,141
13,T13,T13,Brendon de Jonge,115,3.96,773,195
14,15,15,Webb Simpson,77,3.97,123,31
15,T16,T16,Sangmoon Bae,81,3.98,526,132
16,T16,T16,Brian Harman,101,3.98,478,120
17,T16,T16,Geoff Ogilvy,73,3.98,458,115
18,T19,T19,Stewart Cink,71,3.99,391,98
19,T19,T19,Tim Clark,60,3.99,351,88
20,T19,T19,Marco Dawson,60,3.99,531,133
21,T19,T19,Jason Dufner,83,3.99,291,73
22,T19,T19,Jeff Maggert,83,3.99,682,171
23,T19,T19,Rocco Mediate,70,3.99,551,138
24,T19,T19,John Merrick,83,3.99,966,242
25,T19,T19,Pat Perez,81,3.99,455,114
26,T27,T27,Kevin Chappell,91,4.0,384,96
27,T27,T27,Will Claxton,99,4.0,916,229
28,T27,T27,Sergio Garcia,57,4.0,176,44
29,T27,T27,Tom Gillis,75,4.0,556,139
30,T27,T27,David Hearn,95,4.0,824,206
31,T27,T27,Danny Lee,74,4.0,660,165
32,T27,T27,Phil Mickelson,79,4.0,32,8
33,T27,T27,Adam Scott,59,4.0,168,42
34,T27,T27,Tiger Woods,69,4.0,40,10
35,T36,T36,Erik Compton,81,4.01,714,178
36,T36,T36,Ben Curtis,62,4.01,598,149
37,T36,T36,Bob Estes,78,4.01,702,175
38,T36,T36,Tommy Gainey,98,4.01,505,126
39,T36,T36,Matt Jones,53,4.01,554,138
40,T36,T36,William McGirt,96,4.01,927,231
41,T36,T36,Heath Slocum,93,4.01,698,174
42,T43,T43,Jonathan Byrd,69,4.02,482,120
43,T43,T43,Chad Campbell,84,4.02,695,173
44,T43,T43,Brian Davis,91,4.02,527,131
45,T43,T43,Troy Matteson,100,4.02,772,192
46,T43,T43,Ryan Moore,89,4.02,676,168
47,T43,T43,Jhonattan Vegas,77,4.02,615,153
48,T49,T49,Blake Adams,107,4.03,737,183
49,T49,T49,Cameron Beckman,81,4.03,512,127
50,T49,T49,Michael Bradley,63,4.03,608,151
51,T49,T49,Bud Cauley,99,4.03,520,129
52,T49,T49,Ben Crane,73,4.03,613,152
53,T49,T49,Nathan Green,73,4.03,694,172
54,T49,T49,Hunter Haas,69,4.03,625,155
55,T49,T49,Charley Hoffman,88,4.03,1085,269
56,T49,T49,Trevor Immelman,76,4.03,475,118
57,T49,T49,Chris Kirk,93,4.03,875,217
58,T49,T49,Marc Leishman,84,4.03,492,122
59,T49,T49,Kyle Reifers,86,4.03,516,128
60,T49,T49,Camilo Villegas,79,4.03,306,76
61,T49,T49,Steve Wheatcroft,56,4.03,609,151
62,T63,T63,Jason Bohn,81,4.04,820,203
63,T63,T63,Gary Christian,91,4.04,691,171
64,T63,T63,Brian Gay,91,4.04,849,210
65,T63,T63,Justin Leonard,79,4.04,574,142
66,T63,T63,Spencer Levin,81,4.04,650,161
67,T63,T63,Garth Mulroy,59,4.04,521,129
68,T63,T63,Chez Reavie,83,4.04,937,232
69,T63,T63,Daniel Summerhays,81,4.04,795,197
70,T63,T63,Roland Thatcher,55,4.04,667,165
71,T63,T63,Cameron Tringale,88,4.04,853,211
72,T63,T63,Bo Van Pelt,84,4.04,525,130
73,T63,T63,Nick Watney,97,4.04,198,49
74,T63,T63,Boo Weekley,74,4.04,477,118
75,T76,T76,Roberto Castro,92,4.05,696,172
76,T76,T76,Bill Haas,79,4.05,300,74
77,T76,T76,J.B. Holmes,90,4.05,627,155
78,T76,T76,Ryuji Imada,78,4.05,733,181
79,T76,T76,Troy Kelly,68,4.05,708,175
80,T76,T76,Russell Knox,72,4.05,437,108
81,T76,T76,Seung-Yul Noh,105,4.05,834,206
82,T76,T76,Louis Oosthuizen,65,4.05,336,83
83,T76,T76,D.A. Points,88,4.05,888,219
84,T76,T76,John Rollins,81,4.05,664,164
85,T76,T76,Rory Sabbatini,84,4.05,769,190
86,T76,T76,Kevin Stadler,85,4.05,490,121
87,T76,T76,Kyle Stanley,86,4.05,624,154
88,T76,T76,Henrik Stenson,51,4.05,178,44
89,T90,T90,Stuart Appleby,75,4.06,398,98
90,T90,T90,Matt Every,80,4.06,800,197
91,T90,T90,J.J. Henry,93,4.06,792,195
92,T90,T90,Charles Howell III,98,4.06,853,210
93,T90,T90,Brandt Jobe,57,4.06,443,109
94,T90,T90,Kevin Kisner,69,4.06,613,151
95,T90,T90,John Mallinger,74,4.06,654,161
96,T90,T90,Sean O'Hair,84,4.06,678,167
97,T90,T90,Rod Pampling,88,4.06,605,149
98,T99,T99,Ricky Barnes,92,4.07,692,170
99,T99,T99,Billy Horschel,63,4.07,533,131
100,T99,T99,Martin Laird,77,4.07,692,170
101,T99,T99,Richard Lee,71,4.07,305,75
102,T99,T99,Bryce Molder,83,4.07,607,149
103,T99,T99,Jeff Overton,101,4.07,1057,260
104,T99,T99,Ryan Palmer,81,4.07,834,205
105,T99,T99,Michael Thompson,80,4.07,659,162
106,T99,T99,Charlie Wi,86,4.07,737,181
107,T99,T99,Y.E. Yang,64,4.07,493,121
108,T109,T109,Miguel Angel Carballo,73,4.08,747,183
109,T109,T109,Ken Duke,104,4.08,975,239
110,T109,T109,Scott Dunlap,57,4.08,652,160
111,T109,T109,Robert Garrigus,89,4.08,726,178
112,T109,T109,Ryo Ishikawa,54,4.08,322,79
113,T109,T109,Hunter Mahan,88,4.08,257,63
114,T109,T109,George McNeill,85,4.08,918,225
115,T109,T109,Nick O'Hern,78,4.08,763,187
116,T109,T109,Carl Pettersson,92,4.08,739,181
117,T109,T109,Josh Teater,97,4.08,608,149
118,T119,T119,Keegan Bradley,90,4.09,45,11
119,T119,T119,Greg Chalmers,88,4.09,606,148
120,T119,T119,Harris English,98,4.09,703,172
121,T119,T119,Bobby Gates,87,4.09,961,235
122,T119,T119,Tim Herron,88,4.09,778,190
123,T119,T119,Derek Lamely,64,4.09,569,139
124,T119,T119,Davis Love III,64,4.09,225,55
125,T119,T119,"Ted Potter, Jr.",77,4.09,827,202
126,T119,T119,Patrick Sheehan,58,4.09,711,174
127,T119,T119,Chris Stroud,86,4.09,790,193
128,T129,T129,Arjun Atwal,79,4.1,1058,258
129,T129,T129,Gavin Coles,72,4.1,615,150
130,T129,T129,James Driscoll,83,4.1,635,155
131,T129,T129,Martin Flores,95,4.1,570,139
132,T129,T129,John Huh,99,4.1,1147,280
133,T129,T129,Jerry Kelly,84,4.1,763,186
134,T129,T129,Kevin Streelman,89,4.1,898,219
135,T129,T129,Steve Stricker,73,4.1,41,10
136,T129,T129,Jimmy Walker,101,4.1,648,158
137,T138,T138,Billy Mayfair,90,4.11,687,167
138,T138,T138,Vaughn Taylor,81,4.11,769,187
139,T140,T140,Aaron Baddeley,73,4.12,708,172
140,T140,T140,Kris Blanks,65,4.12,717,174
141,T140,T140,K.J. Choi,71,4.12,235,57
142,T140,T140,Chris Couch,61,4.12,140,34
143,T140,T140,J.J. Killeen,101,4.12,857,208
144,T140,T140,Jason Kokrak,79,4.12,490,119
145,T140,T140,Bill Lunde,83,4.12,733,178
146,T140,T140,Kevin Na,80,4.12,663,161
147,T140,T140,Scott Piercy,95,4.12,697,169
148,T140,T140,Ian Poulter,57,4.12,268,65
149,T140,T140,Dicky Pride,62,4.12,556,135
150,T140,T140,Alexandre Rocha,62,4.12,808,196
151,T140,T140,Brendon Todd,78,4.12,763,185
152,T153,T153,Robert Allenby,76,4.13,986,239
153,T153,T153,Stephen Ames,54,4.13,492,119
154,T153,T153,Matt Bettencourt,80,4.13,660,160
155,T153,T153,Chris DiMarco,83,4.13,747,181
156,T153,T153,Mathew Goggin,65,4.13,916,222
157,T153,T153,Robert Karlsson,54,4.13,401,97
158,T153,T153,Edward Loar,59,4.13,553,134
159,T153,T153,David Mathis,83,4.13,528,128
160,T153,T153,Greg Owen,90,4.13,711,172
161,T153,T153,Brendan Steele,77,4.13,751,182
162,T153,T153,Mark Wilson,84,4.13,744,180
163,T164,T164,Ángel Cabrera,54,4.14,402,97
164,T164,T164,John Daly,50,4.14,273,66
165,T164,T164,Graham DeLaet,79,4.14,733,177
166,T164,T164,Zach Johnson,95,4.14,211,51
167,T168,T168,Mark Anderson,75,4.15,1030,248
168,T168,T168,Tom Pernice Jr.,62,4.15,436,105
169,T170,T170,Scott Brown,65,4.16,819,197
170,T170,T170,Harrison Frazar,56,4.16,691,166
171,T170,T170,Andres Romero,68,4.16,387,93
172,T170,T170,D.J. Trahan,73,4.16,558,134
173,T170,T170,Johnson Wagner,88,4.16,753,181
174,T175,T175,Rickie Fowler,84,4.17,175,42
175,T175,T175,Freddie Jacobson,61,4.17,454,109
176,T175,T175,Sung Kang,75,4.17,793,190
177,T175,T175,David Toms,60,4.17,263,63
178,T179,T179,Daniel Chopra,55,4.18,493,118
179,T179,T179,Scott Stallings,78,4.18,548,131
180,T179,T179,Kyle Thompson,51,4.18,547,131
181,182,182,Charlie Beljan,61,4.19,495,118
182,T183,T183,Stephen Gangluff,57,4.2,752,179
183,T183,T183,Charl Schwartzel,56,4.2,189,45
184,T185,T185,Jason Day,57,4.22,359,85
185,T185,T185,Padraig Harrington,67,4.22,304,72
186,T185,T185,Gary Woodland,70,4.22,468,111
187,T188,T188,Tommy Biershenk,74,4.24,826,195
188,T188,T188,Billy Hurley III,70,4.24,819,193
189,190,190,Colt Knost,79,4.26,549,129
