,Round_1_Scoring_Average_RANK THIS WEEK,Round_1_Scoring_Average_RANK LAST WEEK,Round_1_Scoring_Average_PLAYER NAME,Round_1_Scoring_Average_AVG,Round_1_Scoring_Average_TOTAL STROKES,Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Rory McIlroy,69.27,1039,15
1,2,2,Jason Dufner,69.29,1455,21
2,3,3,Tiger Woods,69.33,1248,18
3,4,4,Padraig Harrington,69.35,1179,17
4,5,5,Steve Stricker,69.39,1249,18
5,6,6,Ken Duke,69.47,2084,30
6,7,7,Zach Johnson,69.5,1668,24
7,8,8,Pat Perez,69.64,1532,22
8,9,9,Vijay Singh,69.7,1882,27
9,10,10,Jim Furyk,69.74,1604,23
10,11,11,Keegan Bradley,69.75,1674,24
11,12,12,Webb Simpson,69.76,1465,21
12,T13,T13,Dustin Johnson,69.78,1256,18
13,T13,T13,Seung-Yul Noh,69.78,1884,27
14,15,15,Ryan Moore,69.79,1675,24
15,16,16,Matt Kuchar,69.81,1466,21
16,17,17,Brendon de Jonge,69.97,2169,31
17,T18,T18,Harris English,70.0,1890,27
18,T18,T18,Carl Pettersson,70.0,1820,26
19,T18,T18,Charl Schwartzel,70.0,1050,15
20,21,21,Nick Watney,70.04,1751,25
21,22,22,Ian Poulter,70.07,981,14
22,23,23,Matt Every,70.08,1752,25
23,T24,T24,Bud Cauley,70.11,1963,28
24,T24,T24,Justin Rose,70.11,1262,18
25,T26,T26,Will Claxton,70.14,1964,28
26,T26,T26,Nathan Green,70.14,1473,21
27,28,28,Greg Owen,70.19,1895,27
28,29,29,William McGirt,70.2,2106,30
29,T30,T30,Sergio Garcia,70.27,1054,15
30,T30,T30,Adam Scott,70.27,1054,15
31,32,32,Rod Pampling,70.28,1757,25
32,33,33,John Daly,70.29,984,14
33,34,34,Mathew Goggin,70.32,1547,22
34,T35,T35,Ryan Palmer,70.33,1688,24
35,T35,T35,Bubba Watson,70.33,1266,18
36,37,37,Charles Howell III,70.34,2040,29
37,38,38,Davis Love III,70.35,1407,20
38,39,39,Jeff Maggert,70.37,1900,27
39,T40,T40,Graham DeLaet,70.39,1619,23
40,T40,T40,David Hearn,70.39,1971,28
41,T40,T40,Jimmy Walker,70.39,1971,28
42,T43,T43,Blake Adams,70.41,2253,32
43,T43,T43,Rickie Fowler,70.41,1549,22
44,T43,T43,Hunter Mahan,70.41,1549,22
45,46,46,Daniel Summerhays,70.42,1831,26
46,47,47,Scott Piercy,70.43,1972,28
47,48,48,Kyle Reifers,70.44,1902,27
48,49,49,Ben Curtis,70.47,1339,19
49,50,50,Brandt Snedeker,70.48,1480,21
50,51,51,Erik Compton,70.5,1692,24
51,52,52,Charlie Wi,70.52,1763,25
52,T53,T53,Gary Christian,70.56,1905,27
53,T53,T53,Billy Horschel,70.56,1129,16
54,T53,T53,Vaughn Taylor,70.56,1764,25
55,56,56,John Senden,70.57,1482,21
56,T57,T57,Louis Oosthuizen,70.61,1271,18
57,T57,T57,Chris Stroud,70.61,1977,28
58,T59,T59,Robert Garrigus,70.62,1836,26
59,T59,T59,Jeff Overton,70.62,2048,29
60,61,61,Greg Chalmers,70.63,1695,24
61,62,62,Lee Westwood,70.64,989,14
62,63,63,Kevin Streelman,70.65,1837,26
63,64,64,Ernie Els,70.67,1484,21
64,65,65,Ben Crane,70.68,1555,22
65,66,66,Brian Gay,70.7,1909,27
66,67,67,Kevin Stadler,70.71,1697,24
67,68,68,John Rollins,70.72,1768,25
68,69,69,Gavin Coles,70.73,1556,22
69,70,70,Bo Van Pelt,70.74,1627,23
70,T71,T71,Danny Lee,70.76,1769,25
71,T71,T71,Jhonattan Vegas,70.76,1769,25
72,73,73,Rocco Mediate,70.77,1557,22
73,T74,T74,Stuart Appleby,70.78,1628,23
74,T74,T74,Richard Lee,70.78,1628,23
75,76,76,Russell Knox,70.82,1558,22
76,T77,T77,Martin Flores,70.83,2125,30
77,T77,T77,J.B. Holmes,70.83,1700,24
78,T77,T77,Bill Lunde,70.83,1700,24
79,80,80,John Merrick,70.84,1771,25
80,81,81,John Mallinger,70.87,1630,23
81,T82,T82,Luke Donald,70.88,1134,16
82,T82,T82,Camilo Villegas,70.88,1701,24
83,84,84,Brandt Jobe,70.89,1276,18
84,85,85,Troy Matteson,70.9,2198,31
85,T86,T86,K.J. Choi,70.95,1419,20
86,T86,T86,Roland Thatcher,70.95,1419,20
87,T88,T88,John Huh,70.96,1987,28
88,T88,T88,Sean O'Hair,70.96,1632,23
89,T88,T88,Kyle Stanley,70.96,1845,26
90,T91,T91,Rory Sabbatini,70.97,2058,29
91,T91,T91,Josh Teater,70.97,2058,29
92,T93,T93,Cameron Beckman,71.0,1775,25
93,T93,T93,Jonas Blixt,71.0,1491,21
94,T93,T93,Roberto Castro,71.0,1846,26
95,T93,T93,Henrik Stenson,71.0,1065,15
96,T93,T93,Cameron Tringale,71.0,1846,26
97,98,98,Nick O'Hern,71.04,1776,25
98,99,99,Troy Kelly,71.05,1563,22
99,100,100,James Driscoll,71.07,1919,27
100,T101,T101,Bob Estes,71.09,1635,23
101,T101,T101,J.J. Killeen,71.09,2275,32
102,103,103,Brian Harman,71.1,2133,30
103,104,104,Billy Mayfair,71.11,1920,27
104,105,105,Bill Haas,71.14,1565,22
105,T106,T106,Mark Anderson,71.17,1708,24
106,T106,T106,Kevin Kisner,71.17,1637,23
107,T106,T106,D.A. Points,71.17,2064,29
108,T106,T106,David Toms,71.17,1281,18
109,T110,T110,Aaron Baddeley,71.19,1495,21
110,T110,T110,Freddie Jacobson,71.19,1139,16
111,T110,T110,Chris Kirk,71.19,1851,26
112,T110,T110,Martin Laird,71.19,1495,21
113,T114,T114,Jonathan Byrd,71.2,1424,20
114,T114,T114,Alexandre Rocha,71.2,1424,20
115,116,116,Heath Slocum,71.21,1994,28
116,T117,T117,Ricky Barnes,71.26,1924,27
117,T117,T117,Tim Clark,71.26,1354,19
118,T117,T117,Johnson Wagner,71.26,1924,27
119,120,120,Phil Mickelson,71.27,1568,22
120,121,121,Matt Jones,71.28,1283,18
121,T122,T122,Kevin Chappell,71.29,1996,28
122,T122,T122,Gary Woodland,71.29,1497,21
123,T124,T124,Chris Couch,71.3,1426,20
124,T124,T124,Kevin Na,71.3,1640,23
125,126,126,Jason Day,71.31,1141,16
126,127,127,Colt Knost,71.36,1998,28
127,T128,T128,Chris DiMarco,71.39,1999,28
128,T128,T128,Tom Gillis,71.39,1642,23
129,T128,T128,Marc Leishman,71.39,1642,23
130,T128,T128,Garth Mulroy,71.39,1285,18
131,T132,T132,Hunter Haas,71.41,1571,22
132,T132,T132,J.J. Henry,71.41,1928,27
133,T132,T132,Scott Stallings,71.41,1928,27
134,135,135,Harrison Frazar,71.42,1357,19
135,136,136,Dicky Pride,71.44,1286,18
136,T137,T137,Chad Campbell,71.48,1930,27
137,T137,T137,Marco Dawson,71.48,1501,21
138,T137,T137,Justin Leonard,71.48,1787,25
139,T137,T137,George McNeill,71.48,1787,25
140,T141,T141,Brian Davis,71.52,2074,29
141,T141,T141,Steve Wheatcroft,71.52,1502,21
142,143,143,Chez Reavie,71.54,1860,26
143,144,144,Stewart Cink,71.57,1503,21
144,T145,T145,Spencer Levin,71.58,1718,24
145,T145,T145,Geoff Ogilvy,71.58,1360,19
146,147,147,Jason Bohn,71.59,1933,27
147,T148,T148,Graeme McDowell,71.6,1074,15
148,T148,T148,Michael Thompson,71.6,1790,25
149,T150,T150,Jerry Kelly,71.62,1862,26
150,T150,T150,Andres Romero,71.62,1504,21
151,152,152,Tim Herron,71.63,1934,27
152,T153,T153,Stephen Ames,71.65,1433,20
153,T153,T153,Ryo Ishikawa,71.65,1218,17
154,T153,T153,Jason Kokrak,71.65,1863,26
155,156,156,Ángel Cabrera,71.7,1434,20
156,T157,T157,Charley Hoffman,71.74,1937,27
157,T157,T157,Ryuji Imada,71.74,1937,27
158,T159,T159,Robert Karlsson,71.75,1148,16
159,T159,T159,Bryce Molder,71.75,1722,24
160,161,161,Patrick Sheehan,71.8,1436,20
161,162,162,Arjun Atwal,71.81,1867,26
162,163,163,Derek Lamely,71.84,1796,25
163,164,164,Brendon Todd,71.86,2012,28
164,T165,T165,"Ted Potter, Jr.",71.92,1798,25
165,T165,T165,Boo Weekley,71.92,1726,24
166,167,167,David Mathis,71.93,2014,28
167,168,168,Tom Pernice Jr.,71.95,1583,22
168,169,169,Brendan Steele,71.96,1655,23
169,170,170,Tommy Gainey,72.0,2304,32
170,171,171,Miguel Angel Carballo,72.08,1730,24
171,T172,T172,Robert Allenby,72.11,1947,27
