,Tenth_Tee_Early_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_1_Scoring_Average_AVG,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Nathan Green,67.0,134,2
1,T1,T1,John Huh,67.0,134,2
2,T1,T1,Ryan Palmer,67.0,134,2
3,4,4,Zach Johnson,67.14,470,7
4,5,5,Robert Garrigus,67.33,202,3
5,6,6,Carl Pettersson,67.5,270,4
6,T7,T7,Graham DeLaet,68.0,340,5
7,T7,T7,Webb Simpson,68.0,476,7
8,T9,T9,Jeff Maggert,68.25,546,8
9,T9,T9,Ryan Moore,68.25,273,4
10,11,11,Rory McIlroy,68.29,478,7
11,T12,T12,George McNeill,68.5,137,2
12,T12,T12,Y.E. Yang,68.5,137,2
13,14,14,Ken Duke,68.67,412,6
14,15,15,Tiger Woods,68.75,550,8
15,16,16,Brian Harman,68.78,619,9
16,17,17,Nick O'Hern,68.8,344,5
17,T18,T18,Jason Day,69.0,69,1
18,T18,T18,Sergio Garcia,69.0,207,3
19,T18,T18,Dustin Johnson,69.0,483,7
20,21,21,Keegan Bradley,69.15,899,13
21,T22,T22,Harris English,69.17,415,6
22,T22,T22,Jeff Overton,69.17,415,6
23,T22,T22,Steve Stricker,69.17,415,6
24,25,25,Nick Watney,69.29,485,7
25,26,26,David Toms,69.33,208,3
26,T27,T27,Stuart Appleby,69.43,486,7
27,T27,T27,Matt Every,69.43,486,7
28,T27,T27,Richard Lee,69.43,486,7
29,30,30,Jason Dufner,69.5,417,6
30,31,31,Luke Donald,69.57,487,7
31,32,32,John Daly,69.6,348,5
32,33,33,Chris Stroud,69.63,557,8
33,T34,T34,Arjun Atwal,69.67,209,3
34,T34,T34,Chris DiMarco,69.67,418,6
35,T34,T34,Martin Flores,69.67,418,6
36,T34,T34,Charl Schwartzel,69.67,209,3
37,T34,T34,Brandt Snedeker,69.67,418,6
38,T39,T39,Russell Knox,69.75,558,8
39,T39,T39,"Ted Potter, Jr.",69.75,279,4
40,T39,T39,Kevin Stadler,69.75,279,4
41,T39,T39,Johnson Wagner,69.75,279,4
42,T43,T43,Gavin Coles,69.8,349,5
43,T43,T43,Padraig Harrington,69.8,349,5
44,45,45,Heath Slocum,69.83,419,6
45,T46,T46,David Hearn,69.86,489,7
46,T46,T46,Pat Perez,69.86,489,7
47,T48,T48,K.J. Choi,70.0,420,6
48,T48,T48,Troy Kelly,70.0,140,2
49,T48,T48,Jason Kokrak,70.0,560,8
50,T48,T48,Kevin Na,70.0,280,4
51,T48,T48,Geoff Ogilvy,70.0,210,3
52,T48,T48,John Rollins,70.0,420,6
53,T48,T48,Mark Wilson,70.0,70,1
54,T55,T55,William McGirt,70.13,561,8
55,T55,T55,Rod Pampling,70.13,561,8
56,T55,T55,Josh Teater,70.13,561,8
57,T58,T58,Roberto Castro,70.14,491,7
58,T58,T58,Ben Curtis,70.14,491,7
59,T58,T58,Jim Furyk,70.14,491,7
60,T58,T58,Hunter Mahan,70.14,491,7
61,62,62,John Mallinger,70.17,421,6
62,T63,T63,Ángel Cabrera,70.2,351,5
63,T63,T63,Bubba Watson,70.2,351,5
64,65,65,Jimmy Walker,70.22,632,9
65,T66,T66,J.J. Killeen,70.25,562,8
66,T66,T66,Phil Mickelson,70.25,562,8
67,T66,T66,Ian Poulter,70.25,281,4
68,T69,T69,Matt Kuchar,70.29,492,7
69,T69,T69,Bill Lunde,70.29,492,7
70,71,71,Kyle Reifers,70.3,703,10
71,T72,T72,Aaron Baddeley,70.33,211,3
72,T72,T72,Chad Campbell,70.33,422,6
73,T72,T72,Dicky Pride,70.33,211,3
74,T72,T72,Rory Sabbatini,70.33,633,9
75,76,76,D.A. Points,70.4,352,5
76,T77,T77,Ricky Barnes,70.43,493,7
77,T77,T77,Davis Love III,70.43,493,7
78,T77,T77,Scott Piercy,70.43,493,7
79,T77,T77,Kyle Stanley,70.43,493,7
80,T81,T81,Michael Bradley,70.5,141,2
81,T81,T81,Martin Laird,70.5,141,2
82,T81,T81,Garth Mulroy,70.5,282,4
83,T81,T81,Sean O'Hair,70.5,282,4
84,T81,T81,Vaughn Taylor,70.5,423,6
85,T81,T81,Camilo Villegas,70.5,846,12
86,T87,T87,Jonas Blixt,70.57,494,7
87,T87,T87,Kevin Chappell,70.57,494,7
88,T89,T89,Jason Bohn,70.6,353,5
89,T89,T89,Andres Romero,70.6,353,5
90,T91,T91,Mathew Goggin,70.67,212,3
91,T91,T91,Louis Oosthuizen,70.67,212,3
92,T91,T91,Vijay Singh,70.67,212,3
93,T94,T94,Mark Anderson,70.75,283,4
94,T94,T94,Brendon de Jonge,70.75,566,8
95,96,96,J.B. Holmes,70.78,637,9
96,T97,T97,Marco Dawson,70.8,354,5
97,T97,T97,Greg Owen,70.8,354,5
98,T97,T97,Tom Pernice Jr.,70.8,708,10
99,T100,T100,J.J. Henry,70.83,425,6
100,T100,T100,Rocco Mediate,70.83,425,6
101,T102,T102,Chris Couch,70.86,496,7
102,T102,T102,Rickie Fowler,70.86,496,7
103,T102,T102,Jerry Kelly,70.86,496,7
104,T102,T102,Brendan Steele,70.86,496,7
105,T102,T102,Daniel Summerhays,70.86,496,7
106,T107,T107,Robert Allenby,71.0,284,4
107,T107,T107,Will Claxton,71.0,355,5
108,T107,T107,Ben Crane,71.0,142,2
109,T107,T107,Charles Howell III,71.0,213,3
110,T107,T107,Henrik Stenson,71.0,355,5
111,T107,T107,Kevin Streelman,71.0,426,6
112,T107,T107,Brendon Todd,71.0,781,11
