,Back_9_Round_4_Scoring_Average_RANK THIS WEEK,Back_9_Round_4_Scoring_Average_RANK LAST WEEK,Back_9_Round_4_Scoring_Average_PLAYER NAME,Back_9_Round_4_Scoring_Average_AVG,Back_9_Round_4_Scoring_Average_TOTAL STROKES,Back_9_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Justin Rose,34.38,550,16
1,2,2,Luke Donald,34.47,517,15
2,3,3,David Toms,34.55,380,11
3,4,4,Scott Brown,34.57,242,7
4,5,5,Michael Thompson,34.6,519,15
5,6,6,Kevin Stadler,34.63,554,16
6,7,7,Bubba Watson,34.67,520,15
7,8,8,Robert Garrigus,34.74,660,19
8,9,9,Robert Karlsson,34.8,348,10
9,10,10,Roberto Castro,34.84,662,19
10,11,11,Tim Clark,34.91,384,11
11,T12,T12,Ben Curtis,34.92,419,12
12,T12,T12,Rory Sabbatini,34.92,419,12
13,T14,T14,Davis Love III,35.0,385,11
14,T14,T14,Rory McIlroy,35.0,420,12
15,T14,T14,Dicky Pride,35.0,385,11
16,17,17,Blake Adams,35.05,736,21
17,18,18,Gavin Coles,35.08,421,12
18,T19,T19,Chris Couch,35.11,316,9
19,T19,T19,John Daly,35.11,316,9
20,21,21,Charlie Beljan,35.13,281,8
21,22,22,Roland Thatcher,35.14,246,7
22,23,23,William McGirt,35.18,598,17
23,T24,T24,Jerry Kelly,35.2,528,15
24,T24,T24,Colt Knost,35.2,352,10
25,T24,T24,Tiger Woods,35.2,528,15
26,27,27,Bo Van Pelt,35.21,669,19
27,28,28,Matt Jones,35.25,282,8
28,T29,T29,Chris Kirk,35.26,670,19
29,T29,T29,Seung-Yul Noh,35.26,811,23
30,T31,T31,Ángel Cabrera,35.29,247,7
31,T31,T31,Bill Lunde,35.29,494,14
32,T33,T33,Miguel Angel Carballo,35.3,353,10
33,T33,T33,Matt Kuchar,35.3,706,20
34,T35,T35,Gary Christian,35.31,565,16
35,T35,T35,Graham DeLaet,35.31,565,16
36,37,37,Derek Lamely,35.33,212,6
37,T38,T38,Martin Flores,35.35,601,17
38,T38,T38,Geoff Ogilvy,35.35,601,17
39,T40,T40,Richard Lee,35.4,354,10
40,T40,T40,Edward Loar,35.4,177,5
41,42,42,Jeff Overton,35.41,779,22
42,43,43,Charl Schwartzel,35.42,425,12
43,T44,T44,Ben Crane,35.43,496,14
44,T44,T44,Adam Scott,35.43,496,14
45,T44,T44,Daniel Summerhays,35.43,496,14
46,T47,T47,Mathew Goggin,35.44,319,9
47,T47,T47,J.B. Holmes,35.44,638,18
48,T47,T47,Kevin Kisner,35.44,319,9
49,T47,T47,Brandt Snedeker,35.44,638,18
50,51,51,David Mathis,35.45,390,11
51,T52,T52,Sergio Garcia,35.46,461,13
52,T52,T52,Vaughn Taylor,35.46,461,13
53,T54,T54,Robert Allenby,35.5,355,10
54,T54,T54,Stuart Appleby,35.5,426,12
55,T54,T54,John Huh,35.5,781,22
56,T54,T54,Jason Kokrak,35.5,355,10
57,58,58,Bud Cauley,35.52,746,21
58,T59,T59,George McNeill,35.53,604,17
59,T59,T59,Kyle Stanley,35.53,533,15
60,T59,T59,Camilo Villegas,35.53,533,15
61,62,62,Louis Oosthuizen,35.54,462,13
62,T63,T63,Jason Dufner,35.55,711,20
63,T63,T63,Russell Knox,35.55,391,11
64,65,65,J.J. Henry,35.56,569,16
65,T66,T66,Jonas Blixt,35.57,498,14
66,T66,T66,Scott Dunlap,35.57,249,7
67,T66,T66,John Merrick,35.57,498,14
68,T69,T69,Brendon de Jonge,35.58,925,26
69,T69,T69,Scott Piercy,35.58,676,19
70,71,71,Steve Wheatcroft,35.6,178,5
71,72,72,John Senden,35.61,641,18
72,T73,T73,John Rollins,35.62,463,13
73,T73,T73,Jhonattan Vegas,35.62,463,13
74,75,75,Brian Gay,35.63,570,16
75,76,76,Ian Poulter,35.64,499,14
76,77,77,Ricky Barnes,35.65,606,17
77,T78,T78,Mark Anderson,35.67,428,12
78,T78,T78,Kris Blanks,35.67,321,9
79,T78,T78,K.J. Choi,35.67,535,15
80,T78,T78,Daniel Chopra,35.67,214,6
81,T78,T78,Troy Kelly,35.67,321,9
82,T78,T78,John Mallinger,35.67,428,12
83,T78,T78,Greg Owen,35.67,642,18
84,85,85,Sean O'Hair,35.68,678,19
85,86,86,Dustin Johnson,35.69,571,16
86,87,87,Keegan Bradley,35.7,714,20
87,T88,T88,Harrison Frazar,35.71,250,7
88,T88,T88,Troy Matteson,35.71,607,17
89,T88,T88,Patrick Sheehan,35.71,250,7
90,91,91,Phil Mickelson,35.72,643,18
91,T92,T92,Danny Lee,35.73,393,11
92,T92,T92,Mark Wilson,35.73,536,15
93,94,94,Jim Furyk,35.74,679,19
94,T95,T95,Carl Pettersson,35.75,715,20
95,T95,T95,Heath Slocum,35.75,572,16
96,T97,T97,Hunter Haas,35.78,322,9
97,T97,T97,Kevin Streelman,35.78,644,18
98,T99,T99,Chad Campbell,35.79,501,14
99,T99,T99,David Hearn,35.79,680,19
100,T101,T101,Tom Gillis,35.8,537,15
101,T101,T101,Charley Hoffman,35.8,537,15
102,T101,T101,Bryce Molder,35.8,537,15
103,104,104,Brian Davis,35.81,573,16
104,T105,T105,Johnson Wagner,35.82,609,17
105,T105,T105,Boo Weekley,35.82,394,11
106,107,107,Scott Stallings,35.83,430,12
107,T108,T108,Nathan Green,35.85,466,13
108,T108,T108,Charles Howell III,35.85,717,20
