,Round_4_Scoring_Average_RANK THIS WEEK,Round_4_Scoring_Average_RANK LAST WEEK,Round_4_Scoring_Average_PLAYER NAME,Round_4_Scoring_Average_AVG,Round_4_Scoring_Average_TOTAL STROKES,Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Scott Brown,68.14,477,7
1,2,2,Luke Donald,69.07,1036,15
2,3,3,David Toms,69.18,761,11
3,4,4,Jerry Kelly,69.4,1041,15
4,5,5,Scott Piercy,69.42,1319,19
5,6,6,Dicky Pride,69.45,764,11
6,7,7,Justin Rose,69.63,1114,16
7,T8,T8,Derek Lamely,69.67,418,6
8,T8,T8,Bubba Watson,69.67,1045,15
9,10,10,Charlie Beljan,69.75,558,8
10,T11,T11,Jason Day,69.83,838,12
11,T11,T11,Rory McIlroy,69.83,838,12
12,13,13,Richard Lee,69.9,699,10
13,T14,T14,K.J. Choi,70.0,1050,15
14,T14,T14,Ben Curtis,70.0,840,12
15,T16,T16,Russell Knox,70.09,771,11
16,T16,T16,Jeff Overton,70.09,1542,22
17,18,18,Robert Allenby,70.1,701,10
18,T19,T19,Robert Garrigus,70.11,1332,19
19,T19,T19,Bo Van Pelt,70.11,1332,19
20,21,21,Mark Anderson,70.17,842,12
21,22,22,David Mathis,70.18,772,11
22,23,23,Michael Thompson,70.2,1053,15
23,T24,T24,Bud Cauley,70.24,1475,21
24,T24,T24,Martin Flores,70.24,1194,17
25,26,26,Kevin Stadler,70.25,1124,16
26,27,27,Jim Furyk,70.32,1336,19
27,28,28,Ian Poulter,70.36,985,14
28,29,29,Roberto Castro,70.37,1337,19
29,T30,T30,Brian Gay,70.38,1126,16
30,T30,T30,Heath Slocum,70.38,1126,16
31,32,32,Tiger Woods,70.4,1056,15
32,33,33,William McGirt,70.41,1197,17
33,34,34,Scott Stallings,70.42,845,12
34,35,35,Seung-Yul Noh,70.43,1620,23
35,36,36,Dustin Johnson,70.44,1127,16
36,37,37,Davis Love III,70.45,775,11
37,T38,T38,Kevin Na,70.47,1198,17
38,T38,T38,Geoff Ogilvy,70.47,1198,17
39,T40,T40,Matt Kuchar,70.5,1410,20
40,T40,T40,John Merrick,70.5,987,14
41,T40,T40,Carl Pettersson,70.5,1410,20
42,T40,T40,Charl Schwartzel,70.5,846,12
43,T40,T40,Brandt Snedeker,70.5,1269,18
44,45,45,Boo Weekley,70.55,776,11
45,T46,T46,Kris Blanks,70.56,635,9
46,T46,T46,J.J. Henry,70.56,1129,16
47,T46,T46,Troy Kelly,70.56,635,9
48,T49,T49,Ben Crane,70.57,988,14
49,T49,T49,Chris Stroud,70.57,988,14
50,51,51,David Hearn,70.58,1341,19
51,52,52,Steve Wheatcroft,70.6,353,5
52,T53,T53,John Rollins,70.62,918,13
53,T53,T53,Lee Westwood,70.62,918,13
54,T55,T55,Jonas Blixt,70.64,989,14
55,T55,T55,Tim Clark,70.64,777,11
56,57,57,Keegan Bradley,70.65,1413,20
57,T58,T58,John Daly,70.67,636,9
58,T58,T58,Kevin Kisner,70.67,636,9
59,T58,T58,Josh Teater,70.67,1272,18
60,T58,T58,Kyle Thompson,70.67,212,3
61,62,62,Gary Christian,70.69,1131,16
62,T63,T63,Blake Adams,70.71,1485,21
63,T63,T63,Padraig Harrington,70.71,990,14
64,T65,T65,D.A. Points,70.73,1061,15
65,T65,T65,Kyle Stanley,70.73,1061,15
66,T67,T67,Chris Couch,70.78,637,9
67,T67,T67,Hunter Haas,70.78,637,9
68,T69,T69,Chad Campbell,70.79,991,14
69,T69,T69,Bill Lunde,70.79,991,14
70,T71,T71,John Huh,70.82,1558,22
71,T71,T71,Steve Stricker,70.82,1204,17
72,T73,T73,Ángel Cabrera,70.86,496,7
73,T73,T73,Roland Thatcher,70.86,496,7
74,75,75,Bryce Molder,70.87,1063,15
75,76,76,Matt Bettencourt,70.89,638,9
76,T77,T77,Robert Karlsson,70.9,709,10
77,T77,T77,Colt Knost,70.9,709,10
