,Par_4_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_4_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_4_Birdie_or_Better_Leaders_PLAYER NAME,Par_4_Birdie_or_Better_Leaders_ROUNDS,Par_4_Birdie_or_Better_Leaders_%,Par_4_Birdie_or_Better_Leaders_PAR 4 BIRDIES OR BETTER,Par_4_Birdie_or_Better_Leaders_PAR 4 HOLES
0,1,1,Matt Every,80,19.72,169,857
1,2,2,Ryan Moore,89,19.43,185,952
2,3,3,Jonas Blixt,72,19.33,150,776
3,4,4,Graeme McDowell,55,19.24,112,582
4,5,5,Chris Kirk,93,18.99,184,969
5,6,6,Webb Simpson,77,18.98,156,822
6,7,7,Lee Westwood,60,18.88,111,588
7,8,8,Carl Pettersson,92,18.81,190,1010
8,9,9,Rory McIlroy,60,18.75,111,592
9,10,10,Charl Schwartzel,56,18.64,110,590
10,11,11,Bo Van Pelt,84,18.42,165,896
11,12,12,Scott Piercy,95,18.39,189,1028
12,13,13,Tommy Gainey,98,18.24,195,1069
13,14,14,Ken Duke,104,18.14,205,1130
14,15,15,J.B. Holmes,90,18.05,168,931
15,16,16,Brian Davis,91,18.03,176,976
16,17,17,Jason Dufner,83,18.02,160,888
17,18,18,Adam Scott,59,17.88,113,632
18,19,19,Harris English,98,17.8,189,1062
19,20,20,Jeff Overton,101,17.72,194,1095
20,21,21,Charlie Beljan,61,17.68,110,622
21,22,22,Bubba Watson,68,17.65,126,714
22,23,23,D.A. Points,88,17.64,169,958
23,24,24,Keegan Bradley,90,17.63,171,970
24,25,25,Ben Crane,73,17.45,134,768
25,26,26,John Merrick,83,17.36,150,864
26,27,27,Ryan Palmer,81,17.35,152,876
27,28,28,Garth Mulroy,59,17.3,109,630
28,29,29,John Daly,50,17.25,89,516
29,T30,T30,Erik Compton,81,17.22,144,836
30,T30,T30,Kevin Na,80,17.22,146,848
31,32,32,Will Claxton,99,17.19,186,1082
32,33,33,Charley Hoffman,88,17.18,162,943
33,34,34,Zach Johnson,95,17.16,175,1020
34,35,35,Matt Kuchar,86,17.08,153,896
35,T36,T36,Jason Day,57,17.06,102,598
36,T36,T36,Tom Gillis,75,17.06,136,797
37,38,38,Louis Oosthuizen,65,17.01,117,688
38,39,39,Nick Watney,97,17.0,172,1012
39,40,40,Aaron Baddeley,73,16.97,132,778
40,41,41,Vaughn Taylor,81,16.96,145,855
41,42,42,Robert Garrigus,89,16.89,161,953
42,43,43,Steve Stricker,73,16.88,129,764
43,44,44,Phil Mickelson,79,16.86,142,842
44,45,45,Miguel Angel Carballo,73,16.8,125,744
45,46,46,Brandt Snedeker,81,16.79,141,840
46,47,47,Sangmoon Bae,81,16.77,139,829
47,48,48,Danny Lee,74,16.75,127,758
48,49,49,Hunter Mahan,88,16.74,149,890
49,50,50,Vijay Singh,99,16.68,180,1079
50,51,51,Tiger Woods,69,16.67,121,726
51,52,52,Davis Love III,64,16.64,119,715
52,53,53,John Senden,81,16.63,139,836
53,54,54,Blake Adams,107,16.55,192,1160
54,55,55,Graham DeLaet,79,16.51,143,866
55,56,56,David Mathis,83,16.48,145,880
56,57,57,Jimmy Walker,101,16.45,177,1076
57,58,58,Bill Haas,79,16.43,138,840
58,59,59,Brendon de Jonge,115,16.42,203,1236
59,T60,T60,Nathan Green,73,16.4,124,756
60,T60,T60,Richard Lee,71,16.4,121,738
61,62,62,Dustin Johnson,70,16.39,120,732
62,63,63,David Hearn,95,16.38,169,1032
63,T64,T64,Matt Bettencourt,80,16.34,134,820
64,T64,T64,Hunter Haas,69,16.34,116,710
65,66,66,Steve Wheatcroft,56,16.32,93,570
66,67,67,John Rollins,81,16.31,136,834
67,68,68,Greg Owen,90,16.3,161,988
68,69,69,Camilo Villegas,79,16.28,135,829
69,70,70,Martin Flores,95,16.22,169,1042
70,71,71,Pat Perez,81,16.17,135,835
71,72,72,Rory Sabbatini,84,16.14,148,917
72,73,73,John Huh,99,16.11,174,1080
73,74,74,Brian Harman,101,16.09,176,1094
74,T75,T75,Mark Anderson,75,16.08,127,790
75,T75,T75,Robert Karlsson,54,16.08,91,566
76,77,77,Justin Rose,69,16.07,116,722
77,T78,T78,"Ted Potter, Jr.",77,16.03,135,842
78,T78,T78,Dicky Pride,62,16.03,101,630
79,80,80,Gavin Coles,72,16.02,123,768
80,81,81,Seung-Yul Noh,105,15.97,175,1096
81,82,82,Ben Curtis,62,15.96,105,658
82,83,83,Scott Dunlap,57,15.95,93,583
83,84,84,Charlie Wi,86,15.94,147,922
84,85,85,Brendon Todd,78,15.92,128,804
85,86,86,Ian Poulter,57,15.89,96,604
86,87,87,Bill Lunde,83,15.88,135,850
87,88,88,Gary Christian,91,15.86,151,952
88,89,89,Ernie Els,80,15.84,134,846
89,90,90,Kevin Stadler,85,15.83,139,878
90,91,91,Tim Clark,60,15.81,105,664
91,92,92,Scott Brown,65,15.79,108,684
92,93,93,Bud Cauley,99,15.78,167,1058
93,T94,T94,Chris Couch,61,15.77,100,634
94,T94,T94,Bob Estes,78,15.77,135,856
95,96,96,Roland Thatcher,55,15.72,91,579
96,97,97,Jhonattan Vegas,77,15.71,132,840
97,98,98,Cameron Tringale,88,15.67,146,932
98,99,99,Heath Slocum,93,15.66,153,977
99,100,100,J.J. Henry,93,15.63,149,953
100,101,101,Daniel Summerhays,81,15.6,137,878
101,T102,T102,Greg Chalmers,88,15.57,146,938
102,T102,T102,Henrik Stenson,51,15.57,85,546
103,104,104,Michael Thompson,80,15.56,136,874
104,T105,T105,Ricky Barnes,92,15.55,149,958
105,T105,T105,Cameron Beckman,81,15.55,130,836
106,107,107,Chad Campbell,84,15.52,144,928
107,108,108,Josh Teater,97,15.5,155,1000
108,109,109,Jeff Maggert,83,15.49,141,910
109,110,110,Kevin Kisner,69,15.44,109,706
110,111,111,Martin Laird,77,15.37,119,774
111,112,112,Kyle Reifers,86,15.36,141,918
112,113,113,Sean O'Hair,84,15.33,141,920
113,114,114,Billy Horschel,63,15.29,100,654
114,115,115,Marco Dawson,60,15.26,94,616
115,116,116,Nick O'Hern,78,15.25,122,800
116,117,117,Edward Loar,59,15.24,96,630
117,118,118,David Toms,60,15.21,94,618
118,119,119,Chez Reavie,83,15.2,135,888
119,120,120,Robert Allenby,76,15.18,126,830
120,121,121,John Mallinger,74,15.17,115,758
121,T122,T122,William McGirt,96,15.15,156,1030
122,T122,T122,Kyle Stanley,86,15.15,140,924
123,124,124,Daniel Chopra,55,15.14,89,588
124,T125,T125,Marc Leishman,84,15.12,137,906
125,T125,T125,Spencer Levin,81,15.12,129,853
126,T125,T125,D.J. Trahan,73,15.12,114,754
127,T128,T128,Brandt Jobe,57,15.03,92,612
128,T128,T128,Jerry Kelly,84,15.03,138,918
129,130,130,Tommy Biershenk,74,14.99,116,774
130,131,131,Ryuji Imada,78,14.96,123,822
131,132,132,Troy Kelly,68,14.9,104,698
132,133,133,Jim Furyk,85,14.88,136,914
133,134,134,Michael Bradley,63,14.87,101,679
134,135,135,Luke Donald,63,14.85,98,660
135,136,136,Roberto Castro,92,14.84,146,984
136,137,137,Padraig Harrington,67,14.83,102,688
137,138,138,Jason Kokrak,79,14.79,121,818
138,139,139,Jason Bohn,81,14.74,124,841
139,140,140,Mathew Goggin,65,14.71,100,680
140,141,141,Stewart Cink,71,14.69,105,715
141,142,142,Kevin Chappell,91,14.68,138,940
142,T143,T143,Justin Leonard,79,14.67,119,811
143,T143,T143,Bryce Molder,83,14.67,124,845
144,T145,T145,Sergio Garcia,57,14.64,89,608
145,T145,T145,Y.E. Yang,64,14.64,101,690
146,147,147,Rickie Fowler,84,14.62,131,896
147,148,148,K.J. Choi,71,14.55,110,756
148,149,149,Johnson Wagner,88,14.53,138,950
149,150,150,Gary Woodland,70,14.52,108,744
150,151,151,Kyle Thompson,51,14.5,78,538
151,152,152,Harrison Frazar,56,14.48,86,594
152,153,153,Russell Knox,72,14.46,107,740
153,154,154,Brian Gay,91,14.44,136,942
154,155,155,George McNeill,85,14.43,131,908
155,156,156,Scott Stallings,78,14.42,122,846
156,157,157,Jonathan Byrd,69,14.4,106,736
157,158,158,Ángel Cabrera,54,14.38,84,584
158,T159,T159,Arjun Atwal,79,14.37,118,821
159,T159,T159,Charles Howell III,98,14.37,154,1072
160,161,161,J.J. Killeen,101,14.35,151,1052
161,162,162,Chris Stroud,86,14.33,134,935
162,163,163,Tim Herron,88,14.29,138,966
163,164,164,Patrick Sheehan,58,14.22,87,612
164,165,165,Rocco Mediate,70,14.15,104,735
165,166,166,Rod Pampling,88,14.07,128,910
166,167,167,Stuart Appleby,75,13.99,108,772
167,T168,T168,Billy Mayfair,90,13.95,132,946
168,T168,T168,Boo Weekley,74,13.95,106,760
169,170,170,Derek Lamely,64,13.94,97,696
170,T171,T171,Stephen Ames,54,13.85,82,592
171,T171,T171,Brendan Steele,77,13.85,108,780
172,173,173,Kevin Streelman,89,13.83,133,962
173,174,174,Matt Jones,53,13.81,79,572
174,175,175,Trevor Immelman,76,13.73,112,816
175,176,176,Chris DiMarco,83,13.65,119,872
176,177,177,Freddie Jacobson,61,13.6,90,662
177,178,178,Geoff Ogilvy,73,13.59,103,758
178,179,179,Bobby Gates,87,13.48,124,920
179,180,180,Alexandre Rocha,62,13.36,85,636
180,181,181,Mark Wilson,84,13.33,112,840
181,182,182,Troy Matteson,100,13.28,141,1062
182,183,183,Stephen Gangluff,57,13.12,79,602
183,184,184,Andres Romero,68,13.08,90,688
184,185,185,James Driscoll,83,13.03,116,890
185,186,186,Colt Knost,79,12.77,107,838
186,187,187,Tom Pernice Jr.,62,12.62,79,626
187,188,188,Ryo Ishikawa,54,12.46,71,570
188,189,189,Kris Blanks,65,12.36,86,696
189,190,190,Billy Hurley III,70,12.3,92,748
190,191,191,Sung Kang,75,12.18,96,788
