,First_Tee_Late_Round_2_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_2_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_2_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_2_Scoring_Average_AVG,First_Tee_Late_Round_2_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Tom Gillis,67.67,203,3
1,T1,T1,Mark Wilson,67.67,203,3
2,3,3,Daniel Summerhays,67.8,339,5
3,4,4,John Daly,67.83,407,6
4,5,5,Jason Dufner,68.29,478,7
5,T6,T6,Billy Horschel,68.33,205,3
6,T6,T6,"Ted Potter, Jr.",68.33,205,3
7,8,8,Chris Kirk,68.4,342,5
8,9,9,Jonathan Byrd,68.5,137,2
9,T10,T10,Rocco Mediate,68.6,343,5
10,T10,T10,Ryan Moore,68.6,343,5
11,12,12,Webb Simpson,68.63,549,8
12,T13,T13,Vijay Singh,68.75,275,4
13,T13,T13,Cameron Tringale,68.75,275,4
14,T15,T15,Matt Kuchar,69.0,690,10
15,T15,T15,Brandt Snedeker,69.0,483,7
16,17,17,Tiger Woods,69.15,899,13
17,18,18,Bobby Gates,69.17,415,6
18,T19,T19,Jason Kokrak,69.22,623,9
19,T19,T19,Nick Watney,69.22,623,9
20,21,21,Justin Rose,69.33,416,6
21,22,22,Heath Slocum,69.4,347,5
22,T23,T23,Charlie Beljan,69.5,417,6
23,T23,T23,Kevin Stadler,69.5,278,4
24,25,25,Chris Couch,69.57,487,7
25,26,26,Sangmoon Bae,69.6,348,5
26,T27,T27,Jim Furyk,69.63,557,8
27,T27,T27,Adam Scott,69.63,557,8
28,T29,T29,Will Claxton,69.8,349,5
29,T29,T29,Garth Mulroy,69.8,349,5
30,T29,T29,Bo Van Pelt,69.8,349,5
31,T29,T29,Camilo Villegas,69.8,698,10
32,T33,T33,Ken Duke,69.83,419,6
33,T33,T33,Scott Dunlap,69.83,419,6
34,T33,T33,Kevin Streelman,69.83,419,6
35,T36,T36,Chad Campbell,69.86,489,7
36,T36,T36,John Mallinger,69.86,489,7
37,38,38,Zach Johnson,69.89,629,9
38,T39,T39,Padraig Harrington,70.0,490,7
39,T39,T39,Josh Teater,70.0,560,8
40,T39,T39,Steve Wheatcroft,70.0,280,4
41,42,42,Steve Stricker,70.11,631,9
42,T43,T43,J.B. Holmes,70.14,491,7
43,T43,T43,Trevor Immelman,70.14,491,7
44,T45,T45,Roberto Castro,70.17,421,6
45,T45,T45,Harris English,70.17,421,6
46,T45,T45,Jeff Maggert,70.17,421,6
47,T48,T48,Graeme McDowell,70.2,351,5
48,T48,T48,Carl Pettersson,70.2,351,5
49,50,50,Jason Bohn,70.25,281,4
50,T51,T51,Jonas Blixt,70.33,422,6
51,T51,T51,Brendon de Jonge,70.33,633,9
52,T51,T51,D.A. Points,70.33,422,6
53,54,54,David Mathis,70.38,563,8
54,T55,T55,Blake Adams,70.4,352,5
55,T55,T55,Boo Weekley,70.4,352,5
56,T57,T57,Ernie Els,70.43,493,7
57,T57,T57,Brian Harman,70.43,493,7
58,59,59,Phil Mickelson,70.44,634,9
59,60,60,David Toms,70.5,282,4
60,61,61,Scott Stallings,70.57,494,7
61,62,62,Kevin Kisner,70.6,353,5
62,T63,T63,Cameron Beckman,70.67,636,9
63,T63,T63,Kevin Chappell,70.67,424,6
64,T63,T63,Justin Leonard,70.67,424,6
65,T63,T63,Dicky Pride,70.67,212,3
66,T63,T63,John Senden,70.67,212,3
67,68,68,Hunter Mahan,70.71,495,7
68,69,69,Bubba Watson,70.75,566,8
69,70,70,Kyle Stanley,70.78,637,9
70,T71,T71,Danny Lee,70.8,354,5
71,T71,T71,Y.E. Yang,70.8,354,5
72,T73,T73,Martin Flores,70.86,496,7
73,T73,T73,Rory McIlroy,70.86,496,7
74,75,75,Billy Mayfair,70.9,709,10
75,T76,T76,Mark Anderson,71.0,213,3
76,T76,T76,Stuart Appleby,71.0,568,8
77,T76,T76,Arjun Atwal,71.0,213,3
78,T76,T76,Keegan Bradley,71.0,1065,15
79,T76,T76,Bud Cauley,71.0,497,7
80,T76,T76,Gavin Coles,71.0,355,5
81,T76,T76,Ben Crane,71.0,213,3
82,T76,T76,Sergio Garcia,71.0,284,4
83,T76,T76,Bill Haas,71.0,781,11
84,T76,T76,John Huh,71.0,213,3
85,T76,T76,Martin Laird,71.0,213,3
86,T76,T76,Davis Love III,71.0,639,9
87,T76,T76,John Merrick,71.0,355,5
88,T76,T76,Bryce Molder,71.0,497,7
89,T76,T76,Henrik Stenson,71.0,426,6
90,T76,T76,Michael Thompson,71.0,284,4
91,T76,T76,Charlie Wi,71.0,497,7
92,93,93,J.J. Killeen,71.13,569,8
93,94,94,Bob Estes,71.17,427,6
94,T95,T95,Aaron Baddeley,71.2,356,5
95,T95,T95,Scott Piercy,71.2,712,10
96,T97,T97,Luke Donald,71.25,570,8
97,T97,T97,Bill Lunde,71.25,570,8
98,T97,T97,Jimmy Walker,71.25,570,8
99,T100,T100,Ricky Barnes,71.29,499,7
100,T100,T100,Jerry Kelly,71.29,499,7
101,T100,T100,Russell Knox,71.29,499,7
102,T100,T100,Rod Pampling,71.29,499,7
103,T100,T100,Chris Stroud,71.29,499,7
104,T105,T105,Ian Poulter,71.33,428,6
105,T105,T105,D.J. Trahan,71.33,642,9
106,107,107,Dustin Johnson,71.38,571,8
107,108,108,Robert Garrigus,71.4,357,5
108,T109,T109,Ben Curtis,71.43,500,7
109,T109,T109,Edward Loar,71.43,500,7
110,T109,T109,Lee Westwood,71.43,500,7
111,T112,T112,Jeff Overton,71.5,286,4
112,T112,T112,Vaughn Taylor,71.5,286,4
113,T112,T112,Brendon Todd,71.5,715,10
114,115,115,J.J. Henry,71.57,501,7
115,T116,T116,Brian Davis,71.6,716,10
116,T116,T116,Graham DeLaet,71.6,358,5
117,T116,T116,Marc Leishman,71.6,358,5
118,T119,T119,Kris Blanks,71.67,215,3
119,T119,T119,Ryan Palmer,71.67,215,3
120,121,121,Kyle Reifers,71.7,717,10
121,T122,T122,Nick O'Hern,71.8,359,5
122,T122,T122,Andres Romero,71.8,359,5
123,124,124,Matt Every,71.83,431,6
124,T125,T125,Richard Lee,71.86,503,7
125,T125,T125,Kevin Na,71.86,503,7
126,127,127,Rickie Fowler,71.89,647,9
127,128,128,Stewart Cink,71.91,791,11
128,T129,T129,Robert Allenby,72.0,288,4
129,T129,T129,Jason Day,72.0,72,1
130,T129,T129,Nathan Green,72.0,144,2
131,T129,T129,David Hearn,72.0,432,6
132,T129,T129,Charley Hoffman,72.0,504,7
133,T129,T129,Ryo Ishikawa,72.0,504,7
134,T129,T129,Freddie Jacobson,72.0,216,3
135,T129,T129,Pat Perez,72.0,288,4
136,T129,T129,Chez Reavie,72.0,216,3
137,T129,T129,Alexandre Rocha,72.0,216,3
138,T129,T129,Charl Schwartzel,72.0,432,6
139,140,140,Daniel Chopra,72.11,649,9
140,141,141,John Rollins,72.17,433,6
141,T142,T142,Robert Karlsson,72.2,361,5
142,T142,T142,Patrick Sheehan,72.2,361,5
143,144,144,Troy Matteson,72.22,650,9
144,T145,T145,Stephen Ames,72.25,578,8
145,T145,T145,K.J. Choi,72.25,578,8
146,147,147,Colt Knost,72.29,506,7
147,T148,T148,Michael Bradley,72.33,217,3
148,T148,T148,Chris DiMarco,72.33,434,6
149,T150,T150,Seung-Yul Noh,72.43,507,7
150,T150,T150,Brendan Steele,72.43,507,7
151,T152,T152,Mathew Goggin,72.5,290,4
152,T152,T152,Hunter Haas,72.5,290,4
153,T152,T152,Tim Herron,72.5,435,6
154,T152,T152,William McGirt,72.5,580,8
155,T152,T152,Jhonattan Vegas,72.5,290,4
156,157,157,Johnson Wagner,72.57,508,7
157,T158,T158,Greg Chalmers,72.6,363,5
158,T158,T158,Greg Owen,72.6,363,5
159,T160,T160,Miguel Angel Carballo,72.67,218,3
160,T160,T160,Derek Lamely,72.67,436,6
161,T162,T162,Harrison Frazar,72.75,291,4
162,T162,T162,Sean O'Hair,72.75,291,4
163,T162,T162,Kyle Thompson,72.75,291,4
164,165,165,Brandt Jobe,72.8,364,5
165,T166,T166,Scott Brown,72.83,437,6
166,T166,T166,Sung Kang,72.83,437,6
167,168,168,Erik Compton,72.86,510,7
168,169,169,Ryuji Imada,72.88,583,8
169,170,170,Tom Pernice Jr.,72.9,729,10
170,T171,T171,Stephen Gangluff,73.0,292,4
171,T171,T171,Troy Kelly,73.0,219,3
172,T171,T171,Geoff Ogilvy,73.0,219,3
173,174,174,Gary Woodland,73.13,585,8
174,175,175,Matt Bettencourt,73.3,733,10
175,T176,T176,Spencer Levin,73.33,220,3
176,T176,T176,Louis Oosthuizen,73.33,220,3
177,178,178,Tommy Gainey,73.44,661,9
178,179,179,Billy Hurley III,73.5,294,4
179,T180,T180,Brian Gay,73.67,442,6
180,T180,T180,Roland Thatcher,73.67,221,3
181,182,182,James Driscoll,73.71,516,7
182,183,183,Rory Sabbatini,73.75,590,8
183,184,184,Marco Dawson,73.8,369,5
184,185,185,Matt Jones,74.0,222,3
185,186,186,Tommy Biershenk,74.17,445,6
186,187,187,Gary Christian,74.25,297,4
187,188,188,George McNeill,74.5,149,2
188,189,189,Tim Clark,74.6,373,5
189,190,190,Charles Howell III,75.0,225,3
190,191,191,Ángel Cabrera,75.2,376,5
