,Early_Par_4_Scoring_Average_RANK THIS WEEK,Early_Par_4_Scoring_Average_RANK LAST WEEK,Early_Par_4_Scoring_Average_PLAYER NAME,Early_Par_4_Scoring_Average_ROUNDS,Early_Par_4_Scoring_Average_AVG,Early_Par_4_Scoring_Average_TOTAL STROKES,Early_Par_4_Scoring_Average_TOTAL HOLES
0,T1,T1,Carl Pettersson,92,3.96,1851,468
1,T1,T1,Webb Simpson,77,3.96,1286,325
2,3,3,Jonas Blixt,72,3.97,1532,386
3,T4,T4,Ken Duke,104,3.98,2131,536
4,T4,T4,Bill Haas,79,3.98,1545,388
5,T4,T4,Billy Horschel,63,3.98,1287,323
6,T4,T4,Matt Kuchar,86,3.98,1493,375
7,T4,T4,Ian Poulter,57,3.98,1099,276
8,T4,T4,David Toms,60,3.98,1265,318
9,T4,T4,Tiger Woods,69,3.98,1078,271
10,T11,T11,Roberto Castro,92,3.99,2312,579
11,T11,T11,Matt Every,80,3.99,1527,383
12,T11,T11,Russell Knox,72,3.99,1609,403
13,T11,T11,Jeff Overton,101,3.99,2262,567
14,T11,T11,Ryan Palmer,81,3.99,1537,385
15,T11,T11,Scott Piercy,95,3.99,1981,496
16,T11,T11,Charl Schwartzel,56,3.99,1124,282
17,T18,T18,Will Claxton,99,4.0,2105,526
18,T18,T18,Graham DeLaet,79,4.0,1806,451
19,T18,T18,Zach Johnson,95,4.0,1959,490
20,T18,T18,Chris Kirk,93,4.0,1870,467
21,T18,T18,Rory McIlroy,60,4.0,835,209
22,T18,T18,Ryan Moore,89,4.0,1587,397
23,T18,T18,Kevin Na,80,4.0,1588,397
24,T18,T18,Pat Perez,81,4.0,1642,410
25,T18,T18,Henrik Stenson,51,4.0,963,241
26,T18,T18,Jimmy Walker,101,4.0,2073,518
27,T18,T18,Bubba Watson,68,4.0,1156,289
28,T29,T29,Brian Davis,91,4.01,1896,473
29,T29,T29,Jason Dufner,83,4.01,1375,343
30,T29,T29,Martin Flores,95,4.01,2375,593
31,T29,T29,Jim Furyk,85,4.01,1562,390
32,T29,T29,Nathan Green,73,4.01,1541,384
33,T29,T29,Padraig Harrington,67,4.01,1103,275
34,T29,T29,Bill Lunde,83,4.01,1903,474
35,T29,T29,William McGirt,96,4.01,2035,507
36,T29,T29,Justin Rose,69,4.01,1255,313
37,T38,T38,Luke Donald,63,4.02,1247,310
38,T38,T38,Robert Garrigus,89,4.02,1815,451
39,T38,T38,Brian Gay,91,4.02,1991,495
40,T38,T38,Mathew Goggin,65,4.02,1435,357
41,T38,T38,Dustin Johnson,70,4.02,1326,330
42,T38,T38,Chris Stroud,86,4.02,1798,447
43,T44,T44,Blake Adams,107,4.03,2504,621
44,T44,T44,K.J. Choi,71,4.03,1661,412
45,T44,T44,Ben Curtis,62,4.03,1128,280
46,T44,T44,Sergio Garcia,57,4.03,1056,262
47,T44,T44,Hunter Haas,69,4.03,1588,394
48,T44,T44,Brian Harman,101,4.03,2562,635
49,T44,T44,David Hearn,95,4.03,2397,595
50,T44,T44,J.B. Holmes,90,4.03,1902,472
51,T44,T44,Freddie Jacobson,61,4.03,1283,318
52,T44,T44,Jerry Kelly,84,4.03,2081,516
53,T44,T44,Jeff Maggert,83,4.03,1943,482
54,T44,T44,Graeme McDowell,55,4.03,942,234
55,T44,T44,Phil Mickelson,79,4.03,1572,390
56,T44,T44,Louis Oosthuizen,65,4.03,1355,336
57,T44,T44,D.A. Points,88,4.03,1924,478
58,T44,T44,Dicky Pride,62,4.03,1214,301
59,T44,T44,Vijay Singh,99,4.03,2130,529
60,T44,T44,Steve Stricker,73,4.03,1132,281
61,T44,T44,Vaughn Taylor,81,4.03,1747,433
62,T44,T44,Josh Teater,97,4.03,2336,580
63,T44,T44,Brendon Todd,78,4.03,1589,394
64,T44,T44,Bo Van Pelt,84,4.03,1426,354
65,T66,T66,Charlie Beljan,61,4.04,1243,308
