,First_Tee_Late_Round_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_3_Scoring_Average_AVG,First_Tee_Late_Round_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Scott Brown,65.5,131,2
1,2,2,Alexandre Rocha,66.0,66,1
2,3,3,Roland Thatcher,66.5,133,2
3,T4,T4,Billy Hurley III,67.0,134,2
4,T4,T4,Louis Oosthuizen,67.0,402,6
5,6,6,Stuart Appleby,67.67,203,3
6,T7,T7,Marco Dawson,68.0,68,1
7,T7,T7,Mathew Goggin,68.0,68,1
8,T7,T7,J.J. Henry,68.0,204,3
9,T7,T7,Richard Lee,68.0,204,3
10,T7,T7,Brendon Todd,68.0,68,1
11,12,12,Rory McIlroy,68.4,684,10
12,13,13,Webb Simpson,68.55,754,11
13,T14,T14,Jonas Blixt,68.6,343,5
14,T14,T14,Graham DeLaet,68.6,343,5
15,T14,T14,John Rollins,68.6,343,5
16,17,17,Davis Love III,68.83,413,6
17,T18,T18,Will Claxton,68.88,551,8
18,T18,T18,Brandt Snedeker,68.88,551,8
19,T20,T20,Stephen Ames,69.0,207,3
20,T20,T20,Ernie Els,69.0,552,8
21,T20,T20,Graeme McDowell,69.0,552,8
22,T20,T20,Nick O'Hern,69.0,138,2
23,T24,T24,John Mallinger,69.25,277,4
24,T24,T24,Heath Slocum,69.25,277,4
25,26,26,Chez Reavie,69.33,208,3
26,27,27,Keegan Bradley,69.4,694,10
27,T28,T28,Sung Kang,69.5,139,2
28,T28,T28,Danny Lee,69.5,278,4
29,T28,T28,Justin Leonard,69.5,278,4
30,31,31,Ken Duke,69.55,765,11
31,32,32,Brian Davis,69.56,626,9
32,33,33,Kevin Na,69.57,487,7
33,34,34,Ryan Moore,69.58,835,12
34,T35,T35,Jason Day,69.6,348,5
35,T35,T35,Spencer Levin,69.6,348,5
36,T37,T37,Brendon de Jonge,69.67,627,9
37,T37,T37,Billy Horschel,69.67,209,3
38,T37,T37,Phil Mickelson,69.67,627,9
39,40,40,John Senden,69.7,697,10
40,41,41,Rickie Fowler,69.71,488,7
41,42,42,Zach Johnson,69.77,907,13
42,43,43,Bo Van Pelt,69.93,979,14
43,T44,T44,Robert Allenby,70.0,210,3
44,T44,T44,Tim Clark,70.0,560,8
45,T44,T44,Chris DiMarco,70.0,280,4
46,T44,T44,Scott Dunlap,70.0,70,1
47,T44,T44,Matt Every,70.0,560,8
48,T44,T44,Robert Garrigus,70.0,770,11
49,T44,T44,Bill Haas,70.0,630,9
50,T44,T44,Jeff Overton,70.0,560,8
51,T44,T44,Rory Sabbatini,70.0,210,3
52,T44,T44,Steve Stricker,70.0,770,11
53,T44,T44,Jhonattan Vegas,70.0,350,5
54,T44,T44,Bubba Watson,70.0,700,10
55,56,56,Jim Furyk,70.1,701,10
56,57,57,Hunter Mahan,70.13,561,8
57,T58,T58,Charley Hoffman,70.14,491,7
58,T58,T58,Sean O'Hair,70.14,491,7
59,T58,T58,Johnson Wagner,70.14,491,7
60,61,61,William McGirt,70.17,421,6
61,62,62,Scott Stallings,70.2,351,5
62,63,63,Matt Kuchar,70.23,913,13
63,64,64,Dicky Pride,70.25,281,4
64,T65,T65,Colt Knost,70.33,211,3
65,T65,T65,John Merrick,70.33,422,6
66,T67,T67,Jason Dufner,70.38,915,13
67,T67,T67,Dustin Johnson,70.38,563,8
68,T67,T67,Chris Kirk,70.38,563,8
69,70,70,Bud Cauley,70.4,704,10
70,71,71,D.A. Points,70.43,493,7
71,T72,T72,Jonathan Byrd,70.5,564,8
72,T72,T72,Ben Curtis,70.5,423,6
73,T72,T72,Nathan Green,70.5,282,4
74,T72,T72,Jerry Kelly,70.5,423,6
75,T72,T72,George McNeill,70.5,282,4
76,T72,T72,Scott Piercy,70.5,705,10
77,T72,T72,Kevin Stadler,70.5,564,8
78,T72,T72,D.J. Trahan,70.5,141,2
79,80,80,Tommy Gainey,70.64,777,11
80,T81,T81,Chris Couch,70.67,212,3
81,T81,T81,Kyle Stanley,70.67,424,6
82,83,83,Chad Campbell,70.71,495,7
83,84,84,Tiger Woods,70.73,778,11
84,T85,T85,Harrison Frazar,70.75,283,4
85,T85,T85,Bobby Gates,70.75,283,4
86,87,87,Tom Gillis,70.78,637,9
87,88,88,Kevin Kisner,70.8,354,5
88,T89,T89,James Driscoll,70.83,425,6
89,T89,T89,Trevor Immelman,70.83,425,6
90,T89,T89,Charl Schwartzel,70.83,425,6
91,92,92,Henrik Stenson,70.88,567,8
92,93,93,Padraig Harrington,70.89,638,9
93,T94,T94,Tommy Biershenk,71.0,71,1
94,T94,T94,Daniel Chopra,71.0,213,3
95,T94,T94,Gavin Coles,71.0,355,5
96,T94,T94,Sergio Garcia,71.0,568,8
97,T94,T94,Charles Howell III,71.0,994,14
