,Sub-Par_Rounds_RANK THIS WEEK,Sub-Par_Rounds_RANK LAST WEEK,Sub-Par_Rounds_PLAYER NAME,Sub-Par_Rounds_EVENTS
116,T114,T114,Spencer Levin,26
117,T114,T114,Davis Love III,20
118,T114,T114,Rocco Mediate,23
119,T114,T114,Mark Wilson,25
120,T121,T121,Arjun Atwal,27
121,T121,T121,Gavin Coles,23
122,T121,T121,Trevor Immelman,24
123,T121,T121,Dicky Pride,19
124,T121,T121,Adam Scott,16
125,T121,T121,Scott Stallings,27
126,T121,T121,Brendan Steele,24
127,T121,T121,Henrik Stenson,15
128,T129,T129,Jason Bohn,28
129,T129,T129,Chris Couch,21
130,T129,T129,Sergio Garcia,16
131,T129,T129,Troy Kelly,23
132,T129,T129,Colt Knost,29
133,T129,T129,Nick O'Hern,26
134,T135,T135,Matt Bettencourt,31
135,T135,T135,Mathew Goggin,23
136,T135,T135,Kevin Kisner,24
137,T135,T135,Justin Leonard,26
138,T135,T135,John Mallinger,25
139,T135,T135,Graeme McDowell,16
140,T135,T135,Garth Mulroy,20
141,T135,T135,D.J. Trahan,27
142,T143,T143,Aaron Baddeley,22
143,T143,T143,Sangmoon Bae,25
144,T143,T143,Cameron Beckman,26
145,T143,T143,Charlie Beljan,22
146,T143,T143,Jonathan Byrd,21
147,T143,T143,K.J. Choi,21
148,T143,T143,Tim Clark,20
149,T143,T143,Jason Day,17
150,T143,T143,Brendon Todd,29
151,T143,T143,Jhonattan Vegas,25
152,T153,T153,Robert Allenby,27
153,T153,T153,Scott Brown,24
154,T153,T153,Stewart Cink,22
155,T153,T153,"Ted Potter, Jr.",25
156,T153,T153,Lee Westwood,15
157,T158,T158,Tommy Biershenk,27
158,T158,T158,Kris Blanks,23
159,T158,T158,Ryuji Imada,28
160,T158,T158,Charl Schwartzel,16
161,T158,T158,David Toms,19
162,T163,T163,Miguel Angel Carballo,25
163,T163,T163,Scott Dunlap,20
164,T163,T163,Brandt Jobe,18
165,T163,T163,Roland Thatcher,21
166,T167,T167,Michael Bradley,23
167,T167,T167,Hunter Haas,24
168,T167,T167,Matt Jones,19
169,T167,T167,Derek Lamely,25
170,T167,T167,Patrick Reed,12
171,T167,T167,Alexandre Rocha,21
172,T173,T173,Ángel Cabrera,20
173,T173,T173,Chris Riley,12
174,T173,T173,Andres Romero,22
175,T173,T173,Gary Woodland,22
176,T177,T177,John Daly,15
177,T177,T177,Billy Hurley III,27
178,T177,T177,Freddie Jacobson,17
179,T177,T177,Robert Karlsson,17
180,T177,T177,Tim Petrovic,17
181,T177,T177,Duffy Waldorf,11
182,T177,T177,Steve Wheatcroft,22
183,T177,T177,Y.E. Yang,20
184,T185,T185,Peter Hanson,11
185,T185,T185,Sung Kang,30
186,T187,T187,Alex Cejka,12
187,T187,T187,Daniel Chopra,21
188,T187,T187,Ryo Ishikawa,18
189,T187,T187,Tom Pernice Jr.,23
190,191,191,Edward Loar,23
191,T192,T192,Stephen Ames,20
192,T192,T192,Harrison Frazar,20
193,T192,T192,Patrick Sheehan,21
194,T195,T195,Steven Bowditch,18
195,T195,T195,Lee Janzen,12
196,T195,T195,Jamie Lovemark,16
197,T195,T195,Garrett Willis,15
198,T199,T199,Shane Bertsch,17
199,T199,T199,Marco Dawson,22
200,T199,T199,Joe Durant,14
201,T199,T199,Retief Goosen,12
202,T199,T199,Kyle Thompson,22
203,T204,T204,Briny Baird,13
204,T204,T204,Nicolas Colsaerts,9
205,T204,T204,Marc Turnesa,11
206,T207,T207,Patrick Cantlay,10
207,T207,T207,Jarrod Lyle,7
208,T209,T209,Thomas Bjørn,9
209,T209,T209,Stephen Gangluff,23
210,T209,T209,Shaun Micheel,12
211,T212,T212,Lucas Glover,16
212,T212,T212,Joe Ogilvie,17
213,T214,T214,Luke Guthrie,4
214,T214,T214,Richard Johnson,7
215,T214,T214,Martin Kaymer,8
216,T214,T214,Zack Miller,12
217,T218,T218,Rich Beem,10
218,T218,T218,Skip Kendall,5
219,T218,T218,Steve Marino,6
220,T218,T218,Francesco Molinari,8
221,T218,T218,John Peterson,9
222,T218,T218,Paul Stankowski,8
223,T224,T224,Woody Austin,7
224,T224,T224,Jamie Donaldson,4
225,T224,T224,David Duval,17
226,T224,T224,Paul Goydos,6
227,T224,T224,Hunter Hamrick,5
228,T224,T224,Miguel Angel Jiménez,6
229,T224,T224,Anthony Kim,10
230,T231,T231,Thomas Aiken,4
231,T231,T231,Robert Gamez,8
232,T231,T231,Jason Gore,8
233,T231,T231,Kent Jones,7
234,T231,T231,Hank Kuehne,12
235,T231,T231,Frank Lickliter II,9
236,T231,T231,Will MacKenzie,6
237,T231,T231,Kenny Perry,5
238,T239,T239,Paul Casey,9
239,T239,T239,Fred Couples,4
240,T239,T239,Glen Day,3
241,T239,T239,Branden Grace,6
242,T239,T239,Todd Hamilton,10
243,T239,T239,Anders Hansen,7
244,T239,T239,K.T. Kim,11
245,T239,T239,Paul Lawrie,6
246,T239,T239,Matt McQuillan,11
247,T239,T239,Jordan Spieth,5
248,T239,T239,Kevin Sutherland,4
249,T239,T239,Peter Tomasulo,4
250,T251,T251,Craig Barlow,7
251,T251,T251,Bart Bryant,6
252,T251,T251,Rafa Cabrera Bello,6
253,T251,T251,Marcus Fraser,3
254,T251,T251,Kelly Kraft,10
255,T251,T251,Joost Luiten,3
256,T251,T251,Len Mattiace,1
257,T251,T251,Thorbjørn Olesen,2
258,T251,T251,Brett Quigley,1
259,T251,T251,Joey Snyder III,8
260,T251,T251,Shawn Stefani,1
261,T251,T251,Omar Uresti,4
262,T263,T263,Eric Axley,3
263,T263,T263,Notah Begay III,5
264,T263,T263,Guy Boros,2
265,T263,T263,Mark Brooks,3
266,T263,T263,Alejandro Cañizares,3
267,T263,T263,Darren Clarke,7
268,T263,T263,Robert Damron,7
269,T263,T263,Tadd Fujikawa,1
270,T263,T263,Fred Funk,4
271,T263,T263,Mathias Grönberg,1
272,T263,T263,Jim Herman,2
273,T263,T263,Randall Hutchison,1
274,T263,T263,Neal Lancaster,8
275,T263,T263,Tom Lehman,2
276,T263,T263,Peter Lonard,4
277,T263,T263,Steve Lowery,1
278,T263,T263,Alex Noren,4
279,T263,T263,Carl Paulson,2
280,T263,T263,Corey Pavin,2
281,T263,T263,Ted Purdy,4
282,T263,T263,Michael Putnam,4
283,T263,T263,Jeff Quinney,1
284,T263,T263,Alvaro Quiros,8
285,T263,T263,Jonathan Randolph,1
286,T263,T263,Robert Rock,6
287,T263,T263,Gene Sauers,2
288,T263,T263,Lee Slattery,3
289,T263,T263,Scott Verplank,9
290,T263,T263,Willie Wood,1
291,T292,T292,Steven Alker,1
292,T292,T292,Michael Allen,3
293,T292,T292,Matthew Baldwin,2
294,T292,T292,Joseph Bramlett,1
295,T292,T292,Mark Calcavecchia,3
296,T292,T292,Albin Choi,1
297,T292,T292,Chad Collins,9
298,T292,T292,Jeff Curl,3
299,T292,T292,Simon Dyson,8
300,T292,T292,Derek Ernst,1
301,T292,T292,Gonzalo Fernandez-Castaño,7
302,T292,T292,Ross Fisher,2
303,T292,T292,Steve Flesch,12
304,T292,T292,Andres Gonzales,1
305,T292,T292,Justin Hicks,2
306,T292,T292,Matt Hill,2
307,T292,T292,Jbe' Kruger,2
308,T292,T292,Doug LaBelle II,1
309,T292,T292,Scott Langley,4
310,T292,T292,David Lynn,1
311,T292,T292,Matteo Manassero,3
312,T292,T292,Dustin Morris,1
313,T292,T292,Toshinori Muto,3
314,T292,T292,Arron Oberholser,2
315,T292,T292,José María Olazábal,5
316,T292,T292,Hennie Otto,1
317,T292,T292,Juvic Pagunsan,2
318,T292,T292,Fran Quinn,5
319,T292,T292,Sam Saunders,4
320,T292,T292,Tadahiro Takayama,4
321,T292,T292,Justin Thomas,1
322,T292,T292,Derek Tolan,1
323,T292,T292,Esteban Toledo,1
324,T292,T292,Mike Weir,14
325,T292,T292,Chase Wright,1
326,T327,T327,Alex Aragon,1
327,T327,T327,Tom Byrum,1
328,T327,T327,Jim Carter,2
329,T327,T327,Victor Ciesielski,1
330,T327,T327,Adilson da Silva,1
331,T327,T327,Todd Demsey,1
332,T327,T327,Will Dodson,1
333,T327,T327,Rafael Echenique,1
334,T327,T327,Steve Elkington,2
335,T327,T327,Keith Fergus,1
336,T327,T327,Ben Ferguson,1
337,T327,T327,Jonathan Fly,1
338,T327,T327,Brad Fritsch,1
339,T327,T327,Emiliano Grillo,1
340,T327,T327,Chesson Hadley,1
341,T327,T327,Adam Hadwin,1
342,T327,T327,Dudley Hart,1
343,T327,T327,Tetsuji Hiratsuka,1
344,T327,T327,Bo Hoag,2
345,T327,T327,Jay Hwang,1
346,T327,T327,John Inman,2
347,T327,T327,Thongchai Jaidee,3
348,T327,T327,Steve Jones,2
349,T327,T327,Brendan Jones,3
350,T327,T327,Simon Khan,1
351,T327,T327,Bio Kim,1
352,T327,T327,Ben Kohles,1
353,T327,T327,Anirban Lahiri,1
354,T327,T327,José Manuel Lara,1
355,T327,T327,Pablo Larrazabal,3
356,T327,T327,Steve LeBrun,1
357,T327,T327,Bryden MacPherson,4
358,T327,T327,David Markle,1
359,T327,T327,Matt Marshall,1
360,T327,T327,Hideki Matsuyama,2
361,T327,T327,Blaine McCallister,1
362,T327,T327,Scott McCarron,6
363,T327,T327,Parker McLachlin,3
364,T327,T327,Joey McLister,1
365,T327,T327,Daniel Miernicki,2
366,T327,T327,Mike Miles,1
367,T327,T327,Jon Mills,2
368,T327,T327,Jordan Mitchell,1
369,T327,T327,Wilfredo Morales,1
370,T327,T327,James Morrison,1
371,T327,T327,Greg Norman,2
372,T327,T327,Koumei Oda,2
373,T327,T327,Jesper Parnevik,3
374,T327,T327,Andrew Parr,1
375,T327,T327,Scott Pinckney,1
376,T327,T327,Anthony Price,1
377,T327,T327,Nick Price,1
378,T327,T327,Chad Proehl,1
379,T327,T327,Zack Reeves,1
380,T327,T327,Patrick Rodgers,2
381,T327,T327,José de Jesús Rodríguez,1
382,T327,T327,Tyler Rody,1
383,T327,T327,Marcel Siem,3
384,T327,T327,Chris Smith,3
385,T327,T327,Richard Sterne,1
386,T327,T327,Nicholas Thompson,2
387,T327,T327,Kirk Triplett,3
388,T327,T327,Kevin Tway,2
389,T327,T327,Grant Waite,2
390,T327,T327,Tom Watson,3
391,T327,T327,Brett Wetterich,7
392,T327,T327,Dale Whitnell,1
393,T327,T327,Danny Willett,1
394,T327,T327,Dean Wilson,4
395,T327,T327,Chris Wilson,1
396,T327,T327,Casey Wittenberg,1
