,First_Tee_Early_Round_4_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_4_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_4_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_4_Scoring_Average_AVG,First_Tee_Early_Round_4_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Scott Brown,66.67,200,3
1,2,2,Patrick Sheehan,67.0,67,1
2,3,3,Charlie Beljan,67.33,202,3
3,T4,T4,David Mathis,68.0,272,4
4,T4,T4,John Rollins,68.0,136,2
5,6,6,Matt Bettencourt,68.33,205,3
6,T7,T7,Danny Lee,68.5,274,4
7,T7,T7,Kevin Na,68.5,411,6
8,T7,T7,Bubba Watson,68.5,411,6
9,10,10,Tiger Woods,68.75,275,4
10,T11,T11,Justin Rose,68.8,344,5
11,T11,T11,Bo Van Pelt,68.8,344,5
12,13,13,Matt Kuchar,68.83,413,6
13,14,14,Richard Lee,68.86,482,7
14,15,15,Jeff Overton,68.91,758,11
15,T16,T16,Davis Love III,69.0,69,1
16,T16,T16,Vaughn Taylor,69.0,345,5
17,T16,T16,Brendon Todd,69.0,69,1
18,19,19,J.B. Holmes,69.17,415,6
19,20,20,Ryan Moore,69.33,208,3
20,21,21,Jerry Kelly,69.4,694,10
21,22,22,K.J. Choi,69.44,625,9
22,23,23,Henrik Stenson,69.5,278,4
23,T24,T24,Derek Lamely,69.6,348,5
24,T24,T24,Hunter Mahan,69.6,696,10
25,T26,T26,Hunter Haas,69.67,418,6
26,T26,T26,Billy Horschel,69.67,209,3
27,T26,T26,D.A. Points,69.67,418,6
28,T26,T26,Gary Woodland,69.67,209,3
29,T30,T30,Bryce Molder,69.71,488,7
30,T30,T30,Ian Poulter,69.71,488,7
31,T32,T32,Ángel Cabrera,69.75,279,4
32,T32,T32,Dustin Johnson,69.75,279,4
33,T32,T32,Kevin Stadler,69.75,279,4
34,35,35,Greg Owen,69.82,768,11
35,T36,T36,Kris Blanks,70.0,350,5
36,T36,T36,John Daly,70.0,280,4
37,T36,T36,Chris DiMarco,70.0,350,5
38,T36,T36,Colt Knost,70.0,350,5
39,T36,T36,Russell Knox,70.0,420,6
40,T36,T36,William McGirt,70.0,420,6
41,T36,T36,Scott Stallings,70.0,350,5
42,T36,T36,Chris Stroud,70.0,280,4
43,T36,T36,Kyle Thompson,70.0,70,1
44,T36,T36,David Toms,70.0,350,5
45,T46,T46,Jeff Maggert,70.11,631,9
46,T46,T46,Scott Piercy,70.11,631,9
47,48,48,Charles Howell III,70.13,561,8
48,49,49,Kyle Stanley,70.22,632,9
49,T50,T50,Roberto Castro,70.25,562,8
50,T50,T50,Jason Day,70.25,281,4
51,T50,T50,Ken Duke,70.25,562,8
52,T50,T50,Dicky Pride,70.25,281,4
53,54,54,Geoff Ogilvy,70.27,773,11
54,55,55,Brendan Steele,70.29,492,7
55,T56,T56,Blake Adams,70.33,633,9
56,T56,T56,Martin Flores,70.33,633,9
57,T56,T56,Kevin Kisner,70.33,211,3
58,T56,T56,Edward Loar,70.33,211,3
59,T56,T56,Kyle Reifers,70.33,422,6
60,T56,T56,Brandt Snedeker,70.33,422,6
61,62,62,Keegan Bradley,70.38,563,8
62,T63,T63,Brendon de Jonge,70.4,704,10
63,T63,T63,Chez Reavie,70.4,352,5
64,65,65,Bill Haas,70.43,493,7
65,T66,T66,Mark Anderson,70.5,423,6
66,T66,T66,Gary Christian,70.5,423,6
67,T66,T66,Ben Curtis,70.5,141,2
68,T66,T66,Boo Weekley,70.5,564,8
69,T70,T70,Chris Couch,70.6,353,5
70,T70,T70,Josh Teater,70.6,706,10
71,T72,T72,Marco Dawson,70.67,212,3
72,T72,T72,Matt Every,70.67,424,6
73,T74,T74,David Hearn,70.71,495,7
74,T74,T74,Kevin Streelman,70.71,495,7
75,T76,T76,Sergio Garcia,70.75,283,4
76,T76,T76,Michael Thompson,70.75,566,8
77,78,78,Bob Estes,70.78,637,9
78,T79,T79,Garth Mulroy,70.8,354,5
79,T79,T79,Louis Oosthuizen,70.8,354,5
80,81,81,Johnson Wagner,70.83,425,6
81,T82,T82,Miguel Angel Carballo,70.88,567,8
82,T82,T82,Brian Gay,70.88,567,8
83,T84,T84,Daniel Chopra,71.0,71,1
84,T84,T84,Erik Compton,71.0,426,6
85,T84,T84,Jim Furyk,71.0,284,4
86,T84,T84,Mathew Goggin,71.0,213,3
87,T84,T84,Ryo Ishikawa,71.0,142,2
88,T84,T84,Matt Jones,71.0,284,4
89,T84,T84,Nick O'Hern,71.0,284,4
90,T84,T84,Carl Pettersson,71.0,426,6
91,T84,T84,Rory Sabbatini,71.0,426,6
92,T84,T84,Adam Scott,71.0,497,7
93,T84,T84,John Senden,71.0,426,6
94,T95,T95,J.J. Henry,71.1,711,10
95,T95,T95,Spencer Levin,71.1,711,10
96,97,97,Greg Chalmers,71.11,640,9
97,98,98,Chris Kirk,71.13,569,8
98,T99,T99,James Driscoll,71.14,498,7
99,T99,T99,Bill Lunde,71.14,498,7
100,101,101,Zach Johnson,71.2,712,10
101,102,102,Rod Pampling,71.23,926,13
102,T103,T103,Tim Clark,71.25,285,4
103,T103,T103,Luke Donald,71.25,285,4
104,T103,T103,Tim Herron,71.25,570,8
105,T103,T103,Troy Kelly,71.25,285,4
106,T103,T103,Vijay Singh,71.25,570,8
107,T108,T108,Jonas Blixt,71.33,428,6
108,T108,T108,Padraig Harrington,71.33,214,3
109,T108,T108,Tom Pernice Jr.,71.33,214,3
110,T108,T108,Heath Slocum,71.33,428,6
111,112,112,Stewart Cink,71.38,571,8
112,T113,T113,Ryuji Imada,71.4,357,5
113,T113,T113,Robert Karlsson,71.4,357,5
114,T115,T115,Michael Bradley,71.5,429,6
115,T115,T115,Bud Cauley,71.5,572,8
116,T115,T115,Charley Hoffman,71.5,429,6
117,T115,T115,Charl Schwartzel,71.5,286,4
118,T115,T115,Roland Thatcher,71.5,286,4
119,T115,T115,Lee Westwood,71.5,286,4
120,121,121,Nick Watney,71.54,930,13
121,T122,T122,Ben Crane,71.6,358,5
122,T122,T122,Graham DeLaet,71.6,358,5
123,T122,T122,Billy Hurley III,71.6,358,5
124,T125,T125,Aaron Baddeley,71.63,573,8
125,T125,T125,Sean O'Hair,71.63,573,8
126,T127,T127,Sangmoon Bae,71.67,430,6
127,T127,T127,Brian Harman,71.67,860,12
128,T127,T127,George McNeill,71.67,430,6
129,T127,T127,John Merrick,71.67,430,6
130,T127,T127,Seung-Yul Noh,71.67,645,9
131,T127,T127,Ryan Palmer,71.67,215,3
132,T127,T127,Webb Simpson,71.67,215,3
133,T127,T127,Steve Wheatcroft,71.67,215,3
134,135,135,Tom Gillis,71.71,502,7
135,T136,T136,Will Claxton,71.75,574,8
136,T136,T136,Steve Stricker,71.75,287,4
137,T138,T138,Arjun Atwal,71.8,359,5
138,T138,T138,Gavin Coles,71.8,359,5
139,T138,T138,Jimmy Walker,71.8,718,10
140,T141,T141,Kevin Chappell,71.82,790,11
141,T141,T141,Rickie Fowler,71.82,790,11
142,T143,T143,Stephen Ames,72.0,72,1
143,T143,T143,Jason Dufner,72.0,288,4
144,T143,T143,Cameron Tringale,72.0,504,7
145,T143,T143,Charlie Wi,72.0,504,7
146,147,147,John Huh,72.1,721,10
147,148,148,Pat Perez,72.17,433,6
148,T149,T149,Robert Allenby,72.2,361,5
149,T149,T149,Brian Davis,72.2,361,5
150,T149,T149,Jason Kokrak,72.2,361,5
151,T152,T152,Chad Campbell,72.25,289,4
