,Early_Par_5_Scoring_Average_RANK THIS WEEK,Early_Par_5_Scoring_Average_RANK LAST WEEK,Early_Par_5_Scoring_Average_PLAYER NAME,Early_Par_5_Scoring_Average_ROUNDS,Early_Par_5_Scoring_Average_AVG,Early_Par_5_Scoring_Average_TOTAL STROKES,Early_Par_5_Scoring_Average_TOTAL HOLES
0,T1,T1,Sergio Garcia,57,4.42,323,73
1,T1,T1,Bubba Watson,68,4.42,402,91
2,T3,T3,Rory McIlroy,60,4.49,256,57
3,T3,T3,Henrik Stenson,51,4.49,301,67
4,5,5,Jeff Overton,101,4.5,715,159
5,T6,T6,Keegan Bradley,90,4.51,573,127
6,T6,T6,Kyle Stanley,86,4.51,559,124
7,8,8,Tiger Woods,69,4.52,357,79
8,T9,T9,Robert Garrigus,89,4.53,611,135
9,T9,T9,Charles Howell III,98,4.53,629,139
10,T11,T11,Kris Blanks,65,4.54,518,114
11,T11,T11,John Daly,50,4.54,286,63
12,T11,T11,Russell Knox,72,4.54,517,114
13,T11,T11,Greg Owen,90,4.54,635,140
14,T15,T15,Garth Mulroy,59,4.55,387,85
15,T15,T15,Josh Teater,97,4.55,788,173
16,T15,T15,Jimmy Walker,101,4.55,751,165
17,T15,T15,Gary Woodland,70,4.55,450,99
18,T19,T19,Scott Dunlap,57,4.56,328,72
19,T19,T19,Lee Westwood,60,4.56,333,73
20,T21,T21,Andres Romero,68,4.57,480,105
21,T21,T21,Nick Watney,97,4.57,736,161
22,T23,T23,Ben Crane,73,4.58,568,124
23,T23,T23,Dustin Johnson,70,4.58,408,89
24,T23,T23,Seung-Yul Noh,105,4.58,728,159
25,T23,T23,Pat Perez,81,4.58,600,131
26,T23,T23,Scott Piercy,95,4.58,682,149
27,T23,T23,Dicky Pride,62,4.58,417,91
28,T23,T23,Bo Van Pelt,84,4.58,481,105
29,T30,T30,Stuart Appleby,75,4.59,510,111
30,T30,T30,Brian Harman,101,4.59,868,189
31,T30,T30,Adam Scott,59,4.59,363,79
32,T30,T30,Michael Thompson,80,4.59,574,125
33,T34,T34,Sangmoon Bae,81,4.6,589,128
34,T34,T34,Scott Brown,65,4.6,423,92
35,T34,T34,Kevin Chappell,91,4.6,708,154
36,T34,T34,Luke Donald,63,4.6,437,95
37,T34,T34,James Driscoll,83,4.6,625,136
38,T34,T34,Jason Dufner,83,4.6,474,103
39,T34,T34,Phil Mickelson,79,4.6,520,113
40,T34,T34,Sean O'Hair,84,4.6,649,141
41,T34,T34,John Senden,81,4.6,524,114
42,T34,T34,Vijay Singh,99,4.6,708,154
43,T34,T34,Kevin Streelman,89,4.6,579,126
44,T45,T45,Charlie Beljan,61,4.61,383,83
45,T45,T45,Gary Christian,91,4.61,627,136
46,T45,T45,Chris Couch,61,4.61,489,106
47,T45,T45,Brendon de Jonge,115,4.61,857,186
48,T45,T45,Charley Hoffman,88,4.61,654,142
49,T45,T45,Ryo Ishikawa,54,4.61,341,74
50,T45,T45,William McGirt,96,4.61,683,148
51,T45,T45,Geoff Ogilvy,73,4.61,641,139
52,T45,T45,Camilo Villegas,79,4.61,595,129
53,T54,T54,Blake Adams,107,4.62,804,174
54,T54,T54,Greg Chalmers,88,4.62,637,138
55,T54,T54,John Mallinger,74,4.62,448,97
56,T54,T54,Rory Sabbatini,84,4.62,637,138
57,T54,T54,Webb Simpson,77,4.62,434,94
58,T59,T59,Aaron Baddeley,73,4.63,565,122
59,T59,T59,Jonas Blixt,72,4.63,542,117
60,T59,T59,Rickie Fowler,84,4.63,680,147
61,T59,T59,Padraig Harrington,67,4.63,338,73
62,T59,T59,Jason Kokrak,79,4.63,542,117
63,T59,T59,Jeff Maggert,83,4.63,602,130
64,T59,T59,Rod Pampling,88,4.63,791,171
65,T59,T59,Kyle Reifers,86,4.63,695,150
66,T59,T59,Steve Stricker,73,4.63,384,83
67,T68,T68,Chris DiMarco,83,4.64,617,133
68,T68,T68,Matt Kuchar,86,4.64,510,110
69,T68,T68,Richard Lee,71,4.64,552,119
70,T68,T68,Ryan Palmer,81,4.64,543,117
71,T68,T68,Johnson Wagner,88,4.64,622,134
72,T73,T73,Will Claxton,99,4.65,674,145
73,T73,T73,Brian Gay,91,4.65,669,144
74,T73,T73,D.A. Points,88,4.65,628,135
75,T73,T73,Chris Stroud,86,4.65,581,125
76,T73,T73,Jhonattan Vegas,77,4.65,628,135
77,T78,T78,Ricky Barnes,92,4.66,708,152
78,T78,T78,Graham DeLaet,79,4.66,564,121
79,T78,T78,Bob Estes,78,4.66,573,123
80,T78,T78,Bill Haas,79,4.66,554,119
81,T78,T78,John Huh,99,4.66,667,143
82,T78,T78,Robert Karlsson,54,4.66,489,105
83,T78,T78,Marc Leishman,84,4.66,690,148
84,T85,T85,Jonathan Byrd,69,4.67,406,87
85,T85,T85,Ángel Cabrera,54,4.67,439,94
86,T85,T85,Martin Flores,95,4.67,757,162
87,T85,T85,Jim Furyk,85,4.67,528,113
88,T85,T85,Tommy Gainey,98,4.67,621,133
89,T85,T85,J.B. Holmes,90,4.67,668,143
90,T85,T85,Billy Horschel,63,4.67,388,83
91,T85,T85,Martin Laird,77,4.67,490,105
92,T85,T85,Bill Lunde,83,4.67,645,138
93,T85,T85,Boo Weekley,74,4.67,560,120
94,T95,T95,Roberto Castro,92,4.68,754,161
95,T95,T95,K.J. Choi,71,4.68,552,118
96,T95,T95,Tim Clark,60,4.68,360,77
97,T95,T95,Freddie Jacobson,61,4.68,412,88
98,T95,T95,John Merrick,83,4.68,534,114
99,T95,T95,Patrick Sheehan,58,4.68,421,90
100,T95,T95,Daniel Summerhays,81,4.68,613,131
101,T102,T102,Tommy Biershenk,74,4.69,619,132
102,T102,T102,Gavin Coles,72,4.69,554,118
103,T102,T102,Ben Curtis,62,4.69,394,84
104,T102,T102,Jason Day,57,4.69,389,83
105,T102,T102,Tim Herron,88,4.69,657,140
106,T102,T102,Hunter Mahan,88,4.69,619,132
107,T102,T102,Louis Oosthuizen,65,4.69,446,95
108,T102,T102,Tom Pernice Jr.,62,4.69,474,101
109,T102,T102,Brandt Snedeker,81,4.69,502,107
110,T102,T102,Mark Wilson,84,4.69,676,144
111,T102,T102,Y.E. Yang,64,4.69,460,98
112,T113,T113,Matt Bettencourt,80,4.7,621,132
113,T113,T113,Miguel Angel Carballo,73,4.7,587,125
114,T113,T113,Bud Cauley,99,4.7,804,171
