,Tenth_Tee_Late_Lowest_Round_RANK THIS WEEK,Tenth_Tee_Late_Lowest_Round_RANK LAST WEEK,Tenth_Tee_Late_Lowest_Round_PLAYER NAME,Tenth_Tee_Late_Lowest_Round_ROUNDS,Tenth_Tee_Late_Lowest_Round_LOW RND
0,1,1,Troy Matteson,100,61
1,T2,T2,Tim Clark,60,62
2,T2,T2,Ben Crane,73,62
3,T2,T2,Marco Dawson,60,62
4,T2,T2,Jeff Maggert,83,62
5,T2,T2,Nick O'Hern,78,62
6,T2,T2,Scott Piercy,95,62
7,T8,T8,Arjun Atwal,79,63
8,T8,T8,Jason Dufner,83,63
9,T8,T8,Jim Furyk,85,63
10,T8,T8,Bobby Gates,87,63
11,T8,T8,Chris Kirk,93,63
12,T8,T8,Danny Lee,74,63
13,T8,T8,William McGirt,96,63
14,T8,T8,Greg Owen,90,63
15,T16,T16,Jonas Blixt,72,64
16,T16,T16,Steven Bowditch,45,64
17,T16,T16,Michael Bradley,63,64
18,T16,T16,Jonathan Byrd,69,64
19,T16,T16,John Daly,50,64
20,T16,T16,Brendon de Jonge,115,64
21,T16,T16,Robert Garrigus,89,64
22,T16,T16,David Mathis,83,64
23,T16,T16,Bryce Molder,83,64
24,T16,T16,Ryan Palmer,81,64
25,T16,T16,John Rollins,81,64
26,T16,T16,Vijay Singh,99,64
27,T16,T16,Brandt Snedeker,81,64
28,T16,T16,Scott Stallings,78,64
29,T16,T16,D.J. Trahan,73,64
30,T16,T16,Boo Weekley,74,64
31,T16,T16,Steve Wheatcroft,56,64
32,T16,T16,Mark Wilson,84,64
33,T34,T34,Blake Adams,107,65
34,T34,T34,Sangmoon Bae,81,65
35,T34,T34,Shane Bertsch,46,65
36,T34,T34,Chad Campbell,84,65
37,T34,T34,Miguel Angel Carballo,73,65
38,T34,T34,Bud Cauley,99,65
39,T34,T34,Daniel Chopra,55,65
40,T34,T34,Gary Christian,91,65
41,T34,T34,Stewart Cink,71,65
42,T34,T34,Gavin Coles,72,65
43,T34,T34,Nicolas Colsaerts,31,65
44,T34,T34,Ben Curtis,62,65
45,T34,T34,Chris DiMarco,83,65
46,T34,T34,Joe Durant,40,65
47,T34,T34,Matt Every,80,65
48,T34,T34,Martin Flores,95,65
49,T34,T34,Tommy Gainey,98,65
50,T34,T34,Brian Gay,91,65
51,T34,T34,Mathew Goggin,65,65
52,T34,T34,Peter Hanson,40,65
53,T34,T34,Brian Harman,101,65
54,T34,T34,Padraig Harrington,67,65
55,T34,T34,David Hearn,95,65
56,T34,T34,J.J. Henry,93,65
57,T34,T34,John Huh,99,65
58,T34,T34,Martin Laird,77,65
59,T34,T34,Spencer Levin,81,65
60,T34,T34,Rocco Mediate,70,65
61,T34,T34,John Merrick,83,65
62,T34,T34,Ryan Moore,89,65
63,T34,T34,Garth Mulroy,59,65
64,T34,T34,Seung-Yul Noh,105,65
65,T34,T34,Louis Oosthuizen,65,65
66,T34,T34,John Peterson,28,65
67,T34,T34,Chez Reavie,83,65
68,T34,T34,Rory Sabbatini,84,65
69,T34,T34,Lee Slattery,10,65
70,T34,T34,Heath Slocum,93,65
71,T34,T34,Vaughn Taylor,81,65
72,T34,T34,Michael Thompson,80,65
73,T34,T34,Bubba Watson,68,65
74,T75,T75,Aaron Baddeley,73,66
75,T75,T75,Ricky Barnes,92,66
76,T75,T75,Cameron Beckman,81,66
77,T75,T75,Matt Bettencourt,80,66
78,T75,T75,Kris Blanks,65,66
79,T75,T75,Jason Bohn,81,66
80,T75,T75,Rafa Cabrera Bello,17,66
81,T75,T75,Will Claxton,99,66
82,T75,T75,Brian Davis,91,66
83,T75,T75,Glen Day,10,66
84,T75,T75,Luke Donald,63,66
85,T75,T75,James Driscoll,83,66
86,T75,T75,Simon Dyson,22,66
87,T75,T75,Harris English,98,66
88,T75,T75,Nathan Green,73,66
89,T75,T75,Tim Herron,88,66
90,T75,T75,Charley Hoffman,88,66
91,T75,T75,Matt Jones,53,66
92,T75,T75,Jerry Kelly,84,66
93,T75,T75,J.J. Killeen,101,66
94,T75,T75,Kevin Kisner,69,66
95,T75,T75,Russell Knox,72,66
96,T75,T75,Jason Kokrak,79,66
97,T75,T75,Richard Lee,71,66
98,T75,T75,Jamie Lovemark,44,66
99,T75,T75,Bill Lunde,83,66
100,T75,T75,Billy Mayfair,90,66
101,T75,T75,George McNeill,85,66
102,T75,T75,Kevin Na,80,66
103,T75,T75,Sean O'Hair,84,66
104,T75,T75,Geoff Ogilvy,73,66
105,T75,T75,Pat Perez,81,66
106,T75,T75,"Ted Potter, Jr.",77,66
107,T75,T75,Patrick Reed,38,66
108,T75,T75,Justin Rose,69,66
109,T75,T75,Kevin Stadler,85,66
110,T75,T75,Kyle Stanley,86,66
111,T75,T75,Chris Stroud,86,66
112,T75,T75,Roland Thatcher,55,66
113,T75,T75,Bo Van Pelt,84,66
114,T75,T75,Camilo Villegas,79,66
115,T75,T75,Johnson Wagner,88,66
116,T75,T75,Jimmy Walker,101,66
117,T75,T75,Charlie Wi,86,66
118,T75,T75,Garrett Willis,43,66
119,T120,T120,Mark Anderson,75,67
120,T120,T120,Woody Austin,19,67
121,T120,T120,Charlie Beljan,61,67
122,T120,T120,Tommy Biershenk,74,67
123,T120,T120,Ángel Cabrera,54,67
124,T120,T120,Alejandro Cañizares,8,67
125,T120,T120,Roberto Castro,92,67
126,T120,T120,Kevin Chappell,91,67
127,T120,T120,Erik Compton,81,67
128,T120,T120,Graham DeLaet,79,67
129,T120,T120,Ken Duke,104,67
130,T120,T120,Scott Dunlap,57,67
131,T120,T120,Bob Estes,78,67
132,T120,T120,Rickie Fowler,84,67
133,T120,T120,Harrison Frazar,56,67
134,T120,T120,Fred Funk,12,67
135,T120,T120,Stephen Gangluff,57,67
136,T120,T120,Retief Goosen,39,67
137,T120,T120,Hunter Haas,69,67
138,T120,T120,J.B. Holmes,90,67
139,T120,T120,Billy Horschel,63,67
140,T120,T120,Charles Howell III,98,67
141,T120,T120,Ryuji Imada,78,67
142,T120,T120,Ryo Ishikawa,54,67
143,T120,T120,Brandt Jobe,57,67
144,T120,T120,Troy Kelly,68,67
145,T120,T120,K.T. Kim,31,67
146,T120,T120,Matt Kuchar,86,67
147,T120,T120,Doug LaBelle II,4,67
148,T120,T120,Jarrod Lyle,26,67
149,T120,T120,Hunter Mahan,88,67
150,T120,T120,John Mallinger,74,67
151,T120,T120,Alex Noren,14,67
152,T120,T120,Jeff Overton,101,67
153,T120,T120,Tim Petrovic,46,67
154,T120,T120,Carl Pettersson,92,67
155,T120,T120,Kyle Reifers,86,67
156,T120,T120,Chris Riley,43,67
157,T120,T120,Alexandre Rocha,62,67
158,T120,T120,Gene Sauers,6,67
159,T120,T120,John Senden,81,67
160,T120,T120,Brendan Steele,77,67
161,T120,T120,Henrik Stenson,51,67
162,T120,T120,Kevin Streelman,89,67
163,T120,T120,Daniel Summerhays,81,67
164,T120,T120,Josh Teater,97,67
165,T120,T120,Kyle Thompson,51,67
166,T120,T120,Brendon Todd,78,67
167,T120,T120,Cameron Tringale,88,67
168,T120,T120,Marc Turnesa,31,67
169,T120,T120,Jhonattan Vegas,77,67
170,T120,T120,Danny Willett,4,67
171,T172,T172,Michael Allen,10,68
172,T172,T172,Robert Allenby,76,68
173,T172,T172,Stephen Ames,54,68
174,T172,T172,Stuart Appleby,75,68
175,T172,T172,Craig Barlow,18,68
176,T172,T172,Notah Begay III,11,68
177,T172,T172,Thomas Bjørn,29,68
178,T172,T172,Paul Casey,20,68
179,T172,T172,Greg Chalmers,88,68
180,T172,T172,Chad Collins,19,68
181,T172,T172,Chris Couch,61,68
182,T172,T172,Ernie Els,80,68
183,T172,T172,Sergio Garcia,57,68
184,T172,T172,Tom Gillis,75,68
185,T172,T172,Jason Gore,17,68
186,T172,T172,Bill Haas,79,68
187,T172,T172,Hunter Hamrick,16,68
188,T172,T172,Billy Hurley III,70,68
189,T172,T172,Trevor Immelman,76,68
190,T172,T172,Lee Janzen,40,68
191,T172,T172,Zach Johnson,95,68
192,T172,T172,Kent Jones,19,68
193,T172,T172,Sung Kang,75,68
194,T172,T172,Robert Karlsson,54,68
195,T172,T172,Bio Kim,2,68
196,T172,T172,Colt Knost,79,68
197,T172,T172,Derek Lamely,64,68
198,T172,T172,Scott Langley,15,68
199,T172,T172,Paul Lawrie,23,68
200,T172,T172,Justin Leonard,79,68
201,T172,T172,Edward Loar,59,68
202,T172,T172,Graeme McDowell,55,68
203,T172,T172,Zack Miller,32,68
204,T172,T172,Tom Pernice Jr.,62,68
205,T172,T172,D.A. Points,88,68
206,T172,T172,Brett Quigley,4,68
207,T172,T172,Fran Quinn,12,68
208,T172,T172,Tyler Rody,2,68
209,T172,T172,Andres Romero,68,68
210,T172,T172,Adam Scott,59,68
211,T172,T172,Patrick Sheehan,58,68
212,T172,T172,Paul Stankowski,25,68
213,T172,T172,Steve Stricker,73,68
214,T172,T172,Kevin Sutherland,13,68
215,T172,T172,David Toms,60,68
216,T172,T172,Nick Watney,97,68
217,T172,T172,Lee Westwood,60,68
218,T172,T172,Gary Woodland,70,68
219,T172,T172,Tiger Woods,69,68
220,T172,T172,Y.E. Yang,64,68
221,T222,T222,Alex Aragon,3,69
222,T222,T222,Eric Axley,8,69
223,T222,T222,Briny Baird,38,69
224,T222,T222,Guy Boros,8,69
225,T222,T222,Scott Brown,65,69
226,T222,T222,Bart Bryant,15,69
227,T222,T222,Alex Cejka,37,69
228,T222,T222,Jamie Donaldson,16,69
229,T222,T222,Robert Gamez,23,69
230,T222,T222,Paul Goydos,16,69
231,T222,T222,Mathias Grönberg,4,69
232,T222,T222,Freddie Jacobson,61,69
233,T222,T222,Miguel Angel Jiménez,21,69
234,T222,T222,Richard Johnson,20,69
