,Back_9_Par_3_Scoring_Average_RANK THIS WEEK,Back_9_Par_3_Scoring_Average_RANK LAST WEEK,Back_9_Par_3_Scoring_Average_PLAYER NAME,Back_9_Par_3_Scoring_Average_ROUNDS,Back_9_Par_3_Scoring_Average_AVG,Back_9_Par_3_Scoring_Average_TOTAL STROKES,Back_9_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Tiger Woods,69,2.95,383,130
1,T2,T2,Billy Horschel,63,2.96,349,118
2,T2,T2,Richard Lee,71,2.96,400,135
3,T4,T4,Brandt Jobe,57,2.97,341,115
4,T4,T4,Rory McIlroy,60,2.97,309,104
5,T4,T4,Adam Scott,59,2.97,333,112
6,T4,T4,Vaughn Taylor,81,2.97,472,159
7,T8,T8,Davis Love III,64,2.98,376,126
8,T8,T8,Louis Oosthuizen,65,2.98,375,126
9,T8,T8,Ryan Palmer,81,2.98,486,163
10,T8,T8,Chris Stroud,86,2.98,515,173
11,T12,T12,Sergio Garcia,57,2.99,341,114
12,T12,T12,Tim Herron,88,2.99,535,179
13,T12,T12,Danny Lee,74,2.99,424,142
14,T12,T12,Kevin Na,80,2.99,472,158
15,T16,T16,Ben Curtis,62,3.0,366,122
16,T16,T16,James Driscoll,83,3.0,510,170
17,T16,T16,Sean O'Hair,84,3.0,498,166
18,T16,T16,Geoff Ogilvy,73,3.0,432,144
19,T16,T16,Kevin Streelman,89,3.0,549,183
20,T16,T16,Roland Thatcher,55,3.0,318,106
21,T22,T22,Keegan Bradley,90,3.01,505,168
22,T22,T22,Roberto Castro,92,3.01,547,182
23,T22,T22,Nathan Green,73,3.01,416,138
24,T22,T22,Troy Matteson,100,3.01,592,197
25,T22,T22,Rocco Mediate,70,3.01,419,139
26,T22,T22,Daniel Summerhays,81,3.01,487,162
27,T22,T22,Jimmy Walker,101,3.01,627,208
28,T29,T29,Michael Bradley,63,3.02,384,127
29,T29,T29,Jonathan Byrd,69,3.02,405,134
30,T29,T29,Greg Chalmers,88,3.02,528,175
31,T29,T29,Brendon de Jonge,115,3.02,707,234
32,T29,T29,Tom Gillis,75,3.02,468,155
33,T29,T29,Kevin Stadler,85,3.02,490,162
34,T35,T35,Marco Dawson,60,3.03,357,118
35,T35,T35,Jason Day,57,3.03,345,114
36,T35,T35,Bob Estes,78,3.03,473,156
37,T35,T35,Harrison Frazar,56,3.03,318,105
38,T35,T35,Brian Harman,101,3.03,624,206
39,T35,T35,Padraig Harrington,67,3.03,382,126
40,T35,T35,J.B. Holmes,90,3.03,522,172
41,T35,T35,Zach Johnson,95,3.03,576,190
42,T35,T35,Tom Pernice Jr.,62,3.03,360,119
43,T35,T35,Webb Simpson,77,3.03,461,152
44,T35,T35,Johnson Wagner,88,3.03,522,172
45,T46,T46,Blake Adams,107,3.04,663,218
46,T46,T46,Will Claxton,99,3.04,614,202
