,First_Tee_Early_Lowest_Round_RANK THIS WEEK,First_Tee_Early_Lowest_Round_RANK LAST WEEK,First_Tee_Early_Lowest_Round_PLAYER NAME,First_Tee_Early_Lowest_Round_ROUNDS,First_Tee_Early_Lowest_Round_LOW RND
0,T1,T1,Brian Harman,101,61
1,T1,T1,Padraig Harrington,67,61
2,T1,T1,Tim Herron,88,61
3,T1,T1,Hunter Mahan,88,61
4,T5,T5,Brendon de Jonge,115,62
5,T5,T5,Troy Kelly,68,62
6,T5,T5,Spencer Levin,81,62
7,T5,T5,Scott Piercy,95,62
8,T5,T5,Kyle Stanley,86,62
9,T5,T5,Jimmy Walker,101,62
10,T5,T5,Tiger Woods,69,62
11,T12,T12,Keegan Bradley,90,63
12,T12,T12,Roberto Castro,92,63
13,T12,T12,Graham DeLaet,79,63
14,T12,T12,David Mathis,83,63
15,T12,T12,Graeme McDowell,55,63
16,T12,T12,Vijay Singh,99,63
17,T12,T12,Scott Stallings,78,63
18,T12,T12,David Toms,60,63
19,T12,T12,Lee Westwood,60,63
20,T21,T21,Blake Adams,107,64
21,T21,T21,Ricky Barnes,92,64
22,T21,T21,Tommy Biershenk,74,64
23,T21,T21,Jonas Blixt,72,64
24,T21,T21,Jason Bohn,81,64
25,T21,T21,Chad Campbell,84,64
26,T21,T21,Greg Chalmers,88,64
27,T21,T21,Will Claxton,99,64
28,T21,T21,Ben Crane,73,64
29,T21,T21,Ken Duke,104,64
30,T21,T21,Harris English,98,64
31,T21,T21,Bob Estes,78,64
32,T21,T21,Jonathan Fly,4,64
33,T21,T21,Robert Garrigus,89,64
34,T21,T21,Tom Gillis,75,64
35,T21,T21,Branden Grace,22,64
36,T21,T21,J.B. Holmes,90,64
37,T21,T21,Billy Horschel,63,64
38,T21,T21,John Huh,99,64
39,T21,T21,Chris Kirk,93,64
40,T21,T21,Kelly Kraft,26,64
41,T21,T21,Justin Leonard,79,64
42,T21,T21,Frank Lickliter II,22,64
43,T21,T21,Edward Loar,59,64
44,T21,T21,Davis Love III,64,64
45,T21,T21,Jamie Lovemark,44,64
46,T21,T21,Jeff Maggert,83,64
47,T21,T21,Phil Mickelson,79,64
48,T21,T21,Jeff Overton,101,64
49,T21,T21,Ryan Palmer,81,64
