,Birdie_or_Better_Percentage_-_125-150_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_125-150_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_125-150_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_125-150_ya_ROUNDS,Birdie_or_Better_Percentage_-_125-150_ya_%,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL HOLES
0,1,1,Scott Dunlap,57,28.17,40,142
1,2,2,Rory McIlroy,60,27.4,40,146
2,3,3,Ken Duke,104,25.61,73,285
3,T4,T4,Jim Furyk,85,25.27,46,182
4,T4,T4,Kevin Na,80,25.27,46,182
5,6,6,Graeme McDowell,55,25.0,26,104
6,7,7,Bo Van Pelt,84,24.88,53,213
7,8,8,Erik Compton,81,24.44,44,180
8,9,9,Lee Westwood,60,24.39,30,123
9,10,10,Gavin Coles,72,24.16,36,149
10,11,11,Brian Gay,91,23.93,56,234
11,12,12,Steve Stricker,73,23.6,42,178
12,13,13,Ben Curtis,62,23.53,32,136
13,14,14,Miguel Angel Carballo,73,23.38,36,154
14,15,15,Robert Garrigus,89,23.37,61,261
15,16,16,Richard Lee,71,22.7,42,185
16,17,17,Kyle Thompson,51,22.56,30,133
17,18,18,Phil Mickelson,79,22.53,41,182
18,19,19,Hunter Haas,69,22.5,36,160
19,20,20,Jonas Blixt,72,22.4,41,183
20,21,21,Carl Pettersson,92,22.39,58,259
21,22,22,Ryan Moore,89,22.31,56,251
22,23,23,Davis Love III,64,22.16,37,167
23,24,24,D.A. Points,88,22.03,52,236
24,25,25,David Toms,60,21.95,27,123
25,26,26,Bob Estes,78,21.83,43,197
26,27,27,Ricky Barnes,92,21.82,60,275
27,28,28,Gary Christian,91,21.59,49,227
28,29,29,Matt Every,80,21.47,41,191
29,30,30,Jason Day,57,21.38,34,159
30,31,31,Roberto Castro,92,21.3,46,216
31,32,32,Robert Karlsson,54,21.19,25,118
32,33,33,Chris Stroud,86,21.15,48,227
33,T34,T34,Daniel Chopra,55,21.13,30,142
34,T34,T34,Webb Simpson,77,21.13,41,194
35,36,36,Tim Clark,60,20.97,26,124
36,T37,T37,Keegan Bradley,90,20.8,52,250
37,T37,T37,Charl Schwartzel,56,20.8,26,125
38,39,39,Aaron Baddeley,73,20.77,27,130
39,40,40,Sangmoon Bae,81,20.73,40,193
40,41,41,Michael Thompson,80,20.71,41,198
41,42,42,Y.E. Yang,64,20.61,34,165
42,T43,T43,Hunter Mahan,88,20.59,35,170
43,T43,T43,Garth Mulroy,59,20.59,28,136
44,45,45,Nick O'Hern,78,20.53,39,190
45,46,46,Zach Johnson,95,20.3,40,197
46,47,47,Heath Slocum,93,20.26,47,232
47,48,48,Cameron Tringale,88,20.09,45,224
48,49,49,Scott Piercy,95,20.07,56,279
49,T50,T50,Chris Couch,61,20.0,34,170
50,T50,T50,Kevin Streelman,89,20.0,49,245
51,T50,T50,Gary Woodland,70,20.0,29,145
52,53,53,George McNeill,85,19.89,37,186
53,54,54,Tommy Gainey,98,19.86,57,287
54,55,55,Freddie Jacobson,61,19.83,24,121
55,56,56,Ryuji Imada,78,19.82,45,227
56,57,57,Harris English,98,19.78,53,268
57,T58,T58,Kris Blanks,65,19.77,34,172
58,T58,T58,"Ted Potter, Jr.",77,19.77,34,172
59,60,60,Nick Watney,97,19.75,47,238
60,61,61,Bryce Molder,83,19.7,39,198
61,62,62,J.J. Henry,93,19.63,42,214
62,T63,T63,Marco Dawson,60,19.59,29,148
63,T63,T63,Chez Reavie,83,19.59,38,194
64,65,65,Tom Pernice Jr.,62,19.57,27,138
65,66,66,Sergio Garcia,57,19.55,26,133
66,67,67,Kevin Chappell,91,19.49,46,236
67,68,68,John Mallinger,74,19.44,35,180
68,69,69,Geoff Ogilvy,73,19.43,34,175
69,70,70,Vaughn Taylor,81,19.42,40,206
70,71,71,Chris DiMarco,83,19.34,41,212
71,72,72,Ryan Palmer,81,19.31,45,233
72,73,73,Pat Perez,81,19.29,38,197
73,74,74,Dustin Johnson,70,19.27,37,192
74,T75,T75,Jason Bohn,81,19.25,41,213
75,T75,T75,Tiger Woods,69,19.25,31,161
76,77,77,Jason Dufner,83,19.09,42,220
77,78,78,Brian Harman,101,19.07,49,257
78,79,79,Boo Weekley,74,19.0,38,200
79,80,80,Bobby Gates,87,18.99,45,237
80,81,81,Adam Scott,59,18.94,25,132
81,82,82,Scott Brown,65,18.93,32,169
82,83,83,Billy Horschel,63,18.9,31,164
83,84,84,Brendon de Jonge,115,18.89,61,323
84,85,85,John Merrick,83,18.86,43,228
85,86,86,Rickie Fowler,84,18.75,36,192
86,87,87,Bill Haas,79,18.68,34,182
87,T88,T88,Arjun Atwal,79,18.66,39,209
88,T88,T88,Seung-Yul Noh,105,18.66,50,268
89,T90,T90,Brian Davis,91,18.64,44,236
90,T90,T90,Mark Wilson,84,18.64,33,177
91,92,92,Jerry Kelly,84,18.61,43,231
92,93,93,Luke Donald,63,18.57,26,140
93,94,94,Jimmy Walker,101,18.55,51,275
94,95,95,K.J. Choi,71,18.52,30,162
95,96,96,Rory Sabbatini,84,18.5,42,227
96,97,97,Greg Chalmers,88,18.48,34,184
97,98,98,Bill Lunde,83,18.43,40,217
98,T99,T99,Stephen Gangluff,57,18.42,28,152
99,T99,T99,Camilo Villegas,79,18.42,42,228
100,101,101,Harrison Frazar,56,18.4,30,163
101,102,102,Derek Lamely,64,18.39,32,174
102,103,103,Henrik Stenson,51,18.25,23,126
103,104,104,Will Claxton,99,18.22,49,269
104,105,105,Brendon Todd,78,18.18,36,198
105,106,106,Bud Cauley,99,18.15,49,270
106,107,107,Alexandre Rocha,62,18.07,30,166
107,108,108,Cameron Beckman,81,18.06,39,216
108,109,109,Brandt Snedeker,81,18.05,37,205
109,110,110,Kyle Reifers,86,18.03,42,233
110,111,111,Stewart Cink,71,18.01,29,161
111,T112,T112,John Daly,50,18.0,18,100
112,T112,T112,Jeff Overton,101,18.0,45,250
113,114,114,Kevin Stadler,85,17.98,41,228
114,115,115,Kyle Stanley,86,17.96,44,245
115,116,116,Chris Kirk,93,17.94,47,262
116,117,117,David Mathis,83,17.93,33,184
117,118,118,Charles Howell III,98,17.92,43,240
118,119,119,Steve Wheatcroft,56,17.91,24,134
119,120,120,Matt Kuchar,86,17.89,34,190
120,121,121,Graham DeLaet,79,17.76,38,214
121,122,122,Kevin Kisner,69,17.75,30,169
122,123,123,Justin Rose,69,17.72,28,158
123,124,124,Billy Hurley III,70,17.65,27,153
124,125,125,James Driscoll,83,17.59,35,199
125,126,126,John Huh,99,17.39,48,276
126,127,127,Ángel Cabrera,54,17.27,19,110
127,T128,T128,Roland Thatcher,55,17.24,25,145
128,T128,T128,Charlie Wi,86,17.24,40,232
129,130,130,Blake Adams,107,17.23,46,267
130,T131,T131,Ben Crane,73,17.22,31,180
131,T131,T131,Colt Knost,79,17.22,36,209
132,133,133,Chad Campbell,84,17.17,40,233
133,134,134,Martin Laird,77,17.07,28,164
134,135,135,Marc Leishman,84,17.04,38,223
135,136,136,Rocco Mediate,70,16.98,27,159
136,137,137,Ian Poulter,57,16.95,20,118
137,138,138,Matt Bettencourt,80,16.93,32,189
138,139,139,Johnson Wagner,88,16.89,37,219
139,140,140,Bubba Watson,68,16.88,26,154
140,141,141,John Senden,81,16.85,31,184
141,142,142,Robert Allenby,76,16.83,34,202
142,143,143,Jonathan Byrd,69,16.77,27,161
143,144,144,Tommy Biershenk,74,16.76,31,185
144,T145,T145,Martin Flores,95,16.73,43,257
145,T145,T145,Greg Owen,90,16.73,41,245
146,T147,T147,Mark Anderson,75,16.67,34,204
147,T147,T147,Rod Pampling,88,16.67,36,216
148,T149,T149,Nathan Green,73,16.56,27,163
149,T149,T149,Trevor Immelman,76,16.56,25,151
150,151,151,J.B. Holmes,90,16.54,43,260
151,T152,T152,Ryo Ishikawa,54,16.51,18,109
152,T152,T152,Jason Kokrak,79,16.51,35,212
153,154,154,Justin Leonard,79,16.5,34,206
154,155,155,Danny Lee,74,16.49,31,188
155,156,156,Dicky Pride,62,16.42,22,134
156,157,157,Sean O'Hair,84,16.22,36,222
157,158,158,John Rollins,81,16.02,33,206
158,159,159,Spencer Levin,81,15.98,31,194
159,160,160,Padraig Harrington,67,15.91,21,132
160,161,161,William McGirt,96,15.9,38,239
161,162,162,David Hearn,95,15.86,46,290
