,Par_4_Eagle_Leaders_RANK THIS WEEK,Par_4_Eagle_Leaders_RANK LAST WEEK,Par_4_Eagle_Leaders_PLAYER NAME,Par_4_Eagle_Leaders_ROUNDS,Par_4_Eagle_Leaders_TOTAL,Par_4_Eagle_Leaders_TOTAL PAR 4 HOLES,Par_4_Eagle_Leaders_TOTAL HOLE OUTS
0,1,1,Bill Lunde,83,5,850,3.0
1,2,2,Scott Piercy,95,4,1028,3.0
2,T3,T3,Greg Chalmers,88,3,938,1.0
3,T3,T3,Tim Clark,60,3,664,2.0
4,T3,T3,Brendon de Jonge,115,3,1236,2.0
5,T3,T3,Luke Donald,63,3,660,2.0
6,T3,T3,James Driscoll,83,3,890,2.0
7,T3,T3,Ernie Els,80,3,846,
8,T3,T3,Martin Flores,95,3,1042,2.0
9,T3,T3,Chris Kirk,93,3,969,2.0
10,T3,T3,Davis Love III,64,3,715,1.0
11,T3,T3,Ian Poulter,57,3,604,1.0
12,T3,T3,Vijay Singh,99,3,1079,2.0
13,T3,T3,Vaughn Taylor,81,3,855,3.0
14,T15,T15,Robert Allenby,76,2,830,2.0
15,T15,T15,Arjun Atwal,79,2,821,2.0
16,T15,T15,Jonas Blixt,72,2,776,2.0
17,T15,T15,Keegan Bradley,90,2,970,1.0
18,T15,T15,Chad Campbell,84,2,928,2.0
19,T15,T15,Miguel Angel Carballo,73,2,744,
20,T15,T15,Bud Cauley,99,2,1058,1.0
21,T15,T15,Will Claxton,99,2,1082,1.0
22,T15,T15,Graham DeLaet,79,2,866,2.0
23,T15,T15,Brian Gay,91,2,942,2.0
24,T15,T15,Bill Haas,79,2,840,2.0
25,T15,T15,Tim Herron,88,2,966,1.0
26,T15,T15,Dustin Johnson,70,2,732,2.0
27,T15,T15,Jason Kokrak,79,2,818,
28,T15,T15,David Mathis,83,2,880,2.0
29,T15,T15,John Merrick,83,2,864,1.0
30,T15,T15,Bryce Molder,83,2,845,1.0
31,T15,T15,Ryan Moore,89,2,952,1.0
32,T15,T15,Seung-Yul Noh,105,2,1096,1.0
33,T15,T15,Sean O'Hair,84,2,920,2.0
34,T15,T15,Louis Oosthuizen,65,2,688,2.0
35,T15,T15,Dicky Pride,62,2,630,1.0
36,T15,T15,Kyle Reifers,86,2,918,2.0
37,T15,T15,Steve Stricker,73,2,764,1.0
38,T15,T15,Bo Van Pelt,84,2,896,2.0
39,T15,T15,Gary Woodland,70,2,744,
40,T41,T41,Blake Adams,107,1,1160,
41,T41,T41,Cameron Beckman,81,1,836,1.0
42,T41,T41,Tommy Biershenk,74,1,774,1.0
43,T41,T41,Michael Bradley,63,1,679,1.0
44,T41,T41,Ángel Cabrera,54,1,584,
45,T41,T41,Roberto Castro,92,1,984,1.0
46,T41,T41,Daniel Chopra,55,1,588,1.0
47,T41,T41,Gary Christian,91,1,952,1.0
48,T41,T41,Gavin Coles,72,1,768,1.0
49,T41,T41,Erik Compton,81,1,836,
50,T41,T41,Ben Crane,73,1,768,1.0
51,T41,T41,Brian Davis,91,1,976,
52,T41,T41,Marco Dawson,60,1,616,1.0
53,T41,T41,Chris DiMarco,83,1,872,
54,T41,T41,Jason Dufner,83,1,888,
55,T41,T41,Ken Duke,104,1,1130,1.0
56,T41,T41,Harris English,98,1,1062,1.0
57,T41,T41,Bob Estes,78,1,856,1.0
58,T41,T41,Rickie Fowler,84,1,896,
59,T41,T41,Harrison Frazar,56,1,594,
60,T41,T41,Jim Furyk,85,1,914,1.0
61,T41,T41,Tommy Gainey,98,1,1069,1.0
62,T41,T41,Sergio Garcia,57,1,608,1.0
63,T41,T41,Robert Garrigus,89,1,953,1.0
64,T41,T41,Bobby Gates,87,1,920,1.0
65,T41,T41,Tom Gillis,75,1,797,
66,T41,T41,Hunter Haas,69,1,710,1.0
67,T41,T41,Billy Horschel,63,1,654,
68,T41,T41,Charles Howell III,98,1,1072,
69,T41,T41,John Huh,99,1,1080,1.0
70,T41,T41,Freddie Jacobson,61,1,662,1.0
71,T41,T41,Brandt Jobe,57,1,612,1.0
72,T41,T41,Zach Johnson,95,1,1020,1.0
73,T41,T41,Sung Kang,75,1,788,
74,T41,T41,Robert Karlsson,54,1,566,
75,T41,T41,J.J. Killeen,101,1,1052,1.0
76,T41,T41,Kevin Kisner,69,1,706,
77,T41,T41,Danny Lee,74,1,758,1.0
78,T41,T41,Marc Leishman,84,1,906,1.0
79,T41,T41,Justin Leonard,79,1,811,1.0
80,T41,T41,Spencer Levin,81,1,853,1.0
81,T41,T41,Edward Loar,59,1,630,1.0
82,T41,T41,Jeff Maggert,83,1,910,
83,T41,T41,John Mallinger,74,1,758,1.0
84,T41,T41,Troy Matteson,100,1,1062,1.0
85,T41,T41,Graeme McDowell,55,1,582,1.0
86,T41,T41,Rocco Mediate,70,1,735,
87,T41,T41,Phil Mickelson,79,1,842,1.0
88,T41,T41,Garth Mulroy,59,1,630,
89,T41,T41,Kevin Na,80,1,848,1.0
90,T41,T41,Nick O'Hern,78,1,800,1.0
91,T41,T41,Jeff Overton,101,1,1095,
92,T41,T41,Greg Owen,90,1,988,
93,T41,T41,Chez Reavie,83,1,888,
94,T41,T41,Andres Romero,68,1,688,1.0
95,T41,T41,Justin Rose,69,1,722,1.0
96,T41,T41,Rory Sabbatini,84,1,917,1.0
97,T41,T41,John Senden,81,1,836,
98,T41,T41,Webb Simpson,77,1,822,1.0
99,T41,T41,Scott Stallings,78,1,846,1.0
100,T41,T41,Brendan Steele,77,1,780,1.0
101,T41,T41,Henrik Stenson,51,1,546,1.0
102,T41,T41,Chris Stroud,86,1,935,1.0
103,T41,T41,Daniel Summerhays,81,1,878,
104,T41,T41,Brendon Todd,78,1,804,1.0
105,T41,T41,David Toms,60,1,618,1.0
106,T41,T41,D.J. Trahan,73,1,754,
