,6-10_Final_Round_Performance_RANK THIS WEEK,6-10_Final_Round_Performance_RANK LAST WEEK,6-10_Final_Round_Performance_PLAYER NAME,6-10_Final_Round_Performance_EVENTS,6-10_Final_Round_Performance_% TIMES IMPROVED,6-10_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Ricky Barnes,28,100.0,1.0
1,T1,T1,Bud Cauley,28,100.0,3.0
2,T1,T1,Tim Clark,20,100.0,2.0
3,T1,T1,Jason Day,17,100.0,1.0
4,T1,T1,Luke Donald,17,100.0,4.0
5,T1,T1,Ernie Els,22,100.0,1.0
6,T1,T1,Harris English,27,100.0,1.0
7,T1,T1,Martin Flores,30,100.0,1.0
8,T1,T1,Rickie Fowler,23,100.0,3.0
9,T1,T1,Harrison Frazar,20,100.0,2.0
10,T1,T1,Jim Furyk,24,100.0,1.0
11,T1,T1,Brian Gay,28,100.0,1.0
12,T1,T1,Tom Gillis,23,100.0,1.0
13,T1,T1,Ryuji Imada,28,100.0,1.0
14,T1,T1,Dustin Johnson,19,100.0,1.0
15,T1,T1,Chris Kirk,27,100.0,2.0
16,T1,T1,Martin Laird,22,100.0,1.0
17,T1,T1,Marc Leishman,23,100.0,1.0
18,T1,T1,Troy Matteson,32,100.0,1.0
19,T1,T1,Billy Mayfair,28,100.0,1.0
20,T1,T1,Rory McIlroy,16,100.0,1.0
21,T1,T1,Kevin Na,25,100.0,1.0
22,T1,T1,Tom Pernice Jr.,23,100.0,1.0
23,T1,T1,Carl Pettersson,26,100.0,1.0
24,T1,T1,Ian Poulter,15,100.0,1.0
25,T1,T1,Dicky Pride,19,100.0,1.0
26,T1,T1,John Rollins,26,100.0,1.0
27,T1,T1,Justin Rose,19,100.0,1.0
28,T1,T1,Brandt Snedeker,22,100.0,2.0
29,T1,T1,Kevin Streelman,26,100.0,1.0
30,T1,T1,Daniel Summerhays,26,100.0,1.0
31,T1,T1,Lee Westwood,15,100.0,2.0
32,T33,T33,Jason Dufner,22,66.7,2.0
33,T33,T33,Bill Haas,23,66.7,2.0
34,T33,T33,Justin Leonard,26,66.7,2.0
35,T33,T33,William McGirt,30,66.7,2.0
36,T33,T33,Jeff Overton,29,66.7,2.0
37,T33,T33,Charl Schwartzel,16,66.7,2.0
38,T39,T39,Chad Campbell,27,50.0,1.0
39,T39,T39,Chris DiMarco,29,50.0,1.0
40,T39,T39,Ken Duke,30,50.0,1.0
41,T39,T39,Matt Every,25,50.0,1.0
42,T39,T39,Robert Garrigus,26,50.0,1.0
43,T39,T39,Brian Harman,30,50.0,1.0
44,T39,T39,Charley Hoffman,27,50.0,1.0
45,T39,T39,Colt Knost,29,50.0,1.0
46,T39,T39,John Mallinger,25,50.0,1.0
47,T39,T39,Phil Mickelson,22,50.0,2.0
48,T39,T39,Sean O'Hair,24,50.0,1.0
49,T39,T39,"Ted Potter, Jr.",25,50.0,1.0
50,T39,T39,Andres Romero,22,50.0,1.0
51,T39,T39,Webb Simpson,22,50.0,2.0
52,T39,T39,Kevin Stadler,25,50.0,1.0
53,T39,T39,Chris Stroud,28,50.0,1.0
54,T39,T39,Josh Teater,30,50.0,1.0
55,T39,T39,David Toms,19,50.0,1.0
56,T39,T39,Cameron Tringale,26,50.0,1.0
57,T39,T39,Jimmy Walker,28,50.0,1.0
58,T39,T39,Bubba Watson,19,50.0,1.0
59,T60,T60,Jonas Blixt,21,33.3,1.0
60,T60,T60,Keegan Bradley,25,33.3,1.0
61,T60,T60,J.B. Holmes,25,33.3,1.0
62,T60,T60,Graeme McDowell,16,33.3,1.0
63,T60,T60,Louis Oosthuizen,19,33.3,1.0
64,T60,T60,D.A. Points,29,33.3,1.0
65,T60,T60,Jhonattan Vegas,25,33.3,1.0
66,T60,T60,Johnson Wagner,27,33.3,1.0
67,T60,T60,Charlie Wi,25,33.3,1.0
68,T69,T69,Tommy Gainey,32,25.0,1.0
69,T69,T69,Scott Piercy,28,25.0,1.0
70,T69,T69,Bo Van Pelt,24,25.0,1.0
71,T69,T69,Tiger Woods,19,25.0,1.0
72,T73,T73,Padraig Harrington,18,20.0,1.0
73,T73,T73,Matt Kuchar,22,20.0,1.0
74,75,75,John Senden,22,14.3,1.0
75,T76,T76,Blake Adams,32,0.0,
76,T76,T76,Stephen Ames,20,0.0,
77,T76,T76,Aaron Baddeley,22,0.0,
78,T76,T76,Sangmoon Bae,25,0.0,
79,T76,T76,Jason Bohn,28,0.0,
80,T76,T76,Michael Bradley,23,0.0,
81,T76,T76,Jonathan Byrd,21,0.0,
82,T76,T76,Roberto Castro,27,0.0,
83,T76,T76,Greg Chalmers,25,0.0,
84,T76,T76,Kevin Chappell,29,0.0,
85,T76,T76,Gary Christian,28,0.0,
86,T76,T76,Stewart Cink,22,0.0,
87,T76,T76,Will Claxton,28,0.0,
88,T76,T76,Ben Crane,23,0.0,
89,T76,T76,Ben Curtis,19,0.0,
90,T76,T76,Brian Davis,29,0.0,
91,T76,T76,Brendon de Jonge,31,0.0,
92,T76,T76,Graham DeLaet,23,0.0,
93,T76,T76,Scott Dunlap,20,0.0,
94,T76,T76,Bob Estes,23,0.0,
95,T76,T76,Sergio Garcia,16,0.0,
96,T76,T76,Bobby Gates,29,0.0,
97,T76,T76,Mathew Goggin,23,0.0,
98,T76,T76,David Hearn,28,0.0,
99,T76,T76,Charles Howell III,29,0.0,
100,T76,T76,John Huh,28,0.0,
101,T76,T76,Freddie Jacobson,17,0.0,
102,T76,T76,Zach Johnson,25,0.0,
103,T76,T76,J.J. Killeen,33,0.0,
104,T76,T76,Russell Knox,23,0.0,
105,T76,T76,Danny Lee,26,0.0,
106,T76,T76,Richard Lee,24,0.0,
107,T76,T76,Spencer Levin,26,0.0,
108,T76,T76,Davis Love III,20,0.0,
109,T76,T76,Hunter Mahan,23,0.0,
110,T76,T76,David Mathis,29,0.0,
111,T76,T76,George McNeill,25,0.0,
112,T76,T76,John Merrick,26,0.0,
113,T76,T76,Ryan Moore,24,0.0,
114,T76,T76,Seung-Yul Noh,28,0.0,
115,T76,T76,Geoff Ogilvy,20,0.0,
116,T76,T76,Greg Owen,27,0.0,
117,T76,T76,Ryan Palmer,24,0.0,
118,T76,T76,Pat Perez,23,0.0,
119,T76,T76,Chez Reavie,26,0.0,
120,T76,T76,Kyle Reifers,27,0.0,
121,T76,T76,Rory Sabbatini,29,0.0,
122,T76,T76,Vijay Singh,27,0.0,
123,T76,T76,Heath Slocum,29,0.0,
124,T76,T76,Scott Stallings,27,0.0,
125,T76,T76,Henrik Stenson,15,0.0,
126,T76,T76,Steve Stricker,19,0.0,
127,T76,T76,Roland Thatcher,21,0.0,
128,T76,T76,Boo Weekley,25,0.0,
