,Late_Lowest_Round_RANK THIS WEEK,Late_Lowest_Round_RANK LAST WEEK,Late_Lowest_Round_PLAYER NAME,Late_Lowest_Round_LOW RND
0,1,1,Tommy Gainey,60
1,T2,T2,Troy Matteson,61
2,T2,T2,Ryan Moore,61
3,T2,T2,Charlie Wi,61
4,T5,T5,Bud Cauley,62
5,T5,T5,Tim Clark,62
6,T5,T5,Ben Crane,62
7,T5,T5,Marco Dawson,62
8,T5,T5,J.B. Holmes,62
9,T5,T5,Marc Leishman,62
10,T5,T5,Jeff Maggert,62
11,T5,T5,John Mallinger,62
12,T5,T5,Seung-Yul Noh,62
13,T5,T5,Nick O'Hern,62
14,T5,T5,Scott Piercy,62
15,T5,T5,Mark Wilson,62
16,T17,T17,Arjun Atwal,63
17,T17,T17,John Daly,63
18,T17,T17,Jason Dufner,63
19,T17,T17,Scott Dunlap,63
20,T17,T17,Jim Furyk,63
21,T17,T17,Bobby Gates,63
22,T17,T17,Brian Harman,63
23,T17,T17,John Huh,63
24,T17,T17,Dustin Johnson,63
25,T17,T17,Chris Kirk,63
26,T17,T17,Danny Lee,63
27,T17,T17,William McGirt,63
28,T17,T17,Garth Mulroy,63
29,T17,T17,Louis Oosthuizen,63
30,T17,T17,Greg Owen,63
31,T17,T17,Webb Simpson,63
32,T17,T17,Steve Stricker,63
33,T17,T17,Daniel Summerhays,63
34,T17,T17,David Toms,63
35,T36,T36,Charlie Beljan,64
36,T36,T36,Jonas Blixt,64
37,T36,T36,Steven Bowditch,64
38,T36,T36,Michael Bradley,64
39,T36,T36,Keegan Bradley,64
40,T36,T36,Jonathan Byrd,64
41,T36,T36,Brian Davis,64
42,T36,T36,Brendon de Jonge,64
43,T36,T36,Robert Garrigus,64
44,T36,T36,Tom Gillis,64
45,T36,T36,Luke Guthrie,64
46,T36,T36,Bill Haas,64
47,T36,T36,Billy Hurley III,64
48,T36,T36,Justin Leonard,64
49,T36,T36,David Mathis,64
50,T36,T36,Phil Mickelson,64
51,T36,T36,Bryce Molder,64
52,T36,T36,Kevin Na,64
53,T36,T36,Ryan Palmer,64
54,T36,T36,Rod Pampling,64
55,T36,T36,"Ted Potter, Jr.",64
56,T36,T36,John Rollins,64
57,T36,T36,Vijay Singh,64
58,T36,T36,Brandt Snedeker,64
59,T36,T36,Scott Stallings,64
60,T36,T36,D.J. Trahan,64
61,T36,T36,Camilo Villegas,64
62,T36,T36,Boo Weekley,64
63,T36,T36,Steve Wheatcroft,64
64,T65,T65,Blake Adams,65
65,T65,T65,Robert Allenby,65
66,T65,T65,Sangmoon Bae,65
67,T65,T65,Shane Bertsch,65
68,T65,T65,Scott Brown,65
69,T65,T65,Chad Campbell,65
70,T65,T65,Miguel Angel Carballo,65
71,T65,T65,Alex Cejka,65
72,T65,T65,Kevin Chappell,65
73,T65,T65,K.J. Choi,65
74,T65,T65,Daniel Chopra,65
75,T65,T65,Gary Christian,65
76,T65,T65,Stewart Cink,65
77,T65,T65,Will Claxton,65
78,T65,T65,Gavin Coles,65
79,T65,T65,Nicolas Colsaerts,65
80,T65,T65,Ben Curtis,65
81,T65,T65,Jason Day,65
82,T65,T65,Chris DiMarco,65
83,T65,T65,Ken Duke,65
84,T65,T65,Joe Durant,65
85,T65,T65,Derek Ernst,65
86,T65,T65,Matt Every,65
87,T65,T65,Martin Flores,65
88,T65,T65,Brian Gay,65
89,T65,T65,Mathew Goggin,65
90,T65,T65,Retief Goosen,65
91,T65,T65,Peter Hanson,65
92,T65,T65,Padraig Harrington,65
93,T65,T65,David Hearn,65
94,T65,T65,J.J. Henry,65
95,T65,T65,Freddie Jacobson,65
96,T65,T65,Lee Janzen,65
97,T65,T65,Zach Johnson,65
98,T65,T65,Martin Laird,65
99,T65,T65,Richard Lee,65
100,T65,T65,Spencer Levin,65
101,T65,T65,Jarrod Lyle,65
102,T65,T65,Hunter Mahan,65
103,T65,T65,Rory McIlroy,65
104,T65,T65,Rocco Mediate,65
105,T65,T65,John Merrick,65
106,T65,T65,Pat Perez,65
107,T65,T65,John Peterson,65
108,T65,T65,D.A. Points,65
109,T65,T65,Chez Reavie,65
110,T65,T65,Kyle Reifers,65
111,T65,T65,Rory Sabbatini,65
112,T65,T65,Charl Schwartzel,65
113,T65,T65,John Senden,65
114,T65,T65,Lee Slattery,65
115,T65,T65,Heath Slocum,65
116,T65,T65,Kevin Stadler,65
117,T65,T65,Kyle Stanley,65
118,T65,T65,Brendan Steele,65
119,T65,T65,Henrik Stenson,65
120,T65,T65,Vaughn Taylor,65
121,T65,T65,Josh Teater,65
122,T65,T65,Roland Thatcher,65
123,T65,T65,Michael Thompson,65
124,T65,T65,Cameron Tringale,65
125,T65,T65,Bo Van Pelt,65
126,T65,T65,Johnson Wagner,65
127,T65,T65,Bubba Watson,65
128,T65,T65,Tiger Woods,65
129,T130,T130,Thomas Aiken,66
130,T130,T130,Michael Allen,66
131,T130,T130,Mark Anderson,66
132,T130,T130,Aaron Baddeley,66
133,T130,T130,Ricky Barnes,66
134,T130,T130,Cameron Beckman,66
135,T130,T130,Matt Bettencourt,66
136,T130,T130,Tommy Biershenk,66
137,T130,T130,Kris Blanks,66
138,T130,T130,Jason Bohn,66
139,T130,T130,Rafa Cabrera Bello,66
140,T130,T130,Alejandro Cañizares,66
141,T130,T130,Erik Compton,66
142,T130,T130,Glen Day,66
143,T130,T130,Graham DeLaet,66
144,T130,T130,Luke Donald,66
145,T130,T130,James Driscoll,66
146,T130,T130,Simon Dyson,66
147,T130,T130,Ernie Els,66
148,T130,T130,Harris English,66
149,T130,T130,Rickie Fowler,66
150,T130,T130,Harrison Frazar,66
151,T130,T130,Sergio Garcia,66
152,T130,T130,Andres Gonzales,66
153,T130,T130,Jason Gore,66
154,T130,T130,Nathan Green,66
155,T130,T130,Adam Hadwin,66
156,T130,T130,Tim Herron,66
157,T130,T130,Charley Hoffman,66
158,T130,T130,Billy Horschel,66
159,T130,T130,Charles Howell III,66
160,T130,T130,Brandt Jobe,66
161,T130,T130,Matt Jones,66
162,T130,T130,Jerry Kelly,66
163,T130,T130,Troy Kelly,66
164,T130,T130,J.J. Killeen,66
165,T130,T130,Kevin Kisner,66
166,T130,T130,Colt Knost,66
167,T130,T130,Russell Knox,66
168,T130,T130,Jason Kokrak,66
169,T130,T130,Matt Kuchar,66
170,T130,T130,Tom Lehman,66
171,T130,T130,Davis Love III,66
172,T130,T130,Jamie Lovemark,66
173,T130,T130,Bill Lunde,66
174,T130,T130,Billy Mayfair,66
175,T130,T130,George McNeill,66
176,T130,T130,Sean O'Hair,66
177,T130,T130,Geoff Ogilvy,66
178,T130,T130,Thorbjørn Olesen,66
179,T130,T130,Jeff Overton,66
180,T130,T130,Carl Pettersson,66
181,T130,T130,Dicky Pride,66
182,T130,T130,Michael Putnam,66
183,T130,T130,Patrick Reed,66
184,T130,T130,Alexandre Rocha,66
185,T130,T130,Andres Romero,66
186,T130,T130,Justin Rose,66
187,T130,T130,Adam Scott,66
188,T130,T130,Paul Stankowski,66
189,T130,T130,Chris Stroud,66
190,T130,T130,Brendon Todd,66
191,T130,T130,Duffy Waldorf,66
192,T130,T130,Jimmy Walker,66
