,Back_9_Lowest_Round_RANK THIS WEEK,Back_9_Lowest_Round_RANK LAST WEEK,Back_9_Lowest_Round_PLAYER NAME,Back_9_Lowest_Round_ROUNDS,Back_9_Lowest_Round_LOW RND
0,1,1,Ken Duke,104,28
1,T2,T2,Bud Cauley,99,29
2,T2,T2,Scott Dunlap,57,29
3,T2,T2,Harrison Frazar,56,29
4,T2,T2,Tommy Gainey,98,29
5,T2,T2,Robert Garrigus,89,29
6,T2,T2,Padraig Harrington,67,29
7,T2,T2,Tim Herron,88,29
8,T2,T2,Spencer Levin,81,29
9,T2,T2,Hunter Mahan,88,29
10,T2,T2,Ryan Moore,89,29
11,T2,T2,Kevin Na,80,29
12,T13,T13,Blake Adams,107,30
13,T13,T13,Stephen Ames,54,30
14,T13,T13,Gary Christian,91,30
15,T13,T13,Marco Dawson,60,30
16,T13,T13,Brendon de Jonge,115,30
17,T13,T13,Graham DeLaet,79,30
18,T13,T13,Luke Donald,63,30
19,T13,T13,Harris English,98,30
20,T13,T13,Bob Estes,78,30
21,T13,T13,Martin Flores,95,30
22,T13,T13,Sergio Garcia,57,30
23,T13,T13,Charley Hoffman,88,30
24,T13,T13,Billy Horschel,63,30
25,T13,T13,Zach Johnson,95,30
26,T13,T13,Chris Kirk,93,30
27,T13,T13,Davis Love III,64,30
28,T13,T13,John Mallinger,74,30
29,T13,T13,David Mathis,83,30
30,T13,T13,Rory McIlroy,60,30
31,T13,T13,Phil Mickelson,79,30
32,T13,T13,Bryce Molder,83,30
33,T13,T13,Garth Mulroy,59,30
34,T13,T13,Jeff Overton,101,30
35,T13,T13,Rod Pampling,88,30
36,T13,T13,Scott Piercy,95,30
37,T13,T13,Webb Simpson,77,30
38,T13,T13,Vijay Singh,99,30
39,T13,T13,Brandt Snedeker,81,30
40,T13,T13,Scott Stallings,78,30
41,T13,T13,Kyle Stanley,86,30
42,T13,T13,Steve Stricker,73,30
43,T13,T13,Daniel Summerhays,81,30
44,T13,T13,Roland Thatcher,55,30
45,T13,T13,Bo Van Pelt,84,30
46,T13,T13,Johnson Wagner,88,30
47,T13,T13,Gary Woodland,70,30
48,T49,T49,Aaron Baddeley,73,31
49,T49,T49,Cameron Beckman,81,31
50,T49,T49,Tommy Biershenk,74,31
51,T49,T49,Kris Blanks,65,31
52,T49,T49,Jonas Blixt,72,31
53,T49,T49,Jason Bohn,81,31
54,T49,T49,Michael Bradley,63,31
55,T49,T49,Keegan Bradley,90,31
56,T49,T49,Scott Brown,65,31
57,T49,T49,Chad Campbell,84,31
58,T49,T49,K.J. Choi,71,31
59,T49,T49,Daniel Chopra,55,31
60,T49,T49,Tim Clark,60,31
61,T49,T49,Will Claxton,99,31
62,T49,T49,Chris Couch,61,31
63,T49,T49,Ben Crane,73,31
64,T49,T49,Ben Curtis,62,31
65,T49,T49,John Daly,50,31
66,T49,T49,Brian Davis,91,31
67,T49,T49,Matt Every,80,31
68,T49,T49,Jim Furyk,85,31
69,T49,T49,Brian Gay,91,31
70,T49,T49,Tom Gillis,75,31
71,T49,T49,Mathew Goggin,65,31
72,T49,T49,Nathan Green,73,31
73,T49,T49,Bill Haas,79,31
74,T49,T49,Brian Harman,101,31
75,T49,T49,David Hearn,95,31
76,T49,T49,J.J. Henry,93,31
77,T49,T49,J.B. Holmes,90,31
78,T49,T49,Charles Howell III,98,31
79,T49,T49,John Huh,99,31
80,T49,T49,Ryuji Imada,78,31
81,T49,T49,Brandt Jobe,57,31
82,T49,T49,Kevin Kisner,69,31
83,T49,T49,Russell Knox,72,31
84,T49,T49,Matt Kuchar,86,31
85,T49,T49,Derek Lamely,64,31
86,T49,T49,Richard Lee,71,31
87,T49,T49,Marc Leishman,84,31
88,T49,T49,Justin Leonard,79,31
89,T49,T49,Edward Loar,59,31
90,T49,T49,Jeff Maggert,83,31
91,T49,T49,Troy Matteson,100,31
92,T49,T49,Graeme McDowell,55,31
93,T49,T49,William McGirt,96,31
94,T49,T49,George McNeill,85,31
95,T49,T49,Rocco Mediate,70,31
96,T49,T49,Seung-Yul Noh,105,31
97,T49,T49,Geoff Ogilvy,73,31
98,T49,T49,Louis Oosthuizen,65,31
99,T49,T49,Greg Owen,90,31
100,T49,T49,Ryan Palmer,81,31
101,T49,T49,Pat Perez,81,31
102,T49,T49,Tom Pernice Jr.,62,31
103,T49,T49,Carl Pettersson,92,31
104,T49,T49,"Ted Potter, Jr.",77,31
105,T49,T49,Ian Poulter,57,31
106,T49,T49,Chez Reavie,83,31
107,T49,T49,John Rollins,81,31
108,T49,T49,Andres Romero,68,31
109,T49,T49,Justin Rose,69,31
110,T49,T49,Rory Sabbatini,84,31
111,T49,T49,Charl Schwartzel,56,31
112,T49,T49,John Senden,81,31
113,T49,T49,Heath Slocum,93,31
114,T49,T49,Brendan Steele,77,31
115,T49,T49,Kevin Streelman,89,31
116,T49,T49,Chris Stroud,86,31
117,T49,T49,Josh Teater,97,31
118,T49,T49,Michael Thompson,80,31
119,T49,T49,Brendon Todd,78,31
120,T49,T49,David Toms,60,31
121,T49,T49,D.J. Trahan,73,31
122,T49,T49,Cameron Tringale,88,31
123,T49,T49,Camilo Villegas,79,31
124,T49,T49,Jimmy Walker,101,31
125,T49,T49,Bubba Watson,68,31
126,T49,T49,Boo Weekley,74,31
127,T49,T49,Mark Wilson,84,31
128,T49,T49,Tiger Woods,69,31
129,T130,T130,Robert Allenby,76,32
130,T130,T130,Mark Anderson,75,32
131,T130,T130,Stuart Appleby,75,32
132,T130,T130,Arjun Atwal,79,32
133,T130,T130,Sangmoon Bae,81,32
134,T130,T130,Ricky Barnes,92,32
135,T130,T130,Charlie Beljan,61,32
136,T130,T130,Matt Bettencourt,80,32
137,T130,T130,Jonathan Byrd,69,32
138,T130,T130,Miguel Angel Carballo,73,32
139,T130,T130,Roberto Castro,92,32
140,T130,T130,Greg Chalmers,88,32
141,T130,T130,Kevin Chappell,91,32
142,T130,T130,Gavin Coles,72,32
143,T130,T130,Erik Compton,81,32
144,T130,T130,Jason Day,57,32
145,T130,T130,Chris DiMarco,83,32
146,T130,T130,James Driscoll,83,32
147,T130,T130,Jason Dufner,83,32
148,T130,T130,Ernie Els,80,32
149,T130,T130,Rickie Fowler,84,32
150,T130,T130,Bobby Gates,87,32
151,T130,T130,Billy Hurley III,70,32
152,T130,T130,Trevor Immelman,76,32
153,T130,T130,Ryo Ishikawa,54,32
154,T130,T130,Freddie Jacobson,61,32
155,T130,T130,Dustin Johnson,70,32
156,T130,T130,Matt Jones,53,32
157,T130,T130,Sung Kang,75,32
158,T130,T130,Robert Karlsson,54,32
159,T130,T130,Jerry Kelly,84,32
160,T130,T130,Troy Kelly,68,32
161,T130,T130,J.J. Killeen,101,32
