,25_Final_Round_Performance_RANK THIS WEEK,25_Final_Round_Performance_RANK LAST WEEK,25_Final_Round_Performance_PLAYER NAME,25_Final_Round_Performance_EVENTS,25_Final_Round_Performance_% TIMES IMPROVED,25_Final_Round_Performance_# OF TIMES IMPROVED
60,T54,T54,Webb Simpson,22,66.7,2.0
61,T54,T54,Brandt Snedeker,22,66.7,6.0
62,T54,T54,Kyle Thompson,22,66.7,2.0
63,T54,T54,Jimmy Walker,28,66.7,8.0
64,T54,T54,Nick Watney,26,66.7,8.0
65,T66,T66,David Hearn,28,64.3,9.0
66,T66,T66,John Huh,28,64.3,9.0
67,T68,T68,Martin Flores,30,63.6,7.0
68,T68,T68,Rickie Fowler,23,63.6,7.0
69,T68,T68,Zach Johnson,25,63.6,7.0
70,T68,T68,Chez Reavie,26,63.6,7.0
71,T72,T72,Matt Bettencourt,31,62.5,5.0
72,T72,T72,Brian Davis,29,62.5,5.0
73,T72,T72,Mathew Goggin,23,62.5,5.0
74,T72,T72,Freddie Jacobson,17,62.5,5.0
75,T72,T72,Martin Laird,22,62.5,5.0
76,T72,T72,Danny Lee,26,62.5,5.0
77,T72,T72,John Mallinger,25,62.5,5.0
78,T72,T72,Vaughn Taylor,26,62.5,5.0
79,T80,T80,Blake Adams,32,61.5,8.0
80,T80,T80,Brendon de Jonge,31,61.5,8.0
81,T82,T82,Stewart Cink,22,60.0,6.0
82,T82,T82,Padraig Harrington,18,60.0,3.0
83,T82,T82,Dustin Johnson,19,60.0,3.0
84,T82,T82,Derek Lamely,25,60.0,3.0
85,T82,T82,Davis Love III,20,60.0,3.0
86,T82,T82,Garth Mulroy,20,60.0,6.0
87,T82,T82,Heath Slocum,29,60.0,9.0
88,T82,T82,Michael Thompson,25,60.0,6.0
89,T82,T82,David Toms,19,60.0,3.0
90,T91,T91,Gary Christian,28,58.3,7.0
91,T91,T91,Brian Gay,28,58.3,7.0
92,T91,T91,J.B. Holmes,25,58.3,7.0
93,T91,T91,J.J. Killeen,33,58.3,7.0
94,T95,T95,Charlie Beljan,22,57.1,4.0
95,T95,T95,Jonas Blixt,21,57.1,4.0
96,T95,T95,Chris Couch,21,57.1,4.0
97,T95,T95,Tommy Gainey,32,57.1,4.0
98,T95,T95,Matt Kuchar,22,57.1,4.0
99,T95,T95,Steve Stricker,19,57.1,4.0
100,T95,T95,Chris Stroud,28,57.1,4.0
101,102,102,Rod Pampling,26,56.3,9.0
102,T103,T103,Chad Campbell,27,55.6,5.0
103,T103,T103,Trevor Immelman,24,55.6,5.0
104,T103,T103,Richard Lee,24,55.6,5.0
105,T103,T103,Hunter Mahan,23,55.6,5.0
106,T103,T103,Bryce Molder,25,55.6,5.0
107,T103,T103,Andres Romero,22,55.6,5.0
108,T103,T103,Y.E. Yang,20,55.6,5.0
109,T110,T110,Marc Leishman,23,54.5,6.0
110,T110,T110,Bill Lunde,25,54.5,6.0
111,T110,T110,John Merrick,26,54.5,6.0
112,T113,T113,J.J. Henry,28,53.8,7.0
113,T113,T113,Chris Kirk,27,53.8,7.0
114,T115,T115,Stuart Appleby,24,50.0,4.0
115,T115,T115,Arjun Atwal,27,50.0,4.0
116,T115,T115,Sangmoon Bae,25,50.0,5.0
117,T115,T115,Michael Bradley,23,50.0,3.0
118,T115,T115,Bud Cauley,28,50.0,7.0
119,T115,T115,Greg Chalmers,25,50.0,5.0
120,T115,T115,Daniel Chopra,21,50.0,1.0
121,T115,T115,Gavin Coles,23,50.0,5.0
122,T115,T115,Ben Curtis,19,50.0,2.0
123,T115,T115,Graham DeLaet,23,50.0,5.0
124,T115,T115,Chris DiMarco,29,50.0,4.0
125,T115,T115,Ken Duke,30,50.0,5.0
126,T115,T115,Harrison Frazar,20,50.0,2.0
127,T115,T115,Tom Gillis,23,50.0,5.0
128,T115,T115,Nathan Green,22,50.0,5.0
129,T115,T115,Billy Horschel,17,50.0,4.0
130,T115,T115,Charles Howell III,29,50.0,5.0
131,T115,T115,Billy Hurley III,27,50.0,2.0
132,T115,T115,Ryo Ishikawa,18,50.0,3.0
133,T115,T115,Brandt Jobe,18,50.0,3.0
134,T115,T115,Sung Kang,30,50.0,3.0
135,T115,T115,Jeff Maggert,27,50.0,3.0
136,T115,T115,Graeme McDowell,16,50.0,2.0
137,T115,T115,Rory McIlroy,16,50.0,1.0
138,T115,T115,Phil Mickelson,22,50.0,3.0
139,T115,T115,Nick O'Hern,26,50.0,5.0
140,T115,T115,Ryan Palmer,24,50.0,2.0
141,T115,T115,Adam Scott,16,50.0,3.0
142,T115,T115,Kevin Streelman,26,50.0,5.0
143,T115,T115,Johnson Wagner,27,50.0,4.0
144,T145,T145,Kevin Chappell,29,46.2,6.0
145,T145,T145,Will Claxton,28,46.2,6.0
146,T145,T145,Erik Compton,26,46.2,6.0
147,T145,T145,Harris English,27,46.2,6.0
148,T145,T145,Brian Harman,30,46.2,6.0
149,T150,T150,Miguel Angel Carballo,25,45.5,5.0
150,T150,T150,Tim Herron,27,45.5,5.0
151,T150,T150,Sean O'Hair,24,45.5,5.0
152,T150,T150,Greg Owen,27,45.5,5.0
153,T150,T150,Pat Perez,23,45.5,5.0
154,T150,T150,Brendan Steele,24,45.5,5.0
155,T150,T150,Cameron Tringale,26,45.5,5.0
156,T150,T150,Mark Wilson,25,45.5,5.0
157,T158,T158,Jhonattan Vegas,25,44.4,4.0
158,T158,T158,Camilo Villegas,25,44.4,4.0
159,160,160,Jason Bohn,28,42.9,3.0
160,T161,T161,Scott Dunlap,20,40.0,2.0
161,T161,T161,Ernie Els,22,40.0,4.0
162,T161,T161,Edward Loar,23,40.0,2.0
163,T161,T161,Patrick Sheehan,21,40.0,2.0
164,T161,T161,Roland Thatcher,21,40.0,2.0
165,T161,T161,Brendon Todd,29,40.0,2.0
166,T161,T161,Steve Wheatcroft,22,40.0,2.0
167,T168,T168,Matt Every,25,37.5,3.0
168,T168,T168,Charl Schwartzel,16,37.5,3.0
169,T168,T168,D.J. Trahan,27,37.5,3.0
170,T171,T171,Cameron Beckman,26,36.4,4.0
171,T171,T171,Rocco Mediate,23,36.4,4.0
172,T173,T173,Stephen Ames,20,33.3,1.0
173,T173,T173,Tim Clark,20,33.3,1.0
174,T173,T173,Troy Kelly,23,33.3,3.0
175,T173,T173,Tom Pernice Jr.,23,33.3,2.0
176,T173,T173,Kyle Reifers,27,33.3,4.0
177,T173,T173,Alexandre Rocha,21,33.3,2.0
178,T179,T179,Bobby Gates,29,30.0,3.0
179,T179,T179,Billy Mayfair,28,30.0,3.0
180,T181,T181,Marco Dawson,22,25.0,2.0
181,T181,T181,Justin Leonard,26,25.0,2.0
182,183,183,Jason Kokrak,27,22.2,2.0
183,T184,T184,Matt Jones,19,20.0,1.0
184,T184,T184,"Ted Potter, Jr.",25,20.0,2.0
185,T184,T184,Daniel Summerhays,26,20.0,1.0
186,187,187,Jonathan Byrd,21,16.7,1.0
187,T188,T188,Tommy Biershenk,27,14.3,1.0
188,T188,T188,Ryuji Imada,28,14.3,1.0
189,T190,T190,Stephen Gangluff,23,0.0,
190,T190,T190,Tiger Woods,19,0.0,
