,First_Tee_Late_Round_4_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_4_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_4_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_4_Scoring_Average_AVG,First_Tee_Late_Round_4_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_4_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Robert Allenby,67.0,134,2
1,T1,T1,Mark Anderson,67.0,134,2
2,T3,T3,Troy Kelly,67.5,135,2
3,T3,T3,D.J. Trahan,67.5,135,2
4,T5,T5,Alexandre Rocha,68.0,68,1
5,T5,T5,Brendan Steele,68.0,68,1
6,7,7,David Toms,68.2,341,5
7,T8,T8,Scott Brown,68.5,137,2
8,T8,T8,Luke Donald,68.5,685,10
9,T8,T8,Michael Thompson,68.5,274,4
10,11,11,Bill Lunde,68.67,206,3
11,12,12,Bud Cauley,68.88,551,8
12,13,13,Rory McIlroy,68.9,689,10
13,T14,T14,Matt Bettencourt,69.0,69,1
14,T14,T14,J.J. Henry,69.0,276,4
15,T14,T14,Dicky Pride,69.0,414,6
16,T14,T14,Kyle Thompson,69.0,69,1
17,T14,T14,Mark Wilson,69.0,207,3
18,19,19,Scott Piercy,69.38,555,8
19,20,20,John Merrick,69.4,347,5
20,21,21,Robert Garrigus,69.45,764,11
21,T22,T22,Jason Day,69.5,417,6
22,T22,T22,Chris Kirk,69.5,556,8
23,24,24,Bobby Gates,69.75,279,4
24,25,25,John Huh,69.78,628,9
25,T26,T26,William McGirt,69.88,559,8
26,T26,T26,Lee Westwood,69.88,559,8
27,T28,T28,Aaron Baddeley,70.0,350,5
28,T28,T28,Charlie Beljan,70.0,210,3
29,T28,T28,Chad Campbell,70.0,560,8
30,T28,T28,Troy Matteson,70.0,420,6
31,T28,T28,Seung-Yul Noh,70.0,770,11
32,T28,T28,Nick O'Hern,70.0,140,2
33,T28,T28,Tom Pernice Jr.,70.0,70,1
34,T28,T28,Andres Romero,70.0,210,3
35,T28,T28,Justin Rose,70.0,770,11
36,T28,T28,Steve Wheatcroft,70.0,70,1
37,38,38,Dustin Johnson,70.11,631,9
38,39,39,Jonas Blixt,70.13,561,8
39,40,40,Jim Furyk,70.15,912,13
40,41,41,Davis Love III,70.17,421,6
41,42,42,Carl Pettersson,70.18,772,11
42,T43,T43,Gary Christian,70.2,351,5
43,T43,T43,Rory Sabbatini,70.2,351,5
44,T43,T43,Heath Slocum,70.2,351,5
45,46,46,Jerry Kelly,70.25,281,4
46,T47,T47,Tim Clark,70.29,492,7
47,T47,T47,Ben Crane,70.29,492,7
48,T47,T47,Ben Curtis,70.29,492,7
49,50,50,Jason Kokrak,70.33,211,3
50,51,51,Matt Every,70.38,563,8
51,T52,T52,Ricky Barnes,70.4,352,5
52,T52,T52,Martin Flores,70.4,352,5
53,54,54,Phil Mickelson,70.42,845,12
54,T55,T55,Will Claxton,70.44,634,9
55,T55,T55,Bubba Watson,70.44,634,9
56,T57,T57,K.J. Choi,70.5,282,4
57,T57,T57,Charl Schwartzel,70.5,423,6
58,T57,T57,Roland Thatcher,70.5,141,2
59,60,60,Steve Stricker,70.54,917,13
60,61,61,Bo Van Pelt,70.57,988,14
61,62,62,Padraig Harrington,70.6,706,10
62,T63,T63,Kris Blanks,70.67,212,3
63,T63,T63,Scott Dunlap,70.67,212,3
64,T63,T63,Sung Kang,70.67,212,3
65,T63,T63,Colt Knost,70.67,212,3
66,T63,T63,Boo Weekley,70.67,212,3
67,68,68,Scott Stallings,70.71,495,7
68,T69,T69,Harrison Frazar,70.75,283,4
69,T69,T69,Chris Stroud,70.75,566,8
70,T71,T71,John Rollins,70.78,637,9
71,T71,T71,Kevin Stadler,70.78,637,9
72,T73,T73,Brian Gay,70.8,354,5
73,T73,T73,Billy Mayfair,70.8,354,5
74,T73,T73,Brendon Todd,70.8,354,5
75,T76,T76,John Senden,70.82,779,11
76,T76,T76,Brandt Snedeker,70.82,779,11
77,T78,T78,Roberto Castro,70.83,425,6
78,T78,T78,Charley Hoffman,70.83,425,6
79,T78,T78,Geoff Ogilvy,70.83,425,6
80,T81,T81,Blake Adams,70.86,496,7
81,T81,T81,David Hearn,70.86,496,7
82,T81,T81,D.A. Points,70.86,496,7
83,T81,T81,Adam Scott,70.86,496,7
84,T81,T81,Daniel Summerhays,70.86,496,7
85,T81,T81,Cameron Tringale,70.86,496,7
86,87,87,Ernie Els,70.9,709,10
87,88,88,Keegan Bradley,70.91,780,11
88,T89,T89,Stuart Appleby,71.0,355,5
89,T89,T89,Jason Bohn,71.0,355,5
90,T89,T89,Ángel Cabrera,71.0,142,2
91,T89,T89,Gavin Coles,71.0,284,4
92,T89,T89,Erik Compton,71.0,213,3
93,T89,T89,Ken Duke,71.0,710,10
94,T89,T89,Billy Horschel,71.0,497,7
95,T89,T89,Billy Hurley III,71.0,142,2
96,T89,T89,Ryo Ishikawa,71.0,213,3
97,T89,T89,Brandt Jobe,71.0,213,3
98,T89,T89,Russell Knox,71.0,284,4
99,T89,T89,Justin Leonard,71.0,142,2
100,T89,T89,Rocco Mediate,71.0,213,3
101,T89,T89,Rod Pampling,71.0,71,1
102,T89,T89,Jhonattan Vegas,71.0,213,3
103,T89,T89,Tiger Woods,71.0,781,11
104,105,105,Brendon de Jonge,71.14,996,14
105,106,106,Tim Herron,71.17,427,6
106,T107,T107,Jason Dufner,71.2,1068,15
107,T107,T107,Ian Poulter,71.2,356,5
108,T107,T107,Josh Teater,71.2,356,5
109,110,110,Graham DeLaet,71.29,499,7
110,T111,T111,Trevor Immelman,71.33,428,6
111,T111,T111,Kevin Kisner,71.33,214,3
112,T113,T113,Harris English,71.38,571,8
113,T113,T113,Nick Watney,71.38,571,8
114,115,115,Jimmy Walker,71.4,714,10
115,116,116,Jeff Overton,71.44,643,9
116,T117,T117,Kevin Streelman,71.5,572,8
117,T117,T117,Camilo Villegas,71.5,429,6
118,119,119,Zach Johnson,71.55,787,11
119,120,120,Pat Perez,71.6,716,10
120,T121,T121,Kevin Na,71.63,573,8
121,T121,T121,Louis Oosthuizen,71.63,573,8
122,T123,T123,Arjun Atwal,71.67,215,3
123,T123,T123,John Daly,71.67,215,3
124,T123,T123,James Driscoll,71.67,430,6
125,T123,T123,Bill Haas,71.67,645,9
126,T123,T123,J.J. Killeen,71.67,215,3
127,T123,T123,John Mallinger,71.67,430,6
128,T123,T123,David Mathis,71.67,430,6
129,T123,T123,"Ted Potter, Jr.",71.67,215,3
130,T131,T131,Matt Kuchar,71.69,932,13
131,T131,T131,Ryan Moore,71.69,932,13
132,133,133,Charles Howell III,71.7,717,10
133,T134,T134,Sean O'Hair,71.71,502,7
134,T134,T134,Webb Simpson,71.71,1004,14
135,136,136,Kevin Chappell,71.75,287,4
136,T137,T137,Nathan Green,71.8,359,5
137,T137,T137,Vaughn Taylor,71.8,359,5
138,139,139,Jonathan Byrd,71.82,790,11
139,140,140,Greg Owen,71.83,431,6
140,T141,T141,J.B. Holmes,71.88,575,8
141,T141,T141,Martin Laird,71.88,575,8
142,T141,T141,Marc Leishman,71.88,575,8
143,144,144,Johnson Wagner,71.9,719,10
144,T145,T145,Stephen Ames,72.0,288,4
145,T145,T145,Daniel Chopra,72.0,288,4
146,T145,T145,Tom Gillis,72.0,504,7
147,T145,T145,Mathew Goggin,72.0,72,1
148,T145,T145,Robert Karlsson,72.0,72,1
