,Tenth_Tee_Late_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_1_Scoring_Average_AVG,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Luke Donald,66.0,66,1
1,T1,T1,Jim Furyk,66.0,198,3
2,3,3,Justin Rose,67.0,67,1
3,4,4,Chris Kirk,67.75,271,4
4,T5,T5,Cameron Beckman,68.0,136,2
5,T5,T5,Rickie Fowler,68.0,136,2
6,T5,T5,Ryan Moore,68.0,272,4
7,T5,T5,Steve Stricker,68.0,68,1
8,T5,T5,Lee Westwood,68.0,68,1
9,T5,T5,Gary Woodland,68.0,68,1
10,T5,T5,Tiger Woods,68.0,68,1
11,12,12,Troy Matteson,68.17,409,6
12,T13,T13,Blake Adams,68.5,411,6
13,T13,T13,Brendon de Jonge,68.5,548,8
14,T13,T13,Nick Watney,68.5,137,2
15,16,16,Jason Dufner,68.67,206,3
16,17,17,Danny Lee,68.83,413,6
17,18,18,Vijay Singh,68.86,482,7
18,T19,T19,Matt Kuchar,69.0,69,1
19,T19,T19,Brandt Snedeker,69.0,69,1
20,21,21,Jonas Blixt,69.2,346,5
21,T22,T22,Mathew Goggin,69.33,624,9
22,T22,T22,John Senden,69.33,208,3
23,T22,T22,Kevin Stadler,69.33,208,3
24,T22,T22,Cameron Tringale,69.33,624,9
25,T26,T26,Stuart Appleby,69.5,139,2
26,T26,T26,Roland Thatcher,69.5,417,6
27,T28,T28,Martin Flores,69.6,348,5
28,T28,T28,Nathan Green,69.6,348,5
29,30,30,Y.E. Yang,69.67,209,3
30,31,31,Ryan Palmer,69.71,488,7
31,32,32,Geoff Ogilvy,69.75,279,4
32,T33,T33,Jeff Maggert,69.8,349,5
33,T33,T33,William McGirt,69.8,698,10
