,Late_Round_3_Scoring_Average_RANK THIS WEEK,Late_Round_3_Scoring_Average_RANK LAST WEEK,Late_Round_3_Scoring_Average_PLAYER NAME,Late_Round_3_Scoring_Average_AVG,Late_Round_3_Scoring_Average_TOTAL STROKES,Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Louis Oosthuizen,67.0,402,6
1,2,2,Scott Brown,67.25,269,4
2,3,3,Billy Hurley III,67.33,202,3
3,T4,T4,Stuart Appleby,68.0,272,4
4,T4,T4,Marco Dawson,68.0,68,1
5,T4,T4,Richard Lee,68.0,204,3
6,T4,T4,Kyle Thompson,68.0,136,2
7,8,8,John Rollins,68.29,478,7
8,9,9,Rory McIlroy,68.4,684,10
9,T10,T10,Webb Simpson,68.55,754,11
10,T10,T10,Brandt Snedeker,68.55,754,11
11,12,12,Davis Love III,68.83,413,6
12,T13,T13,Graham DeLaet,69.0,414,6
13,T13,T13,Ernie Els,69.0,552,8
14,T13,T13,Graeme McDowell,69.0,621,9
15,16,16,Jonas Blixt,69.14,484,7
16,17,17,Heath Slocum,69.2,346,5
17,18,18,John Mallinger,69.25,277,4
18,19,19,Steve Wheatcroft,69.33,208,3
19,20,20,Will Claxton,69.36,763,11
20,T21,T21,Keegan Bradley,69.4,694,10
21,T21,T21,D.J. Trahan,69.4,347,5
22,23,23,Brendon de Jonge,69.45,764,11
23,24,24,John Senden,69.5,834,12
24,25,25,Bubba Watson,69.55,765,11
25,T26,T26,Jason Day,69.6,348,5
26,T26,T26,Justin Leonard,69.6,348,5
27,28,28,Brian Davis,69.64,766,11
28,T29,T29,Ken Duke,69.67,836,12
29,T29,T29,J.J. Henry,69.67,418,6
30,T29,T29,Spencer Levin,69.67,418,6
31,T29,T29,Phil Mickelson,69.67,627,9
32,33,33,Rickie Fowler,69.71,488,7
33,34,34,Zach Johnson,69.77,907,13
34,35,35,Sean O'Hair,69.78,628,9
35,36,36,Matt Jones,69.83,419,6
36,T37,T37,Tim Herron,69.86,489,7
37,T37,T37,Jhonattan Vegas,69.86,489,7
38,39,39,Johnson Wagner,69.88,559,8
39,40,40,Bo Van Pelt,69.93,979,14
40,T41,T41,Stephen Ames,70.0,280,4
41,T41,T41,Tim Clark,70.0,560,8
42,T41,T41,Bill Haas,70.0,700,10
43,T41,T41,Danny Lee,70.0,420,6
44,T41,T41,Jeff Overton,70.0,910,13
45,T41,T41,Chez Reavie,70.0,280,4
