,Early_Round_3_Scoring_Average_RANK THIS WEEK,Early_Round_3_Scoring_Average_RANK LAST WEEK,Early_Round_3_Scoring_Average_PLAYER NAME,Early_Round_3_Scoring_Average_AVG,Early_Round_3_Scoring_Average_TOTAL STROKES,Early_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Ryan Palmer,67.0,603,9
1,2,2,Scott Dunlap,68.0,340,5
2,3,3,Billy Horschel,68.11,613,9
3,4,4,Jonas Blixt,68.44,616,9
4,5,5,Bubba Watson,68.5,274,4
5,6,6,Phil Mickelson,68.78,619,9
6,7,7,D.A. Points,68.83,413,6
7,8,8,Johnson Wagner,68.89,620,9
8,T9,T9,Ángel Cabrera,69.0,345,5
9,T9,T9,Daniel Chopra,69.0,207,3
10,T9,T9,Matt Kuchar,69.0,483,7
11,T9,T9,Jeff Overton,69.0,621,9
12,T9,T9,Rory Sabbatini,69.0,621,9
13,T14,T14,Martin Laird,69.17,415,6
14,T14,T14,Tom Pernice Jr.,69.17,415,6
15,16,16,Tiger Woods,69.2,346,5
16,17,17,Vijay Singh,69.27,762,11
17,18,18,Chris Stroud,69.29,485,7
18,19,19,Bryce Molder,69.3,693,10
19,20,20,Nick Watney,69.36,763,11
20,T21,T21,Ben Curtis,69.5,278,4
21,T21,T21,Bob Estes,69.5,556,8
22,T21,T21,Sergio Garcia,69.5,278,4
23,T21,T21,Derek Lamely,69.5,278,4
24,T21,T21,Greg Owen,69.5,556,8
25,T21,T21,Brendon Todd,69.5,417,6
26,T21,T21,Y.E. Yang,69.5,417,6
27,28,28,Dicky Pride,69.6,348,5
28,T29,T29,David Mathis,69.63,557,8
29,T29,T29,Jimmy Walker,69.63,557,8
30,T31,T31,Tim Clark,69.67,209,3
31,T31,T31,Webb Simpson,69.67,418,6
32,T31,T31,Henrik Stenson,69.67,209,3
33,T31,T31,Josh Teater,69.67,836,12
34,T31,T31,Roland Thatcher,69.67,209,3
35,T36,T36,Bill Haas,69.71,488,7
36,T36,T36,Carl Pettersson,69.71,488,7
37,38,38,Louis Oosthuizen,69.75,558,8
38,39,39,Roberto Castro,69.77,907,13
39,T40,T40,Jim Furyk,69.78,628,9
40,T40,T40,William McGirt,69.78,628,9
41,42,42,Garth Mulroy,69.8,349,5
42,T43,T43,Blake Adams,70.0,770,11
43,T43,T43,Dustin Johnson,70.0,560,8
44,T43,T43,Troy Kelly,70.0,350,5
45,T43,T43,Ian Poulter,70.0,280,4
46,T43,T43,Adam Scott,70.0,350,5
47,T43,T43,Kevin Streelman,70.0,490,7
48,T43,T43,D.J. Trahan,70.0,420,6
49,50,50,Brian Harman,70.08,911,13
50,51,51,Tim Herron,70.09,771,11
51,52,52,Kyle Reifers,70.1,701,10
52,53,53,Greg Chalmers,70.14,491,7
53,T54,T54,Jason Bohn,70.17,421,6
54,T54,T54,Bill Lunde,70.17,842,12
55,T54,T54,Lee Westwood,70.17,421,6
56,57,57,Sean O'Hair,70.2,702,10
57,T58,T58,Stuart Appleby,70.22,632,9
58,T58,T58,Nathan Green,70.22,632,9
59,T60,T60,Brian Gay,70.25,562,8
60,T60,T60,Scott Stallings,70.25,562,8
61,T62,T62,Jonathan Byrd,70.33,422,6
