,Front_9_Par_5_Scoring_Average_RANK THIS WEEK,Front_9_Par_5_Scoring_Average_RANK LAST WEEK,Front_9_Par_5_Scoring_Average_PLAYER NAME,Front_9_Par_5_Scoring_Average_ROUNDS,Front_9_Par_5_Scoring_Average_AVG,Front_9_Par_5_Scoring_Average_TOTAL STROKES,Front_9_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Tiger Woods,69,4.43,465,105
1,T2,T2,Keegan Bradley,90,4.44,551,124
2,T2,T2,Luke Donald,63,4.44,462,104
3,4,4,Sergio Garcia,57,4.46,366,82
4,T5,T5,Charles Howell III,98,4.47,653,146
5,T5,T5,John Senden,81,4.47,536,120
6,7,7,Jonas Blixt,72,4.48,502,112
7,T8,T8,Stuart Appleby,75,4.5,464,103
8,T8,T8,Adam Scott,59,4.5,405,90
9,10,10,Ryo Ishikawa,54,4.51,334,74
10,11,11,Henrik Stenson,51,4.52,393,87
11,T12,T12,Jeff Overton,101,4.53,675,149
12,T12,T12,Rod Pampling,88,4.53,539,119
13,T14,T14,Jonathan Byrd,69,4.54,445,98
14,T14,T14,Padraig Harrington,67,4.54,422,93
15,T14,T14,Phil Mickelson,79,4.54,558,123
16,T14,T14,Geoff Ogilvy,73,4.54,567,125
17,T14,T14,Webb Simpson,77,4.54,527,116
18,T14,T14,Josh Teater,97,4.54,659,145
19,T14,T14,Bo Van Pelt,84,4.54,581,128
20,T14,T14,Bubba Watson,68,4.54,472,104
21,T22,T22,Ben Crane,73,4.55,537,118
22,T22,T22,Bobby Gates,87,4.55,555,122
23,T22,T22,Dustin Johnson,70,4.55,441,97
24,T22,T22,Russell Knox,72,4.55,441,97
25,T22,T22,Carl Pettersson,92,4.55,592,130
26,T22,T22,Scott Stallings,78,4.55,550,121
27,T22,T22,Jhonattan Vegas,77,4.55,519,114
28,T29,T29,Kevin Chappell,91,4.56,566,124
29,T29,T29,Jason Day,57,4.56,374,82
30,T29,T29,James Driscoll,83,4.56,588,129
31,T29,T29,Robert Garrigus,89,4.56,648,142
32,T29,T29,Jeff Maggert,83,4.56,524,115
33,T29,T29,Scott Piercy,95,4.56,648,142
34,T29,T29,Kyle Stanley,86,4.56,566,124
35,T36,T36,Cameron Beckman,81,4.57,521,114
36,T36,T36,Ángel Cabrera,54,4.57,347,76
37,T36,T36,Rickie Fowler,84,4.57,590,129
38,T36,T36,Jim Furyk,85,4.57,581,127
39,T36,T36,Brian Harman,101,4.57,717,157
40,T36,T36,Rory McIlroy,60,4.57,384,84
41,T36,T36,Nick Watney,97,4.57,672,147
42,T43,T43,Kris Blanks,65,4.58,449,98
43,T43,T43,Greg Chalmers,88,4.58,641,140
44,T43,T43,Will Claxton,99,4.58,673,147
45,T43,T43,Zach Johnson,95,4.58,646,141
46,T43,T43,Louis Oosthuizen,65,4.58,444,97
47,T43,T43,Brandt Snedeker,81,4.58,549,120
48,T49,T49,Jason Bohn,81,4.59,477,104
49,T49,T49,Gary Christian,91,4.59,588,128
50,T49,T49,Graham DeLaet,79,4.59,537,117
51,T49,T49,Stephen Gangluff,57,4.59,349,76
52,T49,T49,Seung-Yul Noh,105,4.59,725,158
53,T49,T49,John Rollins,81,4.59,537,117
54,T49,T49,Steve Stricker,73,4.59,477,104
55,T49,T49,Michael Thompson,80,4.59,542,118
56,T57,T57,Mathew Goggin,65,4.6,414,90
57,T57,T57,Freddie Jacobson,61,4.6,396,86
58,T57,T57,Garth Mulroy,59,4.6,354,77
59,T57,T57,Greg Owen,90,4.6,621,135
60,T57,T57,Andres Romero,68,4.6,451,98
61,T57,T57,Gary Woodland,70,4.6,474,103
62,T63,T63,Aaron Baddeley,73,4.61,521,113
63,T63,T63,Scott Brown,65,4.61,401,87
64,T63,T63,John Daly,50,4.61,258,56
65,T63,T63,Brendon de Jonge,115,4.61,829,180
66,T63,T63,Billy Horschel,63,4.61,364,79
67,T63,T63,Billy Mayfair,90,4.61,558,121
68,T63,T63,Johnson Wagner,88,4.61,636,138
69,T70,T70,Blake Adams,107,4.62,726,157
70,T70,T70,Tommy Biershenk,74,4.62,485,105
71,T70,T70,Jason Dufner,83,4.62,564,122
72,T70,T70,Matt Kuchar,86,4.62,554,120
73,T70,T70,Richard Lee,71,4.62,416,90
74,T70,T70,William McGirt,96,4.62,726,157
75,T70,T70,Kyle Reifers,86,4.62,614,133
76,T70,T70,Heath Slocum,93,4.62,600,130
77,T70,T70,Camilo Villegas,79,4.62,517,112
78,T70,T70,Jimmy Walker,101,4.62,735,159
79,T80,T80,Bill Haas,79,4.63,555,120
