,Tenth_Tee_Early_Lowest_Round_RANK THIS WEEK,Tenth_Tee_Early_Lowest_Round_RANK LAST WEEK,Tenth_Tee_Early_Lowest_Round_PLAYER NAME,Tenth_Tee_Early_Lowest_Round_ROUNDS,Tenth_Tee_Early_Lowest_Round_LOW RND
0,T1,T1,Robert Garrigus,89,61
1,T1,T1,Ryan Moore,89,61
2,T3,T3,Charlie Beljan,61,62
3,T3,T3,Brendon de Jonge,115,62
4,T3,T3,Harris English,98,62
5,T3,T3,Carl Pettersson,92,62
6,T3,T3,Jimmy Walker,101,62
7,T3,T3,Bubba Watson,68,62
8,T9,T9,Bud Cauley,99,63
9,T9,T9,Ben Crane,73,63
10,T9,T9,Matt Every,80,63
11,T9,T9,Sergio Garcia,57,63
12,T9,T9,Retief Goosen,39,63
13,T9,T9,Bill Haas,79,63
14,T9,T9,Billy Horschel,63,63
15,T9,T9,John Huh,99,63
16,T9,T9,Pat Perez,81,63
17,T9,T9,Patrick Reed,38,63
18,T9,T9,Charl Schwartzel,56,63
19,T9,T9,Camilo Villegas,79,63
20,T21,T21,Blake Adams,107,64
21,T21,T21,Sangmoon Bae,81,64
22,T21,T21,Jason Bohn,81,64
23,T21,T21,Roberto Castro,92,64
24,T21,T21,Gary Christian,91,64
25,T21,T21,Jason Day,57,64
26,T21,T21,Graham DeLaet,79,64
27,T21,T21,Chris DiMarco,83,64
28,T21,T21,Jason Dufner,83,64
29,T21,T21,Martin Flores,95,64
30,T21,T21,Brian Harman,101,64
31,T21,T21,J.J. Henry,93,64
32,T21,T21,Brandt Jobe,57,64
33,T21,T21,Zach Johnson,95,64
34,T21,T21,Matt Jones,53,64
35,T21,T21,Martin Kaymer,27,64
36,T21,T21,Russell Knox,72,64
37,T21,T21,Jeff Maggert,83,64
38,T21,T21,William McGirt,96,64
39,T21,T21,Rory McIlroy,60,64
40,T21,T21,Greg Owen,90,64
41,T21,T21,Scott Piercy,95,64
42,T21,T21,"Ted Potter, Jr.",77,64
43,T21,T21,Justin Rose,69,64
44,T21,T21,John Senden,81,64
45,T21,T21,Brandt Snedeker,81,64
46,T21,T21,Josh Teater,97,64
47,T21,T21,Tiger Woods,69,64
48,T49,T49,Stuart Appleby,75,65
49,T49,T49,Cameron Beckman,81,65
50,T49,T49,Jonas Blixt,72,65
51,T49,T49,K.J. Choi,71,65
52,T49,T49,Gavin Coles,72,65
53,T49,T49,Brian Davis,91,65
54,T49,T49,Luke Donald,63,65
55,T49,T49,James Driscoll,83,65
56,T49,T49,Ken Duke,104,65
57,T49,T49,Scott Dunlap,57,65
58,T49,T49,Bob Estes,78,65
59,T49,T49,Rickie Fowler,84,65
60,T49,T49,Tommy Gainey,98,65
61,T49,T49,Tom Gillis,75,65
62,T49,T49,Nathan Green,73,65
63,T49,T49,Luke Guthrie,14,65
64,T49,T49,Tim Herron,88,65
65,T49,T49,Kevin Kisner,69,65
66,T49,T49,Matt Kuchar,86,65
67,T49,T49,Davis Love III,64,65
68,T49,T49,Hunter Mahan,88,65
69,T49,T49,John Mallinger,74,65
70,T49,T49,David Mathis,83,65
71,T49,T49,Billy Mayfair,90,65
72,T49,T49,Phil Mickelson,79,65
73,T49,T49,Louis Oosthuizen,65,65
74,T49,T49,D.A. Points,88,65
75,T49,T49,Kyle Reifers,86,65
76,T49,T49,John Rollins,81,65
77,T49,T49,Andres Romero,68,65
78,T49,T49,Webb Simpson,77,65
79,T49,T49,Henrik Stenson,51,65
80,T49,T49,David Toms,60,65
81,T49,T49,Nick Watney,97,65
82,T83,T83,Arjun Atwal,79,66
83,T83,T83,Tommy Biershenk,74,66
84,T83,T83,Kris Blanks,65,66
85,T83,T83,Guy Boros,8,66
86,T83,T83,Michael Bradley,63,66
87,T83,T83,Joseph Bramlett,4,66
88,T83,T83,Ángel Cabrera,54,66
89,T83,T83,Will Claxton,99,66
90,T83,T83,Chris Couch,61,66
91,T83,T83,Jamie Donaldson,16,66
92,T83,T83,Ernie Els,80,66
93,T83,T83,Tadd Fujikawa,4,66
94,T83,T83,Jim Furyk,85,66
95,T83,T83,Bobby Gates,87,66
