,Back_9_Round_3_Scoring_Average_RANK THIS WEEK,Back_9_Round_3_Scoring_Average_RANK LAST WEEK,Back_9_Round_3_Scoring_Average_PLAYER NAME,Back_9_Round_3_Scoring_Average_AVG,Back_9_Round_3_Scoring_Average_TOTAL STROKES,Back_9_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Rory McIlroy,34.33,412,12
1,2,2,Phil Mickelson,34.39,619,18
2,3,3,Kevin Kisner,34.4,344,10
3,4,4,Billy Horschel,34.5,483,14
4,5,5,Sean O'Hair,34.58,657,19
5,T6,T6,Will Claxton,34.59,761,22
6,T6,T6,Webb Simpson,34.59,588,17
7,8,8,Brandt Snedeker,34.61,623,18
8,T9,T9,Brandt Jobe,34.64,381,11
9,T9,T9,D.J. Trahan,34.64,381,11
10,T11,T11,Louis Oosthuizen,34.71,486,14
11,T11,T11,Ryan Palmer,34.71,590,17
12,T11,T11,Roland Thatcher,34.71,243,7
13,14,14,Tim Herron,34.72,625,18
14,15,15,Roberto Castro,34.74,660,19
15,T16,T16,Jonas Blixt,34.75,556,16
16,T16,T16,Richard Lee,34.75,417,12
17,18,18,Sergio Garcia,34.77,452,13
18,19,19,Brendon de Jonge,34.78,939,27
19,20,20,Ben Curtis,34.83,418,12
20,21,21,Stuart Appleby,34.85,453,13
21,22,22,John Rollins,34.86,488,14
22,T23,T23,Jerry Kelly,34.88,593,17
23,T23,T23,Kyle Reifers,34.88,558,16
24,T25,T25,Charlie Beljan,34.89,314,9
25,T25,T25,Billy Hurley III,34.89,314,9
26,27,27,Jimmy Walker,34.91,803,23
27,28,28,Johnson Wagner,34.94,594,17
28,T29,T29,J.J. Henry,35.0,665,19
29,T29,T29,Graeme McDowell,35.0,420,12
30,T29,T29,D.A. Points,35.0,525,15
31,T29,T29,Dicky Pride,35.0,385,11
32,T29,T29,Rory Sabbatini,35.0,490,14
33,T34,T34,Robert Garrigus,35.05,666,19
34,T34,T34,Jeff Overton,35.05,771,22
