,Top_10_Final_Round_Performance_RANK THIS WEEK,Top_10_Final_Round_Performance_RANK LAST WEEK,Top_10_Final_Round_Performance_PLAYER NAME,Top_10_Final_Round_Performance_EVENTS,Top_10_Final_Round_Performance_% TIMES IMPROVED,Top_10_Final_Round_Performance_# OF TIMES IMPROVED
112,T106,T106,Bo Van Pelt,24,25.0,2.0
113,T114,T114,Brendon de Jonge,31,20.0,1.0
114,T114,T114,Tommy Gainey,32,20.0,1.0
115,T114,T114,Padraig Harrington,18,20.0,1.0
116,T114,T114,Charles Howell III,29,20.0,1.0
117,T114,T114,Vijay Singh,27,20.0,1.0
118,T114,T114,Kevin Stadler,25,20.0,1.0
119,120,120,Will Claxton,28,16.7,1.0
120,T121,T121,Blake Adams,32,0.0,
121,T121,T121,Stephen Ames,20,0.0,
122,T121,T121,Stuart Appleby,24,0.0,
123,T121,T121,Arjun Atwal,27,0.0,
124,T121,T121,Aaron Baddeley,22,0.0,
125,T121,T121,Michael Bradley,23,0.0,
126,T121,T121,Roberto Castro,27,0.0,
127,T121,T121,Greg Chalmers,25,0.0,
128,T121,T121,Kevin Chappell,29,0.0,
129,T121,T121,Daniel Chopra,21,0.0,
130,T121,T121,Gary Christian,28,0.0,
131,T121,T121,Stewart Cink,22,0.0,
132,T121,T121,James Driscoll,27,0.0,
133,T121,T121,Scott Dunlap,20,0.0,
134,T121,T121,Bob Estes,23,0.0,
135,T121,T121,Bobby Gates,29,0.0,
136,T121,T121,Mathew Goggin,23,0.0,
137,T121,T121,David Hearn,28,0.0,
138,T121,T121,Tim Herron,27,0.0,
139,T121,T121,Trevor Immelman,24,0.0,
140,T121,T121,Freddie Jacobson,17,0.0,
141,T121,T121,J.J. Killeen,33,0.0,
142,T121,T121,Kevin Kisner,24,0.0,
143,T121,T121,Russell Knox,23,0.0,
144,T121,T121,Danny Lee,26,0.0,
145,T121,T121,Richard Lee,24,0.0,
146,T121,T121,Bill Lunde,25,0.0,
147,T121,T121,Jeff Maggert,27,0.0,
148,T121,T121,David Mathis,29,0.0,
149,T121,T121,Bryce Molder,25,0.0,
150,T121,T121,Geoff Ogilvy,20,0.0,
151,T121,T121,Greg Owen,27,0.0,
152,T121,T121,Pat Perez,23,0.0,
153,T121,T121,Chez Reavie,26,0.0,
154,T121,T121,Kyle Reifers,27,0.0,
155,T121,T121,Heath Slocum,29,0.0,
156,T121,T121,Vaughn Taylor,26,0.0,
157,T121,T121,Brendon Todd,29,0.0,
158,T121,T121,Camilo Villegas,25,0.0,
159,T121,T121,Boo Weekley,25,0.0,
