,Par_3_Scoring_Average_RANK THIS WEEK,Par_3_Scoring_Average_RANK LAST WEEK,Par_3_Scoring_Average_PLAYER NAME,Par_3_Scoring_Average_ROUNDS,Par_3_Scoring_Average_AVG,Par_3_Scoring_Average_TOTAL STROKES,Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Richard Lee,71,2.97,801,270
1,T2,T2,Keegan Bradley,90,2.99,1041,348
2,T2,T2,Rory McIlroy,60,2.99,646,216
3,T2,T2,Geoff Ogilvy,73,2.99,876,293
4,T2,T2,Ryan Palmer,81,2.99,975,326
5,T6,T6,Jason Day,57,3.0,672,224
6,T6,T6,Brendon de Jonge,115,3.0,1391,464
7,T8,T8,Sean O'Hair,84,3.01,1008,335
8,T8,T8,Justin Rose,69,3.01,831,276
9,T8,T8,Brandt Snedeker,81,3.01,958,318
10,T8,T8,Kevin Streelman,89,3.01,1090,362
11,T8,T8,Steve Stricker,73,3.01,832,276
12,T13,T13,Ben Curtis,62,3.02,749,248
13,T13,T13,Jason Dufner,83,3.02,1009,334
14,T13,T13,Jim Furyk,85,3.02,1031,341
15,T13,T13,Brian Gay,91,3.02,1072,355
16,T13,T13,Brandt Jobe,57,3.02,692,229
17,T13,T13,Zach Johnson,95,3.02,1156,383
18,T13,T13,Jerry Kelly,84,3.02,1031,341
19,T13,T13,Troy Kelly,68,3.02,783,259
20,T13,T13,Rocco Mediate,70,3.02,834,276
21,T13,T13,Kevin Stadler,85,3.02,980,325
22,T13,T13,Chris Stroud,86,3.02,1045,346
23,T13,T13,Tiger Woods,69,3.02,812,269
24,T25,T25,Greg Chalmers,88,3.03,1070,353
25,T25,T25,Gary Christian,91,3.03,1069,353
26,T25,T25,Gavin Coles,72,3.03,855,282
27,T25,T25,James Driscoll,83,3.03,1028,339
28,T25,T25,Bob Estes,78,3.03,961,317
29,T25,T25,Tom Gillis,75,3.03,926,306
30,T25,T25,Padraig Harrington,67,3.03,779,257
31,T25,T25,Tim Herron,88,3.03,1079,356
32,T25,T25,Matt Kuchar,86,3.03,1011,334
33,T25,T25,Phil Mickelson,79,3.03,968,319
34,T25,T25,Adam Scott,59,3.03,703,232
35,T25,T25,Vaughn Taylor,81,3.03,965,318
36,T25,T25,Roland Thatcher,55,3.03,646,213
37,T25,T25,David Toms,60,3.03,709,234
38,T25,T25,Jimmy Walker,101,3.03,1247,411
39,T40,T40,Roberto Castro,92,3.04,1104,363
40,T40,T40,Nathan Green,73,3.04,843,277
41,T40,T40,David Hearn,95,3.04,1164,383
42,T40,T40,Billy Horschel,63,3.04,720,237
43,T40,T40,Danny Lee,74,3.04,860,283
44,T40,T40,Davis Love III,64,3.04,781,257
45,T40,T40,Troy Matteson,100,3.04,1210,398
46,T40,T40,Louis Oosthuizen,65,3.04,777,256
47,T40,T40,Dicky Pride,62,3.04,705,232
48,T40,T40,Andres Romero,68,3.04,791,260
49,T40,T40,Daniel Summerhays,81,3.04,988,325
50,T40,T40,Johnson Wagner,88,3.04,1064,350
51,T52,T52,Robert Allenby,76,3.05,939,308
52,T52,T52,Bud Cauley,99,3.05,1229,403
53,T52,T52,Chris Couch,61,3.05,739,242
54,T52,T52,Chris DiMarco,83,3.05,1008,331
55,T52,T52,Ken Duke,104,3.05,1289,423
56,T52,T52,Rickie Fowler,84,3.05,1016,333
57,T52,T52,Charles Howell III,98,3.05,1200,394
58,T52,T52,John Huh,99,3.05,1217,399
59,T52,T52,Martin Laird,77,3.05,894,293
60,T52,T52,Billy Mayfair,90,3.05,1058,347
61,T52,T52,Seung-Yul Noh,105,3.05,1243,407
62,T52,T52,Jeff Overton,101,3.05,1251,410
63,T52,T52,John Senden,81,3.05,971,318
64,T65,T65,Blake Adams,107,3.06,1324,433
65,T65,T65,Arjun Atwal,79,3.06,935,306
66,T65,T65,Michael Bradley,63,3.06,773,253
67,T65,T65,Chad Campbell,84,3.06,1036,339
68,T65,T65,Brian Davis,91,3.06,1132,370
69,T65,T65,Luke Donald,63,3.06,770,252
70,T65,T65,Harris English,98,3.06,1214,397
71,T65,T65,Sergio Garcia,57,3.06,698,228
72,T65,T65,Derek Lamely,64,3.06,795,260
73,T65,T65,Spencer Levin,81,3.06,976,319
74,T65,T65,Jeff Maggert,83,3.06,1032,337
75,T65,T65,John Mallinger,74,3.06,878,287
76,T65,T65,Bryce Molder,83,3.06,974,318
77,T65,T65,Ryan Moore,89,3.06,1105,361
78,T65,T65,Greg Owen,90,3.06,1116,365
79,T65,T65,Tom Pernice Jr.,62,3.06,722,236
80,T65,T65,Carl Pettersson,92,3.06,1139,372
81,T65,T65,Michael Thompson,80,3.06,998,326
82,T65,T65,Bo Van Pelt,84,3.06,1034,338
83,T84,T84,Ben Crane,73,3.07,877,286
84,T84,T84,Matt Every,80,3.07,993,323
85,T84,T84,Harrison Frazar,56,3.07,653,213
86,T84,T84,Stephen Gangluff,57,3.07,679,221
87,T84,T84,Brian Harman,101,3.07,1256,409
88,T84,T84,J.J. Henry,93,3.07,1113,362
89,T84,T84,Dustin Johnson,70,3.07,829,270
90,T84,T84,Matt Jones,53,3.07,659,215
91,T84,T84,Chris Kirk,93,3.07,1086,354
92,T84,T84,Colt Knost,79,3.07,954,311
93,T84,T84,Jason Kokrak,79,3.07,934,304
94,T84,T84,Hunter Mahan,88,3.07,1010,329
95,T84,T84,George McNeill,85,3.07,1065,347
96,T84,T84,Pat Perez,81,3.07,993,323
97,T84,T84,Ian Poulter,57,3.07,690,225
98,T84,T84,John Rollins,81,3.07,959,312
99,T84,T84,Webb Simpson,77,3.07,932,304
100,T84,T84,Cameron Tringale,88,3.07,1102,359
101,T84,T84,Lee Westwood,60,3.07,663,216
102,T103,T103,Stuart Appleby,75,3.08,888,288
103,T103,T103,Ricky Barnes,92,3.08,1093,355
104,T103,T103,Kris Blanks,65,3.08,819,266
105,T103,T103,Jonathan Byrd,69,3.08,839,272
106,T103,T103,Martin Flores,95,3.08,1178,383
107,T103,T103,Robert Garrigus,89,3.08,1119,363
108,T103,T103,J.B. Holmes,90,3.08,1061,345
109,T103,T103,Trevor Immelman,76,3.08,944,306
110,T103,T103,Bill Lunde,83,3.08,993,322
111,T103,T103,Kevin Na,80,3.08,982,319
112,T103,T103,Rod Pampling,88,3.08,1047,340
113,T103,T103,Charl Schwartzel,56,3.08,672,218
114,T103,T103,Henrik Stenson,51,3.08,628,204
115,T103,T103,Camilo Villegas,79,3.08,961,312
116,T103,T103,Nick Watney,97,3.08,1160,377
117,T118,T118,Cameron Beckman,81,3.09,961,311
118,T118,T118,Jonas Blixt,72,3.09,895,290
119,T118,T118,Will Claxton,99,3.09,1239,401
120,T118,T118,Marco Dawson,60,3.09,726,235
121,T118,T118,Scott Dunlap,57,3.09,658,213
122,T118,T118,Ernie Els,80,3.09,978,316
123,T118,T118,Billy Hurley III,70,3.09,844,273
124,T118,T118,Ryuji Imada,78,3.09,953,308
125,T118,T118,Russell Knox,72,3.09,847,274
126,T118,T118,Scott Piercy,95,3.09,1177,381
127,T118,T118,D.A. Points,88,3.09,1090,353
128,T118,T118,Josh Teater,97,3.09,1165,377
129,T118,T118,Jhonattan Vegas,77,3.09,950,307
130,T131,T131,Charlie Beljan,61,3.1,715,231
131,T131,T131,Jason Bohn,81,3.1,975,315
132,T131,T131,K.J. Choi,71,3.1,868,280
133,T131,T131,Erik Compton,81,3.1,961,310
134,T131,T131,John Daly,50,3.1,582,188
135,T131,T131,Graham DeLaet,79,3.1,988,319
136,T131,T131,Mathew Goggin,65,3.1,787,254
137,T131,T131,Freddie Jacobson,61,3.1,744,240
138,T131,T131,Kevin Kisner,69,3.1,815,263
139,T131,T131,William McGirt,96,3.1,1212,391
140,T131,T131,Garth Mulroy,59,3.1,709,229
141,T131,T131,Nick O'Hern,78,3.1,934,301
142,T131,T131,Kyle Reifers,86,3.1,1089,351
143,T131,T131,Heath Slocum,93,3.1,1113,359
144,T131,T131,Kyle Thompson,51,3.1,614,198
145,T131,T131,D.J. Trahan,73,3.1,869,280
146,T131,T131,Boo Weekley,74,3.1,878,283
147,T131,T131,Charlie Wi,86,3.1,1087,351
148,T149,T149,Bobby Gates,87,3.11,1072,345
149,T149,T149,Robert Karlsson,54,3.11,647,208
150,T149,T149,J.J. Killeen,101,3.11,1219,392
151,T149,T149,David Mathis,83,3.11,1021,328
152,T149,T149,Graeme McDowell,55,3.11,672,216
153,T149,T149,Chez Reavie,83,3.11,1053,339
154,T149,T149,Steve Wheatcroft,56,3.11,649,209
155,T149,T149,Mark Wilson,84,3.11,977,314
156,T149,T149,Gary Woodland,70,3.11,859,276
157,T158,T158,Mark Anderson,75,3.12,913,293
158,T158,T158,Scott Brown,65,3.12,798,256
159,T158,T158,Kevin Chappell,91,3.12,1106,355
160,T158,T158,Ryo Ishikawa,54,3.12,656,210
161,T158,T158,Marc Leishman,84,3.12,1061,340
162,T158,T158,Alexandre Rocha,62,3.12,728,233
163,T158,T158,Rory Sabbatini,84,3.12,1057,339
164,T158,T158,Vijay Singh,99,3.12,1250,401
165,T158,T158,Kyle Stanley,86,3.12,1053,337
166,T158,T158,Y.E. Yang,64,3.12,773,248
167,T168,T168,Stephen Ames,54,3.13,688,220
168,T168,T168,Aaron Baddeley,73,3.13,891,285
169,T168,T168,Sangmoon Bae,81,3.13,985,315
170,T168,T168,Stewart Cink,71,3.13,850,272
171,T168,T168,Tim Clark,60,3.13,758,242
172,T168,T168,Justin Leonard,79,3.13,958,306
173,T168,T168,John Merrick,83,3.13,997,319
174,T168,T168,Bubba Watson,68,3.13,813,260
175,T176,T176,Ángel Cabrera,54,3.14,684,218
176,T176,T176,Tommy Gainey,98,3.14,1245,396
177,T176,T176,Patrick Sheehan,58,3.14,707,225
178,T176,T176,Scott Stallings,78,3.14,976,311
179,T180,T180,Matt Bettencourt,80,3.15,969,308
180,T180,T180,Daniel Chopra,55,3.15,671,213
181,T180,T180,Bill Haas,79,3.15,975,310
182,T183,T183,Tommy Biershenk,74,3.16,919,291
183,T183,T183,Hunter Haas,69,3.16,829,262
184,T183,T183,Charley Hoffman,88,3.16,1130,358
185,T183,T183,Sung Kang,75,3.16,940,297
186,T187,T187,"Ted Potter, Jr.",77,3.17,987,311
187,T187,T187,Brendan Steele,77,3.17,922,291
188,T187,T187,Brendon Todd,78,3.17,954,301
189,190,190,Edward Loar,59,3.18,728,229
190,191,191,Miguel Angel Carballo,73,3.19,890,279
