,Round_2_Scoring_Average_RANK THIS WEEK,Round_2_Scoring_Average_RANK LAST WEEK,Round_2_Scoring_Average_PLAYER NAME,Round_2_Scoring_Average_AVG,Round_2_Scoring_Average_TOTAL STROKES,Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Jason Dufner,68.38,1436,21
1,2,2,Tiger Woods,69.28,1247,18
2,3,3,John Senden,69.38,1457,21
3,4,4,Zach Johnson,69.42,1666,24
4,5,5,Billy Horschel,69.5,1112,16
5,6,6,Camilo Villegas,69.52,1599,23
6,T7,T7,Rocco Mediate,69.57,1461,21
7,T7,T7,Henrik Stenson,69.57,974,14
8,9,9,Ryan Moore,69.58,1670,24
9,T10,T10,Chris Kirk,69.6,1740,25
10,T10,T10,Graeme McDowell,69.6,1044,15
11,12,12,Bobby Gates,69.64,1950,28
12,13,13,Harris English,69.7,1882,27
13,14,14,Brendon de Jonge,69.77,2163,31
14,15,15,Tom Gillis,69.81,1466,21
15,16,16,Bo Van Pelt,69.82,1536,22
16,17,17,Russell Knox,69.86,1537,22
17,18,18,Chad Campbell,69.89,1887,27
18,19,19,Brandt Snedeker,69.9,1468,21
19,20,20,Will Claxton,69.93,1958,28
20,21,21,Justin Rose,69.94,1259,18
21,22,22,Charlie Beljan,69.95,1329,19
22,T23,T23,Jonas Blixt,70.0,1470,21
23,T23,T23,John Huh,70.0,1890,27
24,T23,T23,Adam Scott,70.0,1050,15
25,26,26,Jimmy Walker,70.04,1961,28
26,27,27,Matt Kuchar,70.05,1471,21
27,28,28,Steve Stricker,70.06,1261,18
28,29,29,Roberto Castro,70.12,1823,26
29,30,30,Bob Estes,70.13,1613,23
30,31,31,Phil Mickelson,70.19,1474,21
31,32,32,Scott Dunlap,70.22,1264,18
32,33,33,Boo Weekley,70.23,1545,22
33,34,34,Webb Simpson,70.24,1475,21
34,35,35,Bud Cauley,70.25,1967,28
35,36,36,Sean O'Hair,70.26,1616,23
36,37,37,Vijay Singh,70.27,1827,26
37,38,38,Chris Couch,70.28,1265,18
38,39,39,Jason Kokrak,70.31,1828,26
39,40,40,Robert Garrigus,70.32,1758,25
