,SG_Total_RANK THIS WEEK,SG_Total_RANK LAST WEEK,SG_Total_PLAYER NAME,SG_Total_ROUNDS,SG_Total_AVERAGE,SG_Total_TOTAL SG:T,SG_Total_TOTAL SG:T2G,SG_Total_TOTAL SG:P,SG_Total_MEASURED ROUNDS
26,27,27,Henrik Stenson,51,0.915,38.409,33.989000000000004,4.416,42
27,28,28,Ben Curtis,62,0.9059999999999999,43.485,19.244,24.238000000000003,48
28,29,29,Padraig Harrington,67,0.888,39.939,40.853,-0.9129999999999999,45
29,30,30,Jeff Overton,101,0.883,81.271,54.306999999999995,26.961,92
30,T31,T31,Davis Love III,64,0.867,45.075,41.771,3.299,52
31,T31,T31,Carl Pettersson,92,0.867,69.395,33.897,35.496,80
32,33,33,Scott Piercy,95,0.857,73.686,54.648999999999994,19.034000000000002,86
33,34,34,Ryan Moore,89,0.847,68.627,34.309,34.312,81
34,35,35,Lee Westwood,60,0.784,31.351,45.725,-14.374,40
35,T36,T36,Pat Perez,81,0.763,52.638000000000005,41.626999999999995,11.008,69
36,T36,T36,Vijay Singh,99,0.763,61.778,94.51299999999999,-32.738,81
37,T38,T38,Bud Cauley,99,0.721,65.568,59.608000000000004,5.957000000000001,91
38,T38,T38,Seung-Yul Noh,105,0.721,61.308,49.22,12.085999999999999,85
39,40,40,Geoff Ogilvy,73,0.691,37.991,24.927,13.062999999999999,55
40,41,41,Charles Howell III,98,0.679,52.306999999999995,48.131,4.1739999999999995,77
41,42,42,Ernie Els,80,0.677,44.004,47.284,-3.28,65
42,43,43,Bill Haas,79,0.6679999999999999,40.74,34.43,6.303999999999999,61
43,44,44,Ken Duke,104,0.654,58.876999999999995,27.423000000000002,31.447,90
44,45,45,Greg Chalmers,88,0.642,48.159,10.222000000000001,37.934,75
45,46,46,Matt Every,80,0.613,39.221,33.045,6.172999999999999,64
46,47,47,Brian Davis,91,0.594,46.908,17.691,29.211,79
47,T48,T48,Roberto Castro,92,0.591,44.316,40.729,3.583,75
48,T48,T48,Ben Crane,73,0.591,36.661,9.892999999999999,26.761999999999997,62
49,T50,T50,John Huh,99,0.564,47.964,33.735,14.225999999999999,85
50,T50,T50,Ian Poulter,57,0.564,21.445,17.512999999999998,3.932,38
51,52,52,Martin Laird,77,0.5489999999999999,29.624000000000002,24.266,5.356,54
52,53,53,Jimmy Walker,101,0.547,49.758,10.927,38.829,91
53,54,54,Hunter Mahan,88,0.541,34.632,41.629,-7.0,64
54,55,55,Nick Watney,97,0.536,40.721,42.818999999999996,-2.103,76
55,56,56,Rickie Fowler,84,0.518,34.166,47.503,-13.34,66
56,57,57,Will Claxton,99,0.512,44.053000000000004,58.4,-14.350999999999999,86
57,58,58,Jonathan Byrd,69,0.506,28.340999999999998,13.648,14.686,56
58,59,59,J.B. Holmes,90,0.496,38.650999999999996,43.104,-4.454,78
59,60,60,Kevin Na,80,0.445,28.944000000000003,16.365,12.574000000000002,65
60,61,61,Kevin Stadler,85,0.439,30.744,49.169,-18.428,70
61,62,62,John Rollins,81,0.431,30.634,33.035,-2.404,71
62,63,63,Martin Flores,95,0.419,34.325,-19.508,53.826,82
63,64,64,Billy Horschel,63,0.391,18.772000000000002,22.03,-3.258,48
64,65,65,Johnson Wagner,88,0.385,29.258000000000003,2.967,26.284000000000002,76
65,66,66,Kyle Stanley,86,0.384,26.906999999999996,82.676,-55.77,70
66,67,67,Graeme McDowell,55,0.37200000000000005,14.135,24.838,-10.700999999999999,38
67,68,68,Sean O'Hair,84,0.368,27.945999999999998,49.678999999999995,-21.736,76
68,69,69,Trevor Immelman,76,0.365,20.8,27.741,-6.943,57
69,70,70,Bob Estes,78,0.36200000000000004,23.521,18.739,4.782,65
70,T71,T71,Blake Adams,107,0.35600000000000004,31.339000000000002,10.927,20.406,88
71,T71,T71,Cameron Tringale,88,0.35600000000000004,27.393,19.531,7.855,77
72,73,73,Tom Gillis,75,0.33899999999999997,23.374000000000002,8.431000000000001,14.94,69
73,74,74,Tim Herron,88,0.33399999999999996,25.398000000000003,38.584,-13.187999999999999,76
74,75,75,Graham DeLaet,79,0.322,22.88,42.586000000000006,-19.707,71
75,76,76,Bryce Molder,83,0.321,22.820999999999998,-24.475,47.29,71
76,77,77,Bill Lunde,83,0.305,20.424,36.553000000000004,-16.132,67
77,78,78,Tim Clark,60,0.301,15.048,21.096999999999998,-6.0489999999999995,50
78,79,79,Harris English,98,0.299,25.984,10.744000000000002,15.234000000000002,87
79,80,80,Greg Owen,90,0.298,22.947,55.00899999999999,-32.064,77
80,81,81,D.A. Points,88,0.284,22.74,31.498,-8.759,80
81,T82,T82,Chad Campbell,84,0.28300000000000003,20.641,51.651,-31.015,73
82,T82,T82,Charlie Wi,86,0.28300000000000003,20.680999999999997,0.27899999999999997,20.398,73
83,84,84,Kevin Streelman,89,0.268,20.641,24.779,-4.144,77
84,85,85,Spencer Levin,81,0.262,17.262,-4.532,21.79,66
85,86,86,David Hearn,95,0.261,22.951,-0.057,23.003,88
86,T87,T87,K.J. Choi,71,0.255,14.262,33.538000000000004,-19.278,56
87,T87,T87,J.J. Henry,93,0.255,18.105,21.962,-3.859,71
88,89,89,William McGirt,96,0.253,19.983,-2.306,22.289,79
89,90,90,Chris Kirk,93,0.244,20.737,37.345,-16.611,85
90,91,91,John Mallinger,74,0.218,13.763,19.197,-5.437,63
91,92,92,Marc Leishman,84,0.212,16.087,41.25,-25.169,76
92,93,93,Brian Harman,101,0.19899999999999998,17.538,5.952000000000001,11.582,88
93,T94,T94,John Merrick,83,0.191,13.784,27.705,-13.925,72
94,T94,T94,David Toms,60,0.191,8.397,14.579,-6.185,44
95,T96,T96,Russell Knox,72,0.179,10.011000000000001,9.998,0.011000000000000001,56
96,T96,T96,Richard Lee,71,0.179,10.206,-0.573,10.775,57
97,98,98,Gary Christian,91,0.149,11.173,16.949,-5.779,75
98,99,99,Brian Gay,91,0.14800000000000002,11.513,-43.379,54.888000000000005,78
99,100,100,Aaron Baddeley,73,0.14300000000000002,7.865,-25.339000000000002,33.196999999999996,55
100,101,101,Josh Teater,97,0.128,10.635,28.02,-17.387999999999998,83
101,102,102,Daniel Summerhays,81,0.126,8.533999999999999,12.133,-3.6,68
102,103,103,Chris Couch,61,0.125,6.734,2.2359999999999998,4.4910000000000005,54
103,104,104,Chris Stroud,86,0.121,9.106,2.984,6.117000000000001,75
104,105,105,Freddie Jacobson,61,0.109,4.812,11.194,-6.3839999999999995,44
105,106,106,Michael Thompson,80,0.106,6.88,-16.223,23.096999999999998,65
106,107,107,Charley Hoffman,88,0.087,6.606,43.107,-36.504,76
107,108,108,Kyle Reifers,86,0.057999999999999996,4.325,2.7769999999999997,1.544,74
108,109,109,Brandt Jobe,57,0.053,2.391,-9.167,11.552999999999999,45
109,110,110,Danny Lee,74,0.037000000000000005,2.188,-0.18100000000000002,2.366,59
110,T111,T111,Jeff Maggert,83,0.03,2.37,12.299000000000001,-9.933,78
111,T111,T111,Vaughn Taylor,81,0.03,1.8880000000000001,-0.076,1.9609999999999999,64
112,113,113,George McNeill,85,0.013000000000000001,0.89,-16.014,16.899,71
113,114,114,Rory Sabbatini,84,-0.013999999999999999,-0.998,25.6,-26.604,72
114,115,115,Rod Pampling,88,-0.02,-1.375,9.189,-10.57,69
115,116,116,Garth Mulroy,59,-0.031,-1.42,-1.8730000000000002,0.45,46
116,117,117,Heath Slocum,93,-0.035,-2.654,38.876999999999995,-41.536,75
117,118,118,Ryo Ishikawa,54,-0.038,-1.403,-8.655,7.249,37
118,119,119,Chez Reavie,83,-0.045,-2.9810000000000003,10.587,-13.57,66
119,120,120,Troy Matteson,100,-0.051,-4.211,-15.519,11.302999999999999,83
120,121,121,James Driscoll,83,-0.059000000000000004,-4.132,-34.501,30.362,70
121,122,122,Kris Blanks,65,-0.061,-3.6689999999999996,32.797,-36.469,60
122,123,123,Jerry Kelly,84,-0.067,-4.88,0.711,-5.595,73
123,124,124,Billy Mayfair,90,-0.077,-5.985,10.001,-15.991,78
124,125,125,Kevin Chappell,91,-0.081,-5.827999999999999,13.020999999999999,-18.857,72
125,126,126,Boo Weekley,74,-0.08199999999999999,-4.76,56.419,-61.185,58
126,127,127,Dicky Pride,62,-0.09,-4.433,-10.824000000000002,6.391,49
127,128,128,Nathan Green,73,-0.1,-5.689,-19.855,14.162,57
128,129,129,David Mathis,83,-0.105,-7.266,-30.596999999999998,23.324,69
129,130,130,Rocco Mediate,70,-0.10800000000000001,-6.276,-5.575,-0.7020000000000001,58
130,131,131,Hunter Haas,69,-0.109,-5.654,-6.229,0.5710000000000001,52
131,132,132,Stuart Appleby,75,-0.128,-8.352,-18.346,9.991,65
132,133,133,Kevin Kisner,69,-0.139,-7.371,-23.426,16.053,53
133,134,134,Y.E. Yang,64,-0.146,-7.021,-31.807,24.781,48
134,135,135,Camilo Villegas,79,-0.174,-12.665999999999999,12.397,-25.07,73
135,136,136,Jason Bohn,81,-0.18,-11.912,-9.481,-2.434,66
136,137,137,Ricky Barnes,92,-0.203,-16.636,23.366,-40.006,82
137,138,138,Stewart Cink,71,-0.228,-12.296,-28.541999999999998,16.239,54
138,139,139,Mark Wilson,84,-0.245,-16.692999999999998,-9.746,-6.952000000000001,68
139,140,140,Bobby Gates,87,-0.265,-20.153,-0.22899999999999998,-19.929000000000002,76
140,141,141,Gavin Coles,72,-0.289,-16.496,-50.169,33.67,57
141,142,142,Gary Woodland,70,-0.293,-15.54,10.809000000000001,-26.355999999999998,53
142,143,143,Scott Stallings,78,-0.32299999999999995,-21.982,5.537000000000001,-27.522,68
143,144,144,Mathew Goggin,65,-0.327,-17.965,-4.644,-13.322000000000001,55
144,145,145,Jhonattan Vegas,77,-0.387,-26.7,-24.28,-2.424,69
145,146,146,John Daly,50,-0.406,-15.444,-22.74,7.294,38
146,147,147,Andres Romero,68,-0.409,-22.101999999999997,-10.086,-12.024000000000001,54
147,148,148,Jason Kokrak,79,-0.447,-30.828000000000003,-18.119,-12.709000000000001,69
148,149,149,J.J. Killeen,101,-0.449,-37.702,-28.697,-9.012,84
149,150,150,Ángel Cabrera,54,-0.451,-16.680999999999997,-8.651,-8.033,37
150,151,151,Robert Karlsson,54,-0.469,-19.23,2.532,-21.765,41
151,152,152,Chris DiMarco,83,-0.47700000000000004,-34.338,-26.234,-8.109,72
152,153,153,Charlie Beljan,61,-0.485,-20.87,-2.77,-18.102,43
153,154,154,Nick O'Hern,78,-0.489,-33.225,-6.56,-26.669,68
154,155,155,Steve Wheatcroft,56,-0.506,-21.26,-22.938000000000002,1.675,42
155,T156,T156,Erik Compton,81,-0.517,-33.105,-38.972,5.862,64
156,T156,T156,Tommy Gainey,98,-0.517,-46.535,-56.723,10.183,90
157,T156,T156,Brendan Steele,77,-0.517,-33.082,-25.893,-7.199,64
158,159,159,Harrison Frazar,56,-0.551,-26.471,-27.599,1.124,48
159,160,160,Matt Jones,53,-0.557,-24.506999999999998,-20.528000000000002,-3.98,44
160,161,161,Scott Dunlap,57,-0.6,-27.58,4.073,-31.655,46
161,162,162,Justin Leonard,79,-0.615,-41.831,-19.736,-22.1,68
162,163,163,Robert Allenby,76,-0.626,-41.341,-13.091,-28.255,66
163,164,164,Arjun Atwal,79,-0.66,-43.528999999999996,-29.209,-14.324000000000002,66
164,165,165,Daniel Chopra,55,-0.679,-29.195999999999998,-43.428999999999995,14.231,43
165,166,166,Cameron Beckman,81,-0.6890000000000001,-47.528999999999996,-23.179000000000002,-24.355,69
166,167,167,Troy Kelly,68,-0.6920000000000001,-35.291,-37.821999999999996,2.529,51
167,168,168,D.J. Trahan,73,-0.726,-44.986000000000004,-9.09,-35.900999999999996,62
168,169,169,Scott Brown,65,-0.7709999999999999,-39.312,-15.463,-23.853,51
169,170,170,"Ted Potter, Jr.",77,-0.823,-50.226000000000006,-54.653999999999996,4.427,61
170,171,171,Alexandre Rocha,62,-0.856,-42.782,-31.201999999999998,-11.584000000000001,50
171,172,172,Mark Anderson,75,-0.875,-53.355,-45.263000000000005,-8.095,61
172,173,173,Stephen Ames,54,-0.9059999999999999,-35.336999999999996,-25.404,-9.934,39
173,174,174,Ryuji Imada,78,-0.91,-62.81399999999999,-87.06200000000001,24.241999999999997,69
174,175,175,Michael Bradley,63,-0.9540000000000001,-52.465,-42.095,-10.374,55
175,176,176,Colt Knost,79,-0.981,-65.752,-78.062,12.305,67
176,177,177,Derek Lamely,64,-1.035,-57.966,-93.59100000000001,35.62,56
177,178,178,Sangmoon Bae,81,-1.053,-60.02,-67.312,7.287999999999999,57
178,179,179,Edward Loar,59,-1.1179999999999999,-48.07,-54.291000000000004,6.2170000000000005,43
179,180,180,Tom Pernice Jr.,62,-1.127,-58.57899999999999,-42.068000000000005,-16.512999999999998,52
180,181,181,Roland Thatcher,55,-1.158,-50.946999999999996,-28.328000000000003,-22.622,44
181,182,182,Miguel Angel Carballo,73,-1.17,-66.709,-49.957,-16.753,57
182,183,183,Brendon Todd,78,-1.19,-74.979,-101.87299999999999,26.891,63
183,184,184,Marco Dawson,60,-1.215,-55.876999999999995,-45.092,-10.788,46
184,185,185,Tommy Biershenk,74,-1.227,-71.17699999999999,-84.152,12.972000000000001,58
185,186,186,Patrick Sheehan,58,-1.261,-55.501999999999995,-48.968,-6.535,44
186,187,187,Matt Bettencourt,80,-1.262,-75.718,-63.648999999999994,-12.073,60
187,188,188,Billy Hurley III,70,-1.324,-75.469,-91.197,15.720999999999998,57
188,189,189,Kyle Thompson,51,-1.3980000000000001,-51.739,-6.9910000000000005,-44.748999999999995,37
189,190,190,Sung Kang,75,-1.761,-109.179,-112.322,3.134,62
190,191,191,Stephen Gangluff,57,-1.959,-84.244,-73.809,-10.437000000000001,43
