,Tenth_Tee_Early_Par_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Par_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Par_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Par_4_Scoring_Average_ROUNDS,Tenth_Tee_Early_Par_4_Scoring_Average_AVG,Tenth_Tee_Early_Par_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,John Huh,99,3.81,255,67
1,2,2,Rory McIlroy,60,3.87,457,118
2,3,3,Jason Dufner,83,3.88,551,142
3,4,4,Robert Garrigus,89,3.89,463,119
4,T5,T5,Pat Perez,81,3.92,619,158
5,T5,T5,Webb Simpson,77,3.92,666,170
6,T7,T7,Zach Johnson,95,3.93,767,195
7,T7,T7,Charl Schwartzel,56,3.93,464,118
8,T7,T7,Mark Wilson,84,3.93,354,90
9,T10,T10,Harris English,98,3.94,856,217
10,T10,T10,Kevin Na,80,3.94,414,105
11,T12,T12,Billy Horschel,63,3.95,482,122
12,T12,T12,Freddie Jacobson,61,3.95,304,77
13,T12,T12,Carl Pettersson,92,3.95,505,128
14,T12,T12,Tiger Woods,69,3.95,588,149
15,T16,T16,Mathew Goggin,65,3.96,566,143
16,T16,T16,Bill Haas,79,3.96,543,137
17,T16,T16,Russell Knox,72,3.96,728,184
18,T16,T16,"Ted Potter, Jr.",77,3.96,558,141
19,T16,T16,Steve Stricker,73,3.96,550,139
20,T16,T16,David Toms,60,3.96,432,109
21,T16,T16,Camilo Villegas,79,3.96,900,227
22,T23,T23,Tim Clark,60,3.97,385,97
23,T23,T23,Brian Davis,91,3.97,988,249
24,T23,T23,Phil Mickelson,79,3.97,762,192
25,T23,T23,Ryan Moore,89,3.97,635,160
26,T23,T23,Vijay Singh,99,3.97,611,154
27,T23,T23,Chris Stroud,86,3.97,690,174
28,T29,T29,Jonas Blixt,72,3.98,506,127
29,T29,T29,Roberto Castro,92,3.98,860,216
30,T29,T29,Jason Day,57,3.98,438,110
31,T29,T29,Matt Every,80,3.98,493,124
32,T29,T29,Brandt Jobe,57,3.98,410,103
33,T29,T29,Garth Mulroy,59,3.98,497,125
34,T29,T29,Greg Owen,90,3.98,530,133
35,T29,T29,Ryan Palmer,81,3.98,346,87
36,T29,T29,Jimmy Walker,101,3.98,880,221
37,T38,T38,Luke Donald,63,3.99,459,115
38,T38,T38,Sergio Garcia,57,3.99,379,95
39,T38,T38,David Hearn,95,3.99,906,227
40,T38,T38,J.J. Henry,93,3.99,762,191
41,T38,T38,Heath Slocum,93,3.99,922,231
42,T38,T38,Johnson Wagner,88,3.99,527,132
43,T44,T44,Aaron Baddeley,73,4.0,204,51
44,T44,T44,Ben Curtis,62,4.0,428,107
45,T44,T44,Graham DeLaet,79,4.0,692,173
46,T44,T44,Jerry Kelly,84,4.0,568,142
47,T44,T44,D.A. Points,88,4.0,548,137
48,T44,T44,Ian Poulter,57,4.0,424,106
49,T44,T44,Y.E. Yang,64,4.0,536,134
50,T51,T51,Arjun Atwal,79,4.01,489,122
51,T51,T51,Michael Bradley,63,4.01,521,130
52,T51,T51,Gavin Coles,72,4.01,666,166
53,T51,T51,Scott Dunlap,57,4.01,538,134
54,T51,T51,Jim Furyk,85,4.01,649,162
55,T51,T51,Nathan Green,73,4.01,618,154
56,T51,T51,Bill Lunde,83,4.01,769,192
57,T51,T51,John Mallinger,74,4.01,609,152
58,T51,T51,William McGirt,96,4.01,750,187
59,T51,T51,John Merrick,83,4.01,609,152
60,T51,T51,Bryce Molder,83,4.01,637,159
61,T62,T62,Ben Crane,73,4.02,382,95
62,T62,T62,Brendon de Jonge,115,4.02,845,210
