,Early_Round_4_Scoring_Average_RANK THIS WEEK,Early_Round_4_Scoring_Average_RANK LAST WEEK,Early_Round_4_Scoring_Average_PLAYER NAME,Early_Round_4_Scoring_Average_AVG,Early_Round_4_Scoring_Average_TOTAL STROKES,Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Charlie Beljan,67.33,202,3
1,2,2,Scott Brown,67.5,270,4
2,3,3,Matt Kuchar,68.29,478,7
3,4,4,David Mathis,68.4,342,5
4,5,5,Kevin Na,68.43,479,7
5,6,6,Bubba Watson,68.5,411,6
6,7,7,Tiger Woods,68.75,275,4
7,T8,T8,Justin Rose,68.8,344,5
8,T8,T8,Bo Van Pelt,68.8,344,5
9,10,10,Richard Lee,68.86,482,7
10,11,11,Jerry Kelly,69.09,760,11
11,T12,T12,Mathew Goggin,69.17,415,6
12,T12,T12,Jeff Overton,69.17,830,12
13,14,14,Gary Woodland,69.2,346,5
14,T15,T15,Ben Curtis,69.33,208,3
15,T15,T15,Kevin Stadler,69.33,416,6
16,T17,T17,Jason Day,69.4,347,5
17,T17,T17,Sergio Garcia,69.4,347,5
18,T19,T19,Scott Piercy,69.5,695,10
19,T19,T19,Henrik Stenson,69.5,278,4
20,21,21,Russell Knox,69.57,487,7
21,T22,T22,Derek Lamely,69.67,418,6
22,T22,T22,Danny Lee,69.67,418,6
23,T22,T22,John Rollins,69.67,209,3
24,T22,T22,Patrick Sheehan,69.67,209,3
25,26,26,Hunter Haas,69.71,488,7
26,27,27,Ian Poulter,69.75,558,8
27,T28,T28,K.J. Choi,69.82,768,11
28,T28,T28,Hunter Mahan,69.82,768,11
29,T28,T28,Greg Owen,69.82,768,11
30,31,31,Bryce Molder,69.88,559,8
31,T32,T32,Kris Blanks,70.0,350,5
32,T32,T32,Chris Couch,70.0,420,6
33,T32,T32,John Daly,70.0,280,4
34,T32,T32,J.B. Holmes,70.0,490,7
35,T32,T32,Colt Knost,70.0,350,5
36,T32,T32,Scott Stallings,70.0,350,5
37,T32,T32,Josh Teater,70.0,840,12
38,T32,T32,David Toms,70.0,350,5
39,T40,T40,Gary Christian,70.11,631,9
40,T40,T40,Jeff Maggert,70.11,631,9
41,T42,T42,Matt Bettencourt,70.17,421,6
42,T42,T42,Martin Flores,70.17,842,12
43,44,44,Kyle Stanley,70.22,632,9
44,T45,T45,Roberto Castro,70.25,843,12
45,T45,T45,Kevin Kisner,70.25,281,4
46,T45,T45,Dicky Pride,70.25,281,4
47,48,48,Geoff Ogilvy,70.27,773,11
48,T49,T49,Keegan Bradley,70.33,633,9
49,T49,T49,Edward Loar,70.33,211,3
50,T49,T49,Brandt Snedeker,70.33,422,6
51,52,52,David Hearn,70.36,774,11
52,T53,T53,Chez Reavie,70.4,352,5
53,T53,T53,Chris Stroud,70.4,352,5
54,T55,T55,Bill Haas,70.43,493,7
55,T55,T55,Vaughn Taylor,70.43,493,7
56,T57,T57,Daniel Chopra,70.5,141,2
57,T57,T57,Garth Mulroy,70.5,423,6
58,T57,T57,Charl Schwartzel,70.5,423,6
59,T57,T57,Brendan Steele,70.5,564,8
60,T57,T57,Boo Weekley,70.5,564,8
61,62,62,Bob Estes,70.6,706,10
62,T63,T63,Mark Anderson,70.63,565,8
63,T63,T63,D.A. Points,70.63,565,8
64,65,65,Brendon de Jonge,70.64,777,11
65,T66,T66,Miguel Angel Carballo,70.67,636,9
66,T66,T66,Matt Every,70.67,424,6
67,T66,T66,Brian Gay,70.67,636,9
68,69,69,Blake Adams,70.69,919,13
69,70,70,Bill Lunde,70.78,637,9
70,T71,T71,Ángel Cabrera,70.8,354,5
71,T71,T71,Davis Love III,70.8,354,5
72,T71,T71,Louis Oosthuizen,70.8,354,5
73,74,74,Michael Thompson,70.82,779,11
74,T75,T75,Arjun Atwal,70.83,425,6
75,T75,T75,Chris DiMarco,70.83,425,6
76,T75,T75,Dustin Johnson,70.83,425,6
77,T78,T78,Ben Crane,70.86,496,7
78,T78,T78,Pat Perez,70.86,496,7
79,T80,T80,Robert Karlsson,70.88,567,8
80,T80,T80,William McGirt,70.88,567,8
81,82,82,Carl Pettersson,70.89,638,9
82,T83,T83,Ken Duke,70.9,709,10
83,T83,T83,Charles Howell III,70.9,709,10
84,T85,T85,Greg Chalmers,71.0,710,10
85,T85,T85,Gavin Coles,71.0,568,8
86,T85,T85,Jim Furyk,71.0,355,5
87,T85,T85,Robert Garrigus,71.0,568,8
88,T85,T85,Ryo Ishikawa,71.0,284,4
89,T85,T85,Rory Sabbatini,71.0,426,6
90,T85,T85,Adam Scott,71.0,497,7
91,T85,T85,Jimmy Walker,71.0,852,12
92,T93,T93,Bud Cauley,71.08,853,12
93,T93,T93,J.J. Henry,71.08,853,12
94,T95,T95,Vijay Singh,71.11,640,9
95,T95,T95,Heath Slocum,71.11,640,9
96,97,97,Chris Kirk,71.13,569,8
97,98,98,Johnson Wagner,71.14,498,7
98,99,99,George McNeill,71.18,783,11
99,T100,T100,Marco Dawson,71.2,356,5
100,T100,T100,Billy Horschel,71.2,356,5
101,T100,T100,Matt Jones,71.2,356,5
102,T100,T100,Troy Kelly,71.2,356,5
103,T104,T104,Tim Clark,71.25,285,4
104,T104,T104,Luke Donald,71.25,285,4
105,T104,T104,Spencer Levin,71.25,855,12
106,T104,T104,John Mallinger,71.25,285,4
107,T104,T104,John Merrick,71.25,570,8
108,109,109,John Senden,71.29,499,7
109,110,110,Tim Herron,71.3,713,10
110,T111,T111,Jonas Blixt,71.33,428,6
111,T111,T111,Padraig Harrington,71.33,214,3
112,113,113,Kevin Streelman,71.38,571,8
113,114,114,Seung-Yul Noh,71.4,714,10
114,115,115,Sean O'Hair,71.42,857,12
115,116,116,Aaron Baddeley,71.44,643,9
116,T117,T117,Michael Bradley,71.5,429,6
117,T117,T117,Ryan Palmer,71.5,286,4
118,T117,T117,Roland Thatcher,71.5,286,4
119,T117,T117,Kyle Thompson,71.5,143,2
120,T117,T117,Lee Westwood,71.5,286,4
121,T122,T122,Charley Hoffman,71.57,501,7
122,T122,T122,Nick O'Hern,71.57,501,7
123,124,124,Billy Hurley III,71.6,358,5
124,T125,T125,Ricky Barnes,71.63,573,8
125,T125,T125,Tom Gillis,71.63,573,8
126,T127,T127,Robert Allenby,71.67,430,6
127,T127,T127,Webb Simpson,71.67,215,3
128,T127,T127,Steve Wheatcroft,71.67,215,3
129,130,130,Nick Watney,71.71,1004,14
130,T131,T131,James Driscoll,71.75,574,8
131,T131,T131,Zach Johnson,71.75,861,12
132,T131,T131,Tom Pernice Jr.,71.75,287,4
133,T131,T131,Steve Stricker,71.75,287,4
134,135,135,Kyle Reifers,71.78,646,9
135,T136,T136,Brian Harman,71.79,1005,14
136,T136,T136,Rod Pampling,71.79,1005,14
137,T138,T138,Stuart Appleby,71.8,359,5
138,T138,T138,Ryan Moore,71.8,359,5
139,T140,T140,Brian Davis,71.86,503,7
140,T140,T140,Graham DeLaet,71.86,503,7
141,142,142,Camilo Villegas,71.88,575,8
142,143,143,Erik Compton,71.89,647,9
143,T144,T144,Kevin Chappell,72.0,864,12
144,T144,T144,Stewart Cink,72.0,720,10
145,T144,T144,Jason Dufner,72.0,288,4
146,T144,T144,Jason Kokrak,72.0,504,7
147,T144,T144,Brendon Todd,72.0,144,2
148,149,149,John Huh,72.1,721,10
149,150,150,Charlie Wi,72.11,649,9
150,151,151,Ryuji Imada,72.17,433,6
151,152,152,J.J. Killeen,72.2,722,10
152,153,153,Graeme McDowell,72.25,289,4
153,154,154,Rocco Mediate,72.29,506,7
154,155,155,Will Claxton,72.3,723,10
155,156,156,Freddie Jacobson,72.33,434,6
156,157,157,Mark Wilson,72.36,796,11
157,158,158,Martin Laird,72.4,362,5
158,159,159,Rickie Fowler,72.42,869,12
159,160,160,Brandt Jobe,72.43,507,7
160,161,161,Sangmoon Bae,72.44,652,9
161,T162,T162,Ernie Els,72.5,580,8
162,T162,T162,Troy Matteson,72.5,580,8
163,T162,T162,Billy Mayfair,72.5,580,8
164,165,165,Marc Leishman,72.55,798,11
165,166,166,Cameron Tringale,72.56,653,9
166,167,167,Phil Mickelson,72.6,363,5
167,168,168,Jonathan Byrd,72.67,218,3
168,169,169,D.J. Trahan,72.71,509,7
169,170,170,Harris English,72.73,800,11
170,171,171,Y.E. Yang,72.75,582,8
171,172,172,Jhonattan Vegas,72.78,655,9
172,T173,T173,Chad Campbell,72.8,364,5
173,T173,T173,Nathan Green,72.8,364,5
174,T175,T175,"Ted Potter, Jr.",72.86,510,7
175,T175,T175,Daniel Summerhays,72.86,510,7
176,T177,T177,Alexandre Rocha,73.0,365,5
177,T177,T177,Andres Romero,73.0,584,8
178,179,179,Trevor Immelman,73.14,512,7
179,180,180,Tommy Gainey,73.25,293,4
180,181,181,Justin Leonard,73.44,661,9
181,182,182,Bobby Gates,73.5,588,8
182,183,183,Stephen Ames,74.0,148,2
183,T184,T184,Scott Dunlap,74.5,149,2
184,T184,T184,Harrison Frazar,74.5,149,2
185,T184,T184,Rory McIlroy,74.5,149,2
186,187,187,Sung Kang,74.75,299,4
187,188,188,Tommy Biershenk,75.17,451,6
188,189,189,Cameron Beckman,75.56,680,9
189,190,190,Jason Bohn,75.6,378,5
190,191,191,Stephen Gangluff,76.5,153,2
