,Tenth_Tee_Late_Par_5_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_5_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_5_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_5_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_5_Scoring_Average_AVG,Tenth_Tee_Late_Par_5_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Bubba Watson,68,3.75,15,4
1,2,2,Steve Stricker,73,4.0,16,4
2,3,3,Rickie Fowler,84,4.15,54,13
3,T4,T4,Luke Donald,63,4.25,34,8
4,T4,T4,Tiger Woods,69,4.25,17,4
5,6,6,Brandt Snedeker,81,4.31,112,26
6,7,7,Jason Dufner,83,4.32,108,25
7,8,8,Henrik Stenson,51,4.33,52,12
8,T9,T9,Justin Rose,69,4.36,48,11
9,T9,T9,Charl Schwartzel,56,4.36,48,11
10,T9,T9,Adam Scott,59,4.36,61,14
11,T12,T12,Charlie Beljan,61,4.44,151,34
12,T12,T12,Zach Johnson,95,4.44,80,18
13,T14,T14,Jim Furyk,85,4.46,107,24
14,T14,T14,Louis Oosthuizen,65,4.46,125,28
15,T14,T14,John Rollins,81,4.46,205,46
16,T17,T17,Ángel Cabrera,54,4.48,130,29
17,T17,T17,Bobby Gates,87,4.48,318,71
18,T19,T19,Cameron Beckman,81,4.5,180,40
19,T19,T19,Sergio Garcia,57,4.5,54,12
20,T21,T21,Spencer Levin,81,4.51,221,49
21,T21,T21,John Senden,81,4.51,167,37
22,T23,T23,Ryo Ishikawa,54,4.53,86,19
23,T23,T23,Russell Knox,72,4.53,145,32
24,T25,T25,Stewart Cink,71,4.54,127,28
25,T25,T25,Brendon de Jonge,115,4.54,254,56
26,T25,T25,George McNeill,85,4.54,304,67
27,T25,T25,Bryce Molder,83,4.54,209,46
28,29,29,Seung-Yul Noh,105,4.55,273,60
29,T30,T30,Harris English,98,4.56,237,52
30,T30,T30,Tom Gillis,75,4.56,196,43
31,T30,T30,Padraig Harrington,67,4.56,114,25
32,T33,T33,Kevin Chappell,91,4.57,137,30
33,T33,T33,Harrison Frazar,56,4.57,201,44
34,T33,T33,Johnson Wagner,88,4.57,256,56
35,T36,T36,Trevor Immelman,76,4.58,165,36
36,T36,T36,Justin Leonard,79,4.58,183,40
37,38,38,Mathew Goggin,65,4.59,326,71
38,T39,T39,Jonas Blixt,72,4.6,184,40
39,T39,T39,Greg Chalmers,88,4.6,216,47
40,T39,T39,Phil Mickelson,79,4.6,23,5
41,T39,T39,Sean O'Hair,84,4.6,193,42
42,T39,T39,Kyle Stanley,86,4.6,193,42
43,T44,T44,Stuart Appleby,75,4.61,129,28
44,T44,T44,Tommy Biershenk,74,4.61,263,57
45,T44,T44,Charles Howell III,98,4.61,258,56
46,T44,T44,John Huh,99,4.61,383,83
47,T48,T48,Chad Campbell,84,4.62,231,50
48,T48,T48,Tim Herron,88,4.62,217,47
49,T48,T48,Robert Karlsson,54,4.62,134,29
50,T48,T48,John Merrick,83,4.62,300,65
51,T52,T52,Chris Couch,61,4.63,37,8
52,T52,T52,Jerry Kelly,84,4.63,236,51
53,T52,T52,Jason Kokrak,79,4.63,162,35
54,T52,T52,Geoff Ogilvy,73,4.63,176,38
55,T56,T56,Mark Anderson,75,4.64,343,74
56,T56,T56,Jason Bohn,81,4.64,283,61
57,T56,T56,Matt Kuchar,86,4.64,65,14
58,T56,T56,Ryan Palmer,81,4.64,283,61
59,T56,T56,Boo Weekley,74,4.64,167,36
60,T61,T61,Miguel Angel Carballo,73,4.65,251,54
61,T61,T61,Martin Flores,95,4.65,200,43
62,T61,T61,Bill Haas,79,4.65,107,23
63,T61,T61,Chris Kirk,93,4.65,288,62
64,T61,T61,Richard Lee,71,4.65,107,23
65,T61,T61,Jeff Maggert,83,4.65,242,52
66,T61,T61,Troy Matteson,100,4.65,214,46
67,T61,T61,Jeff Overton,101,4.65,344,74
68,T61,T61,Scott Piercy,95,4.65,251,54
69,T61,T61,Kyle Thompson,51,4.65,172,37
70,T71,T71,Chris DiMarco,83,4.66,261,56
71,T71,T71,James Driscoll,83,4.66,191,41
72,T71,T71,Kevin Kisner,69,4.66,205,44
73,T71,T71,Danny Lee,74,4.66,205,44
74,T71,T71,Bill Lunde,83,4.66,270,58
75,T71,T71,Cameron Tringale,88,4.66,317,68
76,T77,T77,Ricky Barnes,92,4.67,243,52
77,T77,T77,Keegan Bradley,90,4.67,14,3
78,T77,T77,Jonathan Byrd,69,4.67,154,33
79,T77,T77,Will Claxton,99,4.67,299,64
80,T77,T77,Robert Garrigus,89,4.67,271,58
81,T77,T77,Brian Gay,91,4.67,257,55
