,Total_Eagles_RANK THIS WEEK,Total_Eagles_RANK LAST WEEK,Total_Eagles_PLAYER NAME,Total_Eagles_ROUNDS,Total_Eagles_TOTAL
0,1,1,Charles Howell III,98,18.0
1,2,2,Brendon de Jonge,115,17.0
2,T3,T3,Jonas Blixt,72,14.0
3,T3,T3,Keegan Bradley,90,14.0
4,T3,T3,Robert Garrigus,89,14.0
5,T3,T3,Brian Harman,101,14.0
6,T3,T3,Scott Piercy,95,14.0
7,T3,T3,Jimmy Walker,101,14.0
8,T3,T3,Nick Watney,97,14.0
9,T10,T10,Bobby Gates,87,13.0
10,T10,T10,Chris Kirk,93,13.0
11,T10,T10,Kyle Reifers,86,13.0
12,T10,T10,Bubba Watson,68,13.0
13,T10,T10,Gary Woodland,70,13.0
14,T15,T15,Ben Crane,73,12.0
15,T15,T15,James Driscoll,83,12.0
16,T15,T15,Ken Duke,104,12.0
17,T15,T15,Seung-Yul Noh,105,12.0
18,T19,T19,Arjun Atwal,79,11.0
19,T19,T19,Charley Hoffman,88,11.0
20,T19,T19,Zach Johnson,95,11.0
21,T19,T19,Vijay Singh,99,11.0
22,T23,T23,Greg Chalmers,88,10.0
23,T23,T23,Graham DeLaet,79,10.0
24,T23,T23,Ryan Moore,89,10.0
25,T23,T23,Scott Stallings,78,10.0
26,T23,T23,Kyle Stanley,86,10.0
27,T23,T23,Bo Van Pelt,84,10.0
28,T23,T23,Johnson Wagner,88,10.0
29,T30,T30,Kevin Chappell,91,9.0
30,T30,T30,Tommy Gainey,98,9.0
31,T30,T30,J.B. Holmes,90,9.0
32,T30,T30,Russell Knox,72,9.0
33,T30,T30,Rory McIlroy,60,9.0
34,T30,T30,Sean O'Hair,84,9.0
35,T36,T36,Scott Brown,65,8.0
36,T36,T36,Gary Christian,91,8.0
37,T36,T36,Will Claxton,99,8.0
38,T36,T36,Brian Davis,91,8.0
39,T36,T36,Luke Donald,63,8.0
40,T36,T36,Harris English,98,8.0
41,T36,T36,Rickie Fowler,84,8.0
42,T36,T36,Dustin Johnson,70,8.0
43,T36,T36,Sung Kang,75,8.0
44,T36,T36,Troy Kelly,68,8.0
45,T36,T36,Jason Kokrak,79,8.0
46,T36,T36,Danny Lee,74,8.0
47,T36,T36,Edward Loar,59,8.0
48,T36,T36,Bill Lunde,83,8.0
49,T36,T36,Jeff Maggert,83,8.0
50,T36,T36,Troy Matteson,100,8.0
51,T36,T36,George McNeill,85,8.0
52,T36,T36,Rocco Mediate,70,8.0
53,T36,T36,Jeff Overton,101,8.0
54,T36,T36,Charlie Wi,86,8.0
55,T56,T56,Blake Adams,107,7.0
56,T56,T56,Charlie Beljan,61,7.0
57,T56,T56,Kris Blanks,65,7.0
58,T56,T56,Ángel Cabrera,54,7.0
59,T56,T56,Roberto Castro,92,7.0
60,T56,T56,Bud Cauley,99,7.0
61,T56,T56,Erik Compton,81,7.0
62,T56,T56,Ernie Els,80,7.0
63,T56,T56,Harrison Frazar,56,7.0
