,Late_Round_4_Scoring_Average_RANK THIS WEEK,Late_Round_4_Scoring_Average_RANK LAST WEEK,Late_Round_4_Scoring_Average_PLAYER NAME,Late_Round_4_Scoring_Average_AVG,Late_Round_4_Scoring_Average_TOTAL STROKES,Late_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,D.J. Trahan,67.5,135,2
1,T2,T2,Robert Allenby,67.75,271,4
2,T2,T2,Mark Wilson,67.75,271,4
3,4,4,Luke Donald,68.27,751,11
4,T5,T5,Michael Thompson,68.5,274,4
5,T5,T5,David Toms,68.5,411,6
6,7,7,Rory McIlroy,68.9,689,10
7,T8,T8,Scott Brown,69.0,207,3
8,T8,T8,J.J. Henry,69.0,276,4
9,T8,T8,Dicky Pride,69.0,483,7
10,T8,T8,Kyle Thompson,69.0,69,1
11,T8,T8,Steve Wheatcroft,69.0,138,2
12,13,13,Bud Cauley,69.11,622,9
13,14,14,Mark Anderson,69.25,277,4
14,15,15,Scott Piercy,69.33,624,9
15,16,16,Heath Slocum,69.43,486,7
16,17,17,Robert Garrigus,69.45,764,11
17,T18,T18,John Merrick,69.5,417,6
18,T18,T18,Tom Pernice Jr.,69.5,139,2
19,20,20,Chad Campbell,69.67,627,9
20,21,21,Seung-Yul Noh,69.69,906,13
21,T22,T22,John Huh,69.75,837,12
22,T22,T22,Troy Kelly,69.75,279,4
23,T24,T24,Brian Gay,70.0,490,7
24,T24,T24,Troy Matteson,70.0,630,9
25,T24,T24,William McGirt,70.0,630,9
26,T24,T24,Alexandre Rocha,70.0,140,2
27,T24,T24,Andres Romero,70.0,210,3
28,T24,T24,Justin Rose,70.0,770,11
29,T24,T24,Roland Thatcher,70.0,210,3
30,31,31,Jim Furyk,70.07,981,14
31,32,32,Jonas Blixt,70.13,561,8
32,33,33,Jason Day,70.14,491,7
33,T34,T34,Jason Bohn,70.17,421,6
34,T34,T34,Davis Love III,70.17,421,6
35,36,36,Carl Pettersson,70.18,772,11
36,37,37,Dustin Johnson,70.2,702,10
37,T38,T38,Ben Curtis,70.22,632,9
38,T38,T38,Lee Westwood,70.22,632,9
39,T40,T40,Jerry Kelly,70.25,281,4
40,T40,T40,Rocco Mediate,70.25,281,4
41,T42,T42,Tim Clark,70.29,492,7
42,T42,T42,Ben Crane,70.29,492,7
43,44,44,Phil Mickelson,70.31,914,13
44,T45,T45,Aaron Baddeley,70.33,422,6
45,T45,T45,Jason Kokrak,70.33,211,3
46,47,47,Martin Flores,70.4,352,5
47,48,48,Bubba Watson,70.44,634,9
48,T49,T49,K.J. Choi,70.5,282,4
49,T49,T49,Charl Schwartzel,70.5,423,6
50,51,51,Steve Stricker,70.54,917,13
51,T52,T52,Will Claxton,70.55,776,11
52,T52,T52,Padraig Harrington,70.55,776,11
53,T54,T54,Roberto Castro,70.57,494,7
54,T54,T54,Bo Van Pelt,70.57,988,14
55,56,56,Brandt Snedeker,70.58,847,12
56,T57,T57,Erik Compton,70.6,353,5
57,T57,T57,Harrison Frazar,70.6,353,5
58,T59,T59,Sung Kang,70.67,212,3
59,T59,T59,Chris Stroud,70.67,636,9
60,T59,T59,Boo Weekley,70.67,212,3
61,62,62,Scott Stallings,70.71,495,7
62,T63,T63,Blake Adams,70.75,566,8
63,T63,T63,Charley Hoffman,70.75,566,8
64,T65,T65,Bill Lunde,70.8,354,5
65,T65,T65,Kevin Stadler,70.8,708,10
66,67,67,John Senden,70.82,779,11
67,T68,T68,George McNeill,70.83,425,6
68,T68,T68,Geoff Ogilvy,70.83,425,6
69,T70,T70,D.A. Points,70.86,496,7
70,T70,T70,Adam Scott,70.86,496,7
71,T70,T70,Daniel Summerhays,70.86,496,7
72,73,73,David Hearn,70.88,567,8
73,T74,T74,Ernie Els,70.9,709,10
74,T74,T74,John Rollins,70.9,709,10
75,T76,T76,Keegan Bradley,70.91,780,11
76,T76,T76,Chris Kirk,70.91,780,11
77,T78,T78,Ángel Cabrera,71.0,142,2
78,T78,T78,Gavin Coles,71.0,284,4
79,T78,T78,Scott Dunlap,71.0,355,5
80,T78,T78,Bobby Gates,71.0,426,6
81,T78,T78,Billy Hurley III,71.0,142,2
82,T78,T78,Brandt Jobe,71.0,213,3
83,T78,T78,Robert Karlsson,71.0,142,2
84,T78,T78,Kevin Kisner,71.0,355,5
85,T78,T78,Russell Knox,71.0,284,4
86,T78,T78,Justin Leonard,71.0,142,2
87,T78,T78,Rory Sabbatini,71.0,426,6
88,T78,T78,Tiger Woods,71.0,781,11
89,90,90,Nathan Green,71.13,569,8
90,T91,T91,Tim Herron,71.17,427,6
91,T91,T91,Ian Poulter,71.17,427,6
92,T93,T93,Charlie Beljan,71.2,356,5
93,T93,T93,John Daly,71.2,356,5
94,T93,T93,Brendon de Jonge,71.2,1068,15
95,T93,T93,Martin Laird,71.2,712,10
96,T93,T93,Jeff Overton,71.2,712,10
97,T98,T98,Cameron Beckman,71.25,285,4
98,T98,T98,Kris Blanks,71.25,285,4
99,100,100,Jason Dufner,71.31,1141,16
100,T101,T101,Ricky Barnes,71.33,642,9
101,T101,T101,Trevor Immelman,71.33,428,6
102,103,103,Nick Watney,71.38,571,8
103,104,104,Jimmy Walker,71.4,714,10
104,105,105,Ken Duke,71.42,857,12
105,T106,T106,Gary Christian,71.43,500,7
106,T106,T106,Billy Mayfair,71.43,500,7
107,T108,T108,Bill Haas,71.5,715,10
108,T108,T108,Kyle Stanley,71.5,429,6
109,T110,T110,Harris English,71.55,787,11
110,T110,T110,Zach Johnson,71.55,787,11
111,T112,T112,Brian Davis,71.56,644,9
112,T112,T112,Charlie Wi,71.56,644,9
113,114,114,Stuart Appleby,71.57,501,7
114,115,115,Kevin Streelman,71.6,716,10
115,116,116,Louis Oosthuizen,71.63,573,8
116,117,117,J.B. Holmes,71.64,788,11
117,T118,T118,Graham DeLaet,71.67,645,9
118,T118,T118,James Driscoll,71.67,430,6
119,T118,T118,Matt Every,71.67,645,9
120,T118,T118,David Mathis,71.67,430,6
121,T118,T118,Vaughn Taylor,71.67,430,6
122,123,123,Matt Kuchar,71.69,932,13
123,124,124,Charles Howell III,71.7,717,10
124,T125,T125,Rickie Fowler,71.71,502,7
125,T125,T125,Sean O'Hair,71.71,502,7
126,T125,T125,Webb Simpson,71.71,1004,14
127,128,128,Pat Perez,71.73,789,11
128,T129,T129,Kevin Chappell,71.75,287,4
129,T129,T129,Billy Horschel,71.75,574,8
130,131,131,Colt Knost,71.8,359,5
131,132,132,Jonathan Byrd,71.82,790,11
132,133,133,Marc Leishman,71.88,575,8
133,T134,T134,Kevin Na,71.9,719,10
134,T134,T134,Johnson Wagner,71.9,719,10
135,T136,T136,Arjun Atwal,72.0,288,4
136,T136,T136,Daniel Chopra,72.0,288,4
137,T136,T136,Tom Gillis,72.0,504,7
138,T136,T136,Ryo Ishikawa,72.0,360,5
139,T136,T136,Bryce Molder,72.0,504,7
140,T136,T136,Garth Mulroy,72.0,288,4
141,T136,T136,Nick O'Hern,72.0,288,4
142,T136,T136,Ryan Palmer,72.0,864,12
143,T136,T136,Chez Reavie,72.0,720,10
144,T136,T136,Josh Teater,72.0,432,6
145,T136,T136,Jhonattan Vegas,72.0,288,4
146,147,147,Tommy Gainey,72.08,865,12
147,148,148,Cameron Tringale,72.11,649,9
148,T149,T149,John Mallinger,72.13,577,8
149,T149,T149,Ryan Moore,72.13,1082,15
150,151,151,Camilo Villegas,72.14,505,7
151,152,152,Brendon Todd,72.17,433,6
152,153,153,Stephen Ames,72.2,361,5
153,T154,T154,Matt Bettencourt,72.33,217,3
154,T154,T154,Chris Couch,72.33,217,3
155,T154,T154,Brian Harman,72.33,434,6
156,T154,T154,Ryuji Imada,72.33,217,3
157,T154,T154,Matt Jones,72.33,217,3
158,T154,T154,Richard Lee,72.33,217,3
159,160,160,Vijay Singh,72.43,1014,14
160,T161,T161,Freddie Jacobson,72.5,580,8
161,T161,T161,Edward Loar,72.5,145,2
162,163,163,Chris DiMarco,72.6,363,5
163,164,164,Sergio Garcia,72.63,581,8
164,165,165,Greg Owen,72.71,509,7
165,T166,T166,Hunter Mahan,72.75,582,8
166,T166,T166,Graeme McDowell,72.75,582,8
167,168,168,Greg Chalmers,72.78,655,9
168,169,169,Danny Lee,72.8,364,5
169,T170,T170,Stewart Cink,73.0,219,3
170,T170,T170,Bob Estes,73.0,438,6
171,T170,T170,J.J. Killeen,73.0,365,5
172,T170,T170,Rod Pampling,73.0,146,2
173,174,174,"Ted Potter, Jr.",73.17,439,6
174,175,175,Tommy Biershenk,73.33,220,3
175,176,176,Brendan Steele,73.4,367,5
176,177,177,Kyle Reifers,73.43,514,7
177,178,178,Y.E. Yang,73.5,294,4
178,179,179,Jeff Maggert,73.6,368,5
179,180,180,Marco Dawson,73.67,221,3
180,T181,T181,Spencer Levin,73.75,295,4
181,T181,T181,Patrick Sheehan,73.75,295,4
182,183,183,Henrik Stenson,73.86,517,7
183,184,184,Sangmoon Bae,74.0,444,6
184,185,185,Gary Woodland,74.29,520,7
185,186,186,Hunter Haas,74.5,149,2
186,T187,T187,Michael Bradley,75.0,150,2
187,T187,T187,Miguel Angel Carballo,75.0,75,1
188,189,189,Mathew Goggin,76.33,229,3
189,190,190,Stephen Gangluff,76.5,153,2
