,Lowest_Round_RANK THIS WEEK,Lowest_Round_RANK LAST WEEK,Lowest_Round_PLAYER NAME,Lowest_Round_ROUNDS,Lowest_Round_VALUE,Lowest_Round_TOURN/COURSE,Lowest_Round_ROUND
0,1,1,Tommy Gainey,98,60,The McGladrey/S,4
1,T2,T2,Robert Garrigus,89,61,Humana/PGA West,3
2,T2,T2,Brian Harman,101,61,Honda Classic/P,2
3,T2,T2,Padraig Harrington,67,61,Transitions Chp,1
4,T2,T2,Tim Herron,88,61,Wyndham Champ./,2
5,T2,T2,Hunter Mahan,88,61,Travelers Champ,4
6,T2,T2,Troy Matteson,100,61,John Deere Clas,1
7,T2,T2,Ryan Moore,89,61,JT Shriners/TPC,1
8,T2,T2,Charlie Wi,86,61,AT&T Pebble/Mon,1
9,T10,T10,Charlie Beljan,61,62,The Greenbrier/,2
10,T10,T10,Bud Cauley,99,62,The McGladrey/S,1
11,T10,T10,Tim Clark,60,62,Canadian Open/H,2
12,T10,T10,Ben Crane,73,62,The McGladrey/S,3
13,T10,T10,Marco Dawson,60,62,The McGladrey/S,1
14,T10,T10,Brendon de Jonge,115,62,JT Shriners/TPC,1
15,T10,T10,Harris English,98,62,Humana/PGA West,2
16,T10,T10,J.B. Holmes,90,62,Travelers Champ,2
17,T10,T10,Troy Kelly,68,62,The Greenbrier/,3
18,T10,T10,Marc Leishman,84,62,Travelers Champ,4
19,T10,T10,Spencer Levin,81,62,Farmers Ins./To,1
20,T10,T10,Jeff Maggert,83,62,John Deere Clas,2
21,T10,T10,John Mallinger,74,62,Frys.com Open/C,2
22,T10,T10,Seung-Yul Noh,105,62,Deutsche Bank/T,1
23,T10,T10,Nick O'Hern,78,62,Frys.com Open/C,1
24,T10,T10,Carl Pettersson,92,62,Wyndham Champ./,1
25,T10,T10,Scott Piercy,95,62,Canadian Open/H,1
26,T10,T10,Kyle Stanley,86,62,Farmers Ins./To,1
27,T10,T10,Jimmy Walker,101,62,Frys.com Open/C,4
28,T10,T10,Bubba Watson,68,62,WGC-Cadillac/TP,2
29,T10,T10,Mark Wilson,84,62,Humana/PGA West,2
30,T10,T10,Tiger Woods,69,62,Honda Classic/P,4
31,T32,T32,Arjun Atwal,79,63,The McGladrey/S,2
32,T32,T32,Keegan Bradley,90,63,Deutsche Bank/T,3
33,T32,T32,Roberto Castro,92,63,The Greenbrier/,4
34,T32,T32,John Daly,50,63,JT Shriners/TPC,2
35,T32,T32,Graham DeLaet,79,63,Sony Open/Waial,1
36,T32,T32,Jason Dufner,83,63,Wyndham Champ./,3
37,T32,T32,Scott Dunlap,57,63,Frys.com Open/C,2
38,T32,T32,Matt Every,80,63,Texas Open/TPC,1
39,T32,T32,Jim Furyk,85,63,WGC-Bridgestone,1
40,T32,T32,Sergio Garcia,57,63,Wyndham Champ./,2
41,T32,T32,Bobby Gates,87,63,Humana/La Quint,2
42,T32,T32,Retief Goosen,39,63,Canadian Open/H,3
43,T32,T32,Bill Haas,79,63,Farmers Ins./To,1
44,T32,T32,Billy Horschel,63,63,True South Cl/A,2
45,T32,T32,John Huh,99,63,JT Shriners/TPC,1
46,T32,T32,Dustin Johnson,70,63,AT&T Pebble/Peb,1
47,T32,T32,Chris Kirk,93,63,Deutsche Bank/T,1
48,T32,T32,Danny Lee,74,63,AT&T Pebble/Peb,1
49,T32,T32,David Mathis,83,63,Wyndham Champ./,1
50,T32,T32,Graeme McDowell,55,63,Arnold Palmer/B,2
51,T32,T32,William McGirt,96,63,Canadian Open/H,1
52,T32,T32,Garth Mulroy,59,63,Canadian Open/H,2
