,Back_9_Round_1_Scoring_Average_RANK THIS WEEK,Back_9_Round_1_Scoring_Average_RANK LAST WEEK,Back_9_Round_1_Scoring_Average_PLAYER NAME,Back_9_Round_1_Scoring_Average_AVG,Back_9_Round_1_Scoring_Average_TOTAL STROKES,Back_9_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Pat Perez,34.55,760,22
1,2,2,Nathan Green,34.62,727,21
2,3,3,Padraig Harrington,34.65,589,17
3,4,4,Rory McIlroy,34.67,520,15
4,5,5,Vijay Singh,34.74,938,27
5,6,6,Blake Adams,34.78,1113,32
6,7,7,Matt Every,34.8,870,25
7,8,8,Ken Duke,34.87,1046,30
8,9,9,Justin Rose,34.89,628,18
9,10,10,Steve Stricker,34.94,629,18
10,11,11,Webb Simpson,34.95,734,21
11,T12,T12,David Hearn,34.96,979,28
12,T12,T12,Ryan Moore,34.96,839,24
13,T12,T12,Carl Pettersson,34.96,909,26
14,T15,T15,Erik Compton,35.0,840,24
15,T15,T15,John Daly,35.0,490,14
16,T15,T15,Brendon de Jonge,35.0,1085,31
17,T15,T15,Jason Dufner,35.0,735,21
18,T15,T15,Rickie Fowler,35.0,770,22
19,T15,T15,Marc Leishman,35.0,805,23
20,T15,T15,Ryan Palmer,35.0,840,24
21,T22,T22,Will Claxton,35.04,981,28
22,T22,T22,Zach Johnson,35.04,841,24
23,T22,T22,Richard Lee,35.04,806,23
24,25,25,Matt Kuchar,35.05,736,21
25,T26,T26,Brian Gay,35.07,947,27
26,T26,T26,Rory Sabbatini,35.07,1017,29
27,T26,T26,Jimmy Walker,35.07,982,28
28,29,29,Tiger Woods,35.11,632,18
29,30,30,Vaughn Taylor,35.12,878,25
30,31,31,Kevin Stadler,35.13,843,24
31,32,32,Russell Knox,35.14,773,22
32,33,33,Greg Owen,35.15,949,27
33,34,34,Nick Watney,35.16,879,25
34,T35,T35,Jim Furyk,35.17,809,23
35,T35,T35,Dustin Johnson,35.17,633,18
36,37,37,Bud Cauley,35.18,985,28
37,38,38,Kevin Streelman,35.19,915,26
38,T39,T39,Charl Schwartzel,35.2,528,15
39,T39,T39,Adam Scott,35.2,528,15
40,T41,T41,Keegan Bradley,35.21,845,24
41,T41,T41,Josh Teater,35.21,1021,29
42,43,43,Daniel Summerhays,35.23,916,26
43,T44,T44,Ben Crane,35.27,776,22
44,T44,T44,Hunter Mahan,35.27,776,22
45,T46,T46,Stewart Cink,35.29,741,21
46,T46,T46,Ian Poulter,35.29,494,14
47,48,48,Sean O'Hair,35.3,812,23
48,T49,T49,Harris English,35.33,954,27
49,T49,T49,J.B. Holmes,35.33,848,24
50,T49,T49,Martin Laird,35.33,742,21
51,52,52,K.J. Choi,35.35,707,20
52,T53,T53,Cameron Beckman,35.36,884,25
53,T53,T53,Scott Piercy,35.36,990,28
54,T55,T55,Ben Curtis,35.37,672,19
55,T55,T55,Martin Flores,35.37,1061,30
56,T55,T55,Kyle Reifers,35.37,955,27
57,T58,T58,Greg Chalmers,35.38,849,24
58,T58,T58,Billy Horschel,35.38,566,16
59,T60,T60,Matt Jones,35.39,637,18
60,T60,T60,Colt Knost,35.39,991,28
61,62,62,Davis Love III,35.4,708,20
62,T63,T63,Gavin Coles,35.41,779,22
63,T63,T63,Mathew Goggin,35.41,779,22
64,65,65,Roberto Castro,35.42,921,26
65,66,66,William McGirt,35.43,1063,30
66,T67,T67,Brandt Jobe,35.44,638,18
67,T67,T67,George McNeill,35.44,886,25
68,69,69,Sergio Garcia,35.47,532,15
69,70,70,Tim Herron,35.48,958,27
70,T71,T71,Robert Garrigus,35.5,923,26
71,T71,T71,John Huh,35.5,994,28
72,T71,T71,Bryce Molder,35.5,852,24
73,T74,T74,Aaron Baddeley,35.52,746,21
74,T74,T74,Kevin Na,35.52,817,23
75,T74,T74,Seung-Yul Noh,35.52,959,27
76,T74,T74,Nick O'Hern,35.52,888,25
77,T74,T74,Steve Wheatcroft,35.52,746,21
78,T79,T79,Chris DiMarco,35.54,995,28
79,T79,T79,Kyle Stanley,35.54,924,26
80,T79,T79,Chris Stroud,35.54,995,28
81,T82,T82,Chad Campbell,35.56,960,27
82,T82,T82,Gary Christian,35.56,960,27
83,T82,T82,John Merrick,35.56,889,25
84,T82,T82,Rod Pampling,35.56,889,25
85,T82,T82,Charlie Wi,35.56,889,25
86,T87,T87,Bob Estes,35.57,818,23
87,T87,T87,John Mallinger,35.57,818,23
88,T87,T87,Lee Westwood,35.57,498,14
89,90,90,Troy Matteson,35.58,1103,31
90,T91,T91,Charles Howell III,35.59,1032,29
91,T91,T91,Troy Kelly,35.59,783,22
92,93,93,Bubba Watson,35.61,641,18
93,T94,T94,Jonas Blixt,35.62,748,21
94,T94,T94,D.A. Points,35.62,1033,29
95,T94,T94,Cameron Tringale,35.62,926,26
96,97,97,Brian Harman,35.63,1069,30
97,T98,T98,Bill Haas,35.64,784,22
98,T98,T98,Rocco Mediate,35.64,784,22
99,T98,T98,Tom Pernice Jr.,35.64,784,22
100,T101,T101,Ryo Ishikawa,35.65,606,17
101,T101,T101,Jerry Kelly,35.65,927,26
102,T101,T101,Roland Thatcher,35.65,713,20
103,104,104,Jeff Overton,35.66,1034,29
104,T105,T105,Charley Hoffman,35.67,963,27
105,T105,T105,Jeff Maggert,35.67,963,27
106,T105,T105,Brandt Snedeker,35.67,749,21
107,T108,T108,John Rollins,35.68,892,25
108,T108,T108,Heath Slocum,35.68,999,28
109,T110,T110,Arjun Atwal,35.69,928,26
110,T110,T110,Chris Kirk,35.69,928,26
111,T112,T112,Alexandre Rocha,35.7,714,20
112,T112,T112,Johnson Wagner,35.7,964,27
113,114,114,Mark Anderson,35.71,857,24
114,T115,T115,Garth Mulroy,35.72,643,18
115,T115,T115,Jhonattan Vegas,35.72,893,25
116,117,117,Tom Gillis,35.74,822,23
117,T118,T118,Kevin Chappell,35.75,1001,28
118,T118,T118,Bill Lunde,35.75,858,24
119,T120,T120,James Driscoll,35.78,966,27
120,T120,T120,Kevin Kisner,35.78,823,23
121,T120,T120,Billy Mayfair,35.78,966,27
122,T120,T120,Louis Oosthuizen,35.78,644,18
123,T120,T120,Dicky Pride,35.78,644,18
124,T125,T125,Harrison Frazar,35.79,680,19
125,T125,T125,Spencer Levin,35.79,859,24
126,127,127,Ángel Cabrera,35.8,716,20
127,128,128,Marco Dawson,35.81,752,21
