,First_Tee_Late_Lowest_Round_RANK THIS WEEK,First_Tee_Late_Lowest_Round_RANK LAST WEEK,First_Tee_Late_Lowest_Round_PLAYER NAME,First_Tee_Late_Lowest_Round_ROUNDS,First_Tee_Late_Lowest_Round_LOW RND
0,1,1,Tommy Gainey,98,60
1,T2,T2,Ryan Moore,89,61
2,T2,T2,Charlie Wi,86,61
3,T4,T4,Bud Cauley,99,62
4,T4,T4,J.B. Holmes,90,62
5,T4,T4,Marc Leishman,84,62
6,T4,T4,John Mallinger,74,62
7,T4,T4,Seung-Yul Noh,105,62
8,T4,T4,Mark Wilson,84,62
9,T10,T10,John Daly,50,63
10,T10,T10,Jason Dufner,83,63
11,T10,T10,Scott Dunlap,57,63
12,T10,T10,Brian Harman,101,63
13,T10,T10,John Huh,99,63
14,T10,T10,Dustin Johnson,70,63
15,T10,T10,Chris Kirk,93,63
16,T10,T10,Garth Mulroy,59,63
17,T10,T10,Louis Oosthuizen,65,63
18,T10,T10,Webb Simpson,77,63
19,T10,T10,Steve Stricker,73,63
20,T10,T10,Daniel Summerhays,81,63
21,T10,T10,David Toms,60,63
22,T23,T23,Charlie Beljan,61,64
23,T23,T23,Keegan Bradley,90,64
24,T23,T23,Brian Davis,91,64
25,T23,T23,Jim Furyk,85,64
26,T23,T23,Robert Garrigus,89,64
27,T23,T23,Bobby Gates,87,64
28,T23,T23,Tom Gillis,75,64
29,T23,T23,Luke Guthrie,14,64
30,T23,T23,Bill Haas,79,64
31,T23,T23,Billy Hurley III,70,64
32,T23,T23,Justin Leonard,79,64
33,T23,T23,Jeff Maggert,83,64
34,T23,T23,Phil Mickelson,79,64
35,T23,T23,Kevin Na,80,64
36,T23,T23,Rod Pampling,88,64
37,T23,T23,"Ted Potter, Jr.",77,64
38,T23,T23,Brandt Snedeker,81,64
39,T23,T23,Scott Stallings,78,64
40,T23,T23,Camilo Villegas,79,64
41,T42,T42,Robert Allenby,76,65
42,T42,T42,Scott Brown,65,65
43,T42,T42,Chad Campbell,84,65
44,T42,T42,Alex Cejka,37,65
45,T42,T42,Kevin Chappell,91,65
46,T42,T42,K.J. Choi,71,65
47,T42,T42,Gary Christian,91,65
48,T42,T42,Will Claxton,99,65
49,T42,T42,Nicolas Colsaerts,31,65
50,T42,T42,Ben Crane,73,65
51,T42,T42,Jason Day,57,65
52,T42,T42,Brendon de Jonge,115,65
53,T42,T42,Ken Duke,104,65
54,T42,T42,Joe Durant,40,65
55,T42,T42,Derek Ernst,4,65
56,T42,T42,Retief Goosen,39,65
57,T42,T42,Peter Hanson,40,65
58,T42,T42,Freddie Jacobson,61,65
59,T42,T42,Lee Janzen,40,65
60,T42,T42,Zach Johnson,95,65
61,T42,T42,Richard Lee,71,65
62,T42,T42,Jarrod Lyle,26,65
63,T42,T42,Hunter Mahan,88,65
64,T42,T42,Rory McIlroy,60,65
65,T42,T42,Rocco Mediate,70,65
66,T42,T42,Bryce Molder,83,65
67,T42,T42,Pat Perez,81,65
68,T42,T42,Scott Piercy,95,65
69,T42,T42,D.A. Points,88,65
70,T42,T42,Kyle Reifers,86,65
71,T42,T42,John Rollins,81,65
72,T42,T42,Charl Schwartzel,56,65
73,T42,T42,John Senden,81,65
