,Par_4_Performance_RANK THIS WEEK,Par_4_Performance_RANK LAST WEEK,Par_4_Performance_PLAYER NAME,Par_4_Performance_ROUNDS,Par_4_Performance_STATUS,Par_4_Performance_PAR 4 AVG,Par_4_Performance_TOTAL PAR
0,1,1,Bubba Watson,68,-16,3.98,2856
1,2,2,Jonas Blixt,72,-10,3.99,3104
2,3,3,Tiger Woods,69,-4,3.99,2904
3,4,4,Ryan Moore,89,-3,4.0,3808
4,5,5,Matt Kuchar,86,-2,4.0,3584
5,6,6,Webb Simpson,77,-1,4.0,3288
6,T7,T7,Jason Dufner,83,E,4.0,3552
7,T7,T7,Bill Haas,79,E,4.0,3360
8,9,9,Graeme McDowell,55,+2,4.0,2328
9,T10,T10,Justin Rose,69,+3,4.0,2888
10,T10,T10,Steve Stricker,73,+3,4.0,3056
11,12,12,Chris Kirk,93,+4,4.0,3876
12,13,13,Jim Furyk,85,+5,4.01,3656
13,14,14,Rory McIlroy,60,+10,4.02,2368
14,15,15,Billy Horschel,63,+11,4.02,2616
15,16,16,Ben Curtis,62,+12,4.02,2632
16,17,17,Bo Van Pelt,84,+13,4.01,3584
17,T18,T18,Matt Every,80,+14,4.02,3428
18,T18,T18,Dustin Johnson,70,+14,4.02,2928
19,T20,T20,Will Claxton,99,+15,4.01,4328
20,T20,T20,Luke Donald,63,+15,4.02,2640
21,T20,T20,John Merrick,83,+15,4.02,3456
22,T23,T23,Carl Pettersson,92,+17,4.02,4040
23,T23,T23,Scott Piercy,95,+17,4.02,4112
24,T23,T23,Vijay Singh,99,+17,4.02,4316
25,26,26,John Senden,81,+18,4.02,3344
26,T27,T27,Ernie Els,80,+19,4.02,3384
27,T27,T27,Charl Schwartzel,56,+19,4.03,2360
28,T29,T29,Brian Davis,91,+20,4.02,3904
29,T29,T29,Brandt Snedeker,81,+20,4.02,3360
30,31,31,Ian Poulter,57,+21,4.03,2416
31,32,32,Kevin Na,80,+22,4.03,3392
32,33,33,Russell Knox,72,+23,4.03,2960
33,T34,T34,Ken Duke,104,+25,4.02,4520
34,T34,T34,Louis Oosthuizen,65,+25,4.04,2752
35,T36,T36,Robert Garrigus,89,+26,4.03,3812
36,T36,T36,Danny Lee,74,+26,4.03,3032
37,T36,T36,David Toms,60,+26,4.04,2472
38,T36,T36,Lee Westwood,60,+26,4.04,2352
39,40,40,Henrik Stenson,51,+27,4.05,2184
40,T41,T41,Bud Cauley,99,+28,4.03,4232
41,T41,T41,Tim Clark,60,+28,4.04,2656
42,T43,T43,Brendon de Jonge,115,+29,4.02,4944
43,T43,T43,Kevin Kisner,69,+29,4.04,2824
44,T43,T43,Jeff Overton,101,+29,4.03,4380
45,T43,T43,Pat Perez,81,+29,4.03,3340
46,T47,T47,Graham DeLaet,79,+30,4.03,3464
47,T47,T47,William McGirt,96,+30,4.03,4120
48,T47,T47,Daniel Summerhays,81,+30,4.03,3512
49,T50,T50,J.J. Henry,93,+31,4.03,3812
50,T50,T50,Heath Slocum,93,+31,4.03,3908
51,T52,T52,Phil Mickelson,79,+32,4.04,3368
52,T52,T52,Dicky Pride,62,+32,4.05,2520
53,T52,T52,Kevin Stadler,85,+32,4.04,3512
54,T55,T55,Roberto Castro,92,+33,4.03,3936
55,T55,T55,Nathan Green,73,+33,4.04,3024
56,T55,T55,Hunter Haas,69,+33,4.05,2840
57,T55,T55,Hunter Mahan,88,+33,4.04,3560
58,T59,T59,Ben Crane,73,+34,4.04,3072
59,T59,T59,Zach Johnson,95,+34,4.03,4080
60,61,61,Scott Dunlap,57,+35,4.06,2332
61,T62,T62,David Hearn,95,+37,4.04,4128
62,T62,T62,John Rollins,81,+37,4.04,3336
63,T62,T62,Steve Wheatcroft,56,+37,4.06,2280
64,65,65,Adam Scott,59,+38,4.06,2528
65,66,66,Seung-Yul Noh,105,+39,4.04,4384
66,T67,T67,Padraig Harrington,67,+41,4.06,2752
67,T67,T67,Matt Jones,53,+41,4.07,2288
68,T67,T67,Davis Love III,64,+41,4.06,2860
69,T67,T67,Ryan Palmer,81,+41,4.05,3504
70,T71,T71,Tom Gillis,75,+42,4.05,3188
71,T71,T71,D.A. Points,88,+42,4.04,3832
72,T71,T71,Vaughn Taylor,81,+42,4.05,3420
73,74,74,Mathew Goggin,65,+43,4.06,2720
74,75,75,Stuart Appleby,75,+44,4.06,3088
75,T76,T76,John Mallinger,74,+45,4.06,3032
76,T76,T76,Kyle Reifers,86,+45,4.05,3672
77,T76,T76,Camilo Villegas,79,+45,4.05,3316
78,T79,T79,Charlie Beljan,61,+46,4.07,2488
79,T79,T79,Chris Couch,61,+46,4.07,2536
80,T79,T79,Bob Estes,78,+46,4.05,3424
81,T79,T79,Bill Lunde,83,+46,4.05,3400
82,T79,T79,Bryce Molder,83,+46,4.05,3380
83,T84,T84,Miguel Angel Carballo,73,+47,4.06,2976
84,T84,T84,Jason Day,57,+47,4.08,2392
85,T84,T84,Sergio Garcia,57,+47,4.08,2432
86,T84,T84,Richard Lee,71,+47,4.06,2952
87,T84,T84,David Mathis,83,+47,4.05,3520
88,T84,T84,Patrick Sheehan,58,+47,4.08,2448
89,T90,T90,Martin Flores,95,+49,4.05,4168
90,T90,T90,Brian Gay,91,+49,4.05,3768
