,Front_9_Round_3_Scoring_Average_RANK THIS WEEK,Front_9_Round_3_Scoring_Average_RANK LAST WEEK,Front_9_Round_3_Scoring_Average_PLAYER NAME,Front_9_Round_3_Scoring_Average_AVG,Front_9_Round_3_Scoring_Average_TOTAL STROKES,Front_9_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Louis Oosthuizen,33.86,474,14
1,2,2,Bubba Watson,33.93,509,15
2,3,3,Jonas Blixt,34.0,544,16
3,4,4,Ryan Palmer,34.18,581,17
4,5,5,Tom Pernice Jr.,34.25,274,8
5,6,6,Ángel Cabrera,34.33,309,9
6,7,7,Webb Simpson,34.35,584,17
7,8,8,Keegan Bradley,34.4,688,20
8,9,9,Johnson Wagner,34.41,585,17
9,10,10,Rory Sabbatini,34.43,482,14
10,11,11,Bryce Molder,34.47,586,17
11,T12,T12,Rory McIlroy,34.5,414,12
12,T12,T12,Brendon Todd,34.5,345,10
13,T14,T14,Matt Kuchar,34.55,691,20
14,T14,T14,Garth Mulroy,34.55,380,11
15,T14,T14,Jeff Overton,34.55,760,22
16,T14,T14,Carl Pettersson,34.55,691,20
17,T18,T18,Brian Davis,34.56,622,18
18,T18,T18,Martin Flores,34.56,622,18
19,T18,T18,Billy Hurley III,34.56,311,9
20,T21,T21,Jim Furyk,34.58,657,19
21,T21,T21,John Mallinger,34.58,415,12
22,23,23,Steve Stricker,34.59,588,17
23,T24,T24,Rickie Fowler,34.6,692,20
24,T24,T24,D.A. Points,34.6,519,15
25,26,26,Scott Stallings,34.62,450,13
26,T27,T27,Edward Loar,34.63,277,8
27,T27,T27,Bo Van Pelt,34.63,658,19
28,T29,T29,Tim Clark,34.64,381,11
29,T29,T29,John Rollins,34.64,485,14
30,31,31,Charles Howell III,34.65,693,20
31,32,32,Josh Teater,34.67,624,18
32,33,33,Stuart Appleby,34.69,451,13
33,34,34,Scott Brown,34.7,347,10
34,35,35,Bill Haas,34.71,590,17
35,36,36,Camilo Villegas,34.73,521,15
36,T37,T37,Jason Day,34.75,417,12
37,T37,T37,Spencer Levin,34.75,556,16
38,T39,T39,Greg Chalmers,34.8,696,20
39,T39,T39,Kyle Thompson,34.8,174,5
40,41,41,Graham DeLaet,34.82,592,17
41,42,42,Phil Mickelson,34.83,627,18
42,43,43,Jhonattan Vegas,34.86,488,14
43,44,44,Dustin Johnson,34.88,558,16
44,T45,T45,Ernie Els,34.89,628,18
45,T45,T45,Brandt Snedeker,34.89,628,18
46,47,47,Tommy Gainey,34.9,698,20
47,48,48,Y.E. Yang,34.92,419,12
48,T49,T49,Billy Horschel,34.93,489,14
49,T49,T49,Adam Scott,34.93,489,14
50,51,51,John Merrick,34.94,559,16
51,52,52,William McGirt,34.95,664,19
52,T53,T53,Jason Bohn,35.0,455,13
53,T53,T53,Jason Dufner,35.0,700,20
54,T53,T53,Scott Dunlap,35.0,315,9
55,T53,T53,Freddie Jacobson,35.0,490,14
56,T53,T53,Graeme McDowell,35.0,420,12
57,T58,T58,Zach Johnson,35.04,806,23
58,T58,T58,Vijay Singh,35.04,806,23
59,60,60,Justin Rose,35.06,561,16
60,61,61,Ben Curtis,35.08,421,12
61,T62,T62,Dicky Pride,35.09,386,11
62,T62,T62,Henrik Stenson,35.09,386,11
63,T62,T62,D.J. Trahan,35.09,386,11
64,65,65,Tiger Woods,35.13,562,16
65,T66,T66,Jonathan Byrd,35.14,492,14
66,T66,T66,Ken Duke,35.14,773,22
67,T66,T66,Nathan Green,35.14,492,14
68,69,69,Charl Schwartzel,35.17,422,12
69,T70,T70,Brian Gay,35.18,598,17
70,T70,T70,Kevin Stadler,35.18,598,17
71,72,72,Pat Perez,35.22,634,18
72,73,73,Matt Every,35.25,564,16
73,74,74,Hunter Mahan,35.26,670,19
74,T75,T75,Troy Kelly,35.27,388,11
75,T75,T75,Mark Wilson,35.27,529,15
76,T77,T77,Tim Herron,35.28,635,18
77,T77,T77,Heath Slocum,35.28,635,18
78,T79,T79,Daniel Chopra,35.29,247,7
79,T79,T79,Bill Lunde,35.29,600,17
80,T79,T79,Kevin Na,35.29,600,17
81,T79,T79,Geoff Ogilvy,35.29,600,17
82,T79,T79,Roland Thatcher,35.29,247,7
83,T84,T84,Erik Compton,35.33,530,15
84,T84,T84,Brendon de Jonge,35.33,954,27
85,T84,T84,Brian Harman,35.33,742,21
86,T84,T84,John Senden,35.33,636,18
87,T88,T88,Cameron Beckman,35.36,495,14
88,T88,T88,Gavin Coles,35.36,495,14
89,90,90,Robert Garrigus,35.37,672,19
90,91,91,Greg Owen,35.39,637,18
91,92,92,Bobby Gates,35.4,531,15
92,T93,T93,Kevin Chappell,35.41,602,17
93,T93,T93,Nick Watney,35.41,779,22
94,T95,T95,Chris Couch,35.42,425,12
95,T95,T95,Danny Lee,35.42,425,12
96,T95,T95,Sean O'Hair,35.42,673,19
97,T98,T98,Ben Crane,35.43,496,14
98,T98,T98,Steve Wheatcroft,35.43,248,7
99,T100,T100,John Huh,35.45,780,22
100,T100,T100,Alexandre Rocha,35.45,390,11
101,102,102,Davis Love III,35.46,461,13
102,T103,T103,Roberto Castro,35.47,674,19
103,T103,T103,Luke Donald,35.47,532,15
104,T103,T103,Trevor Immelman,35.47,532,15
105,T103,T103,Chris Kirk,35.47,674,19
106,T107,T107,Will Claxton,35.5,781,22
107,T107,T107,David Hearn,35.5,710,20
108,T107,T107,Derek Lamely,35.5,284,8
109,T107,T107,Richard Lee,35.5,426,12
110,T107,T107,"Ted Potter, Jr.",35.5,497,14
111,112,112,Daniel Summerhays,35.53,533,15
112,113,113,Scott Piercy,35.55,711,20
113,T114,T114,Marco Dawson,35.56,320,9
114,T114,T114,Kyle Reifers,35.56,569,16
115,T116,T116,Padraig Harrington,35.6,534,15
116,T116,T116,Jeff Maggert,35.6,534,15
117,T118,T118,Arjun Atwal,35.62,463,13
118,T118,T118,Russell Knox,35.62,463,13
119,T120,T120,Seung-Yul Noh,35.63,855,24
120,T120,T120,Kevin Streelman,35.63,677,19
121,122,122,David Mathis,35.64,499,14
122,T123,T123,Ricky Barnes,35.65,606,17
123,T123,T123,Billy Mayfair,35.65,606,17
124,T125,T125,Aaron Baddeley,35.67,535,15
125,T125,T125,Kris Blanks,35.67,428,12
126,T125,T125,K.J. Choi,35.67,535,15
127,T125,T125,Ryan Moore,35.67,749,21
128,T125,T125,Patrick Sheehan,35.67,321,9
129,T125,T125,Charlie Wi,35.67,642,18
130,T131,T131,Blake Adams,35.68,785,22
131,T131,T131,Bud Cauley,35.68,785,22
132,T133,T133,Sergio Garcia,35.69,464,13
133,T133,T133,Tom Gillis,35.69,571,16
134,T135,T135,Stephen Ames,35.71,250,7
135,T135,T135,Gary Christian,35.71,607,17
136,T137,T137,Kyle Stanley,35.76,608,17
137,T137,T137,Chris Stroud,35.76,608,17
138,139,139,Matt Jones,35.78,322,9
139,T140,T140,Chad Campbell,35.81,573,16
140,T140,T140,Chez Reavie,35.81,573,16
141,142,142,Brandt Jobe,35.82,394,11
142,T143,T143,Nick O'Hern,35.85,466,13
143,T143,T143,Lee Westwood,35.85,466,13
144,145,145,Ian Poulter,35.86,502,14
145,T146,T146,Jerry Kelly,35.88,610,17
146,T146,T146,Vaughn Taylor,35.88,574,16
147,148,148,George McNeill,35.89,682,19
148,T149,T149,Tommy Biershenk,35.91,395,11
149,T149,T149,Harris English,35.91,790,22
150,T149,T149,Mathew Goggin,35.91,395,11
151,T152,T152,James Driscoll,35.93,539,15
152,T152,T152,Michael Thompson,35.93,539,15
153,T152,T152,Gary Woodland,35.93,539,15
154,T155,T155,J.J. Killeen,35.94,647,18
155,T155,T155,Cameron Tringale,35.94,647,18
156,T157,T157,Charlie Beljan,36.0,324,9
157,T157,T157,Ryo Ishikawa,36.0,324,9
158,T157,T157,Boo Weekley,36.0,468,13
159,160,160,Marc Leishman,36.05,685,19
160,161,161,Sangmoon Bae,36.06,577,16
161,T162,T162,Matt Bettencourt,36.1,361,10
162,T162,T162,Robert Karlsson,36.1,361,10
163,164,164,J.J. Henry,36.11,686,19
