,Back_9_Scoring_Average_RANK THIS WEEK,Back_9_Scoring_Average_RANK LAST WEEK,Back_9_Scoring_Average_PLAYER NAME,Back_9_Scoring_Average_ROUNDS,Back_9_Scoring_Average_AVG,Back_9_Scoring_Average_TOTAL STROKES,Back_9_Scoring_Average_TOTAL HOLES
0,1,1,Rory McIlroy,60,34.78,1878,54
1,2,2,Justin Rose,69,34.97,2378,68
2,3,3,Sean O'Hair,84,35.05,2944,84
3,4,4,Webb Simpson,77,35.07,2665,76
4,5,5,Roberto Castro,92,35.08,3157,90
5,6,6,Tiger Woods,69,35.09,2351,67
6,7,7,Will Claxton,99,35.13,3478,99
7,8,8,Jason Dufner,83,35.15,2882,82
8,9,9,Brendon de Jonge,115,35.16,4043,115
9,T10,T10,Richard Lee,71,35.18,2357,67
10,T10,T10,Bubba Watson,68,35.18,2322,66
11,12,12,Billy Horschel,63,35.19,2076,59
12,13,13,Robert Garrigus,89,35.21,3134,89
13,14,14,Davis Love III,64,35.22,2254,64
14,15,15,Dustin Johnson,70,35.24,2361,67
15,T16,T16,Nathan Green,73,35.26,2433,69
16,T16,T16,Steve Stricker,73,35.26,2468,70
17,18,18,Matt Kuchar,86,35.27,2892,82
18,19,19,Russell Knox,72,35.28,2399,68
19,20,20,Ken Duke,104,35.29,3670,104
20,21,21,Seung-Yul Noh,105,35.3,3565,101
21,T22,T22,J.B. Holmes,90,35.31,3037,86
22,T22,T22,Zach Johnson,95,35.31,3319,94
23,T24,T24,Brandt Snedeker,81,35.32,2755,78
24,T24,T24,Kevin Stadler,85,35.32,2861,81
25,26,26,Jimmy Walker,101,35.33,3568,101
26,T27,T27,Sergio Garcia,57,35.34,1979,56
27,T27,T27,Pat Perez,81,35.34,2792,79
28,T29,T29,John Huh,99,35.35,3500,99
29,T29,T29,Chris Kirk,93,35.35,3146,89
30,T29,T29,Ryan Moore,89,35.35,3146,89
31,T29,T29,Jeff Overton,101,35.35,3570,101
32,33,33,Blake Adams,107,35.36,3783,107
33,T34,T34,Jim Furyk,85,35.37,2971,84
34,T34,T34,Kevin Na,80,35.37,2794,79
35,T36,T36,John Merrick,83,35.38,2795,79
36,T36,T36,Ryan Palmer,81,35.38,2866,81
37,T38,T38,Jonas Blixt,72,35.39,2548,72
38,T38,T38,Ben Curtis,62,35.39,2194,62
39,T38,T38,Tim Herron,88,35.39,3114,88
40,T41,T41,Marc Leishman,84,35.4,2974,84
41,T41,T41,Louis Oosthuizen,65,35.4,2230,63
42,T41,T41,Daniel Summerhays,81,35.4,2867,81
43,T44,T44,Padraig Harrington,67,35.41,2231,63
44,T44,T44,David Hearn,95,35.41,3364,95
45,T44,T44,John Senden,81,35.41,2762,78
46,T47,T47,Keegan Bradley,90,35.44,3119,88
47,T47,T47,Bob Estes,78,35.44,2764,78
48,T47,T47,Jerry Kelly,84,35.44,2977,84
49,T47,T47,Vijay Singh,99,35.44,3509,99
50,T47,T47,Kevin Streelman,89,35.44,3154,89
51,52,52,Adam Scott,59,35.45,2056,58
52,T53,T53,Phil Mickelson,79,35.46,2801,79
53,T53,T53,Vaughn Taylor,81,35.46,2801,79
54,55,55,Luke Donald,63,35.47,2199,62
55,T56,T56,Chad Campbell,84,35.48,2980,84
56,T56,T56,Greg Owen,90,35.48,3193,90
57,T56,T56,Bo Van Pelt,84,35.48,2945,83
58,T59,T59,Charley Hoffman,88,35.49,3123,88
59,T59,T59,William McGirt,96,35.49,3407,96
60,T59,T59,Kyle Stanley,86,35.49,2981,84
61,T62,T62,Matt Every,80,35.5,2840,80
62,T62,T62,Dicky Pride,62,35.5,2059,58
63,T62,T62,Boo Weekley,74,35.5,2485,70
64,T65,T65,Brian Gay,91,35.51,3089,87
65,T65,T65,Tom Gillis,75,35.51,2663,75
66,T65,T65,J.J. Henry,93,35.51,3160,89
67,T68,T68,Ben Crane,73,35.53,2558,72
68,T68,T68,Graham DeLaet,79,35.53,2807,79
69,T68,T68,Martin Flores,95,35.53,3375,95
70,T71,T71,Bud Cauley,99,35.54,3518,99
71,T71,T71,Gary Christian,91,35.54,3092,87
72,T71,T71,Steve Wheatcroft,56,35.54,1848,52
73,T74,T74,Stuart Appleby,75,35.55,2524,71
74,T74,T74,Carl Pettersson,92,35.55,3271,92
75,T76,T76,Bill Lunde,83,35.56,2809,79
76,T76,T76,Graeme McDowell,55,35.56,1920,54
77,T78,T78,Matt Jones,53,35.57,1885,53
78,T78,T78,Jason Kokrak,79,35.57,2668,75
79,T78,T78,Scott Piercy,95,35.57,3379,95
80,T81,T81,Geoff Ogilvy,73,35.58,2562,72
81,T81,T81,Johnson Wagner,88,35.58,3131,88
82,T83,T83,Harris English,98,35.59,3488,98
83,T83,T83,Bill Haas,79,35.59,2776,78
84,T83,T83,John Mallinger,74,35.59,2491,70
85,T83,T83,George McNeill,85,35.59,3025,85
86,T83,T83,Lee Westwood,60,35.59,1922,54
87,T88,T88,Mathew Goggin,65,35.6,2243,63
88,T88,T88,Brian Harman,101,35.6,3596,101
89,T88,T88,David Toms,60,35.6,2065,58
90,91,91,Henrik Stenson,51,35.61,1816,51
91,T92,T92,Bryce Molder,83,35.62,2814,79
92,T92,T92,Kyle Reifers,86,35.62,3063,86
93,T92,T92,John Rollins,81,35.62,2743,77
94,T92,T92,Roland Thatcher,55,35.62,1888,53
95,T96,T96,Danny Lee,74,35.63,2494,70
96,T96,T96,Rocco Mediate,70,35.63,2423,68
97,T96,T96,Michael Thompson,80,35.63,2850,80
98,T99,T99,Gavin Coles,72,35.64,2495,70
99,T99,T99,Rory Sabbatini,84,35.64,2994,84
100,T101,T101,John Daly,50,35.65,1640,46
101,T101,T101,Kevin Kisner,69,35.65,2317,65
102,T103,T103,Charlie Beljan,61,35.67,2033,57
103,T103,T103,Jeff Maggert,83,35.67,2961,83
104,T103,T103,Billy Mayfair,90,35.67,3068,86
105,106,106,Chris Couch,61,35.68,2105,59
106,T107,T107,Cameron Tringale,88,35.69,3141,88
107,T107,T107,Nick Watney,97,35.69,3355,94
108,T109,T109,Troy Matteson,100,35.7,3499,98
109,T109,T109,Charl Schwartzel,56,35.7,1928,54
110,T109,T109,Heath Slocum,93,35.7,3177,89
111,T109,T109,Chris Stroud,86,35.7,3070,86
112,113,113,Brian Davis,91,35.71,3250,91
113,114,114,Hunter Mahan,88,35.72,2929,82
114,T115,T115,Chris DiMarco,83,35.73,2894,81
115,T115,T115,Josh Teater,97,35.73,3323,93
116,117,117,Greg Chalmers,88,35.74,3109,87
117,118,118,Tim Clark,60,35.75,2145,60
118,T119,T119,Jonathan Byrd,69,35.76,2432,68
119,T119,T119,Harrison Frazar,56,35.76,1931,54
120,T121,T121,Brandt Jobe,57,35.77,2039,57
121,T121,T121,Ian Poulter,57,35.77,2003,56
122,T123,T123,Scott Dunlap,57,35.79,1897,53
123,T123,T123,Charles Howell III,98,35.79,3507,98
124,T123,T123,Colt Knost,79,35.79,2756,77
125,T123,T123,Camilo Villegas,79,35.79,2756,77
126,127,127,Kevin Chappell,91,35.8,3115,87
127,T128,T128,Arjun Atwal,79,35.81,2686,75
128,T128,T128,James Driscoll,83,35.81,2972,83
129,T130,T130,Mark Anderson,75,35.82,2615,73
130,T130,T130,Rickie Fowler,84,35.82,2973,83
131,T132,T132,Miguel Angel Carballo,73,35.83,2472,69
132,T132,T132,Ernie Els,80,35.83,2795,78
133,T132,T132,D.A. Points,88,35.83,3153,88
134,T132,T132,D.J. Trahan,73,35.83,2472,69
135,T136,T136,Cameron Beckman,81,35.84,2760,77
136,T136,T136,Troy Kelly,68,35.84,2294,64
137,T138,T138,Erik Compton,81,35.87,2762,77
138,T138,T138,Robert Karlsson,54,35.87,1865,52
139,T138,T138,Chez Reavie,83,35.87,2977,83
140,T138,T138,Charlie Wi,86,35.87,3085,86
141,T142,T142,Jason Bohn,81,35.88,2763,77
142,T142,T142,Rod Pampling,88,35.88,3014,84
143,T142,T142,Patrick Sheehan,58,35.88,2009,56
144,145,145,Martin Laird,77,35.9,2621,73
145,146,146,K.J. Choi,71,35.91,2514,70
146,147,147,Aaron Baddeley,73,35.92,2586,72
147,T148,T148,Ricky Barnes,92,35.93,3162,88
148,T148,T148,Jason Day,57,35.93,1976,55
149,T150,T150,Scott Brown,65,35.94,2264,63
150,T150,T150,David Mathis,83,35.94,2911,81
151,T152,T152,Robert Allenby,76,35.95,2732,76
152,T152,T152,Garth Mulroy,59,35.95,2049,57
153,154,154,Tom Pernice Jr.,62,35.98,2087,58
154,T155,T155,Justin Leonard,79,35.99,2699,75
155,T155,T155,Scott Stallings,78,35.99,2807,78
156,T157,T157,Stewart Cink,71,36.0,2412,67
157,T157,T157,Bobby Gates,87,36.0,3060,85
158,159,159,J.J. Killeen,101,36.01,3493,97
159,160,160,"Ted Potter, Jr.",77,36.03,2774,77
160,161,161,Mark Wilson,84,36.04,2811,78
161,T162,T162,Spencer Levin,81,36.05,2848,79
162,T162,T162,Alexandre Rocha,62,36.05,2091,58
163,164,164,Kris Blanks,65,36.06,2344,65
164,165,165,Brendon Todd,78,36.07,2669,74
165,166,166,Michael Bradley,63,36.08,2273,63
166,167,167,Ryo Ishikawa,54,36.1,1877,52
167,T168,T168,Tommy Gainey,98,36.11,3539,98
168,T168,T168,Hunter Haas,69,36.11,2347,65
169,170,170,Nick O'Hern,78,36.12,2673,74
170,171,171,Y.E. Yang,64,36.13,2240,62
171,T172,T172,Marco Dawson,60,36.14,2096,58
172,T172,T172,Ryuji Imada,78,36.14,2747,76
173,T172,T172,Andres Romero,68,36.14,2313,64
174,175,175,Trevor Immelman,76,36.16,2748,76
175,T176,T176,Stephen Ames,54,36.17,1953,54
176,T176,T176,Sangmoon Bae,81,36.17,2785,77
177,178,178,Jhonattan Vegas,77,36.18,2786,77
178,179,179,Ángel Cabrera,54,36.2,1955,54
179,180,180,Matt Bettencourt,80,36.21,2752,76
180,181,181,Derek Lamely,64,36.23,2319,64
181,T182,T182,Brendan Steele,77,36.27,2648,73
182,T182,T182,Kyle Thompson,51,36.27,1777,49
183,184,184,Daniel Chopra,55,36.28,1923,53
184,185,185,Tommy Biershenk,74,36.33,2616,72
185,186,186,Gary Woodland,70,36.36,2509,69
186,T187,T187,Billy Hurley III,70,36.37,2473,68
187,T187,T187,Freddie Jacobson,61,36.37,2182,60
188,T187,T187,Edward Loar,59,36.37,2073,57
189,190,190,Sung Kang,75,36.42,2659,73
190,191,191,Stephen Gangluff,57,36.89,2029,55
