,Early_Round_2_Scoring_Average_RANK THIS WEEK,Early_Round_2_Scoring_Average_RANK LAST WEEK,Early_Round_2_Scoring_Average_PLAYER NAME,Early_Round_2_Scoring_Average_AVG,Early_Round_2_Scoring_Average_TOTAL STROKES,Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Robert Garrigus,67.67,812,12
1,2,2,Henrik Stenson,68.43,479,7
2,3,3,Zach Johnson,68.64,755,11
3,4,4,Harris English,68.8,1032,15
4,5,5,Jason Dufner,68.82,757,11
5,T6,T6,Dustin Johnson,68.86,482,7
6,T6,T6,Russell Knox,68.86,964,14
7,8,8,Bob Estes,68.89,620,9
8,T9,T9,John Huh,68.92,827,12
9,T9,T9,Carl Pettersson,68.92,896,13
10,11,11,Brian Davis,68.93,965,14
11,12,12,Jimmy Walker,68.94,1103,16
12,13,13,Graeme McDowell,69.0,552,8
13,14,14,John Senden,69.08,898,13
14,15,15,Greg Chalmers,69.25,831,12
15,T16,T16,Tommy Biershenk,69.31,901,13
16,T16,T16,Roberto Castro,69.31,1109,16
17,T18,T18,Jonas Blixt,69.33,624,9
18,T18,T18,Jason Day,69.33,624,9
19,T18,T18,Ryan Moore,69.33,832,12
20,T21,T21,Gary Christian,69.38,1110,16
21,T21,T21,Scott Dunlap,69.38,555,8
22,23,23,Billy Mayfair,69.5,834,12
23,24,24,Brian Gay,69.57,974,14
24,25,25,Tiger Woods,69.6,348,5
25,26,26,Bud Cauley,69.62,905,13
26,T27,T27,Vijay Singh,69.63,1114,16
27,T27,T27,Y.E. Yang,69.63,557,8
28,T29,T29,Chris Kirk,69.64,766,11
29,T29,T29,Camilo Villegas,69.64,766,11
30,T29,T29,Boo Weekley,69.64,975,14
31,32,32,Kevin Na,69.67,627,9
32,T33,T33,Will Claxton,69.69,1115,16
33,T33,T33,Charles Howell III,69.69,1115,16
34,T35,T35,Rocco Mediate,69.7,697,10
35,T35,T35,D.J. Trahan,69.7,697,10
36,T37,T37,Ken Duke,69.71,976,14
37,T37,T37,Billy Horschel,69.71,488,7
38,39,39,Brendon de Jonge,69.73,1046,15
39,40,40,Graham DeLaet,69.75,837,12
40,41,41,Tommy Gainey,69.76,1186,17
41,42,42,Ben Crane,69.82,768,11
42,43,43,Richard Lee,69.85,908,13
43,44,44,Luke Donald,69.88,559,8
44,T45,T45,Matt Jones,69.89,629,9
45,T45,T45,John Mallinger,69.89,629,9
46,47,47,Gavin Coles,69.91,769,11
47,48,48,Greg Owen,69.93,1049,15
48,49,49,Jeff Overton,69.94,1119,16
49,T50,T50,Chad Campbell,70.0,980,14
50,T50,T50,Tom Gillis,70.0,980,14
51,T50,T50,Tim Herron,70.0,1050,15
52,T50,T50,Phil Mickelson,70.0,840,12
53,T50,T50,Sean O'Hair,70.0,980,14
54,T50,T50,Louis Oosthuizen,70.0,630,9
55,T50,T50,Pat Perez,70.0,770,11
56,T50,T50,Steve Stricker,70.0,630,9
57,T50,T50,Johnson Wagner,70.0,700,10
58,T59,T59,John Merrick,70.09,771,11
59,T59,T59,David Toms,70.09,771,11
60,61,61,Rory McIlroy,70.13,561,8
61,62,62,Charl Schwartzel,70.14,491,7
62,63,63,Marc Leishman,70.15,912,13
63,T64,T64,Blake Adams,70.22,1264,18
64,T64,T64,Michael Bradley,70.22,632,9
65,66,66,"Ted Potter, Jr.",70.23,913,13
66,T67,T67,Chris Couch,70.25,562,8
67,T67,T67,Seung-Yul Noh,70.25,1124,16
68,69,69,Martin Flores,70.27,1054,15
69,T70,T70,Kris Blanks,70.3,703,10
70,T70,T70,Bubba Watson,70.3,703,10
71,72,72,Scott Piercy,70.31,914,13
72,T73,T73,Webb Simpson,70.33,633,9
73,T73,T73,Lee Westwood,70.33,422,6
74,75,75,Bo Van Pelt,70.36,774,11
75,76,76,Bill Haas,70.38,563,8
76,T77,T77,Charlie Beljan,70.4,704,10
77,T77,T77,Bill Lunde,70.4,704,10
78,79,79,Patrick Sheehan,70.45,775,11
79,80,80,David Hearn,70.46,916,13
80,T81,T81,Ryuji Imada,70.5,987,14
81,T81,T81,Ryan Palmer,70.5,705,10
82,T81,T81,Dicky Pride,70.5,705,10
83,T81,T81,Kevin Streelman,70.5,987,14
84,T81,T81,Chris Stroud,70.5,846,12
85,86,86,Daniel Summerhays,70.54,917,13
86,T87,T87,Scott Brown,70.55,776,11
87,T87,T87,Spencer Levin,70.55,776,11
88,89,89,Vaughn Taylor,70.57,988,14
89,90,90,Brian Harman,70.58,1341,19
90,91,91,George McNeill,70.6,1059,15
91,92,92,Keegan Bradley,70.63,565,8
92,93,93,Danny Lee,70.64,777,11
93,T94,T94,Charley Hoffman,70.71,990,14
94,T94,T94,J.B. Holmes,70.71,990,14
95,T96,T96,Arjun Atwal,70.75,849,12
96,T96,T96,Nathan Green,70.75,849,12
97,T96,T96,Freddie Jacobson,70.75,566,8
98,99,99,Hunter Haas,70.77,920,13
99,T100,T100,Kevin Chappell,70.79,991,14
100,T100,T100,Bobby Gates,70.79,991,14
101,102,102,Kyle Reifers,70.8,1062,15
102,T103,T103,Jim Furyk,70.82,779,11
103,T103,T103,Jerry Kelly,70.82,779,11
104,T103,T103,Brandt Snedeker,70.82,779,11
105,T103,T103,Kyle Stanley,70.82,779,11
106,T107,T107,James Driscoll,70.83,850,12
107,T107,T107,Ian Poulter,70.83,425,6
108,109,109,Rod Pampling,70.85,921,13
109,110,110,Martin Laird,70.86,992,14
110,111,111,Sergio Garcia,70.88,567,8
111,112,112,Justin Rose,70.89,638,9
112,T113,T113,Geoff Ogilvy,70.92,851,12
113,T113,T113,Andres Romero,70.92,922,13
