,First_Tee_Late_Par_5_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_5_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_5_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_5_Scoring_Average_ROUNDS,First_Tee_Late_Par_5_Scoring_Average_AVG,First_Tee_Late_Par_5_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Ken Duke,104,4.41,397,90
1,2,2,Scott Stallings,78,4.42,380,86
2,3,3,Roberto Castro,92,4.45,258,58
3,4,4,Rory McIlroy,60,4.49,480,107
4,5,5,Ben Crane,73,4.5,333,74
5,T6,T6,Charley Hoffman,88,4.51,275,61
6,T6,T6,Billy Horschel,63,4.51,230,51
7,T6,T6,Dustin Johnson,70,4.51,442,98
8,T6,T6,Davis Love III,64,4.51,316,70
9,T6,T6,Brendon Todd,78,4.51,302,67
10,11,11,Zach Johnson,95,4.52,601,133
11,T12,T12,Kevin Chappell,91,4.53,385,85
12,T12,T12,Will Claxton,99,4.53,408,90
13,T12,T12,John Daly,50,4.53,195,43
14,T12,T12,Webb Simpson,77,4.53,612,135
15,T16,T16,Louis Oosthuizen,65,4.54,295,65
16,T16,T16,Cameron Tringale,88,4.54,318,70
17,T18,T18,Charles Howell III,98,4.55,469,103
18,T18,T18,Adam Scott,59,4.55,387,85
19,T18,T18,Jhonattan Vegas,77,4.55,282,62
20,T18,T18,Mark Wilson,84,4.55,214,47
21,T22,T22,Bud Cauley,99,4.56,511,112
22,T22,T22,Roland Thatcher,55,4.56,155,34
23,T24,T24,Robert Garrigus,89,4.57,425,93
24,T24,T24,Phil Mickelson,79,4.57,654,143
25,T24,T24,Carl Pettersson,92,4.57,398,87
26,T24,T24,Brandt Snedeker,81,4.57,516,113
27,T28,T28,Chad Campbell,84,4.58,357,78
28,T28,T28,Rocco Mediate,70,4.58,275,60
29,T28,T28,John Merrick,83,4.58,275,60
30,T31,T31,Jonas Blixt,72,4.59,335,73
31,T31,T31,Jason Day,57,4.59,257,56
32,T31,T31,Bobby Gates,87,4.59,271,59
33,T31,T31,Chez Reavie,83,4.59,266,58
34,T31,T31,Bo Van Pelt,84,4.59,532,116
35,T36,T36,Keegan Bradley,90,4.6,617,134
36,T36,T36,Jonathan Byrd,69,4.6,432,94
37,T36,T36,Nathan Green,73,4.6,239,52
38,T36,T36,David Hearn,95,4.6,285,62
39,T36,T36,Andres Romero,68,4.6,308,67
40,T36,T36,Kyle Stanley,86,4.6,382,83
41,T36,T36,Tiger Woods,69,4.6,589,128
42,T43,T43,Luke Donald,63,4.61,466,101
43,T43,T43,J.B. Holmes,90,4.61,406,88
44,T43,T43,Robert Karlsson,54,4.61,129,28
45,T43,T43,Billy Mayfair,90,4.61,415,90
46,T43,T43,Pat Perez,81,4.61,429,93
47,T43,T43,Charl Schwartzel,56,4.61,332,72
48,T43,T43,Michael Thompson,80,4.61,304,66
49,T43,T43,Camilo Villegas,79,4.61,433,94
50,T43,T43,Bubba Watson,68,4.61,549,119
51,T52,T52,Aaron Baddeley,73,4.62,277,60
52,T52,T52,Padraig Harrington,67,4.62,420,91
53,T52,T52,Matt Jones,53,4.62,217,47
54,T52,T52,Sean O'Hair,84,4.62,342,74
55,T52,T52,"Ted Potter, Jr.",77,4.62,231,50
56,T52,T52,Heath Slocum,93,4.62,291,63
57,T52,T52,David Toms,60,4.62,319,69
58,T52,T52,Boo Weekley,74,4.62,282,61
59,T60,T60,Cameron Beckman,81,4.63,292,63
60,T60,T60,Scott Brown,65,4.63,222,48
61,T60,T60,Daniel Chopra,55,4.63,222,48
62,T60,T60,Rickie Fowler,84,4.63,477,103
63,T60,T60,John Mallinger,74,4.63,329,71
64,T60,T60,Vijay Singh,99,4.63,486,105
65,T60,T60,Steve Stricker,73,4.63,606,131
66,T67,T67,Arjun Atwal,79,4.64,167,36
67,T67,T67,Sergio Garcia,57,4.64,404,87
68,T67,T67,Martin Laird,77,4.64,413,89
69,T67,T67,D.A. Points,88,4.64,353,76
70,T67,T67,Ian Poulter,57,4.64,394,85
71,T67,T67,Josh Teater,97,4.64,362,78
72,T73,T73,Blake Adams,107,4.65,479,103
