,Par_5_Scoring_Average_RANK THIS WEEK,Par_5_Scoring_Average_RANK LAST WEEK,Par_5_Scoring_Average_PLAYER NAME,Par_5_Scoring_Average_ROUNDS,Par_5_Scoring_Average_AVG,Par_5_Scoring_Average_TOTAL STROKES,Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Rory McIlroy,60,4.49,736,164
1,2,2,Bubba Watson,68,4.51,966,214
2,3,3,Sergio Garcia,57,4.54,781,172
3,T4,T4,Charles Howell III,98,4.55,1356,298
4,T4,T4,Kyle Stanley,86,4.55,1143,251
5,T6,T6,Keegan Bradley,90,4.56,1214,266
6,T6,T6,John Daly,50,4.56,566,124
7,T6,T6,Dustin Johnson,70,4.56,931,204
8,T6,T6,Tiger Woods,69,4.56,963,211
9,T10,T10,Robert Garrigus,89,4.57,1307,286
10,T10,T10,Adam Scott,59,4.57,822,180
11,T12,T12,Kevin Chappell,91,4.58,1241,271
12,T12,T12,Russell Knox,72,4.58,962,210
13,T12,T12,Jeff Overton,101,4.58,1433,313
14,T15,T15,Ben Crane,73,4.59,1110,242
15,T15,T15,Luke Donald,63,4.59,937,204
16,T15,T15,Phil Mickelson,79,4.59,1197,261
17,T15,T15,Brandt Snedeker,81,4.59,1130,246
18,T15,T15,Henrik Stenson,51,4.59,771,168
19,T20,T20,Zach Johnson,95,4.6,1329,289
20,T20,T20,Webb Simpson,77,4.6,1112,242
21,T22,T22,Charlie Beljan,61,4.61,797,173
22,T22,T22,Jonas Blixt,72,4.61,1061,230
23,T22,T22,Brendon de Jonge,115,4.61,1706,370
24,T22,T22,Jason Dufner,83,4.61,1170,254
25,T22,T22,Rickie Fowler,84,4.61,1221,265
26,T22,T22,Padraig Harrington,67,4.61,872,189
27,T22,T22,Sean O'Hair,84,4.61,1184,257
28,T22,T22,Louis Oosthuizen,65,4.61,876,190
29,T22,T22,Pat Perez,81,4.61,1216,264
30,T22,T22,Josh Teater,97,4.61,1369,297
31,T22,T22,Bo Van Pelt,84,4.61,1198,260
32,T33,T33,Will Claxton,99,4.62,1381,299
33,T33,T33,Seung-Yul Noh,105,4.62,1454,315
34,T33,T33,Scott Piercy,95,4.62,1391,301
35,T33,T33,John Senden,81,4.62,1154,250
36,T33,T33,Scott Stallings,78,4.62,1142,247
37,T33,T33,Steve Stricker,73,4.62,1016,220
38,T33,T33,Jimmy Walker,101,4.62,1528,331
39,T33,T33,Nick Watney,97,4.62,1401,303
40,T41,T41,Stuart Appleby,75,4.63,1009,218
41,T41,T41,Jonathan Byrd,69,4.63,1001,216
42,T41,T41,Chris Couch,61,4.63,861,186
43,T41,T41,James Driscoll,83,4.63,1227,265
44,T41,T41,Bobby Gates,87,4.63,1228,265
45,T41,T41,Charley Hoffman,88,4.63,1310,283
46,T41,T41,Ryo Ishikawa,54,4.63,723,156
47,T41,T41,Andres Romero,68,4.63,944,204
48,T41,T41,Michael Thompson,80,4.63,1111,240
49,T41,T41,Jhonattan Vegas,77,4.63,1106,239
50,T41,T41,Camilo Villegas,79,4.63,1134,245
51,T52,T52,Roberto Castro,92,4.64,1267,273
52,T52,T52,Robert Karlsson,54,4.64,752,162
53,T52,T52,John Merrick,83,4.64,1109,239
54,T52,T52,Geoff Ogilvy,73,4.64,1137,245
55,T52,T52,Vijay Singh,99,4.64,1401,302
56,T52,T52,Gary Woodland,70,4.64,1031,222
57,T58,T58,Blake Adams,107,4.65,1548,333
58,T58,T58,Aaron Baddeley,73,4.65,1083,233
59,T58,T58,Scott Brown,65,4.65,903,194
60,T58,T58,Bud Cauley,99,4.65,1493,321
61,T58,T58,Gary Christian,91,4.65,1214,261
62,T58,T58,Ken Duke,104,4.65,1484,319
63,T58,T58,Jim Furyk,85,4.65,1196,257
64,T58,T58,Billy Horschel,63,4.65,796,171
65,T58,T58,John Huh,99,4.65,1409,303
66,T58,T58,Richard Lee,71,4.65,921,198
67,T58,T58,Garth Mulroy,59,4.65,776,167
68,T58,T58,Greg Owen,90,4.65,1242,267
69,T58,T58,John Rollins,81,4.65,1116,240
70,T58,T58,Boo Weekley,74,4.65,1009,217
71,T58,T58,Lee Westwood,60,4.65,781,168
72,T73,T73,Kris Blanks,65,4.66,969,208
73,T73,T73,Ángel Cabrera,54,4.66,793,170
74,T73,T73,Harrison Frazar,56,4.66,769,165
75,T73,T73,Mathew Goggin,65,4.66,932,200
76,T73,T73,Bill Haas,79,4.66,1184,254
77,T73,T73,Brian Harman,101,4.66,1467,315
78,T73,T73,J.B. Holmes,90,4.66,1267,272
79,T73,T73,Bill Lunde,83,4.66,1166,250
80,T73,T73,William McGirt,96,4.66,1432,307
81,T73,T73,Carl Pettersson,92,4.66,1278,274
82,T73,T73,Justin Rose,69,4.66,1053,226
83,T84,T84,K.J. Choi,71,4.67,1046,224
84,T84,T84,Jason Day,57,4.67,784,168
85,T84,T84,Harris English,98,4.67,1425,305
86,T84,T84,Martin Flores,95,4.67,1330,285
87,T84,T84,Jason Kokrak,79,4.67,1065,228
88,T84,T84,Matt Kuchar,86,4.67,1150,246
89,T84,T84,Martin Laird,77,4.67,1153,247
90,T84,T84,John Mallinger,74,4.67,1005,215
91,T84,T84,Ryan Palmer,81,4.67,1196,256
92,T84,T84,Rod Pampling,88,4.67,1224,262
93,T84,T84,Kyle Reifers,86,4.67,1304,279
94,T84,T84,Johnson Wagner,88,4.67,1325,284
95,T96,T96,Mark Anderson,75,4.68,1082,231
96,T96,T96,Greg Chalmers,88,4.68,1286,275
97,T96,T96,Tim Herron,88,4.68,1225,262
98,T96,T96,Marc Leishman,84,4.68,1244,266
99,T96,T96,Jeff Maggert,83,4.68,1155,247
100,T96,T96,Billy Mayfair,90,4.68,1193,255
101,T96,T96,D.A. Points,88,4.68,1279,273
102,T96,T96,Ian Poulter,57,4.68,838,179
103,T96,T96,Kevin Streelman,89,4.68,1300,278
104,T96,T96,Mark Wilson,84,4.68,1170,250
105,T106,T106,Ricky Barnes,92,4.69,1271,271
106,T106,T106,Cameron Beckman,81,4.69,1121,239
107,T106,T106,Tommy Biershenk,74,4.69,1084,231
108,T106,T106,Graham DeLaet,79,4.69,1112,237
109,T106,T106,Chris DiMarco,83,4.69,1196,255
110,T106,T106,Nathan Green,73,4.69,980,209
111,T106,T106,Matt Jones,53,4.69,783,167
112,T106,T106,Davis Love III,64,4.69,844,180
113,T106,T106,George McNeill,85,4.69,1290,275
114,T106,T106,Rocco Mediate,70,4.69,998,213
115,T106,T106,Bryce Molder,83,4.69,1214,259
116,T106,T106,Rory Sabbatini,84,4.69,1201,256
117,T106,T106,Cameron Tringale,88,4.69,1373,293
118,T119,T119,Chad Campbell,84,4.7,1151,245
119,T119,T119,Ernie Els,80,4.7,1138,242
120,T119,T119,Brian Gay,91,4.7,1263,269
121,T119,T119,Spencer Levin,81,4.7,1174,250
122,T119,T119,Dicky Pride,62,4.7,856,182
123,T119,T119,D.J. Trahan,73,4.7,978,208
124,T125,T125,Jason Bohn,81,4.71,1084,230
125,T125,T125,Ben Curtis,62,4.71,989,210
126,T125,T125,Troy Matteson,100,4.71,1433,304
